"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D2BM_vs_D5BM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
-2.867671255,11.961839795,-101.626530745685,1.51419248936291e-12,1.276312849284e-08,18.4170356443486,"APOA4_HUMAN",29,-109.599721030131,1.95385538795869e-13,1.64690470651038e-09,-2.867671255,"Up in D2BM",8.78333152932691,"APOA4","APOA4_HUMAN"
0.992879390000002,13.91032362,61.1780012794618,5.64528866341639e-11,6.38826497452285e-08,15.9399013112584,"VILI_HUMAN",48,83.0807892027514,1.60157659763856e-12,6.07241356778902e-09,0.992879390000002,"Up in D5BM",8.216638658046,"VIL1","VILI_HUMAN"
0.799195767500002,11.89993977375,49.5970483106404,2.51664023191837e-10,1.51519717963143e-07,14.652598733855,"FAT1_HUMAN",154,76.9306656365471,2.87161289616563e-12,6.07241356778902e-09,0.799195767500002,"Up in D5BM",8.216638658046,"FAT1","FAT1_HUMAN"
-1.50630951,12.00780487,-71.4051184076474,1.87593652559595e-11,6.38826497452285e-08,16.7975761246279,"T23O_HUMAN",22,-75.6503275545773,3.26178341593799e-12,6.07241356778902e-09,-1.50630951,"Up in D2BM",8.216638658046,"TDO2","T23O_HUMAN"
-1.084487915,13.4881911275,-60.6660277778768,5.99365027371741e-11,6.38826497452285e-08,15.8909368884346,"TFR1_HUMAN",38,-74.6677221497665,3.6020960777014e-12,6.07241356778902e-09,-1.084487915,"Up in D2BM",8.216638658046,"TFRC","TFR1_HUMAN"
1.117634535,12.8238872275,65.720286288798,3.38869124452049e-11,6.38826497452285e-08,16.3476288792246,"HRG_HUMAN",22,70.6654969481266,5.47210684732082e-12,7.68739810267786e-09,1.117634535,"Up in D5BM",8.11422062780033,"HRG","HRG_HUMAN"
-1.156611915,15.1022677425,-62.6134546752068,4.78535303925083e-11,6.38826497452285e-08,16.0738257042838,"AACT_HUMAN",24,-68.6389780239046,6.82430107465485e-12,8.21743339403796e-09,-1.156611915,"Up in D2BM",8.08526380738251,"SERPINA3","AACT_HUMAN"
1.769484995,11.7163057325,60.567974902177,6.06312964719217e-11,6.38826497452285e-08,15.8814857025059,"MUC18_HUMAN",25,64.2419006012626,1.1278193910778e-11,1.18829870592434e-08,1.769484995,"Up in D5BM",7.92507437582919,"MCAM","MUC18_HUMAN"
1.2625365275,16.98772311125,55.0568012217133,1.19633673089975e-10,1.0548974883479e-07,15.3094853323146,"CLUS_HUMAN",30,61.1169682515832,1.64643492922035e-11,1.41580572530642e-08,1.2625365275,"Up in D5BM",7.84899633578174,"CLU","CLUS_HUMAN"
-1.413379905,12.93964088,-54.709381915691,1.25150965517606e-10,1.0548974883479e-07,15.2705497672992,"PCKGC_HUMAN",38,-60.9561051964585,1.6796840969349e-11,1.41580572530642e-08,-1.413379905,"Up in D2BM",7.84899633578174,"PCK1","PCKGC_HUMAN"
0.905543804999997,13.5215444575,50.42028205327,2.2383171443757e-10,1.45129040076483e-07,14.7581369824194,"APOA5_HUMAN",27,57.4015606496926,2.64943335775608e-11,1.98888761841251e-08,0.905543804999997,"Up in D5BM",7.70138975588119,"APOA5","APOA5_HUMAN"
0.919189930000009,16.7942392825,44.6802983389741,5.2906017555222e-10,2.13961122514227e-07,13.9673650089784,"FAS_HUMAN",166,56.9007638543871,2.83149263506349e-11,1.98888761841251e-08,0.919189930000009,"Up in D5BM",7.70138975588119,"FASN","FAS_HUMAN"
1.2614510075,13.12733614375,48.3999974718249,2.99469888985204e-10,1.57764480891018e-07,14.4946643362407,"HTRA1_HUMAN",27,52.2044550321319,5.44107406421472e-11,3.44740030007153e-08,1.2614510075,"Up in D5BM",7.46250828490697,"HTRA1","HTRA1_HUMAN"
2.3765585425,11.71578037875,67.488628954553,2.80444259902253e-11,6.38826497452285e-08,16.4943062242607,"SPP24_HUMAN",7,51.643872004667,5.90513119352831e-11,3.44740030007153e-08,2.3765585425,"Up in D5BM",7.46250828490697,"SPP2","SPP24_HUMAN"
0.969882009999999,17.3694944375,45.8931390554057,4.37261007366165e-10,2.04975600978032e-07,14.1456797677044,"VTNC_HUMAN",29,51.3844802960118,6.13489198019611e-11,3.44740030007153e-08,0.969882009999999,"Up in D5BM",7.46250828490697,"VTN","VTNC_HUMAN"
0.625105855000001,12.490424635,37.0816884241077,1.99117505016454e-09,4.66240681936001e-07,12.6841475147992,"MRP3_HUMAN",58,50.5215048865893,6.97531726126574e-11,3.66668404493416e-08,0.625105855000001,"Up in D5BM",7.43572651121568,"ABCC3","MRP3_HUMAN"
1.41496205,13.3044179675,44.6329951528634,5.33062471562317e-10,2.13961122514227e-07,13.9602785621673,"EPIPL_HUMAN",173,49.8067156816182,7.77085356279968e-11,3.66668404493416e-08,1.41496205,"Up in D5BM",7.43572651121568,"EPPK1","EPIPL_HUMAN"
1.016449215,11.1001924275,51.065726419723,2.04451177121012e-10,1.45129040076483e-07,14.8391889556212,"SFXN3_HUMAN",17,49.7567884800246,7.83014744439612e-11,3.66668404493416e-08,1.016449215,"Up in D5BM",7.43572651121568,"SFXN3","SFXN3_HUMAN"
0.642439365000001,15.1858563425,35.4615158827247,2.73480197054563e-09,5.16690213733408e-07,12.3670012226769,"FLNA_HUMAN",152,48.9261931399726,8.89565590463428e-11,3.85173550624247e-08,0.642439365000001,"Up in D5BM",7.41434354297098,"FLNA","FLNA_HUMAN"
1.129592655,13.624165655,50.5208867401104,2.20677542683172e-10,1.45129040076483e-07,14.7708672411937,"CRYM_HUMAN",16,48.7520946806183,9.1392466632874e-11,3.85173550624247e-08,1.129592655,"Up in D5BM",7.41434354297098,"CRYM","CRYM_HUMAN"
0.940789219999999,17.9231524475,41.2700226137856,9.30611581043299e-10,3.41048913765825e-07,13.4293586442077,"GATM_HUMAN",48,48.0414899770792,1.02148909091191e-10,4.10006264156976e-08,0.940789219999999,"Up in D5BM",7.3872095079924,"GATM","GATM_HUMAN"
