"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D8BM_vs_D8CM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names","D8CM_vs_D8BM"
2.74065637500001,14.8564045425,68.7881587092647,2.78151953043926e-11,2.34454281220725e-07,15.1334328569479,"FGL1_HUMAN",19,-70.8674286376596,9.40661798661189e-12,7.67834785806884e-08,-2.74065637500001,"Up in D8BM",7.11473221659766,"FGL1","FGL1_HUMAN",2.74065637500001
3.43148231250001,16.78668975875,60.6426421654755,6.79023918045044e-11,2.44233560073757e-07,14.673692838853,"FINC_HUMAN",161,-64.802989373591,1.82188820929383e-11,7.67834785806884e-08,-3.43148231250001,"Up in D8BM",7.11473221659766,"FN1","FINC_HUMAN",3.43148231250001
3.75493276075,9.747781574625,58.5634458079025,8.69261692040894e-11,2.44233560073757e-07,14.5352137839362,"TSP4_HUMAN",10,-55.6473842260894,5.61221819810315e-11,1.57684623972705e-07,-3.75493276075,"Up in D8BM",6.8022106532112,"THBS4","TSP4_HUMAN",3.75493276075
-1.76785779,12.431516525,-49.4417810575154,2.88079277375671e-10,4.85644045799906e-07,13.7941339793863,"PEG10_HUMAN",23,52.5425727695264,8.57482709404358e-11,1.80693043939233e-07,1.76785779,"Up in D8CM",6.74305856596123,"PEG10","PEG10_HUMAN",-1.76785779
2.94891905875,10.847546935625,46.9185429045537,4.1726966374176e-10,5.86194332613216e-07,13.5420744932331,"PGBM_HUMAN",175,-49.7013795401083,1.29250248514885e-10,2.17890068946393e-07,-2.94891905875,"Up in D8BM",6.66176256369624,"HSPG2","PGBM_HUMAN",2.94891905875
-1.0521419075,16.33192074125,-35.7586993249847,2.8434773184051e-09,2.17887911971242e-06,12.0751442204328,"FLNA_HUMAN",152,44.2334364064684,3.05405848959417e-10,3.69001882351859e-07,1.0521419075,"Up in D8CM",6.43297141841292,"FLNA","FLNA_HUMAN",-1.0521419075
-1.0945250985,10.19797217825,-38.1007126693026,1.81699385953097e-09,1.53154412419865e-06,12.4403732811956,"TRFM_HUMAN",35,44.213095646051,3.06443608549414e-10,3.69001882351859e-07,1.0945250985,"Up in D8CM",6.43297141841292,"MELTF","TRFM_HUMAN",-1.0945250985
2.9708716875,12.73478829875,41.5329152550962,9.87970688050871e-10,1.13492242503162e-06,12.9155322206423,"TSP1_HUMAN",52,-43.4103846197535,3.50778033495666e-10,3.69588505541871e-07,-2.9708716875,"Up in D8BM",6.43228154410064,"THBS1","TSP1_HUMAN",2.9708716875
-1.7713310715,10.28403127175,-40.3496794367505,1.21180470106591e-09,1.13492242503162e-06,12.7591532514808,"TAGL_HUMAN",17,40.8884047601094,5.45343231039735e-10,4.81785484971258e-07,1.7713310715,"Up in D8CM",6.31714628838053,"TAGLN","TAGL_HUMAN",-1.7713310715
0.976989264999998,11.945733785,33.459537544124,4.54429379584504e-09,2.94645018501368e-06,11.6791570598307,"AGRIN_HUMAN",69,-40.6285564631446,5.7158083399129e-10,4.81785484971258e-07,-0.976989264999998,"Up in D8BM",6.31714628838053,"AGRN","AGRIN_HUMAN",0.976989264999998
2.135832545,11.52000892,52.6651043427155,1.84269795392283e-10,3.88302526340389e-07,14.0838623384804,"F13A_HUMAN",7,-38.6075484497977,8.32467116195374e-10,6.37896847491892e-07,-2.135832545,"Up in D8BM",6.19524954414247,"F13A1","F13A_HUMAN",2.135832545
0.826499699999998,13.6332155475,31.4345815103722,7.05671346378093e-09,3.71756486163809e-06,11.2955159632643,"A0AAG2UXZ5_HUMAN",37,-37.8394307353898,9.65296293981847e-10,6.78040205164416e-07,-0.826499699999998,"Up in D8BM",6.16874455338462,"COL18A1","A0AAG2UXZ5_HUMAN",0.826499699999998
0.811208725000004,13.79091859,31.6520973761874,6.72197289294894e-09,3.71756486163809e-06,11.3384222018732,"APOA5_HUMAN",27,-36.4139336147066,1.28079940015993e-09,8.30450626457541e-07,-0.811208725000004,"Up in D8BM",6.08068618295305,"APOA5","APOA5_HUMAN",0.811208725000004
1.25859427324999,10.644076943375,32.048378748887,6.15759126040741e-09,3.70730976671243e-06,11.4155115423163,"PTPRF_HUMAN",72,-35.7850791755914,1.45607620664271e-09,8.76661881842245e-07,-1.25859427324999,"Up in D8BM",6.05716787660464,"PTPRF","PTPRF_HUMAN",1.25859427324999
1.63846898,13.19742787,40.5888151402693,1.16225680483224e-09,1.13492242503162e-06,12.7913613561453,"ANGL8_HUMAN",9,-33.4731474396859,2.38037644228781e-09,1.33761286880293e-06,-1.63846898,"Up in D8BM",5.87366956165804,"ANGPTL8","ANGL8_HUMAN",1.63846898
0.887737512500001,11.46728765875,27.2440182169669,1.93218719568687e-08,9.04800326246923e-06,10.3780875642051,"AKA12_HUMAN",65,-31.7434946990718,3.51641901948903e-09,1.84212106210436e-06,-0.887737512500001,"Up in D8BM",5.73468183186109,"AKAP12","AKA12_HUMAN",0.887737512500001
2.62662601475,10.033361435125,33.6719049581404,4.34597811247115e-09,2.94645018501368e-06,11.7174219166295,"FMOD_HUMAN",8,-31.5068489242138,3.71527560277306e-09,1.84212106210436e-06,-2.62662601475,"Up in D8BM",5.73468183186109,"FMOD","FMOD_HUMAN",2.62662601475
3.68973350475,8.649769067625,30.3366751630733,9.06531542118705e-09,4.49479668736386e-06,11.072309282115,"TSP3_HUMAN",12,-30.6289117056464,4.57294981023485e-09,2.14141077502608e-06,-3.68973350475,"Up in D8BM",5.6693000163975,"THBS3","TSP3_HUMAN",3.68973350475
