"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D3BM_vs_D8BM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names","D8BM_vs_D3BM"
-1.42105198,13.7636775975,-66.5971187892092,2.97218422560866e-11,2.50525408376554e-07,15.8663066741535,"EPIPL_HUMAN",173,115.591131806425,1.81427501244688e-13,1.52925240799147e-09,1.42105198,"Up in D8BM",8.81552082698083,"EPPK1","EPIPL_HUMAN",-1.42105198
1.68427539,11.1890269525,50.7335269764139,2.0720021178888e-10,4.29382035516443e-07,14.5057257421335,"APOA4_HUMAN",29,-56.0990701873262,4.08148910830613e-11,1.11645286248323e-07,-1.68427539,"Up in D3BM",6.95215960845961,"APOA4","APOA4_HUMAN",1.68427539
0.659952875,12.4627290975,32.6577834747741,4.77489450683812e-09,1.8294357180972e-06,11.7818347530021,"COBL1_HUMAN",67,-55.9218549377169,4.17928855826933e-11,1.11645286248323e-07,-0.659952875,"Up in D3BM",6.95215960845961,"COBLL1","COBL1_HUMAN",0.659952875
-2.391066075,9.33416605,-49.9865769421441,2.3032276283484e-10,4.29382035516443e-07,14.4236677740815,"ITA7_HUMAN",30,53.1320949656689,6.12930712029366e-11,1.11645286248323e-07,2.391066075,"Up in D8BM",6.95215960845961,"ITGA7","ITA7_HUMAN",-2.391066075
-2.07330847,12.114270925,-48.8409032027425,2.71740584654216e-10,4.29382035516443e-07,14.2938662489604,"MUC18_HUMAN",25,51.7626251478844,7.45176642015022e-11,1.11645286248323e-07,2.07330847,"Up in D8BM",6.95215960845961,"MCAM","MUC18_HUMAN",-2.07330847
-1.51207757,13.8410547975,-48.0422189995261,3.0564624666018e-10,4.29382035516443e-07,14.2004467466437,"HRG_HUMAN",22,51.3191394710621,7.94722645023061e-11,1.11645286248323e-07,1.51207757,"Up in D8BM",6.95215960845961,"HRG","HRG_HUMAN",-1.51207757
-1.263656375,13.6594790225,-43.77180966623,5.93520293620359e-10,5.92768949217622e-07,13.6562383890391,"HTRA1_HUMAN",27,49.1420846540865,1.09909261784207e-10,1.25231190090364e-07,1.263656375,"Up in D8BM",6.90228749223461,"HTRA1","HTRA1_HUMAN",-1.263656375
-1.1904866725,14.37127435125,-40.5364091476965,1.02577176809514e-09,8.41279078541672e-07,13.1871151844097,"VILI_HUMAN",48,48.6304810614037,1.18857458859047e-10,1.25231190090364e-07,1.1904866725,"Up in D8BM",6.90228749223461,"VIL1","VILI_HUMAN",-1.1904866725
-1.811808825,13.084604145,-50.9944673721824,1.99754987092802e-10,4.29382035516443e-07,14.5339281079291,"IL18_HUMAN",13,47.2757882971011,1.46818932141779e-10,1.29449246537625e-07,1.811808825,"Up in D8BM",6.88790047304297,"IL18","IL18_HUMAN",-1.811808825
-1.0225734725,13.64318871625,-38.8232901183394,1.39510200189509e-09,8.96512586588136e-07,12.9158752187737,"PFKAP_HUMAN",36,46.9765405367069,1.53958220009847e-10,1.29449246537625e-07,1.0225734725,"Up in D8BM",6.88790047304297,"PFKP","PFKAP_HUMAN",-1.0225734725
1.0426807475,13.22660446125,38.4695800520712,1.48904688720298e-09,8.96512586588136e-07,12.8577283038865,"TFR1_HUMAN",38,-46.3969447432147,1.68933647160265e-10,1.29449246537625e-07,-1.0426807475,"Up in D3BM",6.88790047304297,"TFRC","TFR1_HUMAN",1.0426807475
-0.976411102499998,12.07666242125,-35.0977591446555,2.86047166005969e-09,1.41828915427312e-06,12.2630389800843,"FAT1_HUMAN",154,45.6910240504563,1.89451175744633e-10,1.33073663362626e-07,0.976411102499998,"Up in D8BM",6.87590788733557,"FAT1","FAT1_HUMAN",-0.976411102499998
-1.542978525,11.4683510075,-43.3787850041439,6.32924491987021e-10,5.92768949217622e-07,13.6020508751464,"PRS23_HUMAN",17,43.7015504672898,2.64251198741495e-10,1.64325631852346e-07,1.542978525,"Up in D8BM",6.78429468912847,"PRSS23","PRS23_HUMAN",-1.542978525
0.865879057500003,12.97578001125,38.9032016686503,1.37482425179939e-09,8.96512586588136e-07,12.9289076403887,"OAT_HUMAN",22,-43.512916947233,2.72933781698048e-10,1.64325631852346e-07,-0.865879057500003,"Up in D3BM",6.78429468912847,"OAT","OAT_HUMAN",0.865879057500003
-2.5242574215,10.94442427175,-40.1515946356008,1.09788466768993e-09,8.41279078541672e-07,13.1276450120309,"FSTL1_HUMAN",17,40.9025086756783,4.33323314435848e-10,2.43498814491984e-07,2.5242574215,"Up in D8BM",6.61350314886759,"FSTL1","FSTL1_HUMAN",-2.5242574215
-1.7338306915,10.02991402175,-36.8979960863448,2.00383271606849e-09,1.08156862449356e-06,12.5899468312687,"EPHA2_HUMAN",28,39.1293644149884,6.03341260292718e-10,3.17847717687958e-07,1.7338306915,"Up in D8BM",6.49778090268274,"EPHA2","EPHA2_HUMAN",-1.7338306915
-0.795510057500003,14.38207733625,-31.368808952359,6.35692002819447e-09,2.06086457375582e-06,11.5080081516855,"CAN2_HUMAN",37,38.7451876358823,6.49470083223213e-10,3.22022548911086e-07,0.795510057500003,"Up in D8BM",6.49211371673651,"CAPN2","CAN2_HUMAN",-0.795510057500003
0.483474972500002,11.89693033625,22.3853426305569,6.94189066280804e-08,7.89460514899722e-06,9.10523644573918,"SPTN2_HUMAN",127,-37.3486819375297,8.54232373623867e-10,3.72415289241028e-07,-0.483474972500002,"Non-significant",6.42897249767805,"SPTBN2","SPTN2_HUMAN",0.483474972500002
-0.561007022999997,10.096721411,-26.7533915777288,1.96679224100474e-08,3.76774813623386e-06,10.3959783635124,"CLIP2_HUMAN",37,37.1838729692879,8.8290040717729e-10,3.72415289241028e-07,0.561007022999997,"Up in D8BM",6.42897249767805,"CLIP2","CLIP2_HUMAN",-0.561007022999997
-0.894052504999998,11.01362586,-32.0722299278673,5.43013895723467e-09,1.99002788132744e-06,11.6592209477099,"ITA2_HUMAN",31,37.1796319772336,8.83652365027948e-10,3.72415289241028e-07,0.894052504999998,"Up in D8BM",6.42897249767805,"ITGA2","ITA2_HUMAN",-0.894052504999998
-1.04620433,16.4931865925,-36.7724323630389,2.05304282736944e-09,1.08156862449356e-06,12.5678646767666,"LEG4_HUMAN",17,36.713293652661,9.70942347398696e-10,3.89717764105886e-07,1.04620433,"Up in D8BM",6.40924979775535,"LGALS4","LEG4_HUMAN",-1.04620433
-0.751768585000001,15.429965495,-27.4007217870059,1.66016482841872e-08,3.48405237841307e-06,10.5657755123091,"FLNA_HUMAN",152,35.9748678331605,1.1299002050437e-09,4.32905855832423e-07,0.751768585000001,"Up in D8BM",6.36360653953102,"FLNA","FLNA_HUMAN",-0.751768585000001
1.261266475,12.59364593,31.4139553065338,6.29229638180521e-09,2.06086457375582e-06,11.5178447282733,"PCKGC_HUMAN",38,-34.4352207886825,1.56583196474362e-09,5.73843375253217e-07,-1.261266475,"Up in D3BM",6.24120662771574,"PCK1","PCKGC_HUMAN",1.261266475
-1.237933395,11.5424431575,-33.7045826138168,3.81546316461056e-09,1.68309471365259e-06,11.9939736342159,"SFXN3_HUMAN",17,33.9895227725533,1.72558723419378e-09,5.89594309845591e-07,1.237933395,"Up in D8BM",6.22944671648989,"SFXN3","SFXN3_HUMAN",-1.237933395
-1.2221639175,14.03430855375,-33.942327733897,3.629438884838e-09,1.68309471365259e-06,12.0409362278058,"CRYM_HUMAN",16,33.7022168073366,1.83833845033098e-09,5.89594309845591e-07,1.2221639175,"Up in D8BM",6.22944671648989,"CRYM","CRYM_HUMAN",-1.2221639175
-0.791244267500002,12.97281301125,-33.1522638251235,4.29109337106125e-09,1.72236314403216e-06,11.8831487102223,"ACMSD_HUMAN",18,33.6980989137292,1.84001405153821e-09,5.89594309845591e-07,0.791244267500002,"Up in D8BM",6.22944671648989,"ACMSD","ACMSD_HUMAN",-0.791244267500002
0.874768257500001,15.23636555875,31.8355238627637,5.72365136358746e-09,2.01019405598661e-06,11.6088218240512,"VNN1_HUMAN",20,-33.580498702941,1.88860438555356e-09,5.89594309845591e-07,-0.874768257500001,"Up in D3BM",6.22944671648989,"VNN1","VNN1_HUMAN",0.874768257500001
-0.74059248,11.5513257975,-26.2657352890731,2.24065156136911e-08,3.93467750224589e-06,10.2647357199,"ACD10_HUMAN",56,32.4476584331173,2.43913269099903e-09,7.3426605187253e-07,0.74059248,"Up in D8BM",6.134146550541,"ACAD10","ACD10_HUMAN",-0.74059248
