"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1B_vs_D8B","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
1.95342517,12.671097875,94.4453541590716,2.42106283298898e-12,6.80237953975469e-09,19.0485366400424,"PCSK6_HUMAN",46,126.502119694239,6.57255245254678e-14,3.86528575433136e-10,1.95342517,"Up in D8B",9.41281839386937,"PCSK6","PCSK6_HUMAN"
2.398753165,13.4052977575,90.4788408139885,3.29018920657885e-12,6.93325120556327e-09,18.7989346669722,"EPIPL_HUMAN",173,114.064147272775,1.44272105800815e-13,3.86528575433136e-10,2.398753165,"Up in D8B",9.41281839386937,"EPPK1","EPIPL_HUMAN"
1.289981365,15.13520169,67.2236123998261,2.7501302097607e-11,1.05660138326881e-08,16.9195106198096,"FLNA_HUMAN",152,113.75824540769,1.47245285628111e-13,3.86528575433136e-10,1.289981365,"Up in D8B",9.41281839386937,"FLNA","FLNA_HUMAN"
2.28412819,13.316930055,95.6648242114293,2.20887680936339e-12,6.80237953975469e-09,19.121974125535,"APOA5_HUMAN",27,107.595451325736,2.24789151592045e-13,3.86528575433136e-10,2.28412819,"Up in D8B",9.41281839386937,"APOA5","APOA5_HUMAN"
4.932001351,11.1864861245,181.582177434534,2.25788110747905e-14,1.90316798549409e-10,21.993072559012,"SPP24_HUMAN",7,107.315298531693,2.29284953988098e-13,3.86528575433136e-10,4.932001351,"Up in D8B",9.41281839386937,"SPP2","SPP24_HUMAN"
-1.892814875,13.532826545,-87.1090226492037,4.31578504564291e-12,7.27555042994481e-09,18.5731304798411,"PLIN2_HUMAN",27,-99.9708087100651,3.928431013256e-13,5.51879083512247e-10,-1.892814875,"Up in D1B",9.25815606559654,"PLIN2","PLIN2_HUMAN"
1.57890892,17.8860459325,72.720485857142,1.56838484194391e-11,9.4860081326446e-09,17.4400841630489,"GATM_HUMAN",48,95.1122902311919,5.73507807162271e-13,6.90585329510112e-10,1.57890892,"Up in D8B",9.16078265184883,"GATM","GATM_HUMAN"
2.0698139675,11.82134497375,81.8467396193382,6.73752781501038e-12,9.46510365878708e-09,18.1926981037991,"MFGM_HUMAN",22,86.8705908833786,1.14145309528206e-12,1.18778150579563e-09,2.0698139675,"Up in D8B",8.92526344113463,"MFGE8","MFGM_HUMAN"
-2.3749990475,15.31705999375,-78.8600353048449,8.78804168467732e-12,9.4860081326446e-09,17.960244385095,"AACT_HUMAN",24,-84.184344541748,1.44889389867497e-12,1.18778150579563e-09,-2.3749990475,"Up in D1B",8.92526344113463,"SERPINA3","AACT_HUMAN"
1.9432106025,16.99656629375,74.3829433524666,1.33445013489775e-11,9.4860081326446e-09,17.5869173491411,"CLUS_HUMAN",30,83.9993200336059,1.47330237104165e-12,1.18778150579563e-09,1.9432106025,"Up in D8B",8.92526344113463,"CLU","CLUS_HUMAN"
1.7622926225,13.40271127125,71.9536626598688,1.69180772978668e-11,9.4860081326446e-09,17.3707661865107,"HDAC6_HUMAN",32,83.4392031768005,1.55007670705327e-12,1.18778150579563e-09,1.7622926225,"Up in D8B",8.92526344113463,"HDAC6","HDAC6_HUMAN"
2.623256685,12.8993022425,73.2841086730746,1.484198269332e-11,9.4860081326446e-09,17.4903873873538,"HTRA1_HUMAN",27,78.3769012221899,2.49299769025172e-12,1.62144100214548e-09,2.623256685,"Up in D8B",8.79009884896992,"HTRA1","HTRA1_HUMAN"
1.70480752,15.5882762675,67.1975203469378,2.7577684697964e-11,1.05660138326881e-08,16.9169025124856,"DPYL2_HUMAN",35,78.3448965977193,2.50073947418332e-12,1.62144100214548e-09,1.70480752,"Up in D8B",8.79009884896992,"DPYSL2","DPYL2_HUMAN"
1.7755613325,17.44853591875,68.6055323330952,2.37801151227656e-11,1.01799460483586e-08,17.0557224217832,"VTNC_HUMAN",29,77.1484637235698,2.81064092532712e-12,1.62772451724162e-09,1.7755613325,"Up in D8B",8.78841909500301,"VTN","VTNC_HUMAN"
1.803558825,14.028066635,64.5325489225583,3.6822204850929e-11,1.24149745875392e-08,16.64315206663,"VILI_HUMAN",48,75.7353563671989,3.2340876108593e-12,1.62772451724162e-09,1.803558825,"Up in D8B",8.78841909500301,"VIL1","VILI_HUMAN"
-1.5587584975,10.49639546875,-59.9598986619298,6.22431201665353e-11,1.87374021387045e-08,16.1369092575236,"LAMA5_HUMAN",106,-75.5785922178598,3.28535805119205e-12,1.62772451724162e-09,-1.5587584975,"Up in D1B",8.78841909500301,"LAMA5","LAMA5_HUMAN"
1.98925972,12.730133295,70.9762441147296,1.86549932294085e-11,9.4860081326446e-09,17.2809114644332,"HRG_HUMAN",22,74.9128853966539,3.51357246533276e-12,1.62772451724162e-09,1.98925972,"Up in D8B",8.78841909500301,"HRG","HRG_HUMAN"
-2.3238472975,11.42683386625,-68.9227380375553,2.30091196972862e-11,1.01799460483586e-08,17.0864646095034,"APOA4_HUMAN",29,-74.6406565044432,3.61202268096926e-12,1.62772451724162e-09,-2.3238472975,"Up in D1B",8.78841909500301,"APOA4","APOA4_HUMAN"
1.2744593625,10.79442381875,57.3732351690364,8.52821275516071e-11,2.19440280068419e-08,15.8279447535225,"MILK2_HUMAN",50,74.4866712586904,3.66909073764275e-12,1.62772451724162e-09,1.2744593625,"Up in D8B",8.78841909500301,"MICALL2","MILK2_HUMAN"
1.790146345,14.530391455,78.2230700955481,9.31247449968551e-12,9.4860081326446e-09,17.9090064673526,"FBX2_HUMAN",16,73.2690415976467,4.15807098936829e-12,1.75241901846927e-09,1.790146345,"Up in D8B",8.7563620422027,"FBXO2","FBX2_HUMAN"
1.56180072,11.548966525,75.7583749991475,1.17067432172657e-11,9.4860081326446e-09,17.704950242911,"ACY3_HUMAN",17,72.059677762002,4.71797287709059e-12,1.84601622013307e-09,1.56180072,"Up in D8B",8.73376448733863,"ACY3","ACY3_HUMAN"
1.05353093,11.455459475,56.9418956417462,9.00037750179558e-11,2.19440280068419e-08,15.7747038423963,"PALLD_HUMAN",30,71.8604372504209,4.81817022694595e-12,1.84601622013307e-09,1.05353093,"Up in D8B",8.73376448733863,"PALLD","PALLD_HUMAN"
1.45189357,14.1802803275,58.4417220998031,7.47537326933071e-11,2.17275590645478e-08,15.9576783029947,"CAN2_HUMAN",37,69.1335737438538,6.46239969044762e-12,2.36832899959926e-09,1.45189357,"Up in D8B",8.62555796715787,"CAPN2","CAN2_HUMAN"
0.992081639999995,16.9189801225,46.5931356149786,3.76692895388747e-10,4.29073569625912e-08,14.325052245762,"AHNK_HUMAN",309,68.7308846847364,6.75535208557244e-12,2.37253594705376e-09,0.992081639999995,"Up in D8B",8.62478719871571,"AHNAK","AHNK_HUMAN"
1.447339295,11.1751047375,57.6586807593697,8.23127479912134e-11,2.19440280068419e-08,15.8629007123284,"ARVC_HUMAN",38,68.2428390129597,7.13074239701831e-12,2.40420110657869e-09,1.447339295,"Up in D8B",8.61902920729142,"ARVCF","ARVC_HUMAN"
-2.0392613425,12.91933441125,-66.3933820291725,3.00546392640101e-11,1.10143719285366e-08,16.8358490952678,"HMOX1_HUMAN",18,-66.8948184089512,8.29636218037515e-12,2.59217776643665e-09,-2.0392613425,"Up in D1B",8.58633521872149,"HMOX1","HMOX1_HUMAN"
-1.7544095525,10.22942388125,-68.4556714474525,2.41545759837669e-11,1.01799460483586e-08,17.0411313128981,"PLPL2_HUMAN",17,-66.8874143144196,8.30333369246525e-12,2.59217776643665e-09,-1.7544095525,"Up in D1B",8.58633521872149,"PNPLA2","PLPL2_HUMAN"
2.56471562500001,12.652532935,70.7259830683165,1.91318232595751e-11,9.4860081326446e-09,17.2576296540728,"IL18_HUMAN",13,66.0794585523901,9.10548509884561e-12,2.6477260726465e-09,2.56471562500001,"Up in D8B",8.5771269479679,"IL18","IL18_HUMAN"
2.0242638575,11.63584613625,71.8363574690926,1.71164806321297e-11,9.4860081326446e-09,17.3600717016575,"IYD1_HUMAN",14,65.79900591364,9.40414752230668e-12,2.6477260726465e-09,2.0242638575,"Up in D8B",8.5771269479679,"IYD","IYD1_HUMAN"
1.469810245,14.6473559125,56.5665871639719,9.4355566678808e-11,2.20923075426576e-08,15.7279640490973,"NHRF3_HUMAN",36,65.7810619963614,9.42363058244098e-12,2.6477260726465e-09,1.469810245,"Up in D8B",8.5771269479679,"PDZK1","NHRF3_HUMAN"
1.2539978025,12.73118877375,52.4423187371498,1.61990567334644e-10,3.10322384559934e-08,15.1874391079326,"DSG2_HUMAN",47,65.0184873365356,1.02954098415402e-11,2.79935514691426e-09,1.2539978025,"Up in D8B",8.55294200022594,"DSG2","DSG2_HUMAN"
1.4694342625,12.06483340125,57.2804845186852,8.62731126214081e-11,2.19440280068419e-08,15.8165390947242,"CAP2_HUMAN",27,63.6174110653344,1.21458553469054e-11,3.19929420997081e-09,1.4694342625,"Up in D8B",8.49494581996854,"CAP2","CAP2_HUMAN"
1.71347046,11.652796985,55.8794411691616,1.02959576760343e-10,2.31294144630357e-08,15.64137171315,"NEP_HUMAN",38,62.9125185036023,1.32172606421067e-11,3.37600878643387e-09,1.71347046,"Up in D8B",8.4715964317458,"MME","NEP_HUMAN"
0.959233047500001,12.54055321125,45.4028534327135,4.53058283285012e-10,4.77353533726171e-08,14.1337551796263,"MRP3_HUMAN",58,62.3008581540608,1.42341869964705e-11,3.52882241744852e-09,0.959233047500001,"Up in D8B",8.45237019629084,"ABCC3","MRP3_HUMAN"
1.4980793025,15.49770164625,55.4242827191879,1.09150874702449e-10,2.35905826376138e-08,15.5832769767183,"BHMT2_HUMAN",28,61.4686098316078,1.57631405208446e-11,3.75360861985879e-09,1.4980793025,"Up in D8B",8.42555101224125,"BHMT2","BHMT2_HUMAN"
-1.0602176175,11.27043092375,-46.9779209484539,3.55227605884539e-10,4.10166231506956e-08,14.3856671585495,"JAK1_HUMAN",56,-61.3319569050567,1.60315470773421e-11,3.75360861985879e-09,-1.0602176175,"Up in D1B",8.42555101224125,"JAK1","JAK1_HUMAN"
1.627835035,13.4972654575,60.6875769423252,5.71051171600322e-11,1.78273715756264e-08,16.2207667799675,"CBPQ_HUMAN",18,60.7283197853024,1.72807308877637e-11,3.8735012048374e-09,1.627835035,"Up in D8B",8.41189630461164,"CPQ","CBPQ_HUMAN"
1.5123560425,16.00230252625,51.8389476113049,1.75939020185438e-10,3.14760084004248e-08,15.1039752563998,"TRFE_HUMAN",55,60.6445236481749,1.74626937695837e-11,3.8735012048374e-09,1.5123560425,"Up in D8B",8.41189630461164,"TF","TRFE_HUMAN"
1.189663885,12.95986223,50.7785671722477,2.0390324199592e-10,3.37525102915342e-08,14.9543895556266,"CADH2_HUMAN",34,60.3532911664618,1.81121722535133e-11,3.91455128012471e-09,1.189663885,"Up in D8B",8.40731801335944,"CDH2","CADH2_HUMAN"
1.024263385,13.791109325,48.4717081465231,2.84129176581186e-10,3.80146798317908e-08,14.6155333320715,"CHDH_HUMAN",33,59.4572607488563,2.02883684843717e-11,4.27526644886923e-09,1.024263385,"Up in D8B",8.36903681341122,"CHDH","CHDH_HUMAN"
-0.985465050000002,18.1910538675,-52.1053474845391,1.69618351173627e-10,3.14760084004248e-08,15.1409715440159,"NNMT_HUMAN",24,-59.0197840833369,2.14573094580065e-11,4.35456101780779e-09,-0.985465050000002,"Up in D1B",8.3610556195663,"NNMT","NNMT_HUMAN"
1.9694168575,12.84767782625,65.6087732795027,3.27186540595224e-11,1.14910639611548e-08,16.7554871794265,"CAVN1_HUMAN",13,58.9330906814648,2.16978956872615e-11,4.35456101780779e-09,1.9694168575,"Up in D8B",8.3610556195663,"CAVIN1","CAVN1_HUMAN"
1.9867239,13.91252017,56.8437870411036,9.11188729670738e-11,2.19440280068419e-08,15.7625231790452,"QORX_HUMAN",20,58.6613538391961,2.24720076367372e-11,4.40503610162925e-09,1.9867239,"Up in D8B",8.35605052796155,"TP53I3","QORX_HUMAN"
1.378543615,12.02845919,47.5653748676075,3.25089270272236e-10,3.97127167989083e-08,14.4770859928454,"FAT1_HUMAN",154,57.6146084855297,2.57602672373064e-11,4.93484755780126e-09,1.378543615,"Up in D8B",8.30672625856239,"FAT1","FAT1_HUMAN"
1.30886959975,10.541319727625,49.8772620279964,2.31702727410412e-10,3.44350562625544e-08,14.8242407775253,"BMP1_HUMAN",34,57.3923034916207,2.65267619249655e-11,4.96875725034521e-09,1.30886959975,"Up in D8B",8.3037522202822,"BMP1","BMP1_HUMAN"
1.3826599125,18.01035547375,49.0092444863283,2.62627156491667e-10,3.68947383678044e-08,14.6961962312531,"BHMT1_HUMAN",37,56.0139435455972,3.18971395198154e-11,5.84480410896792e-09,1.3826599125,"Up in D8B",8.23323003981778,"BHMT","BHMT1_HUMAN"
1.25932837,12.6669754975,49.8310888051384,2.33239197808542e-10,3.44350562625544e-08,14.8174971621908,"AS3MT_HUMAN",27,55.4800341995304,3.43000149572808e-11,6.07902920263641e-09,1.25932837,"Up in D8B",8.21616577033272,"AS3MT","AS3MT_HUMAN"
1.1988410975,16.90564584625,44.3741725196208,5.33503940419934e-10,5.15204087073495e-08,13.9636439815874,"FAS_HUMAN",166,55.4126048358045,3.46177959101373e-11,6.07902920263641e-09,1.1988410975,"Up in D8B",8.21616577033272,"FASN","FAS_HUMAN"
-1.37786841,14.480736375,-48.5379679066945,2.81373224583804e-10,3.80146798317908e-08,14.625533848786,"CP4AB_HUMAN",36,-55.2348261587687,3.5471719652214e-11,6.10185969282677e-09,-1.37786841,"Up in D1B",8.21453778281811,"CYP4A11","CP4AB_HUMAN"
-0.7810144425,13.64316439625,-39.4457608861476,1.23486058261203e-09,9.21118570870514e-08,13.0803607707788,"SEC63_HUMAN",47,-54.848372491584,3.74114517878975e-11,6.30682254240376e-09,-0.7810144425,"Up in D1B",8.20018938875285,"SEC63","SEC63_HUMAN"
