"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D2B_vs_D8B","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
-3.05035663,11.7900885325,-95.6861331707771,2.29236528993586e-12,1.93223470288693e-08,18.6432808561575,"APOA4_HUMAN",29,-103.25549762397,3.07316325405809e-13,1.92777031916394e-09,-3.05035663,"Up in D2B",8.71494471061041,"APOA4","APOA4_HUMAN"
1.9074821475,13.65093326625,77.4673260016017,1.03484608879638e-11,2.18067942061618e-08,17.5418013650395,"EPIPL_HUMAN",173,97.9875943389489,4.57413766559246e-13,1.92777031916394e-09,1.9074821475,"Up in D8B",8.71494471061041,"EPPK1","EPIPL_HUMAN"
2.615753532,9.209890664,83.5234878721592,6.04819950804871e-12,2.05156441262694e-08,17.9532669075036,"ITA7_HUMAN",30,90.5828134270616,8.30734914426107e-13,2.08456816334828e-09,2.615753532,"Up in D8B",8.680983899299,"ITGA7","ITA7_HUMAN"
-1.1629419325,13.29460334875,-66.0467530611008,3.22833712953501e-11,3.88737909497866e-08,16.6064820316626,"TFR1_HUMAN",38,-88.523526120885,9.89236285845668e-13,2.08456816334828e-09,-1.1629419325,"Up in D2B",8.680983899299,"TFRC","TFR1_HUMAN"
1.089321135,12.17307043,53.5765728387922,1.43504345048015e-10,6.47442109913193e-08,15.2656420458441,"FAT1_HUMAN",154,77.1057495746119,2.82248224785098e-12,3.99860197496005e-09,1.089321135,"Up in D8B",8.39809182384386,"FAT1","FAT1_HUMAN"
1.1954622275,18.07776927875,59.3397513496976,6.92776938326995e-11,5.83941681315824e-08,15.9349109459923,"GATM_HUMAN",48,77.0203816115475,2.84631769483454e-12,3.99860197496005e-09,1.1954622275,"Up in D8B",8.39809182384386,"GATM","GATM_HUMAN"
-1.5106043825,14.88486266125,-68.4154132450145,2.5109555813634e-11,3.78920329415257e-08,16.8201184372442,"AACT_HUMAN",24,-74.3609298160119,3.71644871295836e-12,4.16941713887073e-09,-1.5106043825,"Up in D2B",8.37992465271561,"SERPINA3","AACT_HUMAN"
1.821264505,13.3002983325,67.7322986860933,2.69726180625405e-11,3.78920329415257e-08,16.7596625249941,"HTRA1_HUMAN",27,73.7485298470228,3.95721166341984e-12,4.16941713887073e-09,1.821264505,"Up in D8B",8.37992465271561,"HTRA1","HTRA1_HUMAN"
0.828166247499999,12.94410455125,47.8681978372066,3.20222399916811e-10,9.97118055197927e-08,14.4994585830905,"DSG2_HUMAN",47,69.3793725584144,6.29065805496453e-12,5.89155074947734e-09,0.828166247499999,"Up in D8B",8.22977037697903,"DSG2","DSG2_HUMAN"
1.62787151,17.15423584,61.2889559774018,5.50195277350426e-11,5.15288443642971e-08,16.1410037560301,"CLUS_HUMAN",30,67.8788940939855,7.4260614718644e-12,6.2594272146345e-09,1.62787151,"Up in D8B",8.20346540623123,"CLU","CLUS_HUMAN"
1.4319436575,14.21387421875,56.4020978293918,9.94909522276120e-11,6.1994827584449e-08,15.6055746808129,"VILI_HUMAN",48,66.3884914913437,8.78874531915808e-12,6.73457584501667e-09,1.4319436575,"Up in D8B",8.17168975168108,"VIL1","VILI_HUMAN"
0.961500642499999,15.29944205125,46.2656170934885,4.0810631797113e-10,1.01085317445792e-07,14.2626999337871,"FLNA_HUMAN",152,65.2379881031479,1.0035461752709e-11,7.0490755927987e-09,0.961500642499999,"Up in D8B",8.1518678321248,"FLNA","FLNA_HUMAN"
1.1244311325,16.94285082875,48.5526310601385,2.89424456343099e-10,9.97118055197927e-08,14.5974920468444,"FAS_HUMAN",166,63.4701291516897,1.23613373753998e-11,8.01490097978805e-09,1.1244311325,"Up in D8B",8.09610183877425,"FASN","FAS_HUMAN"
0.8185131575,13.23855388125,45.2752503280751,4.76089983775705e-10,1.05604275611722e-07,14.1111043223702,"PCSK6_HUMAN",46,62.7543749935486,1.34720731170178e-11,8.11115030738162e-09,0.8185131575,"Up in D8B",8.09091755063194,"PCSK6","PCSK6_HUMAN"
3.16890764,12.06803298,81.3475095244507,7.30180713949556e-12,2.05156441262694e-08,17.8112740319848,"SPP24_HUMAN",7,61.6113569764025,1.5488179524123e-11,8.7033243472555e-09,3.16890764,"Up in D8B",8.06031483130032,"SPP2","SPP24_HUMAN"
1.8390951155,8.9821395875,53.450119532641,1.4594139385871e-10,6.47442109913193e-08,15.2498607430985,"FLNC_HUMAN",88,60.0325740743654,1.8859227682217e-11,8.88865479290982e-09,1.8390951155,"Up in D8B",8.05116396008959,"FLNC","FLNC_HUMAN"
1.0843884975,15.70454704875,52.2187056253092,1.72310471253386e-10,7.26202481097393e-08,15.093508340154,"BHMT2_HUMAN",28,59.7849249040711,1.94599707263507e-11,8.88865479290982e-09,1.0843884975,"Up in D8B",8.05116396008959,"BHMT2","BHMT2_HUMAN"
1.086279155,14.363087535,49.7237837528805,2.44229226853147e-10,9.35730978702352e-08,14.7611508866928,"CAN2_HUMAN",37,59.5573007713547,2.00312908463934e-11,8.88865479290982e-09,1.086279155,"Up in D8B",8.05116396008959,"CAPN2","CAN2_HUMAN"
1.4620273125,12.12523830125,56.5672160489271,9.74393214667101e-11,6.1994827584449e-08,15.6247150446035,"MFGM_HUMAN",22,59.5554088498256,2.00361182898667e-11,8.88865479290982e-09,1.4620273125,"Up in D8B",8.05116396008959,"MFGE8","MFGM_HUMAN"
0.742900847499996,16.75255870875,38.2413014905888,1.58302882669336e-09,2.37048283077816e-07,12.9009930250745,"FLNB_HUMAN",187,58.2386569409053,2.37390842728915e-11,1.00048370668101e-08,0.742900847499996,"Up in D8B",7.99978997964761,"FLNB","FLNB_HUMAN"
1.4006495475,13.02443838125,54.6224330254741,1.25034057294535e-10,6.1994827584449e-08,15.3942604238385,"HRG_HUMAN",22,57.5269916899999,2.60593332045099e-11,1.04597199800388e-08,1.4006495475,"Up in D8B",7.98047994192685,"HRG","HRG_HUMAN"
