Protein.Ids,Protein.Names,Genes,Peptides,logFC,sca.pval,sca.adj.pval,AveExpr,t,P.Value,adj.P.Val,B,gene,count,sca.t,sca.P.Value,ProtDesc,negLog10_sca_adjPval
A0A024R1R8;Q9Y2S6,TMA7B_HUMAN;TMA7_HUMAN,TMA7B;TMA7,2,3.902647256851175,1.2805833074505286e-16,1.0794036698500506e-12,12.717139124870313,170.30017613020587,1.2630721016443146e-14,1.0646434744759928e-10,21.092130881532576,1324,52,222.03558928533644,1.2805833074505286e-16,Translation machinery-associated protein 7B;Translation machinery-associated protein 7,11.966816109716314
A0A075B767,PAL4H_HUMAN,PPIAL4H,3,2.724250793457051,4.62206895545778e-15,1.9479709612776813e-11,11.734641551971425,110.21649337464854,3.2053651643053985e-13,9.0060076566434e-10,19.760981238552944,169,69,142.59413933222777,4.62206895545778e-15,Peptidyl-prolyl cis-trans isomerase A-like 4H,10.710417521508155
A0A096LP01,SIM26_HUMAN,SMIM26,4,3.033420801162725,1.0620198351791142e-14,2.9839217302415847e-11,11.132084488868713,120.56157345509307,1.645665166009795e-13,6.935655842148282e-10,20.0965391769083,1514,24,128.67063184477033,1.0620198351791142e-14,Small integral membrane protein 26,10.525212572811297
A0A0B4J2F0,PIOS1_HUMAN,PIGBOS1,1,7.154058091860209,7.4577771558311e-14,1.5715400911625085e-10,10.670818034300597,101.01058019008454,6.128318638421183e-13,1.2913899450813039e-9,19.402477640249792,2522,12,101.1386048619262,7.4577771558311e-14,Protein PIGBOS1,9.803674535328195
A0A0U1RRE5,NBDY_HUMAN,NBDY,2,1.9726119041443297,3.8316032070110524e-13,6.459316686379232e-10,10.419646739959736,68.17514928433621,1.1363882461068385e-11,1.1973270658043177e-8,17.39953906637964,1458,72,82.6209687547445,3.8316032070110524e-13,Negative regulator of P-body association,9.189813422412197
A0A6Q8PH20,A0A6Q8PH20_HUMAN,CAST,52,4.15073442459107,6.315079811562057e-13,7.794039051210047e-10,10.923086404800417,87.60247600128685,1.7654173384265173e-12,2.9761405491194226e-9,18.74860573730539,4467,9,77.67296526207284,6.315079811562057e-13,Calpastatin,9.108237422551213
A0AAG2TUN3;A0AAG2TVJ1;A8MZA4;H0YM25;P0DX00;P0DX01;P0DX02;Q8N7Z2;Q8N9W4,A0AAG2TUN3_HUMAN;A0AAG2TVJ1_HUMAN;GG6L6_HUMAN;GG6LV_HUMAN;GG6LX_HUMAN;GG6LY_HUMAN;GG6LZ_HUMAN;GG6L1_HUMAN;GG6L2_HUMAN,GOLGA6L26;GOLGA6L2;GOLGA6L6;GOLGA6L22;GOLGA6L24;GOLGA6L25;GOLGA6L26;GOLGA6L1;GOLGA6L2,1,1.1296215057372763,6.472686363562739e-13,7.794039051210047e-10,16.656535625457764,52.104077134864525,8.354949804057499e-11,4.69492479322671e-8,15.708064971854222,1101,118,77.43665557176378,6.472686363562739e-13,Golgin subfamily A member 6-like protein 26;Golgin subfamily A member 6-like protein 2;Golgin subfamily A member 6-like protein 6;Golgin subfamily A member 6-like protein 22;Golgin subfamily A member 6-like protein 24;Golgin subfamily A member 6-like protein 25;Golgin subfamily A member 6-like protein 26;Golgin subfamily A member 6-like protein 1;Golgin subfamily A member 6-like protein 2,9.108237422551213
A0AAG2UWQ9,A0AAG2UWQ9_HUMAN,NKRF,33,8.161242712178066,8.410768765699019e-13,8.861796240759629e-10,11.194295769612893,79.44502463753808,3.648841767166916e-12,5.126014542574988e-9,18.251686930743176,879,5,74.96966728881068,8.410768765699019e-13,NF-kappa-B-repressing factor,9.05247823992064
A0AAG2UXZ5,A0AAG2UXZ5_HUMAN,COL18A1,37,2.1432745456695628,1.1209782269843535e-12,1.0498583861390129e-9,10.724231600761417,69.52111685703258,9.828517752303424e-12,1.1834939447737937e-8,17.513264119321754,4393,22,72.35394348706689,1.1209782269843535e-12,Collagen type XVIII alpha 1 chain,8.97886927832641
A0AAQ5BIG5;Q9HDB9,A0AAQ5BIG5_HUMAN;GAK5_HUMAN,LOC124906262;ERVK-5,1,3.476720571517978,2.066668109691568e-12,1.7419945496590228e-9,16.178947091102586,61.748304154232365,2.3699038037277486e-11,1.9975919161621192e-8,16.803215037633898,1149,161,67.08318047237859,2.066668109691568e-12,CCHC-type domain-containing protein;Endogenous retrovirus group K member 5 Gag polyprotein,8.75895320814392
A0ABB0MV19,A0ABB0MV19_HUMAN,NA,11,1.217720031738299,4.332396743975501e-12,3.3197974686335904e-9,13.243323564529424,47.70944065826259,1.6058265143919278e-10,6.76775584490478e-8,15.10823220089871,1102,77,61.21486826507929,4.332396743975501e-12,Small ribosomal subunit protein bS6m,8.478888410554346
A0AV96,RBM47_HUMAN,RBM47,29,3.873237331507694,5.307166500492174e-12,3.7221581678975627e-9,9.062424083651027,61.991078752334055,2.3018786199243074e-11,1.9975919161621192e-8,16.827473506127596,1515,10,59.69725882687732,5.307166500492174e-12,RNA-binding protein 47,8.429205176077463
A0AVI4,TM129_HUMAN,TMEM129,4,2.9506945610046262,5.9776502214323125e-12,3.7221581678975627e-9,16.208047628402714,54.4139871028877,6.056287970277012e-11,4.2540376084554114e-8,15.995826575327035,1138,58,58.825062380874485,5.9776502214323125e-12,E3 ubiquitin-protein ligase TM129,8.429205176077463
A0AVT1,UBA6_HUMAN,UBA6,62,0.888259410858149,6.182253452433964e-12,3.7221581678975627e-9,13.481353759765625,45.19558667021929,2.3985197869765684e-10,9.627201564012141e-8,14.730364776755247,3743,36,58.58063745792469,6.182253452433964e-12,Ubiquitin-like modifier-activating enzyme 6,8.429205176077463
A0FGR8,ESYT2_HUMAN,ESYT2,38,3.6440347905976687,8.14589024330606e-12,4.577447257388451e-9,8.836952722270116,52.93348610137838,7.431423188955583e-11,4.5125466261766955e-8,15.813432840571318,2955,85,56.61512174685596,8.14589024330606e-12,Extended synaptotagmin-2,8.339376651058405
A0JLT2,MED19_HUMAN,MED19,4,5.286312103271484,1.1742449721417966e-11,6.112898113449637e-9,10.966143369674683,51.24188163252081,9.455579096444036e-11,4.981317262745424e-8,15.596009852746738,3020,175,54.11009579744292,1.1742449721417966e-11,Mediator of RNA polymerase II transcription subunit 19,8.21375284274046
A0JNW5,BLT3B_HUMAN,BLTP3B,53,1.581973791122424,1.2328777782494226e-11,6.112898113449637e-9,14.288831830024712,52.872693393906076,7.495035326429439e-11,4.5125466261766955e-8,15.805788941219097,3208,20,53.78476122463651,1.2328777782494226e-11,Bridge-like lipid transfer protein family member 3B,8.21375284274046
A0MZ66,SHOT1_HUMAN,SHTN1,50,1.7614703178405993,1.3464701758506775e-11,6.305220617914089e-9,11.279098749160775,49.61510571793722,1.2011245396659384e-10,5.624599302691219e-8,15.377287640608882,4429,27,53.201230211369676,1.3464701758506775e-11,Shootin-1,8.200299712982027
A0PJW6,TM223_HUMAN,TMEM223,5,2.5059874057769775,1.6057925288778272e-11,7.1238027504795826e-9,17.097332358360287,48.416024263991964,1.4400064461972907e-10,6.388323334208928e-8,15.209668096159836,1140,40,52.05389717443739,1.6057925288778272e-11,Transmembrane protein 223,8.14728811413359
A0PJX8,TMM82_HUMAN,TMEM82,5,2.610785425368518,2.3100265462931453e-11,9.735606879352461e-9,8.390839606193918,50.69678032280874,1.0236060416372122e-10,5.075279602917683e-8,15.52380195888633,3365,13,49.76237354280069,2.3100265462931453e-11,Transmembrane protein 82,8.011636971094232
A0PK00,T120B_HUMAN,TMEM120B,5,2.1843106746673726,2.7304367884826124e-11,1.0959453185771401e-8,10.07987296581269,44.37684153167873,2.746495057667133e-10,1.0522821291398301e-7,14.601247713707421,345,106,48.74266661884991,2.7304367884826124e-11,Transmembrane protein 120B,7.960211114129607
A1A4S6,RHG10_HUMAN,ARHGAP10,20,1.9450457096100013,3.99735229320264e-11,1.5315310217911387e-8,12.7897151708603,42.98593812945769,3.477333905759437e-10,1.1856582543288734e-7,14.374623894860184,9,37,46.49501517321248,3.99735229320264e-11,Rho GTPase-activating protein 10,7.814874201954853
A1IGU5,ARH37_HUMAN,ARHGEF37,20,3.4375855119599894,5.059819203460085e-11,1.8543137419984806e-8,8.90384213171533,43.42629348034346,3.2244348875251616e-10,1.1816852898673733e-7,14.447388570879847,346,20,45.15700395605223,5.059819203460085e-11,Rho guanine nucleotide exchange factor 37,7.731816783195282
A1L0T0,HACL2_HUMAN,ILVBL,36,2.9217739589597054,6.053525927411801e-11,2.1260487517564196e-8,8.741143679242072,42.9208263473328,3.5166041473747577e-10,1.1856582543288734e-7,14.363783162377308,5583,17,44.16476734022562,6.053525927411801e-11,2-hydroxyacyl-CoA lyase 2,7.67242678102813
A1L170,CA226_HUMAN,C1orf226,8,1.453023672103873,7.936359050275632e-11,2.6758228173909324e-8,11.029241681098938,38.041680785077666,8.593928452410635e-10,2.414607430845641e-7,13.48649748867568,1473,57,42.707058795096174,7.936359050275632e-11,Uncharacterized protein C1orf226,7.572542647248384
A1L188,NDUF8_HUMAN,NDUFAF8,3,2.6340572834014484,8.886753470468184e-11,2.8810171154837047e-8,15.867637515068049,39.58765003942493,6.39930536572327e-10,1.9977683306548682e-7,13.779074880009512,1139,43,42.112462763890065,8.886753470468184e-11,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 8,7.540454161664728
A1L390,PKHG3_HUMAN,PLEKHG3,35,1.3965899944305455,1.0170724557105447e-10,3.175149529327474e-8,16.063747048378,37.74168396010166,9.112516430075737e-10,2.477722612551883e-7,13.428020546895395,1133,35,41.413765759339505,1.0170724557105447e-10,Pleckstrin homology domain-containing family G member 3,7.498235817385342
A1X283,SPD2B_HUMAN,SH3PXD2B,31,0.5610256195068732,1.8134874076466062e-10,5.459244771090444e-8,12.358136415481562,26.755171538635196,1.1564123160849055e-8,1.8391319645810697e-6,10.803674573835211,3106,65,38.54740734195596,1.8134874076466062e-10,SH3 and PX domain-containing protein 2B,7.2628674331989345
A1Z1Q3,MACD2_HUMAN,MACROD2,7,0.9045872688293262,2.3976894707633185e-10,6.969008465194486e-8,15.099129438400263,31.408605962054782,3.543368977029711e-9,6.492838501605094e-7,12.04472629731333,1736,51,37.23457675359437,2.3976894707633185e-10,ADP-ribose glycohydrolase MACROD2,7.15682900794602
