"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D8BM_vs_D8C","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names","D8C_vs_D8BM"
3.1928854,12.6237814425,132.861374801965,2.03790438272859e-13,1.71774960420192e-09,17.8730618149674,"TSP1_HUMAN",52,-188.906614887929,3.12310104630312e-15,2.6324618719289e-11,-3.1928854,"Up in D8BM",10.5796379103346,"THBS1","TSP1_HUMAN",3.1928854
2.90085268125,10.871580124375,83.1463593377603,5.84345510826746e-12,1.54632070865448e-08,16.6636323671532,"PGBM_HUMAN",175,-100.212637526219,3.85700287907249e-13,1.6255338633851e-09,-2.90085268125,"Up in D8BM",8.78900397878053,"HSPG2","PGBM_HUMAN",2.90085268125
3.62501931,17.14179933,82.647788874414,6.10050559240703e-12,1.54632070865448e-08,16.642877294133,"FIBG_HUMAN",40,-90.9535969556623,8.05361078272821e-13,2.01049748041896e-09,-3.62501931,"Up in D8BM",8.6966964668241,"FGG","FIBG_HUMAN",3.62501931
3.772899625,16.34818125,80.5422659129219,7.3380980360872e-12,1.54632070865448e-08,16.5521882397458,"FIBA_HUMAN",58,-88.9463099004507,9.54085884645373e-13,2.01049748041896e-09,-3.772899625,"Up in D8BM",8.6966964668241,"FGA","FIBA_HUMAN",3.772899625
3.7750062925,16.12920713375,68.9246172988491,2.2371477136141e-11,3.77138361561065e-08,15.947797756421,"FIBB_HUMAN",43,-74.1460486939066,3.79898904835131e-12,6.40433573771063e-09,-3.7750062925,"Up in D8BM",8.19352590891808,"FGB","FIBB_HUMAN",3.7750062925
3.448025465,16.7784181825,57.4306262603273,8.24934587658466e-11,8.69171704921651e-08,15.1155700338606,"FINC_HUMAN",161,-62.0444890407361,1.46865215249217e-11,2.06321149889275e-08,-3.448025465,"Up in D8BM",7.68545625041076,"FN1","FINC_HUMAN",3.448025465
2.9305229175,14.76147127125,57.6566233280867,8.02089799853198e-11,8.69171704921651e-08,15.1348713494688,"FGL1_HUMAN",19,-59.2554281341785,2.08184710908993e-11,2.50684132607414e-08,-2.9305229175,"Up in D8BM",7.60087315443081,"FGL1","FGL1_HUMAN",2.9305229175
1.28243756125,10.632155299375,42.541212740856,7.0423442461585e-10,5.58372338507823e-07,13.4740586806003,"PTPRF_HUMAN",72,-53.6654629764929,4.41369063600411e-11,4.65037479635983e-08,-1.28243756125,"Up in D8BM",7.33251204379146,"PTPRF","PTPRF_HUMAN",1.28243756125
0.805178165000001,14.870208025,32.686263911194,4.61168783639758e-09,1.84144079610735e-06,11.8004378333374,"CO4B_HUMAN",87,-48.4469191536181,9.58466464566292e-11,8.97657092203253e-08,-0.805178165000001,"Up in D8BM",7.04688953349397,"C4B","CO4B_HUMAN",0.805178165000001
-1.71782017,12.406497715,-43.0847409436366,6.43209347916121e-10,5.58372338507823e-07,13.549715521663,"PEG10_HUMAN",23,45.6790804443332,1.49676008385245e-10,1.17551522446531e-07,1.71782017,"Up in D8C",6.92977174181896,"PEG10","PEG10_HUMAN",-1.71782017
1.1808578975,13.18646180875,36.9600676394759,1.92099277289049e-09,1.0794698721796e-06,12.6039443637447,"CO5_HUMAN",77,-45.5308559294831,1.53406898435383e-10,1.17551522446531e-07,-1.1808578975,"Up in D8BM",6.92977174181896,"C5","CO5_HUMAN",1.1808578975
-2.095787049,10.4462592605,-40.9806339437097,9.19560627224031e-10,6.45914710572613e-07,13.2484550204248,"TAGL_HUMAN",17,41.4619570223912,3.11687261134457e-10,2.05636608207342e-07,2.095787049,"Up in D8C",6.68689956804651,"TAGLN","TAGL_HUMAN",-2.095787049
3.97846794075,8.849927902125,42.3383108328716,7.2868616960328e-10,5.58372338507823e-07,13.4454374237565,"MIME_HUMAN",10,-41.3668649848718,3.1715220152989e-10,2.05636608207342e-07,-3.97846794075,"Up in D8BM",6.68689956804651,"OGN","MIME_HUMAN",3.97846794075
1.94949317075,10.504187942125,37.1741851502452,1.84346711321387e-09,1.0794698721796e-06,12.6407786451409,"TRFL_HUMAN",45,-40.2086272365624,3.9320522028749e-10,2.36737628700232e-07,-1.94949317075,"Up in D8BM",6.62573270684467,"LTF","TRFL_HUMAN",1.94949317075
2.287969585,11.4439404,62.9462803611248,4.28142874663463e-11,6.01469381756388e-08,15.5504896289856,"F13A_HUMAN",7,-39.4173218932805,4.57028165806916e-10,2.46496266768568e-07,-2.287969585,"Up in D8BM",6.60818965380699,"F13A1","F13A_HUMAN",2.287969585
0.937601564999998,11.965427635,31.0475324531459,6.65120362160947e-09,2.33595813860609e-06,11.4536962264812,"AGRIN_HUMAN",69,-39.0373799598257,4.91780419164512e-10,2.46496266768568e-07,-0.937601564999998,"Up in D8BM",6.60818965380699,"AGRN","AGRIN_HUMAN",0.937601564999998
-1.202882055,16.407290815,-32.881432972233,4.42024046695583e-09,1.84144079610735e-06,11.8401952004534,"FLNA_HUMAN",152,38.9814412001095,4.97145157796376e-10,2.46496266768568e-07,1.202882055,"Up in D8C",6.60818965380699,"FLNA","FLNA_HUMAN",-1.202882055
3.47632575075,9.502163529625,39.2111002753158,1.26001759806497e-09,8.16976025699201e-07,12.9766463616451,"DMBT1_HUMAN",10,-38.0769812785906,5.9376478911831e-10,2.78046855971013e-07,-3.47632575075,"Up in D8BM",6.55588201136629,"DMBT1","DMBT1_HUMAN",3.47632575075
-1.1934471125,11.70922041125,-35.602224584943,2.50856843325882e-09,1.23230551740262e-06,12.3631541173325,"ANXA3_HUMAN",21,37.4636433877188,6.71365381429516e-10,2.86210267282956e-07,1.1934471125,"Up in D8C",6.54331479075671,"ANXA3","ANXA3_HUMAN",-1.1934471125
