"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D8B_vs_D8CM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
-2.7171325675,14.84464263875,-126.902346458583,4.03218384538988e-13,3.39872776327913e-09,17.7253425432127,"FGL1_HUMAN",19,-130.520045975645,1.02853279384702e-13,8.66950291933654e-10,-2.7171325675,"Up in D8B",9.06200580282113,"FGL1","FGL1_HUMAN"
1.822902441,10.258245587,70.6624190478361,2.51045297005917e-11,7.58488066274159e-08,15.9216833160323,"TAGL_HUMAN",17,70.2115510328668,1.00757144311398e-11,3.55887794796513e-08,1.822902441,"Up in D8CM",7.44868690590854,"TAGLN","TAGL_HUMAN"
-3.88694512825,9.813787758375,-69.9384374729958,2.69956602066968e-11,7.58488066274159e-08,15.8781036725879,"TSP4_HUMAN",10,-66.133770463359,1.56780975993091e-11,3.55887794796513e-08,-3.88694512825,"Up in D8B",7.44868690590854,"THBS4","TSP4_HUMAN"
1.0777993225,16.31909203375,48.6756635267142,3.47272848663306e-10,4.18166120197573e-07,14.0840994029843,"FLNA_HUMAN",152,65.4713441281129,1.68887315124695e-11,3.55887794796513e-08,1.0777993225,"Up in D8CM",7.44868690590854,"FLNA","FLNA_HUMAN"
1.4862627925,12.57231402375,57.8373344480376,1.03036731690683e-10,2.17124152855191e-07,14.999195211579,"PEG10_HUMAN",23,62.0816572470293,2.50132604184131e-11,4.21673544133609e-08,1.4862627925,"Up in D8CM",7.37502364583648,"PEG10","PEG10_HUMAN"
-1.0047991225,11.95963871375,-45.4371345220213,5.63910821991742e-10,5.28133813174266e-07,13.6902291615465,"AGRIN_HUMAN",69,-58.9399238108615,3.67085103789686e-11,5.15693389973877e-08,-1.0047991225,"Up in D8B",7.28760843523332,"AGRN","AGRIN_HUMAN"
1.33546447525,9.897356032375,47.0723500204176,4.39645760639467e-10,4.63221764553758e-07,13.8944160377706,"FIL1L_HUMAN",33,52.4256555177463,8.71700851420663e-11,1.04965235380354e-07,1.33546447525,"Up in D8CM",6.97895451600105,"FILIP1L","FIL1L_HUMAN"
-1.0736799225,13.92215418875,-43.0709624971368,8.21660834551323e-10,6.9257791744331e-07,13.3739394934598,"APOA5_HUMAN",27,-47.8234119926011,1.7174113048566e-10,1.80950748607953e-07,-1.0736799225,"Up in D8B",6.7424396158405,"APOA5","APOA5_HUMAN"
-1.42790579825,10.728732705875,-41.3643213621132,1.09205139785158e-09,7.08069325576228e-07,13.1291443719893,"PTPRF_HUMAN",72,-46.1032799668754,2.25033381451288e-10,2.10756263583657e-07,-1.42790579825,"Up in D8B",6.67621950947002,"PTPRF","PTPRF_HUMAN"
1.15492582275,10.167771816125,40.5606772261957,1.25367655304101e-09,7.54802833255907e-07,13.0086583273741,"TRFM_HUMAN",35,45.3900725812383,2.52460919564947e-10,2.12799309101294e-07,1.15492582275,"Up in D8CM",6.6720297864051,"MELTF","TRFM_HUMAN"
-3.09067201625,10.918423414375,-42.3899888916418,9.1917429474788e-10,7.04338193675444e-07,13.2780166547765,"PGBM_HUMAN",175,-44.2694901275556,3.03576216923893e-10,2.32622175677408e-07,-3.09067201625,"Up in D8B",6.63334888670443,"HSPG2","PGBM_HUMAN"
-3.07428837,12.78649664,-41.5842034162931,1.05206802474141e-09,7.08069325576228e-07,13.1615148343278,"TSP1_HUMAN",52,-43.2417113602224,3.60994103850271e-10,2.52959074822228e-07,-3.07428837,"Up in D8B",6.59694973580662,"THBS1","TSP1_HUMAN"
-2.28234792,11.5932666075,-54.2300823476255,1.62213156747894e-10,2.73458939645599e-07,14.669954579051,"F13A_HUMAN",7,-42.4525804737558,4.13503018509628e-10,2.52959074822228e-07,-2.28234792,"Up in D8B",6.59694973580662,"F13A1","F13A_HUMAN"
-3.64947545525,8.091386139375,-49.1980903631153,3.22120193441435e-10,4.18166120197573e-07,14.143774732361,"PZP_HUMAN",5,-42.3608863150678,4.2014794726672e-10,2.52959074822228e-07,-3.64947545525,"Up in D8B",6.59694973580662,"PZP","PZP_HUMAN"
0.538270237500001,11.79120981625,29.8343268583048,1.0842771574105e-08,3.26406148564753e-06,10.9980122627729,"MX1_HUMAN",35,39.6412028921601,6.85204567632316e-10,3.85039286704853e-07,0.538270237500001,"Up in D8CM",6.41449495587161,"MX1","MX1_HUMAN"
-7.14155459375,10.267580628125,-39.0883663638758,1.62601774933476e-09,8.56606475571421e-07,12.7786960506046,"CAPSD_HBVD3",7,-39.281759746902,7.32774067638478e-10,3.86034538507796e-07,-7.14155459375,"Up in D8B",6.41337383726527,"C","CAPSD_HBVD3"
-3.48646688250001,16.81418204375,-36.9055731319018,2.43544613531974e-09,1.20755149850648e-06,12.4141190126433,"FINC_HUMAN",161,-38.2264512172973,8.95583193906445e-10,4.44051220084555e-07,-3.48646688250001,"Up in D8B",6.35256693232432,"FN1","FINC_HUMAN"
-0.858265402499999,13.39121723125,-33.0309229230587,5.30861217632736e-09,1.95699647984676e-06,11.6877229028875,"MA1A1_HUMAN",31,-37.1604565064864,1.10300801657941e-09,5.16514142874878e-07,-0.858265402499999,"Up in D8B",6.28691778239523,"MAN1A1","MA1A1_HUMAN"
-4.03754162975,8.823673130125,-35.8709781854471,2.9741597392677e-09,1.39273291346041e-06,12.2306433652244,"TSP3_HUMAN",12,-36.2977786211173,1.31128738969691e-09,5.81728495145015e-07,-4.03754162975,"Up in D8B",6.23527966238155,"THBS3","TSP3_HUMAN"
-0.437281370000001,13.429169775,-24.6027208292396,4.1817398989451e-08,7.83286346849072e-06,9.6426738915074,"PCSK6_HUMAN",46,-35.7782954618948,1.45810991864804e-09,6.14520425214217e-07,-0.437281370000001,"Non-significant",6.21146367761006,"PCSK6","PCSK6_HUMAN"
0.774052857499999,11.21650826875,29.899865243711,1.06772166321358e-08,3.26406148564753e-06,11.0130908006073,"LIMC1_HUMAN",55,35.5072792212938,1.54205705298072e-09,6.18952328551167e-07,0.774052857499999,"Up in D8CM",6.20834279887073,"LIMCH1","LIMC1_HUMAN"
-1.86225581,13.309321285,-39.28884567243,1.56855897987125e-09,8.56606475571421e-07,12.810735158891,"ANGL8_HUMAN",9,-35.0283377702652,1.7041740529434e-09,6.5293104964818e-07,-1.86225581,"Up in D8B",6.18513267835489,"ANGPTL8","ANGL8_HUMAN"
1.120868681,10.082178592,32.3423085021983,6.15476850750722e-09,2.1616059895741e-06,11.5466607272917,"DREB_HUMAN",25,34.237921242724,2.0158663951166e-09,7.12443961633594e-07,1.120868681,"Up in D8CM",6.14724929007092,"DBN1","DREB_HUMAN"
0.38013649,12.55967927,22.582835614537,7.60555606069921e-08,1.1471780887066e-05,9.02426846381715,"PML_HUMAN",43,34.1677536165717,2.04652862504793e-09,7.12443961633594e-07,0.38013649,"Non-significant",6.14724929007092,"PML","PML_HUMAN"
1.067985055,15.87213397,35.0988790410067,3.46546660615661e-09,1.4605209011647e-06,12.0889269488974,"FRIH_HUMAN",15,34.0194899032784,2.11307379770315e-09,7.12443961633594e-07,1.067985055,"Up in D8CM",6.14724929007092,"FTH1","FRIH_HUMAN"
-0.482111455000002,15.26842785,-24.6529183344788,4.12259262820025e-08,7.83286346849072e-06,9.65728152966349,"THRB_HUMAN",47,-33.1722231780762,2.54387937671512e-09,8.00763619441603e-07,-0.482111455000002,"Non-significant",6.09649566609151,"F2","THRB_HUMAN"
-2.76862859725,10.104362726375,-34.7046879726173,3.75163197754041e-09,1.505833616128e-06,12.0149322313207,"FMOD_HUMAN",8,-33.1349084312203,2.56502761002768e-09,8.00763619441603e-07,-2.76862859725,"Up in D8B",6.09649566609151,"FMOD","FMOD_HUMAN"
-1.2713236825,11.54861807875,-31.9509128514786,6.70385027233179e-09,2.26027015781939e-06,11.4647201208502,"INHBE_HUMAN",16,-32.0027591201519,3.31228509942635e-09,9.97116110823738e-07,-1.2713236825,"Up in D8B",6.00125426660917,"INHBE","INHBE_HUMAN"
0.675712587500001,10.85562372375,27.8126878292105,1.77297553357171e-08,4.98147025749198e-06,10.5114326847114,"ITA7_HUMAN",30,31.6032502873471,3.63276743036785e-09,1.05588264381278e-06,0.675712587500001,"Up in D8CM",5.97638434882569,"ITGA7","ITA7_HUMAN"
0.577057600000002,12.27075374,26.2850255848597,2.63312678998215e-08,5.85933770104716e-06,10.1139044702024,"PALLD_HUMAN",30,30.6777374178325,4.51973696613339e-09,1.2352346717487e-06,0.577057600000002,"Up in D8CM",5.90825052664418,"PALLD","PALLD_HUMAN"
-0.75262141,13.5962764025,-27.1167636729445,2.11724456944028e-08,5.44121090162663e-06,10.333719888492,"A0AAG2UXZ5_HUMAN",37,-30.6563857524265,4.54292025438482e-09,1.2352346717487e-06,-0.75262141,"Up in D8B",5.90825052664418,"COL18A1","A0AAG2UXZ5_HUMAN"
0.612559317500001,18.20148706375,24.3324231886531,4.51735111331471e-08,8.27755489872385e-06,9.56341012162628,"MYH9_HUMAN",152,30.3296663708074,4.91503560241506e-09,1.27647241092693e-06,0.612559317500001,"Up in D8CM",5.89398856739454,"MYH9","MYH9_HUMAN"
-0.474081992499999,12.87122440375,-24.8844773544204,3.86180871727286e-08,7.57004318090534e-06,9.7242155707584,"P4HA1_HUMAN",29,-30.2610903261235,4.99745990753217e-09,1.27647241092693e-06,-0.474081992499999,"Non-significant",5.89398856739454,"P4HA1","P4HA1_HUMAN"
-0.89627552,17.20138693,-27.5308036781828,1.90409317154722e-08,5.17729075579727e-06,10.4401126804631,"APOE_HUMAN",35,-30.1262696723031,5.16411878557887e-09,1.28024580128366e-06,-0.89627552,"Up in D8B",5.89270663981095,"APOE","APOE_HUMAN"
0.539507389999995,16.216175795,25.4378069091252,3.31138684323797e-08,6.97791992541321e-06,9.88122260238924,"ZYX_HUMAN",27,29.2458784542584,6.42101483396836e-09,1.54636382958627e-06,0.539507389999995,"Up in D8CM",5.8106883172793,"ZYX","ZYX_HUMAN"
-3.43854904225,10.242885351375,-31.2163154215357,7.89238356378667e-09,2.55865004073684e-06,11.3073538904109,"COMP_HUMAN",4,-28.5160452184712,7.73006162944403e-09,1.80990804096066e-06,-3.43854904225,"Up in D8B",5.74234349049983,"COMP","COMP_HUMAN"
-3.11644864025,10.613835692375,-26.9777512775782,2.19481754247604e-08,5.44121090162663e-06,10.2975541779907,"AMY1B_HUMAN;AMY1C_HUMAN;AMY1A_HUMAN",20,-27.6398416281325,9.71956266948491e-09,2.21422145246185e-06,-3.11644864025,"Up in D8B",5.65477894589064,"AMY1B;AMY1C;AMY1A","AMY1B_HUMAN;AMY1C_HUMAN;AMY1A_HUMAN"
0.9185867335,10.04760933075,33.0031930965255,5.34000700397146e-09,1.95699647984676e-06,11.682117389569,"MTAP2_HUMAN",11,27.4555833907422,1.02083899078789e-08,2.26438206667135e-06,0.9185867335,"Up in D8CM",5.6450502932754,"MAP2","MTAP2_HUMAN"
-3.52663683825,9.602010845875,-27.0432291748774,2.15788223041411e-08,5.44121090162663e-06,10.3146171837451,"CLC11_HUMAN",9,-27.1197934489818,1.11726762950641e-08,2.37065370892272e-06,-3.52663683825,"Up in D8B",5.625131880559,"CLEC11A","CLC11_HUMAN"
-2.22443342075,11.113865374625,-26.3380888281292,2.5962273260488e-08,5.85933770104716e-06,10.1281778110429,"CO6A1_HUMAN",24,-27.0943059357355,1.12499879412634e-08,2.37065370892272e-06,-2.22443342075,"Up in D8B",5.625131880559,"COL6A1","CO6A1_HUMAN"
0.850184917499998,17.18112349625,28.0664672123275,1.663680087823e-08,4.83557222767588e-06,10.5748862747133,"FRIL_HUMAN",14,26.58647330922,1.29243104971956e-08,2.65366258176726e-06,0.850184917499998,"Up in D8CM",5.5761542993286,"FTL","FRIL_HUMAN"
-3.18338644525,9.464296519875,-26.2908317618224,2.62906025119516e-08,5.85933770104716e-06,10.1154679473437,"MIME_HUMAN",10,-26.4392532932969,1.34612894498744e-08,2.65366258176726e-06,-3.18338644525,"Up in D8B",5.5761542993286,"OGN","MIME_HUMAN"
1.7983732225,9.36600422875,35.3223669225636,3.31432518421655e-09,1.4605209011647e-06,12.1303805585258,"MYL9_HUMAN",5,26.3868296981166,1.36585756737695e-08,2.65366258176726e-06,1.7983732225,"Up in D8CM",5.5761542993286,"MYL9","MYL9_HUMAN"
0.88397646,12.332081795,26.183978210159,2.7050599432393e-08,5.85933770104716e-06,10.0866279059086,"FSTL1_HUMAN",17,26.3361778371499,1.38523138685205e-08,2.65366258176726e-06,0.88397646,"Up in D8CM",5.5761542993286,"FSTL1","FSTL1_HUMAN"
-0.362513065,14.153393985,-17.8287815679641,3.93367346816518e-07,3.60401452860482e-05,7.28303893446343,"LRP1_HUMAN",202,-25.9676157330612,1.53596710921063e-08,2.87703705856365e-06,-0.362513065,"Non-significant",5.54105454400955,"LRP1","LRP1_HUMAN"
0.514223099999999,15.1869575975,21.373978440234,1.11604131233224e-07,1.57061609531282e-05,8.62301120617582,"VILI_HUMAN",48,25.8064850989728,1.60764612452019e-08,2.91300284423217e-06,0.514223099999999,"Up in D8CM",5.53565909133054,"VIL1","VILI_HUMAN"
-6.70223557725,10.084922133875,-25.2264551758268,3.51033127411609e-08,7.21672739256696e-06,9.82173367549712,"GPC3_HUMAN",12,-25.7702418513477,1.62428679177734e-08,2.91300284423217e-06,-6.70223557725,"Up in D8B",5.53565909133054,"GPC3","GPC3_HUMAN"
0.39715743,12.1370252375,20.2962790999898,1.59984004181751e-07,1.84982800147243e-05,8.24317368245899,"S12A7_HUMAN",33,25.3095463541549,1.8537620054671e-08,3.17442163576221e-06,0.39715743,"Non-significant",5.49833538951454,"SLC12A7","S12A7_HUMAN"
