"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D3B_vs_D5B","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
0.879381417500001,13.61078441125,55.2344198265269,9.17001924023099e-11,6.60052148028705e-07,14.6301484041515,"EPIPL_HUMAN",173,85.3407597540742,9.68573568790632e-13,8.16410661133624e-09,0.879381417500001,"Up in D5B",8.08809133266582,"EPPK1","EPIPL_HUMAN"
-1.4818367975,11.12357926375,-51.2848865059401,1.56614580146804e-10,6.60052148028705e-07,14.2932937055069,"APOA4_HUMAN",29,-55.2180612151989,2.7530555490859e-11,1.16027526116225e-07,-1.4818367975,"Up in D3B",6.93543896747782,"APOA4","APOA4_HUMAN"
0.463580132499995,17.24446010625,29.7656152902356,7.86751947606526e-09,4.95568634263339e-06,11.2095886539806,"FAS_HUMAN",166,47.3033748988293,9.03235778599897e-11,2.53779145927284e-07,0.463580132499995,"Non-significant",6.59554406853293,"FASN","FAS_HUMAN"
0.5090003,14.06347227,32.2408938982525,4.4324838850628e-09,3.39649151519948e-06,11.7213007529797,"VILI_HUMAN",48,44.5751101579837,1.42498442455778e-10,3.00279842864939e-07,0.5090003,"Up in D5B",6.5224738200699,"VIL1","VILI_HUMAN"
-1.0317873975,13.16269445375,-38.7642347888682,1.17750688303967e-09,1.71513174085004e-06,12.8311332013627,"TFR1_HUMAN",38,-42.9808096568661,1.88438663825176e-10,3.17669899476482e-07,-1.0317873975,"Up in D3B",6.49802393440352,"TFRC","TFR1_HUMAN"
1.0360827425,11.75437378875,38.5699806494238,1.22087916064779e-09,1.71513174085004e-06,12.8023054976956,"MUC18_HUMAN",25,41.1743862477472,2.61937286968191e-10,3.67978231975814e-07,1.0360827425,"Up in D5B",6.43417787157757,"MCAM","MUC18_HUMAN"
-0.894937037499998,16.09352469375,-40.9315630107536,7.95798518482209e-10,1.67694642807164e-06,13.1377860194005,"A1AG1_HUMAN",15,-38.9547675942381,4.00603681176575e-10,4.82384061233907e-07,-0.894937037499998,"Up in D3B",6.31660705043781,"ORM1","A1AG1_HUMAN"
-1.523820635,14.8496118775,-41.4082580015839,7.3211272275353e-10,1.67694642807164e-06,13.2017200554504,"SAA2_HUMAN",9,-36.4687966024368,6.64002241220708e-10,6.8452210616653e-07,-1.523820635,"Up in D3B",6.16461252206452,"SAA2","SAA2_HUMAN"
-0.664499049999996,14.61806643,-33.0414014458512,3.71610736822073e-09,3.14642307564937e-06,11.8749251258212,"AACT_HUMAN",24,-35.9680541346509,7.38179663817402e-10,6.8452210616653e-07,-0.664499049999996,"Up in D3B",6.16461252206452,"SERPINA3","AACT_HUMAN"
0.437790155000004,12.0870593775,25.204528989968,2.59253092387995e-08,9.43115138100521e-06,10.0946779909617,"FAT1_HUMAN",154,35.5226067957916,8.12103578320714e-10,6.8452210616653e-07,0.437790155000004,"Non-significant",6.16461252206452,"FAT1","FAT1_HUMAN"
