"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1BM_vs_D8BM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
2.2775723925,13.33541739125,109.96234806566,8.5410387884103e-13,7.19924159475104e-09,19.6703516356621,"EPIPL_HUMAN",173,187.852822933362,4.75896050360929e-15,4.01132780849227e-11,2.2775723925,"Up in D8BM",10.3967118457217,"EPPK1","EPIPL_HUMAN"
2.8840384475,13.15507435875,89.3785788571786,3.74817444402657e-12,9.90086648896816e-09,18.5775569067169,"HRG_HUMAN",22,94.877693320923,7.97095307254445e-13,2.517529171135e-09,2.8840384475,"Up in D8BM",8.59902548848455,"HRG","HRG_HUMAN"
-2.338555335,11.516166925,-81.8079967366867,7.04771609132862e-12,9.90086648896816e-09,18.0646271528766,"APOA4_HUMAN",29,-92.4627629486701,9.66997699277054e-13,2.517529171135e-09,-2.338555335,"Up in D1BM",8.59902548848455,"APOA4","APOA4_HUMAN"
1.956896785,13.17602706,74.1516236677805,1.42054090863699e-11,1.33041547987791e-08,17.4660219371792,"PFKAP_HUMAN",36,88.5514636277853,1.33688344900446e-12,2.517529171135e-09,1.956896785,"Up in D8BM",8.59902548848455,"PFKP","PFKAP_HUMAN"
2.26811719,15.8822301625,88.2140811801279,4.11582036453888e-12,9.90086648896816e-09,18.5032066891478,"LEG4_HUMAN",17,87.2529638459153,1.4933735740509e-12,2.517529171135e-09,2.26811719,"Up in D8BM",8.59902548848455,"LGALS4","LEG4_HUMAN"
1.6522107125,15.60990357125,67.3814202869897,2.81180202383907e-11,1.96090462986837e-08,16.8559782598023,"DPYL2_HUMAN",35,82.4286429402067,2.28697266539797e-12,2.87916442924482e-09,1.6522107125,"Up in D8BM",8.54073353183101,"DPYSL2","DPYL2_HUMAN"
2.8269124025,12.87785100875,75.0069391512476,1.3089670404884e-11,1.33041547987791e-08,17.5373791841054,"HTRA1_HUMAN",27,80.6243889223253,2.69945512594471e-12,2.87916442924482e-09,2.8269124025,"Up in D8BM",8.54073353183101,"HTRA1","HTRA1_HUMAN"
2.72816753475,10.875756502625,79.9285937232619,8.31864206182655e-12,1.00168334198766e-08,17.9257139858769,"PRS23_HUMAN",17,80.2567010812529,2.79350322764588e-12,2.87916442924482e-09,2.72816753475,"Up in D8BM",8.54073353183101,"PRSS23","PRS23_HUMAN"
1.1626758575,12.75328302125,54.7646260881178,1.23256278760664e-10,3.44106643556089e-08,15.4575951582263,"DSG2_HUMAN",47,77.8144363482229,3.5212721370182e-12,2.87916442924482e-09,1.1626758575,"Up in D8BM",8.54073353183101,"DSG2","DSG2_HUMAN"
2.1130480775,12.68330073375,67.1723127764927,2.87481562869768e-11,1.96090462986837e-08,16.8357626697612,"PCSK6_HUMAN",46,77.7639386066596,3.53843891435524e-12,2.87916442924482e-09,2.1130480775,"Up in D8BM",8.54073353183101,"PCSK6","PCSK6_HUMAN"
3.30821085,12.7075817575,85.9931286546312,4.93703426513147e-12,9.90086648896816e-09,18.3569731657293,"TSK_HUMAN",11,76.2854152863525,4.08570082126077e-12,2.87916442924482e-09,3.30821085,"Up in D8BM",8.54073353183101,"TSKU","TSK_HUMAN"
2.815937045,12.582540035,82.6728970905012,6.53830471682399e-12,9.90086648896816e-09,18.1269227885838,"IL18_HUMAN",13,76.2524763484746,4.09894093616537e-12,2.87916442924482e-09,2.815937045,"Up in D8BM",8.54073353183101,"IL18","IL18_HUMAN"
1.928791525,14.002121925,63.1210648867761,4.47951263097284e-11,2.32007385458131e-08,16.4260768613709,"VILI_HUMAN",48,73.9052998094747,5.1806983058902e-12,3.24098559903459e-09,1.928791525,"Up in D8BM",8.48932289870358,"VIL1","VILI_HUMAN"
1.46794987,11.4121363175,58.9698589331818,7.27501145869186e-11,2.78732143569608e-08,15.967565903722,"UBA7_HUMAN",41,73.5282234187563,5.38305829712709e-12,3.24098559903459e-09,1.46794987,"Up in D8BM",8.48932289870358,"UBA7","UBA7_HUMAN"
1.19340801500001,16.858138085,50.3532967683146,2.2420334021512e-10,4.29502262425738e-08,14.8658826452085,"FAS_HUMAN",166,72.1248353700256,6.21897836473761e-12,3.38019917896477e-09,1.19340801500001,"Up in D8BM",8.47105770807244,"FASN","FAS_HUMAN"
2.08398079825,10.590473770875,63.4453872100618,4.31879825897268e-11,2.32007385458131e-08,16.4601865721856,"ERBB2_HUMAN",39,71.8246527870614,6.41632303516863e-12,3.38019917896477e-09,2.08398079825,"Up in D8BM",8.47105770807244,"ERBB2","ERBB2_HUMAN"
2.87792778,11.71196127,64.2652280709408,3.941023546118e-11,2.32007385458131e-08,16.545363168972,"MUC18_HUMAN",25,67.7352094564233,9.95327546148499e-12,4.66682522893379e-09,2.87792778,"Up in D8BM",8.33097846299547,"MCAM","MUC18_HUMAN"
-1.9357962625,12.96834564125,-66.6964955445633,3.02429234645733e-11,1.96090462986837e-08,16.7894341065019,"HMOX1_HUMAN",18,-67.7237152725599,9.96593357703266e-12,4.66682522893379e-09,-1.9357962625,"Up in D1BM",8.33097846299547,"HMOX1","HMOX1_HUMAN"
-1.19625473,13.6247818475,-50.5850588665395,2.16988502727003e-10,4.25347927787421e-08,14.8985638951128,"HS105_HUMAN",48,-66.399780040382,1.15538888451448e-11,4.9541301212783e-09,-1.19625473,"Up in D1BM",8.30503259076371,"HSPH1","HS105_HUMAN"
1.58783864875,9.964185475625,61.157027051134,5.61170832872408e-11,2.32007385458131e-08,16.2143324705132,"SCMC1_HUMAN",22,66.2469713193023,1.1754965289544e-11,4.9541301212783e-09,1.58783864875,"Up in D8BM",8.30503259076371,"SLC25A24","SCMC1_HUMAN"
-2.1677830225,15.42230355875,-60.903706715191,5.78022908366443e-11,2.32007385458131e-08,16.1863570689019,"AACT_HUMAN",24,-64.978560224191,1.35860412089664e-11,5.16823411784543e-09,-2.1677830225,"Up in D1BM",8.28665782129288,"SERPINA3","AACT_HUMAN"
-1.22168898500001,12.460627675,-55.7115155028465,1.09083505824172e-10,3.40542544663682e-08,15.5767502700243,"4F2_HUMAN",25,-64.9571003698297,1.36196869422114e-11,5.16823411784543e-09,-1.22168898500001,"Up in D1BM",8.28665782129288,"SLC3A2","4F2_HUMAN"
4.9247493745,11.16734004025,72.6627826820569,1.64164178940064e-11,1.3837398642858e-08,17.3388994312494,"SPP24_HUMAN",7,64.2989782842519,1.46988416761912e-11,5.16823411784543e-09,4.9247493745,"Up in D8BM",8.28665782129288,"SPP2","SPP24_HUMAN"
1.372086525,10.9455118175,53.9011093430444,1.38035383428412e-10,3.44106643556089e-08,15.3466114920287,"DTNA_HUMAN",32,63.944122175764,1.53207336025835e-11,5.16823411784543e-09,1.372086525,"Up in D8BM",8.28665782129288,"DTNA","DTNA_HUMAN"
1.352208375,14.7196813825,53.2665700801022,1.50187254399652e-10,3.48522913516148e-08,15.2636060245508,"ACSA_HUMAN",34,63.9396670590053,1.53287285497848e-11,5.16823411784543e-09,1.352208375,"Up in D8BM",8.28665782129288,"ACSS2","ACSA_HUMAN"
1.102709295,13.352764605,45.5050615536274,4.61031289911398e-10,5.79275711867902e-08,14.1367102876033,"MYLK_HUMAN",99,62.7335343748909,1.76779602057844e-11,5.56901334723065e-09,1.102709295,"Up in D8BM",8.25422174123725,"MYLK","MYLK_HUMAN"
1.37476205499999,15.11846876,49.267714333925,2.61853525605909e-10,4.59978323141315e-08,14.7102867141364,"FLNA_HUMAN",152,62.6576859888105,1.78388136641627e-11,5.56901334723065e-09,1.37476205499999,"Up in D8BM",8.25422174123725,"FLNA","FLNA_HUMAN"
1.4057102225,15.60388660375,54.1250592804004,1.34017180065239e-10,3.44106643556089e-08,15.3756111786822,"BHMT2_HUMAN",28,62.174897623651,1.89024109237609e-11,5.61039794699426e-09,1.4057102225,"Up in D8BM",8.25100633303007,"BHMT2","BHMT2_HUMAN"
1.1370160575,13.04662930875,47.3981166557755,3.44908463386704e-10,5.09736005292664e-08,14.4321953306272,"SRBS1_HUMAN",50,62.0011644320706,1.93025911096018e-11,5.61039794699426e-09,1.1370160575,"Up in D8BM",8.25100633303007,"SORBS1","SRBS1_HUMAN"
1.9420280475,16.96987962625,55.7143767908843,1.09043591396812e-10,3.40542544663682e-08,15.5771063803276,"CLUS_HUMAN",30,61.0519216843897,2.1666087735297e-11,6.01955178751051e-09,1.9420280475,"Up in D8BM",8.22043584486472,"CLU","CLUS_HUMAN"
2.036689045,13.17817843,56.3831966641494,1.00154259556959e-10,3.37680101522242e-08,15.6597053310956,"APOA5_HUMAN",27,60.8762432304599,2.21385817312642e-11,6.01955178751051e-09,2.036689045,"Up in D8BM",8.22043584486472,"APOA5","APOA5_HUMAN"
2.1719489075,11.70929527375,57.2899088729678,8.93909507622078e-11,3.27598401728108e-08,15.7696810147787,"MFGM_HUMAN",22,60.2134301299339,2.402941575579e-11,6.32949829392357e-09,2.1719489075,"Up in D8BM",8.19863071286033,"MFGE8","MFGM_HUMAN"
1.016121865,16.9417028425,42.1968901684978,7.88896910848456e-10,8.41723045764764e-08,13.5833406017672,"AHNK_HUMAN",309,59.5981903800648,2.59497391128054e-11,6.62819245399505e-09,1.016121865,"Up in D8BM",8.17860489003927,"AHNAK","AHNK_HUMAN"
-2.04541492475,10.692767620125,-54.9946469697968,1.19629556898334e-10,3.44106643556089e-08,15.4867822753735,"ASNS_HUMAN",27,-59.1928167358794,2.73099745565841e-11,6.77046398639552e-09,-2.04541492475,"Up in D1BM",8.16938156767728,"ASNS","ASNS_HUMAN"
1.6572265625,15.53710269875,62.2194293535117,4.96335214197789e-11,2.32007385458131e-08,16.3299891813723,"BAAT_HUMAN",15,58.4241057748185,3.01172869932331e-11,7.25310320188462e-09,1.6572265625,"Up in D8BM",8.13947614306905,"BAAT","BAAT_HUMAN"
-4.76069450375,8.685965538125,-56.5049828863284,9.86260520014017e-11,3.37680101522242e-08,15.6746096961906,"CP1A1_HUMAN",18,-57.8454109474718,3.24470582846867e-11,7.59711817448957e-09,-4.76069450375,"Up in D1BM",8.11935111801726,"CYP1A1","CP1A1_HUMAN"
1.3072884075,15.99929845375,46.8529565901889,3.74521121478291e-10,5.09736005292664e-08,14.3485824793501,"TRFE_HUMAN",55,57.2305240088307,3.51490699747341e-11,8.00733813019009e-09,1.3072884075,"Up in D8BM",8.09651183191806,"TF","TRFE_HUMAN"
-2.0359423175,13.49575316875,-52.3693194134786,1.69509900355999e-10,3.5719973752518e-08,15.144076599834,"PLIN2_HUMAN",27,-56.1227230724223,4.0686330606668e-11,8.80350852377605e-09,-2.0359423175,"Up in D1BM",8.05534421093582,"PLIN2","PLIN2_HUMAN"
1.6046223675,11.68252277375,49.2654186843489,2.61940437902279e-10,4.59978323141315e-08,14.7099532131743,"NEP_HUMAN",38,55.7646486297099,4.26827273022339e-11,8.80350852377605e-09,1.6046223675,"Up in D8BM",8.05534421093582,"MME","NEP_HUMAN"
-0.782175066000001,10.3064403545,-36.9407956578718,2.03180107473892e-09,1.50113163448324e-07,12.5911297837519,"TRIPC_HUMAN",64,-55.742662303499,4.28088802546856e-11,8.80350852377605e-09,-0.782175066000001,"Up in D1BM",8.05534421093582,"TRIP12","TRIPC_HUMAN"
-1.3273439425,11.66096663625,-50.7522861987165,2.1194689138738e-10,4.25347927787421e-08,14.9220297553199,"PACN3_HUMAN",23,-55.5878488592658,4.37092232874434e-11,8.80350852377605e-09,-1.3273439425,"Up in D1BM",8.05534421093582,"PACSIN3","PACN3_HUMAN"
1.90370679,12.88727939,61.3661905919022,5.47677565925875e-11,2.32007385458131e-08,16.2373148594683,"CAVN1_HUMAN",13,55.5263492538485,4.40728236678622e-11,8.80350852377605e-09,1.90370679,"Up in D8BM",8.05534421093582,"CAVIN1","CAVN1_HUMAN"
-0.930022240000003,11.579631805,-43.0881050310246,6.79878667029258e-10,7.64092971251949e-08,13.7373360372464,"PLSL_HUMAN",33,-55.3868202700992,4.49105310858192e-11,8.80350852377605e-09,-0.930022240000003,"Up in D1BM",8.05534421093582,"LCP1","PLSL_HUMAN"
2.8583927175,10.01932430375,52.3960152972079,1.68895584079566e-10,3.5719973752518e-08,15.1476701057039,"EHD2_HUMAN",29,55.0591592418696,4.69496327023151e-11,8.90838594999587e-09,2.8583927175,"Up in D8BM",8.05020097570597,"EHD2","EHD2_HUMAN"
1.50868797,17.9271535875,47.4797095251158,3.40710166659341e-10,5.09736005292664e-08,14.444609134474,"GATM_HUMAN",48,54.9643143078015,4.75593033277748e-11,8.90838594999587e-09,1.50868797,"Up in D8BM",8.05020097570597,"GATM","GATM_HUMAN"
1.5080296975,12.61442029625,53.7499994472781,1.40824247483687e-10,3.44106643556089e-08,15.3269573224081,"ACMSD_HUMAN",18,54.5426856279062,5.03804099879474e-11,9.23166251713932e-09,1.5080296975,"Up in D8BM",8.03472008044735,"ACMSD","ACMSD_HUMAN"
1.36453295000001,18.0779020775,46.746758411457,3.80621219794698e-10,5.09736005292664e-08,14.332157484668,"BHMT1_HUMAN",37,54.2472823749388,5.24699522883788e-11,9.40998357103712e-09,1.36453295000001,"Up in D8BM",8.02641113481017,"BHMT","BHMT1_HUMAN"
0.883733747499999,12.26681041625,39.6708224198339,1.22385265002154e-09,1.08587936705596e-07,13.1253748016104,"KANK2_HUMAN",45,53.6928340240914,5.66625621392662e-11,9.95018200566406e-09,0.883733747499999,"Up in D8BM",8.00216897520074,"KANK2","KANK2_HUMAN"
1.8819580125,14.51201653375,53.6405434766026,1.428844765033e-10,3.44106643556089e-08,15.312677023496,"FBX2_HUMAN",16,53.1055482624775,6.15226943424489e-11,1.05831589920919e-08,1.8819580125,"Up in D8BM",7.97538467936532,"FBXO2","FBX2_HUMAN"
1.5771470075,12.05548477125,48.0451804109938,3.13164031949047e-10,4.88825856536762e-08,14.5299349863207,"CAP2_HUMAN",27,52.4853636952581,6.71747581733198e-11,1.13243207328583e-08,1.5771470075,"Up in D8BM",7.94598783883555,"CAP2","CAP2_HUMAN"
2.4230196475,12.93122732875,50.9000433308282,2.07603133211187e-10,4.25347927787421e-08,14.9426836761275,"FADS2_HUMAN",18,51.9848310833159,7.21674493925854e-11,1.18526635048403e-08,2.4230196475,"Up in D8BM",7.9261840449725,"FADS2","FADS2_HUMAN"
1.12217450175,9.534790396625,41.4064590843759,9.02502936096039e-10,9.05618720042085e-08,13.4435390807622,"DOP1B_HUMAN",65,51.8511720701709,7.35708852617899e-11,1.18526635048403e-08,1.12217450175,"Up in D8BM",7.9261840449725,"DOP1B","DOP1B_HUMAN"
1.637634755,17.3866951475,47.2924195330624,3.50434967504718e-10,5.09736005292664e-08,14.4160756109546,"VTNC_HUMAN",29,51.7010865112104,7.51837910240492e-11,1.18526635048403e-08,1.637634755,"Up in D8BM",7.9261840449725,"VTN","VTNC_HUMAN"
-0.881348609999996,12.095867155,-36.6957622023636,2.13021536524403e-09,1.53466541142239e-07,12.5409983160707,"SPTN2_HUMAN",127,-51.5374163320071,7.69885227671942e-11,1.18526635048403e-08,-0.881348609999996,"Up in D1BM",7.9261840449725,"SPTBN2","SPTN2_HUMAN"
