"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D2B_vs_D5B","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names","D5B_vs_D2B"
-1.09561491,16.9284427175,-65.3918290108728,2.65463237731708e-11,4.47517926168113e-08,16.6112551562412,"FAS_HUMAN",166,103.497508087773,1.59815598761277e-13,1.01964290872023e-09,1.09561491,"Up in D5B",8.9915518967921,"FASN","FAS_HUMAN",-1.09561491
2.9326059825,11.84896385625,91.5262616324965,2.33417459212522e-12,1.96747576370235e-08,18.3324922687383,"APOA4_HUMAN",29,-98.1355627607945,2.41936862906687e-13,1.01964290872023e-09,-2.9326059825,"Up in D2B",8.9915518967921,"APOA4","APOA4_HUMAN",2.9326059825
-1.5696434975,11.48759341125,-76.0795474976538,8.88607718848525e-12,3.74503723108711e-08,17.4396867587317,"MUC18_HUMAN",25,82.8172899824627,9.08043865956172e-13,2.1569309712933e-09,1.5696434975,"Up in D5B",8.66616375349093,"MCAM","MUC18_HUMAN",-1.5696434975
-1.3532829275,13.37383365625,-63.3011198673632,3.35737970627692e-11,4.71655892403469e-08,16.4228399042353,"EPIPL_HUMAN",173,81.5540853587113,1.02357621131489e-12,2.1569309712933e-09,1.3532829275,"Up in D5B",8.66616375349093,"EPPK1","EPIPL_HUMAN",-1.3532829275
1.3543479475,14.96299087875,71.8562016667562,1.34291313971685e-11,3.7731382848911e-08,17.1369788001532,"AACT_HUMAN",24,-78.0268081479158,1.44454188084553e-12,2.43520870272939e-09,-1.3543479475,"Up in D2B",8.61346381286427,"SERPINA3","AACT_HUMAN",1.3543479475
-0.677544592500002,11.96718215875,-42.277705784912,6.19202773638959e-10,2.08770407160112e-07,13.8217522480741,"FAT1_HUMAN",154,71.1679260762954,2.95815782586609e-12,4.15571871903754e-09,0.677544592500002,"Up in D5B",8.38135385546133,"FAT1","FAT1_HUMAN",-0.677544592500002
1.28074502825,10.307090043375,58.499892744029,5.936692169674e-11,5.57725196520294e-08,15.9509729944167,"ASNS_HUMAN",27,-64.3691018143557,6.46598680801411e-12,7.78597182925013e-09,-1.28074502825,"Up in D2B",8.10868717195402,"ASNS","ASNS_HUMAN",1.28074502825
0.619313714999997,13.421403645,41.4013956992392,7.20175911347505e-10,2.2482825024993e-07,13.6757839817138,"HS105_HUMAN",48,-62.5018967588314,8.13165013276281e-12,8.56733123772483e-09,-0.619313714999997,"Up in D2B",8.06715444169783,"HSPH1","HS105_HUMAN",0.619313714999997
-1.2110426425,12.92963492875,-58.4748753656882,5.95506794243996e-11,5.57725196520294e-08,15.9483600747517,"HRG_HUMAN",22,61.5638414389404,9.14770211644601e-12,8.56733123772483e-09,1.2110426425,"Up in D5B",8.06715444169783,"HRG","HRG_HUMAN",-1.2110426425
1.69118619,11.5221751925,54.6083747125805,9.76155111717334e-11,8.22801143666541e-08,15.5233205737901,"PIGR_HUMAN",36,-59.6304585093997,1.17272226462118e-11,9.88487596849192e-09,-1.69118619,"Up in D2B",8.00502877567125,"PIGR","PIGR_HUMAN",1.69118619
1.22927356,13.261437535,50.7439331953533,1.6585213166298e-10,1.0753597059902e-07,15.0523046796934,"TFR1_HUMAN",38,-57.714292596289,1.51220851237545e-11,1.15876414098297e-08,-1.22927356,"Up in D2B",7.93600495290061,"TFRC","TFR1_HUMAN",1.22927356
-0.988336562500002,11.93033933625,-59.1997459630832,5.44787486175001e-11,5.57725196520294e-08,16.0233907279352,"GBA3_HUMAN",18,56.9063487337748,1.68758937638049e-11,1.18539090445926e-08,0.988336562500002,"Up in D5B",7.92613840943909,"GBA3","GBA3_HUMAN",-0.988336562500002
-0.973543647499998,18.32721543375,-44.3500932723376,4.38433184606078e-10,1.72082106471487e-07,14.1518076521888,"CP3A4_HUMAN",47,52.8644508258313,2.9940788618675e-11,1.94131467128317e-08,0.973543647499998,"Up in D5B",7.71190406331047,"CYP3A4","CP3A4_HUMAN",-0.973543647499998
-0.820070030000005,13.907937405,-40.7695390844523,8.04644322857339e-10,2.27669982068862e-07,13.568044162159,"VILI_HUMAN",48,50.2805964964241,4.42151189315015e-11,2.66206598195447e-08,0.820070030000005,"Up in D5B",7.57478118430702,"VIL1","VILI_HUMAN",-0.820070030000005
1.4033777725,11.93546235375,47.3248198098372,2.74431870492496e-10,1.43075924314686e-07,14.5913844087408,"T23O_HUMAN",22,-49.4625758326514,5.02318975866736e-11,2.82269776505381e-08,-1.4033777725,"Up in D2B",7.54933562061194,"TDO2","T23O_HUMAN",1.4033777725
-1.1784875375,12.64853513125,-46.8052906861907,2.97191839637436e-10,1.43075924314686e-07,14.5173376719646,"ACMSD_HUMAN",18,46.9030057343669,7.59330651477127e-11,3.33338991388355e-08,1.1784875375,"Up in D5B",7.477113882996,"ACMSD","ACMSD_HUMAN",-1.1784875375
-0.822753189999998,15.653134225,-40.0009088163968,9.23004745037966e-10,2.43125218622657e-07,13.4340699109602,"DPYL2_HUMAN",35,46.746368699079,7.79339444198769e-11,3.33338991388355e-08,0.822753189999998,"Up in D5B",7.477113882996,"DPYSL2","DPYL2_HUMAN",-0.822753189999998
1.72402668175,9.861984969125,43.5501149594709,4.99962625879007e-10,1.8322543363192e-07,14.0268443882449,"IREB2_HUMAN",35,-46.5519664979502,8.05004297397413e-11,3.33338991388355e-08,-1.72402668175,"Up in D2B",7.477113882996,"IREB2","IREB2_HUMAN",1.72402668175
-0.856555462500001,17.90831589625,-38.9551312065689,1.11723522278056e-09,2.76975755671098e-07,13.2464545152212,"GATM_HUMAN",48,46.5068673941889,8.11093609530235e-11,3.33338991388355e-08,0.856555462500001,"Up in D5B",7.477113882996,"GATM","GATM_HUMAN",-0.856555462500001
-0.912971015000004,14.1148877125,-44.9891273562185,3.95433343632398e-10,1.66655382673874e-07,14.249506976217,"QORX_HUMAN",20,46.0059147263573,8.82344055854231e-11,3.33338991388355e-08,0.912971015000004,"Up in D5B",7.477113882996,"TP53I3","QORX_HUMAN",-0.912971015000004
