Protein.Ids,Protein.Names,Genes,Peptides,logFC,sca.pval,sca.adj.pval,AveExpr,t,P.Value,adj.P.Val,B,gene,count,sca.t,sca.P.Value,ProtDesc,negLog10_sca_adjPval
A0A024R1R8;Q9Y2S6,TMA7B_HUMAN;TMA7_HUMAN,TMA7B;TMA7,2,-0.3570091724395468,6.222295783264517e-8,5.244773115713661e-4,10.635019183158875,-14.665503969166286,1.1052576334516896e-6,0.009316216592364292,4.916141914610441,3545,88,-19.700722757692947,6.222295783264517e-8,Translation machinery-associated protein 7B;Translation machinery-associated protein 7,3.2802732942625714
A0A075B767,PAL4H_HUMAN,PPIAL4H,3,0.23691463470460405,6.369211135553516e-6,0.01654240909754645,11.962004661560075,9.74303467663913,1.9180662919631518e-5,0.03755028471440547,3.1008773245930774,3125,24,10.658529641324954,6.369211135553516e-6,Peptidyl-prolyl cis-trans isomerase A-like 4H,1.7814012431762778
A0A096LP01,SIM26_HUMAN,SMIM26,4,2.773394030746294,7.454956347390115e-6,0.01654240909754645,8.68751458206948,10.533066144742666,1.1226933998404462e-5,0.03154394222418373,3.4869692340487495,1157,2,10.432404473300576,7.454956347390115e-6,Small integral membrane protein 26,1.7814012431762778
A0A0B4J2F0,PIOS1_HUMAN,PIGBOS1,1,-0.25897192955015136,7.850235661429091e-6,0.01654240909754645,10.694574236869826,-9.101396941138635,3.0495633285336042e-5,0.03755028471440547,2.7509701283772268,3952,33,-10.359111075755452,7.850235661429091e-6,Protein PIGBOS1,1.7814012431762778
A0A0U1RRE5,NBDY_HUMAN,NBDY,2,0.3235745429992498,1.1022582482085506e-5,0.017262523315864402,11.878875732421875,9.18541224971389,2.8654044427388194e-5,0.03755028471440547,2.798792319566476,6278,27,9.888733800302616,1.1022582482085506e-5,Negative regulator of P-body association,1.7628957218271044
A0A6Q8PH20,A0A6Q8PH20_HUMAN,CAST,52,0.2648906707763743,1.2287951108694557e-5,0.017262523315864402,13.252868890762338,8.894045053993578,3.563913604404363e-5,0.03755028471440547,2.630223564973405,4429,27,9.742107986466207,1.2287951108694557e-5,Calpastatin,1.7628957218271044
A0AAG2TUN3;A0AAG2TVJ1;A8MZA4;H0YM25;P0DX00;P0DX01;P0DX02;Q8N7Z2;Q8N9W4,A0AAG2TUN3_HUMAN;A0AAG2TVJ1_HUMAN;GG6L6_HUMAN;GG6LV_HUMAN;GG6LX_HUMAN;GG6LY_HUMAN;GG6LZ_HUMAN;GG6L1_HUMAN;GG6L2_HUMAN,GOLGA6L26;GOLGA6L2;GOLGA6L6;GOLGA6L22;GOLGA6L24;GOLGA6L25;GOLGA6L26;GOLGA6L1;GOLGA6L2,1,-0.29747200012208097,1.800851570360462e-5,0.021684825552240477,9.90701627731324,-8.695705271307565,4.1489853527680054e-5,0.03885755282053502,2.5109944957414134,6940,24,-9.241164140772828,1.800851570360462e-5,Golgin subfamily A member 6-like protein 26;Golgin subfamily A member 6-like protein 2;Golgin subfamily A member 6-like protein 6;Golgin subfamily A member 6-like protein 22;Golgin subfamily A member 6-like protein 24;Golgin subfamily A member 6-like protein 25;Golgin subfamily A member 6-like protein 26;Golgin subfamily A member 6-like protein 1;Golgin subfamily A member 6-like protein 2,1.6638440672668486
A0AAG2UWQ9,A0AAG2UWQ9_HUMAN,NKRF,33,-0.3244559764861972,2.233777867861648e-5,0.023535642060257288,11.331924796104426,-8.988088375298577,3.319417967542393e-5,0.03755028471440547,2.6854729590536133,3079,17,-8.96862076592443,2.233777867861648e-5,NF-kappa-B-repressing factor,1.6282739494957597
A0AAG2UXZ5,A0AAG2UXZ5_HUMAN,COL18A1,37,0.19877290725709962,2.964654922436104e-5,0.02776564037912658,12.285635709762575,8.370733760800702,5.3567076094064586e-5,0.04515168843968704,2.307406599313402,1084,20,8.620823590433718,2.964654922436104e-5,Collagen type XVIII alpha 1 chain,1.5564923056268978
A0AAQ5BIG5;Q9HDB9,A0AAQ5BIG5_HUMAN;GAK5_HUMAN,LOC124906262;ERVK-5,1,0.1643030643463259,3.890533761221692e-5,0.03272698116220996,10.487741827964788,6.443112609692231,2.94980402641815e-4,0.09940077080127353,0.8559507190568931,5613,72,8.29750295665345,3.890533761221692e-5,CCHC-type domain-containing protein;Endogenous retrovirus group K member 5 Gag polyprotein,1.4850940535083854
