"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1BM_vs_D5B","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
1.853843925,13.1235531575,112.535601139413,6.26351054758465e-13,5.2795130405591e-09,20.1007018956409,"EPIPL_HUMAN",173,188.022298462878,3.23646124875257e-15,2.72801318657354e-11,1.853843925,"Up in D5B",10.5641535347332,"EPPK1","EPIPL_HUMAN"
1.21481609500001,16.868842125,72.4974942163635,1.47131287623315e-11,1.19780874240915e-08,17.5034280858699,"FAS_HUMAN",166,117.84238447051,1.12636427376156e-13,4.74706223176811e-10,1.21481609500001,"Up in D5B",9.32357507484656,"FASN","FAS_HUMAN"
-1.111162425,13.667328,-69.5537948873025,1.98096670061153e-11,1.19780874240915e-08,17.228971357141,"HS105_HUMAN",48,-103.695236680473,2.97555381180768e-13,8.36031435990899e-10,-1.111162425,"Up in D1BM",9.07777739215345,"HSPH1","HS105_HUMAN"
-2.3027837275,11.53405272875,-82.8404227143287,5.64975202515819e-12,1.19780874240915e-08,18.3555031902995,"APOA4_HUMAN",29,-90.2744951158466,8.52524178808145e-13,1.77299457257634e-09,-2.3027837275,"Up in D1BM",8.75129259384282,"APOA4","APOA4_HUMAN"
-2.1387062075,16.71540927875,-91.6915839030584,2.72617204278014e-12,1.14894520742969e-08,18.968961524314,"A1AG1_HUMAN",15,-86.9023873381883,1.13828569171e-12,1.77299457257634e-09,-2.1387062075,"Up in D1BM",8.75129259384282,"ORM1","A1AG1_HUMAN"
1.280712605,15.4241545175,68.0612236155238,2.31457518982296e-11,1.19780874240915e-08,17.0836640619687,"DPYL2_HUMAN",35,83.8885760052661,1.48813417638405e-12,1.77299457257634e-09,1.280712605,"Up in D5B",8.75129259384282,"DPYSL2","DPYL2_HUMAN"
1.2802462575,13.67784929125,64.3199515838824,3.47233467620042e-11,1.28063672907856e-08,16.6998170064404,"VILI_HUMAN",48,81.2823167816422,1.89107809124549e-12,1.77299457257634e-09,1.2802462575,"Up in D5B",8.75129259384282,"VIL1","VILI_HUMAN"
1.6856153025,12.46958434625,69.0008277286902,2.09772815906548e-11,1.19780874240915e-08,17.1756359000232,"PCSK6_HUMAN",46,80.3227626547327,2.06949866698015e-12,1.77299457257634e-09,1.6856153025,"Up in D5B",8.75129259384282,"PCSK6","PCSK6_HUMAN"
-2.584389925,11.96877706,-73.6756208056216,1.31059375099494e-11,1.19780874240915e-08,17.6089865306525,"PIGR_HUMAN",36,-79.4236257735725,2.25414265545158e-12,1.77299457257634e-09,-2.584389925,"Up in D1BM",8.75129259384282,"PIGR","PIGR_HUMAN"
1.1162009275,10.80592775375,61.7521467617469,4.65089589673989e-11,1.42931142803721e-08,16.41885870492,"VLDLR_HUMAN",35,77.5413376728527,2.70432431766145e-12,1.77299457257634e-09,1.1162009275,"Up in D5B",8.75129259384282,"VLDLR","VLDLR_HUMAN"
