"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1BM_vs_D8CM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
2.46272969,13.42799604,148.304876998625,1.36964011206189e-13,1.15446965045697e-09,21.5474072452363,"EPIPL_HUMAN",173,246.462889671381,9.32646131168272e-16,7.86127423961736e-12,2.46272969,"Up in D8CM",11.1045070531486,"EPPK1","EPIPL_HUMAN"
2.406342985,14.240897655,120.360438931056,5.97200040952687e-13,1.30743202820702e-09,20.4501349662996,"VILI_HUMAN",48,151.214278464707,3.46259590610649e-14,1.34417968466341e-10,2.406342985,"Up in D8CM",9.87154267262015,"VIL1","VILI_HUMAN"
2.376607655,13.385882495,119.710532694866,6.20444668742207e-13,1.30743202820702e-09,20.4196202804232,"PFKAP_HUMAN",36,144.748475328768,4.78412510854221e-14,1.34417968466341e-10,2.376607655,"Up in D8CM",9.87154267262015,"PFKP","PFKAP_HUMAN"
2.4269039625,15.64453971375,107.318166459259,1.34088065944794e-12,1.88371384641445e-09,19.7832414954154,"FLNA_HUMAN",152,134.465745110212,8.25162166282748e-14,1.73882297489932e-10,2.4269039625,"Up in D8CM",9.75974463015242,"FLNA","FLNA_HUMAN"
1.2199208775,12.78190553125,80.0139922042173,1.06257525358684e-11,3.74534702605882e-09,17.9043308928204,"DSG2_HUMAN",47,125.125754560502,1.40542925963079e-13,2.36927264588559e-10,1.2199208775,"Up in D8CM",9.62538495962743,"DSG2","DSG2_HUMAN"
3.19805311975,11.110699295125,121.423783454155,5.61279465545929e-13,1.30743202820702e-09,20.4994964644789,"PRS23_HUMAN",17,120.898471922577,1.8122260369739e-13,2.54587554427549e-10,3.19805311975,"Up in D8CM",9.5941628307513,"PRSS23","PRS23_HUMAN"
3.6415591225,12.09377694125,108.696500718752,1.22548207692314e-12,1.88371384641445e-09,19.8595117067433,"MUC18_HUMAN",25,114.550123716167,2.70070059923701e-13,3.25202933585268e-10,3.6415591225,"Up in D8CM",9.48784554538379,"MCAM","MUC18_HUMAN"
1.05188036250001,16.78737425875,64.1839798405044,5.0236967765465e-11,7.05745668825174e-09,16.3673711842365,"FAS_HUMAN",166,108.86093258251,3.93643991644611e-13,4.09896006016139e-10,1.05188036250001,"Up in D8CM",9.38732631338294,"FASN","FAS_HUMAN"
1.60674857750001,18.26556730125,84.6956614312432,7.11675856820693e-12,3.07246860704795e-09,18.2850876982248,"ANXA2_HUMAN",42,107.31177497113,4.37663311679351e-13,4.09896006016139e-10,1.60674857750001,"Up in D8CM",9.38732631338294,"ANXA2","ANXA2_HUMAN"
2.170581815,11.7086117275,97.9155212963525,2.55968662923741e-12,2.27033588773511e-09,19.2210108007871,"MFGM_HUMAN",22,104.323841086431,5.39310348510154e-13,4.2738864972519e-10,2.170581815,"Up in D8CM",9.36917701569365,"MFGE8","MFGM_HUMAN"
1.2436721325,13.91521179625,77.8340499305601,1.29096726602578e-11,3.85435541211778e-09,17.716830151786,"CHDH_HUMAN",33,102.969199337587,5.94041845031036e-13,4.2738864972519e-10,1.2436721325,"Up in D8CM",9.36917701569365,"CHDH","CHDH_HUMAN"
-1.639527795,12.27700305,-80.0328051908383,1.06081592461969e-11,3.74534702605882e-09,17.9059197598936,"AGRIN_HUMAN",69,-102.635959084811,6.08454596832634e-13,4.2738864972519e-10,-1.639527795,"Up in D1BM",9.36917701569365,"AGRN","AGRIN_HUMAN"
1.70679903,15.63719773,84.4068053941936,7.29023278454847e-12,3.07246860704795e-09,18.2624177182269,"DPYL2_HUMAN",35,100.868772507054,6.91845840887135e-13,4.29464376087406e-10,1.70679903,"Up in D8CM",9.36707285490681,"DPYSL2","DPYL2_HUMAN"
2.6151821625,16.05576264875,100.984212247301,2.05915254014884e-12,2.16957459511432e-09,19.4129467455592,"LEG4_HUMAN",17,100.45287025351,7.13311337670385e-13,4.29464376087406e-10,2.6151821625,"Up in D8CM",9.36707285490681,"LGALS4","LEG4_HUMAN"
