Protein.Ids,Protein.Names,Genes,Peptides,logFC,sca.pval,sca.adj.pval,AveExpr,t,P.Value,adj.P.Val,B,gene,count,sca.t,sca.P.Value,ProtDesc,negLog10_sca_adjPval
A0A024R1R8;Q9Y2S6,TMA7B_HUMAN;TMA7_HUMAN,TMA7B;TMA7,2,4.029141664504998,1.1532666147665298e-15,9.72088429586708e-12,12.6538919210434,151.6094527681139,3.5566070424048886e-14,2.9978640760430807e-10,21.145927633437935,1324,52,177.1581875817516,1.1532666147665298e-15,Translation machinery-associated protein 7B;Translation machinery-associated protein 7,11.01229422608742
A0A075B767,PAL4H_HUMAN,PPIAL4H,3,2.780502319335925,1.7264282275169337e-14,7.276031764870117e-11,11.706515789031988,105.89674609226869,5.032589906318168e-13,2.120985016017792e-9,19.793121125364898,169,69,126.30213796533023,1.7264282275169337e-14,Peptidyl-prolyl cis-trans isomerase A-like 4H,10.13810541361107
A0A096LP01,SIM26_HUMAN,SMIM26,4,1.9227600097656516,1.0460319019343416e-13,2.939000967134855e-10,12.800858020782474,85.56270038632834,2.4284280526469494e-12,4.093844011152227e-9,18.7379009063392,9,37,100.82201876866421,1.0460319019343416e-13,Small integral membrane protein 26,9.531800271014403
A0A0B4J2F0,PIOS1_HUMAN,PIGBOS1,1,1.3838331699371427,1.8191494461571007e-13,3.089173605986119e-10,16.0701254606247,75.28840983634846,6.2417541903307285e-12,8.768624345049618e-9,18.020023926949126,1133,35,94.07887999115188,1.8191494461571007e-13,Protein PIGBOS1,9.510157684445977
A0A0U1RRE5,NBDY_HUMAN,NBDY,2,3.5640069077721206,1.8324674374102025e-13,3.089173605986119e-10,8.87696666368289,85.6620262909815,2.4077228859776357e-12,4.093844011152227e-9,18.74413160082253,2955,85,93.99306900447303,1.8324674374102025e-13,Negative regulator of P-body association,9.510157684445977
A0A6Q8PH20,A0A6Q8PH20_HUMAN,CAST,52,8.158860528797426,4.1303355938654624e-13,5.80243312011533e-10,11.195486861303213,90.24992692733836,1.6382029705462055e-12,4.093844011152227e-9,19.01892767920758,879,5,84.90579392105448,4.1303355938654624e-13,Calpastatin,9.236389856599276
A0AAG2TUN3;A0AAG2TVJ1;A8MZA4;H0YM25;P0DX00;P0DX01;P0DX02;Q8N7Z2;Q8N9W4,A0AAG2TUN3_HUMAN;A0AAG2TVJ1_HUMAN;GG6L6_HUMAN;GG6LV_HUMAN;GG6LX_HUMAN;GG6LY_HUMAN;GG6LZ_HUMAN;GG6L1_HUMAN;GG6L2_HUMAN,GOLGA6L26;GOLGA6L2;GOLGA6L6;GOLGA6L22;GOLGA6L24;GOLGA6L25;GOLGA6L26;GOLGA6L1;GOLGA6L2,1,1.1326904296875036,1.0030681818626814e-12,1.2078373864172202e-9,16.65500116348265,54.99349803875583,6.330040498606379e-11,2.9642172979307313e-8,16.02687194686285,1101,118,75.98280563667964,1.0030681818626814e-12,Golgin subfamily A member 6-like protein 26;Golgin subfamily A member 6-like protein 2;Golgin subfamily A member 6-like protein 6;Golgin subfamily A member 6-like protein 22;Golgin subfamily A member 6-like protein 24;Golgin subfamily A member 6-like protein 25;Golgin subfamily A member 6-like protein 26;Golgin subfamily A member 6-like protein 1;Golgin subfamily A member 6-like protein 2,8.917991531721073
A0AAG2UWQ9,A0AAG2UWQ9_HUMAN,NKRF,33,3.59643530845643,1.9831196339947663e-12,2.0894644243677355e-9,16.119089722633362,64.95380902987036,1.8550483499019576e-11,1.95452531766545e-8,17.12046441347846,1149,161,69.7690337332133,1.9831196339947663e-12,NF-kappa-B-repressing factor,8.679965018840678
A0AAG2UXZ5,A0AAG2UXZ5_HUMAN,COL18A1,37,3.0247104167938286,2.270207570054709e-12,2.126175511999016e-9,11.136439681053162,65.46071779187994,1.7516763697733358e-11,1.95452531766545e-8,17.16957990547905,1514,24,68.5980998609666,2.270207570054709e-12,Collagen type XVIII alpha 1 chain,8.672400888097519
A0AAQ5BIG5;Q9HDB9,A0AAQ5BIG5_HUMAN;GAK5_HUMAN,LOC124906262;ERVK-5,1,2.0094103813171813,4.012875918781008e-12,2.9383699931087232e-9,10.40124750137331,57.099354969931966,4.798464662636139e-11,2.4022109422287187e-8,16.280376509959925,1458,72,63.875963987803075,4.012875918781008e-12,CCHC-type domain-containing protein;Endogenous retrovirus group K member 5 Gag polyprotein,8.531893519693337
