Protein.Ids,Protein.Names,Genes,Peptides,logFC,sca.pval,sca.adj.pval,AveExpr,t,P.Value,adj.P.Val,B,gene,count,sca.t,sca.P.Value,ProtDesc,negLog10_sca_adjPval
A0A024R1R8;Q9Y2S6,TMA7B_HUMAN;TMA7_HUMAN,TMA7B;TMA7,2,-4.029141664505005,1.1532666147666282e-15,9.72088429586791e-12,12.6538919210434,-151.6094527681127,3.55660704240509e-14,2.9978640760432503e-10,21.145927633437907,1324,52,-177.15818758174964,1.1532666147666282e-15,Translation machinery-associated protein 7B;Translation machinery-associated protein 7,11.012294226087382
A0A075B767,PAL4H_HUMAN,PPIAL4H,3,-2.780502319335927,1.726428227517056e-14,7.276031764870633e-11,11.706515789031988,-105.89674609226796,5.032589906318419e-13,2.1209850160178974e-9,19.793121125364866,169,69,-126.30213796532907,1.726428227517056e-14,Peptidyl-prolyl cis-trans isomerase A-like 4H,10.138105413611038
A0A096LP01,SIM26_HUMAN,SMIM26,4,-1.922760009765648,1.0460319019343714e-13,2.9390009671349383e-10,12.800858020782474,-85.5627003863281,2.4284280526470002e-12,4.093844011152313e-9,18.737900906339185,9,37,-100.82201876866384,1.0460319019343714e-13,Small integral membrane protein 26,9.53180027101439
A0A0B4J2F0,PIOS1_HUMAN,PIGBOS1,1,-1.3838331699371462,1.8191494461572234e-13,3.089173605986065e-10,16.0701254606247,-75.28840983634815,6.241754190330927e-12,8.768624345049897e-9,18.020023926949097,1133,35,-94.0788799911511,1.8191494461572234e-13,Protein PIGBOS1,9.510157684445986
A0A0U1RRE5,NBDY_HUMAN,NBDY,2,-3.5640069077721233,1.8324674374101702e-13,3.089173605986065e-10,8.87696666368289,-85.66202629098167,2.4077228859776014e-12,4.093844011152313e-9,18.744131600822538,2955,85,-93.99306900447323,1.8324674374101702e-13,Negative regulator of P-body association,9.510157684445986
A0A6Q8PH20,A0A6Q8PH20_HUMAN,CAST,52,-8.15886052879743,4.1303355938655654e-13,5.802433120115474e-10,11.195486861303213,-90.24992692733801,1.6382029705462517e-12,4.093844011152313e-9,19.018927679207554,879,5,-84.90579392105423,4.1303355938655654e-13,Calpastatin,9.236389856599263
A0AAG2TUN3;A0AAG2TVJ1;A8MZA4;H0YM25;P0DX00;P0DX01;P0DX02;Q8N7Z2;Q8N9W4,A0AAG2TUN3_HUMAN;A0AAG2TVJ1_HUMAN;GG6L6_HUMAN;GG6LV_HUMAN;GG6LX_HUMAN;GG6LY_HUMAN;GG6LZ_HUMAN;GG6L1_HUMAN;GG6L2_HUMAN,GOLGA6L26;GOLGA6L2;GOLGA6L6;GOLGA6L22;GOLGA6L24;GOLGA6L25;GOLGA6L26;GOLGA6L1;GOLGA6L2,1,-1.132690429687507,1.003068181862774e-12,1.2078373864173319e-9,16.65500116348265,-54.99349803875553,6.330040498606627e-11,2.9642172979308478e-8,16.026871946862812,1101,118,-75.98280563667876,1.003068181862774e-12,Golgin subfamily A member 6-like protein 26;Golgin subfamily A member 6-like protein 2;Golgin subfamily A member 6-like protein 6;Golgin subfamily A member 6-like protein 22;Golgin subfamily A member 6-like protein 24;Golgin subfamily A member 6-like protein 25;Golgin subfamily A member 6-like protein 26;Golgin subfamily A member 6-like protein 1;Golgin subfamily A member 6-like protein 2,8.917991531721034
A0AAG2UWQ9,A0AAG2UWQ9_HUMAN,NKRF,33,-3.5964353084564262,1.9831196339947522e-12,2.0894644243677206e-9,16.119089722633362,-64.95380902987038,1.855048349901944e-11,1.9545253176654358e-8,17.120464413478462,1149,161,-69.76903373321336,1.9831196339947522e-12,NF-kappa-B-repressing factor,8.67996501884068
A0AAG2UXZ5,A0AAG2UXZ5_HUMAN,COL18A1,37,-3.0247104167938303,2.2702075700545877e-12,2.126175511998902e-9,11.136439681053162,-65.46071779188037,1.7516763697732547e-11,1.9545253176654358e-8,17.169579905479086,1514,24,-68.59809986096703,2.2702075700545877e-12,Collagen type XVIII alpha 1 chain,8.672400888097544
A0AAQ5BIG5;Q9HDB9,A0AAQ5BIG5_HUMAN;GAK5_HUMAN,LOC124906262;ERVK-5,1,-2.0094103813171813,4.012875918780937e-12,2.938369993108713e-9,10.40124750137331,-57.099354969932065,4.7984646626360714e-11,2.4022109422287015e-8,16.280376509959936,1458,72,-63.8759639878032,4.012875918780937e-12,CCHC-type domain-containing protein;Endogenous retrovirus group K member 5 Gag polyprotein,8.53189351969334
A0ABB0MV19,A0ABB0MV19_HUMAN,NA,11,-1.2360377311706472,4.297256542189956e-12,2.938369993108713e-9,13.23416471481325,-51.217318362911705,1.0692879627666225e-10,4.291918208647553e-8,15.537388838982462,1102,77,-63.33064468700741,4.297256542189956e-12,Small ribosomal subunit protein bS6m,8.53189351969334
A0AV96,RBM47_HUMAN,RBM47,29,-1.4803898334503103,4.460991400075225e-12,2.938369993108713e-9,10.579487442970272,-61.89708206134716,2.6469601937559373e-11,2.4022109422287015e-8,16.811843002937405,1600,20,-63.03477910337437,4.460991400075225e-12,RNA-binding protein 47,8.53189351969334
A0AVI4,TM129_HUMAN,TMEM129,4,-2.957359075546254,4.855356827328984e-12,2.938369993108713e-9,16.2047153711319,-58.121534859091746,4.210085494520574e-11,2.4022109422287015e-8,16.39879159074891,1138,58,-62.36961937907277,4.855356827328984e-12,E3 ubiquitin-protein ligase TM129,8.53189351969334
A0AVT1,UBA6_HUMAN,UBA6,62,-3.30833768844602,5.2061129508084455e-12,2.938369993108713e-9,10.580445528030387,-59.65562819915407,3.474313683854935e-11,2.4022109422287015e-8,16.571114011381063,1444,20,-61.8271845817626,5.2061129508084455e-12,Ubiquitin-like modifier-activating enzyme 6,8.53189351969334
A0FGR8,ESYT2_HUMAN,ESYT2,38,-3.3013061347924806,5.36587636349321e-12,2.938369993108713e-9,8.618423756791959,-60.72100378737983,3.049183229068975e-11,2.4022109422287015e-8,16.687124264424604,447,15,-61.59358523909815,5.36587636349321e-12,Extended synaptotagmin-2,8.53189351969334
A0JLT2,MED19_HUMAN,MED19,4,-2.5023698806762518,5.577639090015352e-12,2.938369993108713e-9,17.099141120910648,-57.02482689263184,4.844890973767698e-11,2.4022109422287015e-8,16.27162697258505,1140,40,-61.29573532178341,5.577639090015352e-12,Mediator of RNA polymerase II transcription subunit 19,8.53189351969334
A0JNW5,BLT3B_HUMAN,BLTP3B,53,-4.379465699195867,7.88572055486964e-12,3.833231295858026e-9,8.766354978084566,-57.98703337436497,4.282616742596628e-11,2.4022109422287015e-8,16.38337749908408,2426,12,-58.694007196950444,7.88572055486964e-12,Bridge-like lipid transfer protein family member 3B,8.41643497477534
A0MZ66,SHOT1_HUMAN,SHTN1,50,-1.6006488800048508,8.18580653997443e-12,3.833231295858026e-9,14.2794942855835,-57.03209018396468,4.840344046784072e-11,2.4022109422287015e-8,16.27248037782993,3208,20,-58.4200592010153,8.18580653997443e-12,Shootin-1,8.41643497477534
A0PJW6,TM223_HUMAN,TMEM223,5,-4.293680429458625,1.0861136874325355e-11,4.638388521545471e-9,10.85161340236664,-57.27213492560652,4.692763152792019e-11,2.4022109422287015e-8,16.300599632485692,4467,9,-56.386704316290306,1.0861136874325355e-11,Transmembrane protein 223,8.333632876720802
A0PJX8,TMM82_HUMAN,TMEM82,5,-1.1528937816620015,1.146988233090516e-11,4.638388521545471e-9,15.3299390077591,-49.729685738991265,1.3286603109199703e-10,5.090580800338377e-8,15.33111848959021,1132,30,-56.00276936514617,1.146988233090516e-11,Transmembrane protein 82,8.333632876720802
A0PK00,T120B_HUMAN,TMEM120B,5,-5.387757778167726,1.155607532951179e-11,4.638388521545471e-9,10.91542053222656,-53.26630754855521,8.008531580801198e-11,3.375195634728665e-8,15.808801943896981,3020,175,-55.95026459632413,1.155607532951179e-11,Transmembrane protein 120B,8.333632876720802
A1A4S6,RHG10_HUMAN,ARHGAP10,20,-7.117174583410438,1.2749148474547505e-11,4.884662385998223e-9,10.68925978852548,-53.5942466729899,7.654332114213642e-11,3.375195634728665e-8,15.850939234809537,2522,12,-55.26572547699115,1.2749148474547505e-11,Rho GTPase-activating protein 10,8.311165448109994
A1IGU5,ARH37_HUMAN,ARHGEF37,20,-1.0159790515899516,1.7740185986781117e-11,6.501392507938174e-9,13.417493939399725,-45.208433605455966,2.68112873207192e-10,7.321118551510853e-8,14.651460420368533,3743,36,-53.02457355177513,1.7740185986781117e-11,Rho guanine nucleotide exchange factor 37,8.186993613550452
A1L0T0,HACL2_HUMAN,ILVBL,36,-4.250117013200105,2.2942563826658445e-11,8.057619603954335e-9,9.094470168479273,-48.840354288365525,1.5175724875157637e-10,5.56157325968277e-8,15.203894446696527,1319,56,-51.34282884640395,2.2942563826658445e-11,2-hydroxyacyl-CoA lyase 2,8.093793239281112
A1L170,CA226_HUMAN,C1orf226,8,-3.7263395750273878,2.742188060566779e-11,9.245561265006953e-9,8.75946510018163,-48.348923292411584,1.6349457416117887e-10,5.7420656900190695e-8,15.13228995949953,346,20,-50.20775989609227,2.742188060566779e-11,Uncharacterized protein C1orf226,8.03406671923747
A1L188,NDUF8_HUMAN,NDUFAF8,3,-1.7915664941615068,3.077028965425901e-11,9.7069021930888e-9,7.920252500447323,-45.18235240109304,2.69254567679246e-10,7.321118551510853e-8,14.647290485971723,4818,57,-49.48783243808324,3.077028965425901e-11,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 8,8.012919346312401
A1L390,PKHG3_HUMAN,PLEKHG3,35,-2.9474068880081283,3.1093410750195466e-11,9.7069021930888e-9,9.460800826549535,-46.73276749932841,2.100192331639509e-10,6.55648931977386e-8,14.890007529197309,1578,42,-49.423063959292776,3.1093410750195466e-11,Pleckstrin homology domain-containing family G member 3,8.012919346312401
A1X283,SPD2B_HUMAN,SH3PXD2B,31,-1.3116438388823983,4.209308072476834e-11,1.2671520622466868e-8,10.800892710685725,-46.996398847140824,2.0149568497882786e-10,6.532335110332846e-8,14.93025842265559,6912,19,-47.581324943072936,4.209308072476834e-11,SH3 and PX domain-containing protein 2B,7.897171265280733
A1Z1Q3,MACD2_HUMAN,MACROD2,7,-3.3252136707305784,4.8698845550473985e-11,1.4154571349825696e-8,9.460903048515311,-47.17665029258974,1.9589390401085996e-10,6.532335110332846e-8,14.95761280385819,1764,10,-46.719416726257926,4.8698845550473985e-11,ADP-ribose glycohydrolase MACROD2,7.849103278063211
A2RRP1,NBAS_HUMAN,NBAS,101,-2.4801292419433434,5.896325253863625e-11,1.6566708521605494e-8,9.932664155960078,-43.70635596074758,3.43844483117478e-10,8.96806678855128e-8,14.406248540178023,154,23,-45.612039631465436,5.896325253863625e-11,NBAS subunit of NRZ tethering complex,7.780763768762225
A2RTX5,SYTC2_HUMAN,TARS3,29,-4.307862307655461,6.422404072651964e-11,1.7462723847865614e-8,9.25143121380227,-43.29802896217708,3.6844350000954975e-10,9.134147828177926e-8,14.337762910358627,4469,24,-45.125678432888776,6.422404072651964e-11,Threonine--tRNA ligase 2. cytoplasmic,7.7578880137900175
A2RU37,CI170_HUMAN,LINC02872,1,-2.7914298971068607,7.451976939985537e-11,1.9628973008480654e-8,8.329685022454871,-43.582476354465555,3.5110476215706754e-10,8.96806678855128e-8,14.385555586765047,1111,14,-44.29176026513408,7.451976939985537e-11,Uncharacterized protein encoded by LINC02872,7.707102422173679
A2RU49,HYKK_HUMAN,HYKK,7,-2.6355872340030695,8.288128793369615e-11,2.0613396183357068e-8,8.235643854388236,-46.02373148181879,2.3504837284912106e-10,6.83180253360428e-8,14.780298032584998,4387,9,-43.70472085942596,8.288128793369615e-11,Hydroxylysine kinase,7.685850449648161
A2RU67,F234B_HUMAN,FAM234B,9,-1.4491224288940252,8.314811605577652e-11,2.0613396183357068e-8,11.031192302703863,-39.52055299271827,7.212876512710055e-10,1.5589060545034116e-7,13.663933732657792,1473,57,-43.687098591202464,8.314811605577652e-11,Protein FAM234B,7.685850449648161
A2RUC4,TYW5_HUMAN,TYW5,15,-0.9299931526183958,8.904220709533642e-11,2.1443907531616876e-8,15.086426496505725,-36.65238835591389,1.255232638866639e-9,2.4046263438652045e-7,13.098171846278937,1736,51,-43.31328497046855,8.904220709533642e-11,tRNA wybutosine-synthesizing protein 5,7.668696074166146
A2VDF0,FUCM_HUMAN,FUOM,11,-2.634938240051248,9.192794728281194e-11,2.1523907434633938e-8,15.86719703674315,-40.80994196438673,5.695469865949112e-10,1.297489608110407e-7,13.9024638441273,1139,43,-43.1402837816825,9.192794728281194e-11,Fucose mutarotase,7.66707888434131
A2VDJ0,T131L_HUMAN,TMEM131L,23,-5.15122425435973,1.0439649970250383e-10,2.3782651243037966e-8,9.583976925020462,-42.23571748996678,4.423628901156168e-10,1.0357435557734817e-7,14.1557713309093,1166,7,-42.45717237474381,1.0439649970250383e-10,Transmembrane protein 131-like,7.623739732726572
A3KMH1,VWA8_HUMAN,VWA8,121,-1.1097779273986674,1.195623237054626e-10,2.6520811224035373e-8,10.068431854248043,-39.96829610506251,6.63920920094409e-10,1.4726814303883615e-7,13.747817236005677,3210,22,-41.74049635109613,1.195623237054626e-10,von Willebrand factor A domain-containing protein 8,7.5764131957750385
A3KN83,SBNO1_HUMAN,SBNO1,38,-0.5045497417449969,1.7605007294196885e-10,3.804938627763732e-8,12.3863743543625,-27.53959891720952,1.0227389235923828e-8,1.3683597439619356e-6,10.891639588820102,3106,65,-39.76136192638792,1.7605007294196885e-10,Protein strawberry notch homolog 1,7.419652343844396
A4D161,F221A_HUMAN,FAM221A,6,-1.7606708996209388,2.1528413185052788e-10,4.5365748684202486e-8,7.832183957461872,-36.78444148605131,1.2224821548652164e-9,2.3963493217113743e-7,13.125357162250065,4474,27,-38.76932847086601,2.1528413185052788e-10,Protein FAM221A,7.343271917438861
A4D1E9,GTPBA_HUMAN,GTPBP10,16,-1.361052751541127,2.3867306560247293e-10,4.9067689511298644e-8,15.333744645118713,-37.38065865744434,1.0861906139001748e-9,2.1798811153725175e-07,13.246683146155856,3217,19,-38.270329048984564,2.3867306560247293e-10,GTP-binding protein 10,7.30920439150182
A4D1P6,WDR91_HUMAN,WDR91,33,-3.092258214950572,2.7838388305166583e-10,5.5868994053392656e-8,11.078050732612613,-39.01260393676204,7.932921571160747e-10,1.6716648980828482e-7,13.567375105131237,1072,7,-37.53749206673095,2.7838388305166583e-10,WD repeat-containing protein 91,7.252829148238792
A4D1U4,DEN11_HUMAN,DENND11,22,-3.7701923460871667,3.2954930575276457e-10,6.459932786488494e-8,8.8175572350069409,-37.67254419338663,1.0258140292776893e-9,2.1089235250686935e-7,13.305249270630423,1793,6,-36.75004945091694,3.2954930575276457e-10,DENN domain-containing protein 11,7.189772000675042
A4D2B0,MBLC1_HUMAN,MBLAC1,4,-3.6946645344067788,4.537727702059221e-10,8.692842454694813e-8,9.004667492470709,-46.40496676248917,2.2119398275372532e-10,6.658728859396966e-8,14.839552482511007,1672,2,-35.3017981057818,4.537727702059221e-10,Metallo-beta-lactamase domain-containing protein 1,7.0608381912682665
A5A3E0,POTEF_HUMAN,POTEF,1,-1.6864387989044491,5.514177131798682e-10,1.0328666454206907e-7,11.31661450862885,-32.74094108932368,2.8760256854496642e-9,5.27000445709896e-7,12.236994483090573,4429,27,-34.44719994187039,5.514177131798682e-10,POTE ankyrin domain family member F,6.985955747112049
A5D8V6,VP37C_HUMAN,VPS37C,6,-0.8884923458099525,6.508991804124287e-10,1.192701998194861e-7,11.681415677070625,-43.05505171717995,3.8402675165379447e-10,9.24846139911381e-8,14.296628009855908,1467,12,-33.736035204134645,6.508991804124287e-10,Vacuolar protein sorting-associated protein 37C,6.9234680531497474
A5PLL7,PEDS1_HUMAN,PEDS1,5,-3.293069168284463,7.259192623633114e-10,1.3018666941405002e-7,8.447611190699067,-31.931816928657017,3.455964949336469e-9,5.601986261145596e-7,12.044099289898227,3279,24,-33.276240744593885,7.259192623633114e-10,Plasmanylethanolamine desaturase 1,6.885433483481452
A5PLN9,TPC13_HUMAN,TRAPPC13,14,-4.101907148601285,7.530414637899349e-10,1.3092427397379272e-7,8.948089175104231,-32.33727871384139,3.1502566806228603e-9,5.419084400197978e-7,12.141445397974401,1515,10,-33.123020723709494,7.530414637899349e-10,Trafficking protein particle complex subunit 13,6.882979825752234
A5YKK6,CNOT1_HUMAN,CNOT1,106,-2.140339612960826,7.680340394811636e-10,1.3092427397379272e-7,10.725699067115787,-31.731199886203285,3.619579822846684e-9,5.75649779750466e-7,11.995415572476869,4393,22,-33.04096345473528,7.680340394811636e-10,CCR4-NOT transcription complex subunit 1,6.882979825752234
A5YM69,ARG35_HUMAN,ARHGEF35,2,-4.346691966056836,7.907791496007537e-10,1.3092427397379272e-7,9.710797131061558,-32.076850922185216,3.3429028988020454e-9,5.537742599562872e-7,12.079079953118462,2123,10,-32.91985236383901,7.907791496007537e-10,Rho guanine nucleotide exchange factor 35,6.882979825752234
A6NCE7;Q9GZQ8,MP3B2_HUMAN;MLP3B_HUMAN,MAP1LC3B2;MAP1LC3B,3,-0.8934073448181064,7.921625308652781e-10,1.3092427397379272e-7,9.534038305282586,-30.69747205421565,4.615291291306626e-9,6.830954642880108e-7,11.738944501476059,265,26,-32.91261297490763,7.921625308652781e-10,Microtubule-associated protein 1 light chain 3 beta 2;Microtubule-associated protein 1 light chain 3 beta,6.882979825752234
A6NCS6,CB072_HUMAN,C2orf72,15,-3.150584484819663,1.02701698980195e-9,1.664755039815507e-7,8.626738416312094,-30.74159537707221,4.566916594395834e-9,6.830954642880108e-7,11.750088434283391,5583,17,-31.854455824984843,1.02701698980195e-9,Uncharacterized protein C2orf72,6.778649661666983
A6ND36,FA83G_HUMAN,FAM83G,30,-3.263457879010379,1.278714422661386e-9,2.0336384657760047e-7,8.62640232613506,-32.33783985058899,3.1498554211887454e-9,5.419084400197978e-7,12.14157916004476,8429,5,-30.987315123539993,1.278714422661386e-9,Protein FAM83G,6.691726252138086
A6ND91,ASPDH_HUMAN,ASPDH,18,-2.9715507609528853,1.5015605430639765e-9,2.3438247810159737e-7,8.726177544251957,-29.775676919081416,5.77179845032173e-9,8.245845616569807e-7,11.501957772346167,7274,11,-30.36659519230914,1.5015605430639765e-9,Aspartate dehydrogenase domain-containing protein,6.630074858303359
