"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1B_vs_D1C","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names","D1C_vs_D1B"
3.9269514075,12.72929120125,145.154161678874,9.40044203816838e-14,7.92363259397213e-10,19.6603953564072,"TSP1_HUMAN",52,-172.171287317422,4.36852975905476e-15,3.68223373390726e-11,-3.9269514075,"Up in D1B",10.4338886476288,"THBS1","TSP1_HUMAN",3.9269514075
3.70912146749999,16.29514753625,120.569942746091,3.57676304027112e-13,1.31560970425046e-09,19.1390392304003,"FINC_HUMAN",161,-142.169513853378,1.90739793682563e-14,8.03872860475164e-11,-3.70912146749999,"Up in D1B",10.0948126332917,"FN1","FINC_HUMAN",3.70912146749999
3.13169217175,11.181220174125,116.142889270344,4.68244051815326e-13,1.31560970425046e-09,19.0181874141,"CO6A1_HUMAN",24,-124.553738376193,5.27996606031442e-14,1.17205950365645e-10,-3.13169217175,"Up in D1B",9.93105033929604,"COL6A1","CO6A1_HUMAN",3.13169217175
2.741725925,11.743379115,102.168926378761,1.1784651200439e-12,2.48332062421252e-09,18.5618304087515,"AGRIN_HUMAN",69,-123.714346710375,5.56203347327771e-14,1.17205950365645e-10,-2.741725925,"Up in D1B",9.93105033929604,"AGRN","AGRIN_HUMAN",2.741725925
3.20202112249999,16.33371090875,98.8743981705886,1.49209773196749e-12,2.51537835655079e-09,18.4344724986041,"FIBA_HUMAN",58,-112.591683161695,1.14845283926111e-13,1.93606179642638e-10,-3.20202112249999,"Up in D1B",9.7130807847246,"FGA","FIBA_HUMAN",3.20202112249999
2.2130060195,10.75909733775,92.5635763721072,2.39880919955926e-12,2.88850896329786e-09,18.1649000294819,"VWA1_HUMAN",22,-97.8717200607697,3.37564496226879e-13,4.74221856449394e-10,-2.2130060195,"Up in D1B",9.32401843366314,"VWA1","VWA1_HUMAN",2.2130060195
1.77650237,11.286614775,78.5576177252994,7.81310275346385e-12,8.23208038861835e-09,17.4177042933534,"APOA5_HUMAN",27,-88.598249888657,7.26069894754205e-13,8.74291877554742e-10,-1.77650237,"Up in D1B",9.05834355632457,"APOA5","APOA5_HUMAN",1.77650237
4.20693564225,10.951187013875,93.9964211016356,2.14769854826683e-12,2.88850896329786e-09,18.229272616718,"ANGL8_HUMAN",9,-81.9681235625089,1.32080358460603e-12,1.39163167683053e-09,-4.20693564225,"Up in D1B",8.85647569424169,"ANGPTL8","ANGL8_HUMAN",4.20693564225
1.333592415,14.520911455,58.6029010213547,6.43203086627703e-11,4.51796568098742e-08,15.8266422949433,"APOB_HUMAN",250,-79.5810306544853,1.6579313676279e-12,1.55274483308173e-09,-1.333592415,"Up in D1B",8.8088999072396,"APOB","APOB_HUMAN",1.333592415
2.1040365695,10.48535907275,67.2746188240788,2.38404351343202e-11,2.23278919719094e-08,16.6145790424243,"PTPRF_HUMAN",72,-77.851529194251,1.96318536377654e-12,1.65476894312724e-09,-2.1040365695,"Up in D1B",8.78126263858329,"PTPRF","PTPRF_HUMAN",2.1040365695
2.804891825,15.953054785,60.2894095391136,5.2449908536826e-11,4.01909344597188e-08,15.9939099058419,"FIBB_HUMAN",43,-64.7317296126955,8.11458926948557e-12,6.21798845022671e-09,-2.804891825,"Up in D1B",8.20635008898428,"FGB","FIBB_HUMAN",2.804891825
3.03361833125,8.577255547125,60.9679326300002,4.83940803454288e-11,4.01909344597188e-08,16.0591600224,"ANGL2_HUMAN",23,-63.534980164457,9.3662371070408e-12,6.57900104793724e-09,-3.03361833125,"Up in D1B",8.18184004442614,"ANGPTL2","ANGL2_HUMAN",3.03361833125
1.1786413175,16.68104553125,47.7408166483141,2.80683715178584e-10,1.56959557893497e-07,14.5453002136115,"CO3_HUMAN",118,-61.320660388538,1.23021781031015e-11,7.70832386871021e-09,-1.1786413175,"Up in D1B",8.11304004655436,"C3","CO3_HUMAN",1.1786413175
2.6337845325,17.16123092125,56.9130801590921,7.93799624214396e-11,5.14687464038703e-08,15.6514270694209,"FIBG_HUMAN",40,-61.0031174328108,1.28030055952003e-11,7.70832386871021e-09,-2.6337845325,"Up in D1B",8.11304004655436,"FGG","FIBG_HUMAN",2.6337845325
5.404675247,11.0253249415,52.872758124638,1.34771445915143e-10,8.1142036972767e-08,15.1987474016709,"PGBM_HUMAN",175,-55.2461130760755,2.7423342591476e-11,1.54100903135701e-08,-5.404675247,"Up in D1B",7.81219481601421,"HSPG2","PGBM_HUMAN",5.404675247
2.288057089,10.131746173,47.3458899404979,2.97941977256609e-10,1.56959557893497e-07,14.4909105448678,"LAMA5_HUMAN",106,-51.3360185025042,4.81943579677589e-11,2.538939020689e-08,-2.288057089,"Up in D1B",7.59534772972742,"LAMA5","LAMA5_HUMAN",2.288057089
0.822759389999998,15.5195420975,37.2802014672601,1.65645021201791e-09,6.07052992917345e-07,12.857905817088,"CO4B_HUMAN",87,-50.7205846959198,5.28714965650367e-11,2.62149320321585e-08,-0.822759389999998,"Up in D1B",7.58145126395052,"C4B","CO4B_HUMAN",0.822759389999998
1.1212015175,13.59782481375,39.0078920262104,1.19694026850385e-09,5.45884091632617e-07,13.1765753291985,"BGH3_HUMAN",36,-44.0972016566171,1.5478564781523e-10,7.24826791908096e-08,-1.1212015175,"Up in D1B",7.1397657621265,"TGFBI","BGH3_HUMAN",1.1212015175
1.4879438875,11.04670178875,38.2062230859449,1.38918565045996e-09,5.57592659415572e-07,13.0309779189518,"LAMC1_HUMAN",57,-42.1232809689703,2.1994165301035e-10,9.75730628012757e-08,-1.4879438875,"Up in D1B",7.0106700623687,"LAMC1","LAMC1_HUMAN",1.4879438875
1.93418407,12.7842843525,38.6168509679406,1.28664814617609e-09,5.45884091632617e-07,13.1060354172164,"A0AAG2UXZ5_HUMAN",37,-41.0791573921416,2.66630008389109e-10,1.1237121703559e-07,-1.93418407,"Up in D1B",6.94934491548761,"COL18A1","A0AAG2UXZ5_HUMAN",1.93418407
0.975143907500001,11.23789334375,34.2146035916649,3.06403874960444e-09,8.90578711048821e-07,12.2443812346905,"G6PD_HUMAN",38,-38.9582558373244,4.0032882069526e-10,1.55737366935115e-07,-0.975143907500001,"Up in D1B",6.80760717223148,"G6PD","G6PD_HUMAN",0.975143907500001
8.70470070825,10.915083765875,38.5809849783658,1.2952523232474e-09,5.45884091632617e-07,13.0995200446173,"DKK1_HUMAN",5,-38.8808282630457,4.06480255376976e-10,1.55737366935115e-07,-8.70470070825,"Up in D1B",6.80760717223148,"DKK1","DKK1_HUMAN",8.70470070825
1.1539664285,10.20945477575,36.5992458695618,1.89052601739986e-09,6.6396849169431e-07,12.7271556973398,"MFGM_HUMAN",22,-38.325749660324,4.53840299606555e-10,1.66322603712333e-07,-1.1539664285,"Up in D1B",6.77904872492089,"MFGE8","MFGM_HUMAN",1.1539664285
2.98369836875,9.560253620625,35.8179543493296,2.20679994675521e-09,7.15427567353834e-07,12.5733571180856,"NID1_HUMAN",42,-37.4514361608374,5.41632190652013e-10,1.90225738958576e-07,-2.98369836875,"Up in D1B",6.72073072014628,"NID1","NID1_HUMAN",2.98369836875
4.01520395275,7.890377759875,36.1655199024771,2.05920565723644e-09,6.9428177939384e-07,12.6422847270417,"TGFB1_HUMAN",14,-37.0786444085057,5.84780159373409e-10,1.97164478534338e-07,-4.01520395275,"Up in D1B",6.70517132553121,"TGFB1","TGFB1_HUMAN",4.01520395275
3.40909671725,11.175314426375,37.8866074475747,1.47545670320783e-09,5.65301115969945e-07,12.9718455517938,"F13A_HUMAN",7,-36.1055855150015,7.16914222493456e-10,2.2907373084618e-07,-3.40909671725,"Up in D1B",6.64002471090953,"F13A1","F13A_HUMAN",3.40909671725
0.604864835000003,15.722528575,30.0142332806184,7.82571870277157e-09,1.6653159274454e-06,11.2863676871183,"CLUS_HUMAN",30,-35.9961692604737,7.33775149228482e-10,2.2907373084618e-07,-0.604864835000003,"Up in D1B",6.64002471090953,"CLU","CLUS_HUMAN",0.604864835000003
0.947147127500001,15.12040936875,31.1477778783708,6.00254535536153e-09,1.47573276745676e-06,11.559872022682,"ITIH2_HUMAN",51,-35.7453087515754,7.74149607235235e-10,2.33046679978064e-07,-0.947147127500001,"Up in D1B",6.63255707971907,"ITIH2","ITIH2_HUMAN",0.947147127500001
3.5709625475,9.49435180375,35.3949239433229,2.40295583129246e-09,7.23375525070147e-07,12.4883403973566,"MIME_HUMAN",10,-35.5447887445631,8.08230502029848e-10,2.34916375917572e-07,-3.5709625475,"Up in D1B",6.62908670768921,"OGN","MIME_HUMAN",3.5709625475
2.6580629355,10.00782465975,33.9859865493674,3.21479948863776e-09,9.03251496324256e-07,12.1959417188984,"QSOX1_HUMAN",23,-35.2495253896706,8.61542908052883e-10,2.42064839065925e-07,-2.6580629355,"Up in D1B",6.61606828907385,"QSOX1","QSOX1_HUMAN",2.6580629355
1.59533906,14.295514465,33.6334870752661,3.4640998236317e-09,9.4189991656102e-07,12.1204747378575,"LG3BP_HUMAN",20,-34.7041929512993,9.70786115005721e-10,2.63959876238169e-07,-1.59533906,"Up in D1B",6.57846208393582,"LGALS3BP","LG3BP_HUMAN",1.59533906
1.2295773025,13.24925219875,31.1407506904504,6.01224568802056e-09,1.47573276745676e-06,11.5582126416255,"CO5_HUMAN",77,-34.4918785844313,1.01748303295177e-09,2.68011390148453e-07,-1.2295773025,"Up in D1B",6.57184674860738,"C5","CO5_HUMAN",1.2295773025
1.051180365,13.6864697925,30.57059802597,6.86216297536259e-09,1.52213609787714e-06,11.4220922446779,"MA1A1_HUMAN",31,-33.1965760224251,1.36383364896743e-09,3.39394929372635e-07,-1.051180365,"Up in D1B",6.46929465041532,"MAN1A1","MA1A1_HUMAN",1.051180365
1.006654265,11.79053259,40.2168673038484,9.61545952652962e-10,4.76757107935989e-07,13.3890614327897,"TFPI1_HUMAN",12,-33.1801297511819,1.36901501941744e-09,3.39394929372635e-07,-1.006654265,"Up in D1B",6.46929465041532,"TFPI","TFPI1_HUMAN",1.006654265
1.4969050875,16.11390459625,30.9074664659916,6.34462708606728e-09,1.48552393634614e-06,11.5028740809219,"APOE_HUMAN",35,-32.8857271601783,1.46563129288302e-09,3.52965890506027e-07,-1.4969050875,"Up in D1B",6.45226726141319,"APOE","APOE_HUMAN",1.4969050875
4.12028443675,9.833390056625,32.0255207206501,4.91980444267064e-09,1.29590723897721e-06,11.763732392508,"TSP4_HUMAN",10,-32.5168172396077,1.59774813067412e-09,3.74094972040338e-07,-4.12028443675,"Up in D1B",6.42701812882347,"THBS4","TSP4_HUMAN",4.12028443675
