"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1BM_vs_D8C","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names","D8C_vs_D1BM"
3.64112401,12.8479007475,188.175032782573,1.79028179994359e-14,1.50902852917245e-10,22.5261532581146,"TSP1_HUMAN",52,-275.275488476769,1.78647824445736e-16,1.50582251225311e-12,-3.64112401,"Up in D1BM",11.8222262143847,"THBS1","TSP1_HUMAN",3.64112401
4.18814563875,11.515226603125,125.560259544819,3.22575455263071e-13,1.24191628451013e-09,20.7751142538077,"PGBM_HUMAN",175,-144.809877336349,2.35384246071273e-14,9.92026905067381e-11,-4.18814563875,"Up in D1BM",10.0034765490516,"HSPG2","PGBM_HUMAN",4.18814563875
-2.55366564,14.3145589825,-106.7442977631,1.02899297658526e-12,1.73467635992742e-09,19.8938880898019,"VILI_HUMAN",48,133.248598310798,4.42904909665028e-14,1.24441516118884e-10,2.55366564,"Up in D8C",9.90503470635428,"VIL1","VILI_HUMAN",-2.55366564
-2.383837225,13.38949728,-100.723496340566,1.55792530727416e-12,2.18862540250232e-09,19.5564364894005,"PFKAP_HUMAN",36,121.376188071946,8.99916636346569e-14,1.89634933194131e-10,2.383837225,"Up in D8C",9.72208165699802,"PFKP","PFKAP_HUMAN",-2.383837225
-3.21681976475,11.120082617625,-109.389106475715,8.63912701824111e-13,1.73467635992742e-09,20.0327464155964,"PRS23_HUMAN",17,108.210780341302,2.15260357115948e-13,3.31016478865966e-10,3.21681976475,"Up in D8C",9.48015038537106,"PRSS23","PRS23_HUMAN",-3.21681976475
-2.5081300725,13.45069623125,-87.250392826576,4.34536435609974e-12,4.0696751286183e-09,18.6762518135534,"EPIPL_HUMAN",173,105.316223546228,2.6448590366297e-13,3.31016478865966e-10,2.5081300725,"Up in D8C",9.48015038537106,"EPPK1","EPIPL_HUMAN",-2.5081300725
2.4282860775,16.57061934375,120.145170024936,4.42015524205766e-13,1.24191628451013e-09,20.5453061154331,"A1AG1_HUMAN",15,-104.753280992105,2.75474693867587e-13,3.31016478865966e-10,-2.4282860775,"Up in D1BM",9.48015038537106,"ORM1","A1AG1_HUMAN",2.4282860775
3.63819742175,11.441873311625,94.6459262627586,2.43014873821239e-12,2.92624624491317e-09,19.1826126105154,"PIGR_HUMAN",36,-102.956109916702,3.14169157780013e-13,3.31016478865966e-10,-3.63819742175,"Up in D1BM",9.48015038537106,"PIGR","PIGR_HUMAN",3.63819742175
1.600140095,12.2966969,73.2886698275233,1.5095350539831e-11,6.69677419474923e-09,17.5309816545963,"AGRIN_HUMAN",69,-100.250958653226,3.84581953372128e-13,3.60182364997074e-10,-1.600140095,"Up in D1BM",9.44347755462573,"AGRN","AGRIN_HUMAN",1.600140095
-2.57764411,15.7199097875,-82.2791603632872,6.60678788925776e-12,4.28373962450413e-09,18.2995911438241,"FLNA_HUMAN",152,96.5459726424183,5.11911333494235e-13,3.83169241541898e-10,2.57764411,"Up in D8C",9.41660936067066,"FLNA","FLNA_HUMAN",-2.57764411
1.2561507175,13.22410821875,63.2594406248596,4.31602896412142e-11,9.32815593296908e-09,16.5106710166689,"CO5_HUMAN",77,-95.5744192593595,5.52780978126978e-13,3.83169241541898e-10,-1.2561507175,"Up in D1BM",9.41660936067066,"C5","CO5_HUMAN",1.2561507175
-1.7691543075,11.77675855125,-80.0240894663363,8.05717466557606e-12,4.8509946611529e-09,18.117993805634,"PALLD_HUMAN",30,95.0881086002294,5.74616342874143e-13,3.83169241541898e-10,1.7691543075,"Up in D8C",9.41660936067066,"PALLD","PALLD_HUMAN",-1.7691543075
-3.33490014175,9.163462281625,-89.2103195387996,3.70779886529291e-12,3.90662957944425e-09,18.8164121546283,"DREB_HUMAN",25,94.7375983516665,5.90959798320641e-13,3.83169241541898e-10,3.33490014175,"Up in D8C",9.41660936067066,"DBN1","DREB_HUMAN",-3.33490014175
-3.7627549165,11.38403034175,-85.6459165633268,4.96134115307952e-12,4.18191445793073e-09,18.5580896919883,"PEG10_HUMAN",23,89.6432071361893,8.99186178258948e-13,5.29797473748078e-10,3.7627549165,"Up in D8C",9.2758901168955,"PEG10","PEG10_HUMAN",-3.7627549165
2.7966358675,13.11540639375,82.5892117547492,6.43168060833862e-12,4.28373962450413e-09,18.3240160749335,"PLIN2_HUMAN",27,-89.0856554585227,9.42811971315834e-13,5.29797473748078e-10,-2.7966358675,"Up in D1BM",9.2758901168955,"PLIN2","PLIN2_HUMAN",2.7966358675
-1.37458276749999,17.86010098625,-65.1176633737103,3.51028155086731e-11,8.98634660787894e-09,16.714785679467,"GATM_HUMAN",48,87.2698223942682,1.10239603365076e-12,5.65861697624464e-10,1.37458276749999,"Up in D8C",9.24728970184716,"GATM","GATM_HUMAN",-1.37458276749999
1.41501617125,10.698444604375,63.9310926803347,4.002647894437e-11,9.11846462221877e-09,16.5853111891506,"PTPRF_HUMAN",72,-86.8725641185654,1.14125624150147e-12,5.65861697624464e-10,-1.41501617125,"Up in D1BM",9.24728970184716,"PTPRF","PTPRF_HUMAN",1.41501617125
-1.52861452,11.4424686425,-68.0475681682172,2.56391398126863e-11,8.48350597249983e-09,17.0220128924776,"UBA7_HUMAN",41,85.6782785808916,1.26774502107142e-12,5.93656821256167e-10,1.52861452,"Up in D8C",9.22646453768692,"UBA7","UBA7_HUMAN",-1.52861452
-1.3356716675,13.46924579125,-60.1371266539886,6.19390262835711e-11,1.06547765825351e-08,16.150202332619,"MYLK_HUMAN",99,83.0759103650959,1.60229086118943e-12,7.10826824682404e-10,1.3356716675,"Up in D8C",9.148236191458,"MYLK","MYLK_HUMAN",-1.3356716675
-1.2449238325,14.15504491375,-56.8545413629813,9.24490533687558e-11,1.32076791668685e-08,15.7454640252876,"MYO1C_HUMAN",72,77.8830677827808,2.6155373842448e-12,1.05880358926822e-09,1.2449238325,"Up in D8C",8.97518459514105,"MYO1C","MYO1C_HUMAN",-1.2449238325
-3.8927426325,12.21936869625,-74.3401038900631,1.36355297649034e-11,6.55022705161670e-09,17.6273177547416,"MUC18_HUMAN",25,77.7957661003488,2.63790193079044e-12,1.05880358926822e-09,3.8927426325,"Up in D8C",8.97518459514105,"MCAM","MUC18_HUMAN",-3.8927426325
-1.103675605,10.848083855,-52.3044231282757,1.67615718404867e-10,1.90923363572247e-08,15.1352314407134,"MYO7A_HUMAN",98,75.5300412220406,3.30142292165404e-12,1.23819777189861e-09,1.103675605,"Up in D8C",8.90720998182288,"MYO7A","MYO7A_HUMAN",-1.103675605
-2.03503370175,10.212385654125,-68.4674643256477,2.45375607798910e-11,8.48350597249983e-09,17.0646496759981,"EPHA2_HUMAN",28,75.3003515553147,3.37863907387211e-12,1.23819777189861e-09,2.03503370175,"Up in D8C",8.90720998182288,"EPHA2","EPHA2_HUMAN",-2.03503370175
1.0068464275,13.71948599875,51.8084454374767,1.79400970880737e-10,1.98969839941281e-08,15.0649173606993,"HS105_HUMAN",48,-74.1834333406458,3.78448097711026e-12,1.31108103368703e-09,-1.0068464275,"Up in D1BM",8.88237046514017,"HSPH1","HS105_HUMAN",1.0068464275
-2.4532394425,13.16204571625,-83.2806103497161,6.05991846081341e-12,4.28373962450413e-09,18.3780216593252,"CAVN1_HUMAN",13,73.9186559262355,3.88860195066741e-12,1.31108103368703e-09,2.4532394425,"Up in D8C",8.88237046514017,"CAVIN1","CAVN1_HUMAN",-2.4532394425
-2.873132465,12.90096104,-68.7649692971996,2.3789697231649e-11,8.48350597249983e-09,17.0946544444072,"HTRA1_HUMAN",27,73.0011802519821,4.27528739530072e-12,1.38601528673038e-09,2.873132465,"Up in D8C",8.85823197974872,"HTRA1","HTRA1_HUMAN",-2.873132465
-1.5585572725,12.40605533125,-60.1574226018375,6.17900610127253e-11,1.06547765825351e-08,16.1526199739944,"PCSK6_HUMAN",46,72.3598251572655,4.57144880532633e-12,1.42713859185539e-09,1.5585572725,"Up in D8C",8.84553384976175,"PCSK6","PCSK6_HUMAN",-1.5585572725
-4.1006653315,10.95749199425,-69.3850435275115,2.23129458641202e-11,8.48350597249983e-09,17.1566539794638,"FSTL1_HUMAN",17,70.7892737545276,5.39990500107799e-12,1.62556425907451e-09,4.1006653315,"Up in D8C",8.7889958580289,"FSTL1","FSTL1_HUMAN",-4.1006653315
1.741065265,11.454105975,64.0226043068627,3.96199190767925e-11,9.11846462221877e-09,16.5954043462386,"PACN3_HUMAN",23,-68.7154488583678,6.76687687430891e-12,1.77911302627307e-09,-1.741065265,"Up in D1BM",8.74979646050099,"PACSIN3","PACN3_HUMAN",1.741065265
-1.856741905,15.63686037,-74.6917433685236,1.31837351445517e-11,6.55022705161670e-09,17.6591305428066,"BAAT_HUMAN",15,68.516056941242,6.91776531723597e-12,1.77911302627307e-09,1.856741905,"Up in D8C",8.74979646050099,"BAAT","BAAT_HUMAN",-1.856741905
-1.8166825775,11.18388068625,-60.3986096436961,6.00507303644521e-11,1.06547765825351e-08,16.1812731976945,"ARVC_HUMAN",38,68.5115701017848,6.92120422381934e-12,1.77911302627307e-09,1.8166825775,"Up in D8C",8.74979646050099,"ARVCF","ARVC_HUMAN",-1.8166825775
1.5787205725,10.96639323125,56.9766290708033,9.10449942944652e-11,1.32076791668685e-08,15.7610224854397,"LAMC1_HUMAN",57,-68.0160419334258,7.31317908771019e-12,1.77911302627307e-09,-1.5787205725,"Up in D1BM",8.74979646050099,"LAMC1","LAMC1_HUMAN",1.5787205725
2.0205662225,12.92596066125,67.1916593246865,2.80637517803875e-11,8.76108754655133e-09,16.9340423750356,"HMOX1_HUMAN",18,-67.7423273361099,7.54042831281055e-12,1.77911302627307e-09,-2.0205662225,"Up in D1BM",8.74979646050099,"HMOX1","HMOX1_HUMAN",2.0205662225
-2.0567398075,12.74142503875,-64.1386000013375,3.91113296620554e-11,9.11846462221877e-09,16.6081718184113,"HRG_HUMAN",22,67.5688606545956,7.68858072581803e-12,1.77911302627307e-09,2.0567398075,"Up in D8C",8.74979646050099,"HRG","HRG_HUMAN",-2.0567398075
-2.1216812175,17.05970621125,-61.6907767339693,5.16312108662592e-11,9.89089719072042e-09,16.3324083354925,"CLUS_HUMAN",30,67.1271583168418,8.08092490098365e-12,1.77911302627307e-09,2.1216812175,"Up in D8C",8.74979646050099,"CLU","CLUS_HUMAN",-2.1216812175
-2.12907386,13.9375070325,-64.8140840927009,3.62933758824112e-11,8.99755486214246e-09,16.6819460926517,"QORX_HUMAN",20,67.0956773235427,8.10974158340305e-12,1.77911302627307e-09,2.12907386,"Up in D8C",8.74979646050099,"TP53I3","QORX_HUMAN",-2.12907386
-1.651611805,14.067519905,-61.7877243645608,5.10558425353912e-11,9.89089719072042e-09,16.3435888155937,"HEXA_HUMAN",24,67.0359402490441,8.16474316856772e-12,1.77911302627307e-09,1.651611805,"Up in D8C",8.74979646050099,"HEXA","HEXA_HUMAN",-1.651611805
-2.72847915,12.517612815,-74.0749353023597,1.39879092334916e-11,6.55022705161670e-09,17.6031944085107,"CAV1_HUMAN",12,67.0107373472612,8.18807467419874e-12,1.77911302627307e-09,2.72847915,"Up in D8C",8.74979646050099,"CAV1","CAV1_HUMAN",-2.72847915
2.71806121,14.6552404175,65.0970992059441,3.51820427168116e-11,8.98634660787894e-09,16.712567295331,"FGL1_HUMAN",19,-66.8517806886263,8.33697827403075e-12,1.77911302627307e-09,-2.71806121,"Up in D1BM",8.74979646050099,"FGL1","FGL1_HUMAN",2.71806121
-1.715948105,11.1174426075,-59.2782253273918,6.8634857641855e-11,1.11295772401497e-08,16.0469596120298,"DTNA_HUMAN",32,66.5990392880246,8.58008718088959e-12,1.77911302627307e-09,1.715948105,"Up in D8C",8.74979646050099,"DTNA","DTNA_HUMAN",-1.715948105
-1.098309755,15.222744585,-50.4787530200597,2.1594789518391e-10,2.27528101063147e-08,14.8724384138691,"AMPN_HUMAN",49,66.5239128353195,8.65388943850942e-12,1.77911302627307e-09,1.098309755,"Up in D8C",8.74979646050099,"ANPEP","AMPN_HUMAN",-1.098309755
-2.18948292875,10.265007615625,-63.0065496574735,4.44120037049968e-11,9.35871948073544e-09,16.4823088720884,"SCMC1_HUMAN",22,66.1610805650286,9.02059026889885e-12,1.81034655658449e-09,2.18948292875,"Up in D8C",8.74223827971343,"SLC25A24","SCMC1_HUMAN",-2.18948292875
-1.92953395925,9.859293222875,-59.2068482385791,6.922746182191e-11,1.11295772401497e-08,16.038297175524,"FIL1L_HUMAN",33,65.4188298081733,9.82686745623583e-12,1.88488185573989e-09,1.92953395925,"Up in D8C",8.72471586615221,"FILIP1L","FIL1L_HUMAN",-1.92953395925
3.22166347,16.0725631725,61.1531231206751,5.49594225148598e-11,1.00707167908207e-08,16.2700043584698,"FIBA_HUMAN",58,-65.4079985251273,9.83922193054396e-12,1.88488185573989e-09,-3.22166347,"Up in D1BM",8.72471586615221,"FGA","FIBA_HUMAN",3.22166347
3.894578933,10.738155126,61.962215326242,5.00385805719755e-11,9.89089719072042e-09,16.3636570302065,"APOA4_HUMAN",29,-64.8327491736894,1.05213346548842e-11,1.92239823559789e-09,-3.894578933,"Up in D1BM",8.7161566408051,"APOA4","APOA4_HUMAN",3.894578933
-3.2064607175,12.77780187125,-66.8403998239491,2.91336549258167e-11,8.77027062034674e-09,16.897521736393,"IL18_HUMAN",13,64.7821828505594,1.05838092828933e-11,1.92239823559789e-09,3.2064607175,"Up in D8C",8.7161566408051,"IL18","IL18_HUMAN",-3.2064607175
-1.14562702,13.8288896075,-54.1398056253257,1.31063894766436e-10,1.64886204326312e-08,15.3887346336584,"ACOT9_HUMAN",29,64.6736937069424,1.07192688424607e-11,1.92239823559789e-09,1.14562702,"Up in D8C",8.7161566408051,"ACOT9","ACOT9_HUMAN",-1.14562702
-2.0534248375,14.59774994625,-65.5250781366658,3.35743363127669e-11,8.98634660787894e-09,16.7585534076537,"FBX2_HUMAN",16,63.9301201202046,1.17022865105222e-11,2.04006287201501e-09,2.0534248375,"Up in D8C",8.69035644799154,"FBXO2","FBX2_HUMAN",-2.0534248375
-2.5023558125,15.99934947375,-63.3587957582959,4.26795578248697e-11,9.32815593296908e-09,16.5217749371572,"LEG4_HUMAN",17,63.8178297990668,1.18594235056039e-11,2.04006287201501e-09,2.5023558125,"Up in D8C",8.69035644799154,"LGALS4","LEG4_HUMAN",-2.5023558125
0.942133425000003,15.945498705,48.8972591929701,2.7096676220948e-10,2.49296051704097e-08,14.6356550971196,"DPYS_HUMAN",33,-63.4961670016293,1.23229297718216e-11,2.07739950093368e-09,-0.942133425000003,"Up in D1BM",8.68247997704838,"DPYS","DPYS_HUMAN",0.942133425000003
2.21428489675,10.608332634125,59.1171180293134,6.99807324389526e-11,1.11295772401497e-08,16.0273891799888,"ASNS_HUMAN",27,-63.224493165291,1.27304096594589e-11,2.10401221607017e-09,-2.21428489675,"Up in D1BM",8.67695174296104,"ASNS","ASNS_HUMAN",2.21428489675
1.4279451375,14.61667823875,55.1222746430227,1.15284035506926e-10,1.54242719886965e-08,15.520266521467,"AK1D1_HUMAN",30,-62.7616383008061,1.34602488921453e-11,2.14405747437101e-09,-1.4279451375,"Up in D1BM",8.66876357697011,"AKR1D1","AK1D1_HUMAN",1.4279451375
-2.22184085825,10.659403800875,-57.2973108896848,8.74713140019124e-11,1.2972309649552e-08,15.8016974490603,"ERBB2_HUMAN",39,62.5065335374364,1.38826737476881e-11,2.14405747437101e-09,2.22184085825,"Up in D8C",8.66876357697011,"ERBB2","ERBB2_HUMAN",-2.22184085825
-1.78162909,15.67461276,-56.0243622540514,1.02678039450203e-10,1.41880851561601e-08,15.6385862872854,"DPYL2_HUMAN",35,62.4527888011584,1.39735698480039e-11,2.14405747437101e-09,1.78162909,"Up in D8C",8.66876357697011,"DPYSL2","DPYL2_HUMAN",-1.78162909
-3.10069299,12.6038228275,-67.8531767237277,2.61681285188036e-11,8.48350597249983e-09,17.00215888987,"TSK_HUMAN",11,62.4430149692054,1.39901721545149e-11,2.14405747437101e-09,3.10069299,"Up in D8C",8.66876357697011,"TSKU","TSK_HUMAN",-3.10069299
