"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D3B_vs_D8B","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
1.4335806375,13.88788402125,71.9043471163408,1.80872272075068e-11,7.62286190660374e-08,16.6273799816005,"EPIPL_HUMAN",173,99.4617271801482,5.59667907391753e-13,4.71744079140509e-09,1.4335806375,"Up in D8B",8.32629354195846,"EPPK1","EPIPL_HUMAN"
0.68583989,15.4372724275,39.1684359640324,1.3635064332623e-09,5.22408896634908e-07,13.0362140639941,"FLNA_HUMAN",152,61.9498502368127,1.94226192717447e-11,3.75338312805088e-08,0.68583989,"Up in D8B",7.42557710254511,"FLNA","FLNA_HUMAN"
1.1208739275,14.36940908375,50.9102314424487,2.1137559393847e-10,2.5038000207581e-07,14.7250447570862,"VILI_HUMAN",48,61.9020358568478,1.95352227213858e-11,3.75338312805088e-08,1.1208739275,"Up in D8B",7.42557710254511,"VIL1","VILI_HUMAN"
-1.599587445,11.06470394,-55.8820434141586,1.08906037349849e-10,2.5038000207581e-07,15.2785995011885,"APOA4_HUMAN",29,-60.7549935676937,2.24714977077905e-11,3.75338312805088e-08,-1.599587445,"Up in D3B",7.42557710254511,"APOA4","APOA4_HUMAN"
0.965068340000002,17.853782415,50.8920324198298,2.11914022647149e-10,2.5038000207581e-07,14.722868990953,"VTNC_HUMAN",29,60.3238844764695,2.37019856556691e-11,3.75338312805088e-08,0.965068340000002,"Up in D8B",7.42557710254511,"VTN","VTNC_HUMAN"
0.643015622499998,13.03667986375,39.3819584191178,1.3118524610545e-09,5.22408896634908e-07,13.0729364181015,"DSG2_HUMAN",47,58.2740891858104,3.0702498881275e-11,3.75338312805088e-08,0.643015622499998,"Up in D8B",7.42557710254511,"DSG2","DSG2_HUMAN"
0.702632905000002,18.32418394,40.7726690664295,1.02518753973824e-09,4.93449263857859e-07,13.305816375793,"GATM_HUMAN",48,57.50346427388,3.39194042095945e-11,3.75338312805088e-08,0.702632905000002,"Up in D8B",7.42557710254511,"GATM","GATM_HUMAN"
-0.965455770000002,13.1958602675,-46.5383411255231,4.00359477762932e-10,2.7565722944855e-07,14.1669969628138,"TFR1_HUMAN",38,-56.3416300257036,3.95180336118241e-11,3.75338312805088e-08,-0.965455770000002,"Up in D3B",7.42557710254511,"TFRC","TFR1_HUMAN"
0.939480544999999,10.6851137875,50.7941497171513,2.14836893202631e-10,2.5038000207581e-07,14.7111467779711,"ANXA3_HUMAN",21,54.7292083818903,4.91096425535893e-11,3.75338312805088e-08,0.939480544999999,"Up in D8B",7.42557710254511,"ANXA3","ANXA3_HUMAN"
1.16066003,13.63060057,49.109605823319,2.73099051561993e-10,2.55772433957338e-07,14.504013106735,"HTRA1_HUMAN",27,54.3862423712461,5.14750253331632e-11,3.75338312805088e-08,1.16066003,"Up in D8B",7.42557710254511,"HTRA1","HTRA1_HUMAN"
-1.281907795,12.403867125,-50.0791678010681,2.37636732305906e-10,2.5038000207581e-07,14.624490911709,"ATTY_HUMAN",25,-54.1824034840512,5.29419207545253e-11,3.75338312805088e-08,-1.281907795,"Up in D3B",7.42557710254511,"TAT","ATTY_HUMAN"
0.927934407499997,11.51825773625,46.1469330836441,4.25144617728218e-10,2.7565722944855e-07,14.1133425311378,"PALLD_HUMAN",30,54.1152809576268,5.34352800291975e-11,3.75338312805088e-08,0.927934407499997,"Up in D8B",7.42557710254511,"PALLD","PALLD_HUMAN"
0.7490344075,13.92058491625,43.7461141940396,6.21618127118534e-10,3.49307946232141e-07,13.7695808144082,"TES_HUMAN",27,52.5671609017601,6.63966372230165e-11,4.21364935904405e-08,0.7490344075,"Up in D8B",7.37534160725858,"TES","TES_HUMAN"
0.849566697500002,12.29294764875,39.7666653182214,1.22431352007192e-09,5.22408896634908e-07,13.1384394922346,"FAT1_HUMAN",154,52.1985568354385,6.99858714279473e-11,4.21364935904405e-08,0.849566697500002,"Up in D8B",7.37534160725858,"FAT1","FAT1_HUMAN"
1.48392439,11.618582485,51.1676590862336,2.0392406678451e-10,2.5038000207581e-07,14.7556973275651,"PRS23_HUMAN",17,51.5035019730476,7.73685937006489e-11,4.34759917535179e-08,1.48392439,"Up in D8B",7.36175050229437,"PRSS23","PRS23_HUMAN"
0.983380320000004,12.0947289475,44.8674351284647,5.19246874967275e-10,3.12623707792797e-07,13.9333490680711,"PLIN2_HUMAN",27,50.375183339558,9.13123462778224e-11,4.66606401563699e-08,0.983380320000004,"Up in D8B",7.33104930723811,"PLIN2","PLIN2_HUMAN"
0.58723736,16.8303904525,32.6380959757761,4.97569050562607e-09,9.75351052835398e-07,11.7703953706713,"FLNB_HUMAN",187,50.1725449968048,9.41073535008054e-11,4.66606401563699e-08,0.58723736,"Up in D8B",7.33104930723811,"FLNB","FLNB_HUMAN"
0.7613494425,12.16612398625,38.4938817871336,1.54257216636227e-09,5.65319164794243e-07,12.9184478277315,"ITB5_HUMAN",36,47.0975474427649,1.51024968510442e-10,7.07216366430287e-08,0.7613494425,"Up in D8B",7.1504476974179,"ITGB5","ITB5_HUMAN"
1.14397812,13.988895415,47.0407177817352,3.70924500801989e-10,2.7565722944855e-07,14.2349261293078,"CRYM_HUMAN",16,46.0946787341253,1.77394036510609e-10,7.86975965130484e-08,1.14397812,"Up in D8B",7.10403853113598,"CRYM","CRYM_HUMAN"
1.60315442,13.1333135375,46.7955060589784,3.8497191257131e-10,2.7565722944855e-07,14.2019000726316,"IL18_HUMAN",13,44.7431938187796,2.21591602355858e-10,9.33897808128762e-08,1.60315442,"Up in D8B",7.02970064389186,"IL18","IL18_HUMAN"
2.2537784585,9.39087820075,42.1893608196599,8.04239052489529e-10,4.2368318583964e-07,13.5323335200438,"ITA7_HUMAN",30,44.0015010701878,2.51081415897813e-10,1.00779297838222e-07,2.2537784585,"Up in D8B",6.99662867183903,"ITGA7","ITA7_HUMAN"
-0.923661465,11.9776157125,-40.6152745835476,1.05375332179873e-09,4.93449263857859e-07,13.2799957559444,"PDCD4_HUMAN",21,-43.0103537759394,2.97687787021184e-10,1.14055016218253e-07,-0.923661465,"Up in D3B",6.94288560939654,"PDCD4","PDCD4_HUMAN"
1.0227437,17.456799745,37.9584034659363,1.70393251151389e-09,5.98435297481276e-07,12.823020432427,"CLUS_HUMAN",30,41.7563290348626,3.71349284921886e-10,1.2810826422614e-07,1.0227437,"Up in D8B",6.89242285314336,"CLU","CLUS_HUMAN"
1.5577204225,12.87362658875,74.8516434230077,1.3585560438827e-11,7.62286190660374e-08,16.8204043482813,"SPP24_HUMAN",7,41.7291158318237,3.73162428246452e-10,1.2810826422614e-07,1.5577204225,"Up in D8B",6.89242285314336,"SPP2","SPP24_HUMAN"
0.816449879999993,16.0324550875,35.7343892849223,2.61586404407274e-09,6.82051248529118e-07,12.4072048668831,"DPYL2_HUMAN",35,41.422491079905,3.94300491493476e-10,1.2810826422614e-07,0.816449879999993,"Up in D8B",6.89242285314336,"DPYSL2","DPYL2_HUMAN"
0.870966674999998,11.15834701,35.8839241884248,2.53946947028552e-09,6.82051248529118e-07,12.436191517003,"ERBB2_HUMAN",39,41.4104010190204,3.95161332290859e-10,1.2810826422614e-07,0.870966674999998,"Up in D8B",6.89242285314336,"ERBB2","ERBB2_HUMAN"
