Protein.Ids,Protein.Names,Genes,Peptides,logFC,sca.pval,sca.adj.pval,AveExpr,t,P.Value,adj.P.Val,B,gene,count,sca.t,sca.P.Value,ProtDesc,negLog10_sca_adjPval
A0A024R1R8;Q9Y2S6,TMA7B_HUMAN;TMA7_HUMAN,TMA7B;TMA7,2,3.296302080154451,1.5916188483871756e-14,1.3415755273055502e-10,12.67548978328705,106.01894220824917,4.641940383947059e-13,1.956345774814488e-9,19.18414419327438,1324,52,127.59285516834659,1.5916188483871756e-14,Translation machinery-associated protein 7B;Translation machinery-associated protein 7,9.872384872624016
A0A075B767,PAL4H_HUMAN,PPIAL4H,3,7.863534773331454,5.1936678785071504e-14,2.1888713273968386e-10,11.081182080039598,128.93029293509,1.0899494298692071e-13,9.187183744367546e-10,19.82381344414324,1166,7,110.04971650168704,5.1936678785071504e-14,Peptidyl-prolyl cis-trans isomerase A-like 4H,9.65977976764358
A0A096LP01,SIM26_HUMAN,SMIM26,4,1.4517490863799907,6.662049898401842e-13,1.6224453050220353e-9,10.716811060905455,57.6011088764725,4.242455278627142e-11,4.7842577337167825e-8,16.189046699608443,1458,72,79.97550250716888,6.662049898401842e-13,Small integral membrane protein 26,8.789829934975975
A0A0B4J2F0,PIOS1_HUMAN,PIGBOS1,1,1.291142463684075,8.938738051218557e-13,1.6224453050220353e-9,13.241604089736937,53.270427058666996,7.561181603001334e-11,6.373319973169824e-8,15.70475153357011,1102,77,77.08676075341249,8.938738051218557e-13,Protein PIGBOS1,8.789829934975975
A0A0U1RRE5,NBDY_HUMAN,NBDY,2,2.9069991111755478,9.62418617286769e-13,1.6224453050220353e-9,14.749709367752075,74.7469324512248,6.1721522447820815e-12,1.7341690423756053e-8,17.6493248540017,3217,19,76.37723226989986,9.62418617286769e-13,Negative regulator of P-body association,8.789829934975975
A0A6Q8PH20,A0A6Q8PH20_HUMAN,CAST,52,3.042605638504032,2.8288354342322655e-12,3.974042312523961e-9,10.942456603050234,60.14724637745139,3.081025361824627e-11,4.3283271291366306e-8,16.44842399219108,3020,175,66.7345196132164,2.8288354342322655e-12,Calpastatin,8.40076751317038
A0AAG2TUN3;A0AAG2TVJ1;A8MZA4;H0YM25;P0DX00;P0DX01;P0DX02;Q8N7Z2;Q8N9W4,A0AAG2TUN3_HUMAN;A0AAG2TVJ1_HUMAN;GG6L6_HUMAN;GG6LV_HUMAN;GG6LX_HUMAN;GG6LY_HUMAN;GG6LZ_HUMAN;GG6L1_HUMAN;GG6L2_HUMAN,GOLGA6L26;GOLGA6L2;GOLGA6L6;GOLGA6L22;GOLGA6L24;GOLGA6L25;GOLGA6L26;GOLGA6L1;GOLGA6L2,1,6.937848866351048,4.2370996726199235e-12,5.102073305787619e-9,10.369433492239528,65.79468007433526,1.5863211402697403e-11,3.34277522283341e-8,16.96570553276377,1167,7,63.44254631592147,4.2370996726199235e-12,Golgin subfamily A member 6-like protein 26;Golgin subfamily A member 6-like protein 2;Golgin subfamily A member 6-like protein 6;Golgin subfamily A member 6-like protein 22;Golgin subfamily A member 6-like protein 24;Golgin subfamily A member 6-like protein 25;Golgin subfamily A member 6-like protein 26;Golgin subfamily A member 6-like protein 1;Golgin subfamily A member 6-like protein 2,8.292253305806522
A0AAG2UWQ9,A0AAG2UWQ9_HUMAN,NKRF,33,-1.594436407089237,6.4247768312507084e-12,6.769305488826528e-9,10.02684199810028,-52.53550201810019,8.378920999548208e-11,6.420538645926531e-8,15.616662949710797,3952,33,-60.219803495180756,6.4247768312507084e-12,NF-kappa-B-repressing factor,8.169455886387606
A0AAG2UXZ5,A0AAG2UXZ5_HUMAN,COL18A1,37,-2.1473584175109774,1.0348040341223656e-11,9.691514670686022e-9,10.420473575592036,-57.07421612041344,4.5407595052478654e-11,4.7842577337167825e-8,16.133132267137764,3079,17,-56.72960642509492,1.0348040341223656e-11,Collagen type XVIII alpha 1 chain,8.013608342483403
A0AAQ5BIG5;Q9HDB9,A0AAQ5BIG5_HUMAN;GAK5_HUMAN,LOC124906262;ERVK-5,1,0.9654114246368515,1.677729230561823e-11,1.3115520799101799e-8,11.979332566261276,38.4977437091522,8.323208707963178e-10,2.698320238439293e-7,13.508972679493382,169,69,53.39670074705004,1.677729230561823e-11,CCHC-type domain-containing protein;Endogenous retrovirus group K member 5 Gag polyprotein,7.882214459500972
