"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1B_vs_D3BM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
1.4230980875,12.40593433375,66.5819790357792,2.78877741666555e-11,4.87685808439346e-08,16.7046648109455,"PCSK6_HUMAN",46,84.6431186383724,1.39032157347342e-12,5.53232771000702e-09,1.4230980875,"Up in D3BM",8.25709210216498,"PCSK6","PCSK6_HUMAN"
-1.3449983575,12.15734005125,-67.696592769353,2.47605761624856e-11,4.87685808439346e-08,16.8041985656003,"ABHD2_HUMAN",29,-80.5156586732163,2.03215326398222e-12,5.53232771000702e-09,-1.3449983575,"Up in D1B",8.25709210216498,"ABHD2","ABHD2_HUMAN"
1.685875415,11.6389994625,68.0982905668534,2.3733021558331e-11,4.87685808439346e-08,16.8394571573895,"NEP_HUMAN",38,79.6132840074007,2.21369385362172e-12,5.53232771000702e-09,1.685875415,"Up in D3BM",8.25709210216498,"MME","NEP_HUMAN"
3.4781863685,10.45957863325,112.405508459474,6.53505393409872e-13,5.50839696105181e-09,19.3670054257537,"SPP24_HUMAN",7,76.3962807276364,3.02765621672204e-12,5.53232771000702e-09,3.4781863685,"Up in D3BM",8.25709210216498,"SPP2","SPP24_HUMAN"
-1.1465201375,11.22727966375,-55.1794744236752,1.07066056789345e-10,5.59893175912668e-08,15.5217719625698,"JAK1_HUMAN",56,-73.3533138877948,4.12194854667808e-12,5.53232771000702e-09,-1.1465201375,"Up in D1B",8.25709210216498,"JAK1","JAK1_HUMAN"
-1.2096722125,10.67093861125,-54.1934104946053,1.21818497204806e-10,5.70448951632952e-08,15.4031775379462,"LAMA5_HUMAN",106,-72.4266503779088,4.53953154520868e-12,5.53232771000702e-09,-1.2096722125,"Up in D1B",8.25709210216498,"LAMA5","LAMA5_HUMAN"
2.1072208875,16.29973494875,64.1176278225734,3.65380381076232e-11,4.87685808439346e-08,16.4753670206167,"TRFE_HUMAN",55,71.9587133421226,4.76844977423975e-12,5.53232771000702e-09,2.1072208875,"Up in D3BM",8.25709210216498,"TF","TRFE_HUMAN"
1.44312668,12.8964293,63.1224400268547,4.08702324080524e-11,4.87685808439346e-08,16.378992424091,"APOA5_HUMAN",27,71.0509987988,5.25075592360377e-12,5.53232771000702e-09,1.44312668,"Up in D3BM",8.25709210216498,"APOA5","APOA5_HUMAN"
1.4215385905,10.44126975475,54.8381085269431,1.11929878840132e-10,5.59893175912668e-08,15.4810493786485,"SORL_HUMAN",72,66.4899476474916,8.68749150504254e-12,8.13631843288928e-09,1.4215385905,"Up in D3BM",8.08957206267376,"SORL1","SORL_HUMAN"
1.2478241925,15.24510908125,53.5958799856962,1.31880758517515e-10,5.85064691339018e-08,15.3298563986143,"PH4H_HUMAN",41,64.5531872893659,1.08720378152302e-11,9.16404067445756e-09,1.2478241925,"Up in D3BM",8.0379129918688,"PAH","PH4H_HUMAN"
1.8135495175,11.57701182375,62.0810290997507,4.60420812677289e-11,4.87685808439346e-08,16.2757045968631,"EKI2_HUMAN",17,61.910281095377,1.49297872663905e-11,1.07280777666787e-08,1.8135495175,"Up in D3BM",7.96947808699119,"ETNK2","EKI2_HUMAN"
1.748728515,11.121962905,62.0351597121503,4.62864689466695e-11,4.87685808439346e-08,16.2710966743149,"ASM3A_HUMAN",17,61.72503129949,1.52730968323815e-11,1.07280777666787e-08,1.748728515,"Up in D3BM",7.96947808699119,"SMPDL3A","ASM3A_HUMAN"
-1.508119345,15.750499845,-55.5087082007495,1.02601939559943e-10,5.59893175912668e-08,15.5607176347675,"AACT_HUMAN",24,-59.6137481342772,1.98878627873193e-11,1.27922597969349e-08,-1.508119345,"Up in D1B",7.89305272912193,"SERPINA3","AACT_HUMAN"
-2.9844141075,12.98702692875,-55.7928639267648,9.89189342042659e-11,5.59893175912668e-08,15.5940735799294,"PLIN2_HUMAN",27,-58.3042655904233,2.35372197689982e-11,1.27922597969349e-08,-2.9844141075,"Up in D1B",7.89305272912193,"PLIN2","PLIN2_HUMAN"
-1.62516761,13.1263812775,-57.5549526574547,7.91757089816417e-11,5.59893175912668e-08,15.7957372125059,"HMOX1_HUMAN",18,-58.1650094402514,2.39680196413981e-11,1.27922597969349e-08,-1.62516761,"Up in D1B",7.89305272912193,"HMOX1","HMOX1_HUMAN"
1.20397711,14.6987228375,50.0211789109308,2.16138573343565e-10,7.59096681130377e-08,14.8667924046535,"ACSA_HUMAN",34,58.0651684936429,2.42823771207686e-11,1.27922597969349e-08,1.20397711,"Up in D3BM",7.89305272912193,"ACSS2","ACSA_HUMAN"
-1.3051760225,12.46456587375,-52.5965912423403,1.50899858851944e-10,6.35967455131519e-08,15.2047052797406,"4F2_HUMAN",25,-57.4661622133043,2.6269275170418e-11,1.30249247300855e-08,-1.3051760225,"Up in D1B",7.88522477777147,"SLC3A2","4F2_HUMAN"
0.952702524999999,17.572942735,44.4769360738018,5.00840573306662e-10,1.31924537262558e-07,14.0548647783171,"GATM_HUMAN",48,56.8285794738792,2.85888368782464e-11,1.33875170025966e-08,0.952702524999999,"Up in D3BM",7.87329996459115,"GATM","GATM_HUMAN"
2.197506905,13.1370811475,55.2573650043648,1.05990279487912e-10,5.59893175912668e-08,15.5310148700869,"FADS2_HUMAN",18,56.3470859523272,3.04944981221039e-11,1.35283223511165e-08,2.197506905,"Up in D3BM",7.86875605697424,"FADS2","FADS2_HUMAN"
0.921799179999997,12.0726008425,42.8822348902811,6.502541438164e-10,1.44236636269169e-07,13.7970249492397,"RAPH1_HUMAN",50,54.9956287615695,3.66585131961887e-11,1.49112546678024e-08,0.921799179999997,"Up in D3BM",7.82648581245726,"RAPH1","RAPH1_HUMAN"
2.8183524625,13.84050381375,57.900969917815,7.58494490792241e-11,5.59893175912668e-08,15.8343173996977,"SCD_HUMAN",11,54.8991461991167,3.71498811275181e-11,1.49112546678024e-08,2.8183524625,"Up in D3BM",7.82648581245726,"SCD","SCD_HUMAN"
1.174357415,10.8913140275,45.6046434072694,4.18727488670371e-10,1.13853354903308e-07,14.2302458246912,"PTPRK_HUMAN",45,53.6421604317828,4.42824884122309e-11,1.69662315830316e-08,1.174357415,"Up in D3BM",7.77041460932856,"PTPRK","PTPRK_HUMAN"
-2.384185315,13.082054615,-54.8517522625368,1.11730717823872e-10,5.59893175912668e-08,15.4826837087169,"ISG20_HUMAN",10,-49.6740306124671,7.92956202034155e-11,2.68439977729264e-08,-2.384185315,"Up in D1B",7.57115280588636,"ISG20","ISG20_HUMAN"
1.678103925,11.465934515,48.2674255387046,2.79020642647053e-10,8.87302427651382e-08,14.6231435617974,"GBA3_HUMAN",18,49.0799613153727,8.6866050026954e-11,2.68439977729264e-08,1.678103925,"Up in D3BM",7.57115280588636,"GBA3","GBA3_HUMAN"
-1.6292521925,10.61010205625,-48.1429536454617,2.84223105310088e-10,8.87302427651382e-08,14.6054095092558,"TRAF1_HUMAN",18,-48.9209007480058,8.90295166244784e-11,2.68439977729264e-08,-1.6292521925,"Up in D1B",7.57115280588636,"TRAF1","TRAF1_HUMAN"
0.563870195,14.772146105,30.0635297330351,8.20415915363088e-09,6.11972190318183e-07,11.1859480036145,"FLNA_HUMAN",152,48.8685089921756,8.97554196211673e-11,2.68439977729264e-08,0.563870195,"Up in D3BM",7.57115280588636,"FLNA","FLNA_HUMAN"
0.729893687500002,16.67117214125,34.3043890792187,3.20202228323249e-09,3.96909497431863e-07,12.174766536933,"FAS_HUMAN",166,48.4243519915329,9.61856554354278e-11,2.68439977729264e-08,0.729893687500002,"Up in D3BM",7.57115280588636,"FASN","FAS_HUMAN"
2.061151025,14.2394456875,51.3952543942955,1.78036279268158e-10,6.82121726341501e-08,15.0499114318742,"TTHY_HUMAN",12,48.2963304749125,9.81346878552887e-11,2.68439977729264e-08,2.061151025,"Up in D3BM",7.57115280588636,"TTR","TTHY_HUMAN"
1.08157444,13.45994544,46.3432909262689,3.73269595868576e-10,1.12367479413437e-07,14.3421464335844,"QORX_HUMAN",20,48.1627865410918,1.00215546561753e-10,2.68439977729264e-08,1.08157444,"Up in D3BM",7.57115280588636,"TP53I3","QORX_HUMAN"
1.04982424,15.92452073,48.2218782823447,2.80911662559906e-10,8.87302427651382e-08,14.6166611890492,"NDRG1_HUMAN",18,48.1466944028203,1.00469644137727e-10,2.68439977729264e-08,1.04982424,"Up in D3BM",7.57115280588636,"NDRG1","NDRG1_HUMAN"
1.3495125775,12.41025972375,45.6458875737277,4.16028977637439e-10,1.13853354903308e-07,14.2365551147835,"HRG_HUMAN",22,48.0614810100066,1.01827385377419e-10,2.68439977729264e-08,1.3495125775,"Up in D3BM",7.57115280588636,"HRG","HRG_HUMAN"
-0.7072639525,13.37403058875,-33.6193710936414,3.69763751044152e-09,4.21180899669075e-07,12.0248298676508,"PGBM_HUMAN",175,-48.0122665740825,1.02620989228381e-10,2.68439977729264e-08,-0.7072639525,"Up in D1B",7.57115280588636,"HSPG2","PGBM_HUMAN"
-1.681209325,11.23673284,-46.0480912842449,3.90726726295351e-10,1.13566743998052e-07,14.297701794976,"HSP76_HUMAN",21,-47.8615192631059,1.05095732175415e-10,2.68439977729264e-08,-1.681209325,"Up in D1B",7.57115280588636,"HSPA6","HSP76_HUMAN"
1.0799272075,12.57727491625,43.0177577308649,6.35749349424687e-10,1.44236636269169e-07,13.8194015947765,"AS3MT_HUMAN",27,47.6311411424671,1.09009268658421e-10,2.70246801624068e-08,1.0799272075,"Up in D3BM",7.56823943722752,"AS3MT","AS3MT_HUMAN"
0.839965105000001,15.3980354075,39.6669932818064,1.13502307437346e-09,2.27788321283187e-07,13.2389633816886,"HMCS1_HUMAN",32,47.3613917437582,1.13802727002759e-10,2.70363711254574e-08,0.839965105000001,"Up in D3BM",7.5680516006724,"HMGCS1","HMCS1_HUMAN"
0.847230432499998,12.62953639125,36.0325109541313,2.25466073449818e-09,3.33412900545353e-07,12.5380411903932,"EPIPL_HUMAN",173,47.2704853515354,1.15471510323462e-10,2.70363711254574e-08,0.847230432499998,"Up in D3BM",7.5680516006724,"EPPK1","EPIPL_HUMAN"
-1.507258415,11.13454914,-51.7270718930827,1.70022252768996e-10,6.82121726341501e-08,15.0931508594736,"HLAE_HUMAN",13,-47.0482577518906,1.19668793156881e-10,2.72618447978202e-08,-1.507258415,"Up in D1B",7.56444475897805,"HLA-E","HLAE_HUMAN"
