"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1BM_vs_D3BM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names","D3BM_vs_D1BM"
-0.856520412500004,12.62489140125,-51.4013733515492,1.94622552544578e-10,6.86383508390929e-08,14.9848335916751,"EPIPL_HUMAN",173,92.8509855908522,9.37105991269296e-13,4.72010274110729e-09,0.856520412500004,"Up in D3BM",8.32604854810101,"EPPK1","EPIPL_HUMAN",-0.856520412500004
-0.77468490750001,16.64877653125,-47.302274383043,3.51696817388332e-10,8.5262171272287e-08,14.4115985361181,"FAS_HUMAN",166,88.6186507769194,1.32930682368477e-12,4.72010274110729e-09,0.77468490750001,"Up in D3BM",8.32604854810101,"FASN","FAS_HUMAN",-0.77468490750001
-1.328099965,12.70593631,-72.5886213086149,1.66353450348315e-11,3.7127425359314e-08,17.1864648771473,"HEP2_HUMAN",25,83.8552062386035,2.01106481149273e-12,4.72010274110729e-09,1.328099965,"Up in D3BM",8.32604854810101,"SERPIND1","HEP2_HUMAN",-1.328099965
-2.0076911425,16.34949982125,-72.0061502491894,1.76188992095452e-11,3.7127425359314e-08,17.1389612012297,"TRFE_HUMAN",55,82.657591457289,2.23993486349854e-12,4.72010274110729e-09,2.0076911425,"Up in D3BM",8.32604854810101,"TF","TRFE_HUMAN",-2.0076911425
-2.516117095,12.9777760525,-74.4677795035109,1.38640001782535e-11,3.7127425359314e-08,17.3357680560291,"FADS2_HUMAN",18,75.800893119886,4.2854501576964e-12,6.95916094614969e-09,2.516117095,"Up in D3BM",8.15744311935835,"FADS2","FADS2_HUMAN",-2.516117095
-1.0030844225,12.32648575375,-54.3713132489089,1.3044999491783e-10,6.46801768919052e-08,15.3639887410114,"KANK2_HUMAN",45,73.4562275986212,5.42270540579787e-12,6.95916094614969e-09,1.0030844225,"Up in D3BM",8.15744311935835,"KANK2","KANK2_HUMAN",-1.0030844225
-1.2571341975,14.67214429375,-60.5444033541696,6.06303328328789e-11,5.67836750498151e-08,16.0689618039513,"ACSA_HUMAN",34,72.834243647375,5.77934827655093e-12,6.95916094614969e-09,1.2571341975,"Up in D3BM",8.15744311935835,"ACSS2","ACSA_HUMAN",-1.2571341975
0.8487577425,13.79853034125,48.9363028675091,2.76165919609911e-10,7.69645275169519e-08,14.6475294776438,"HS105_HUMAN",48,-70.6279260258575,7.27682681297742e-12,7.66704665082333e-09,-0.8487577425,"Up in D1BM",8.11537189423255,"HSPH1","HS105_HUMAN",0.8487577425
1.3630211325,12.16635143875,60.8750436094489,5.83222749560322e-11,5.67836750498151e-08,16.103878369851,"ABHD2_HUMAN",29,-69.476234901397,8.23038688836716e-12,7.70821456467186e-09,-1.3630211325,"Up in D1BM",8.11304620489411,"ABHD2","ABHD2_HUMAN",1.3630211325
-1.4907066825,12.37213003625,-57.5248142900284,8.72990793908771e-11,6.13203283488086e-08,15.7371796432904,"PCSK6_HUMAN",46,66.6569575151783,1.12242129473056e-11,8.94588231724101e-09,1.4907066825,"Up in D3BM",8.04837681925402,"PCSK6","PCSK6_HUMAN",-1.4907066825
-1.60172558,11.68107438,-58.7618378254167,7.50192445494233e-11,6.13203283488086e-08,15.8759774595597,"NEP_HUMAN",38,66.3077320355431,1.16745409288944e-11,8.94588231724101e-09,1.60172558,"Up in D3BM",8.04837681925402,"MME","NEP_HUMAN",-1.60172558
2.5983271625,13.18912553875,73.6889103339177,1.4943322174128e-11,3.7127425359314e-08,17.2746060742071,"ISG20_HUMAN",10,-64.4352458943996,1.44676710138281e-11,1.01623332479631e-08,-2.5983271625,"Up in D1BM",7.99300656760537,"ISG20","ISG20_HUMAN",2.5983271625
-1.5040097225,12.15015649875,-57.8201206246583,8.41715977731293e-11,6.13203283488086e-08,15.7706878113178,"KNG1_HUMAN",26,63.0402277100663,1.70440943012006e-11,1.1051128528063e-08,1.5040097225,"Up in D3BM",7.9565933700798,"KNG1","KNG1_HUMAN",-1.5040097225
1.259494305,12.441725015,56.1683670687803,1.03476978931272e-10,6.23005325294068e-08,15.5801638827771,"4F2_HUMAN",25,-62.1410291098476,1.89796808445549e-11,1.11813224598116e-08,-1.259494305,"Up in D1BM",7.95150682766312,"SLC3A2","4F2_HUMAN",1.259494305
-1.086656095,15.9061048025,-61.3555888472231,5.51440943900851e-11,5.67836750498151e-08,16.1541482881121,"NDRG1_HUMAN",18,61.3453466378884,2.09021652423509e-11,1.11813224598116e-08,1.086656095,"Up in D3BM",7.95150682766312,"NDRG1","NDRG1_HUMAN",-1.086656095
1.16060543,11.23432231,49.8431608651487,2.42321878909566e-10,7.30701931442588e-08,14.7741376229735,"JAK1_HUMAN",56,-60.7379591313537,2.25187221669523e-11,1.11813224598116e-08,-1.16060543,"Up in D1BM",7.95150682766312,"JAK1","JAK1_HUMAN",1.16060543
1.2709918,12.0031533225,50.2297712056661,2.29350218636862e-10,7.30701931442588e-08,14.8272082170279,"AKA12_HUMAN",65,-59.8178947472216,2.52446949239874e-11,1.11813224598116e-08,-1.2709918,"Up in D1BM",7.95150682766312,"AKAP12","AKA12_HUMAN",1.2709918
-1.07726192750001,17.93426656625,-49.5864158981623,2.51398220569878e-10,7.30701931442588e-08,14.7385974517433,"BHMT1_HUMAN",37,59.475927382237,2.63517364918079e-11,1.11813224598116e-08,1.07726192750001,"Up in D3BM",7.95150682766312,"BHMT","BHMT1_HUMAN",-1.07726192750001
-2.9111318625,13.79411411375,-62.6402677446481,4.75731943791574e-11,5.67836750498151e-08,16.2858242037747,"SCD_HUMAN",11,59.4650861699871,2.63877213655312e-11,1.11813224598116e-08,2.9111318625,"Up in D3BM",7.95150682766312,"SCD","SCD_HUMAN",-2.9111318625
0.620011327500004,12.78676128375,36.8649487167413,2.07112941729629e-09,2.49393569405577e-07,12.6197201258915,"AGRIN_HUMAN",69,-59.4222048539555,2.65306025858621e-11,1.11813224598116e-08,-0.620011327500004,"Up in D1BM",7.95150682766312,"AGRN","AGRIN_HUMAN",0.620011327500004
-0.934323312500002,12.66474032375,-46.7635652086429,3.81572024818413e-10,8.5262171272287e-08,14.3315270730885,"PFKAP_HUMAN",36,57.7796142676502,3.27246451915832e-11,1.25309392885301e-08,0.934323312500002,"Up in D3BM",7.90201637413462,"PFKP","PFKAP_HUMAN",-0.934323312500002
1.6295044425,11.21088039875,55.2103859369122,1.16967847772542e-10,6.41077466751984e-08,15.466112154967,"HSP76_HUMAN",21,-57.6956170553893,3.30829361372303e-11,1.25309392885301e-08,-1.6295044425,"Up in D1BM",7.90201637413462,"HSPA6","HSP76_HUMAN",1.6295044425
1.1059257975,10.61906540375,46.1025369334321,4.22262627247702e-10,9.12628637197661e-08,14.2316640826661,"LAMA5_HUMAN",106,-57.106257067801,3.57255999868428e-11,1.25309392885301e-08,-1.1059257975,"Up in D1BM",7.90201637413462,"LAMA5","LAMA5_HUMAN",1.1059257975
-1.70788789,11.1423832175,-56.6861199749176,9.69290517295355e-11,6.23005325294068e-08,15.6407051063875,"ASM3A_HUMAN",17,56.8867582968571,3.67703278785972e-11,1.25309392885301e-08,1.70788789,"Up in D3BM",7.90201637413462,"SMPDL3A","ASM3A_HUMAN",-1.70788789
-1.1534922125,15.29227507125,-48.309303882587,3.0272004475041e-10,7.97383517875377e-08,14.5582096052782,"PH4H_HUMAN",41,56.8054348074777,3.71661504583288e-11,1.25309392885301e-08,1.1534922125,"Up in D3BM",7.90201637413462,"PAH","PH4H_HUMAN",-1.1534922125
-1.065036055,10.9459747075,-46.8026601574373,3.79309127493411e-10,8.5262171272287e-08,14.3373772748325,"PTPRK_HUMAN",45,56.4950224041669,3.87220302720719e-11,1.25533843524344e-08,1.065036055,"Up in D3BM",7.90123917398838,"PTPRK","PTPRK_HUMAN",-1.065036055
3.0189044525,13.00427210125,53.7111907217976,1.4230883809406e-10,6.6640066460824e-08,15.2821405580526,"PLIN2_HUMAN",27,-55.8135087983017,4.24038831254034e-11,1.3237864106075e-08,-3.0189044525,"Up in D1BM",7.87818208149564,"PLIN2","PLIN2_HUMAN",3.0189044525
-0.876484394999999,17.6110518,-43.1966869431277,6.71083967827788e-10,1.28558335564101e-07,13.770394995794,"GATM_HUMAN",48,55.4383591346683,4.45990171927739e-11,1.34258969970676e-08,0.876484394999999,"Up in D3BM",7.87205668902781,"GATM","GATM_HUMAN",-0.876484394999999
1.739896775,14.6512970925,51.9746389612448,1.79841674975525e-10,6.86383508390929e-08,15.0602510594779,"SQSTM_HUMAN",24,-54.8434880235321,4.83490187558673e-11,1.40528923825243e-08,-1.739896775,"Up in D1BM",7.85223427956742,"SQSTM1","SQSTM_HUMAN",1.739896775
-1.3205475795,10.49176526025,-46.7153714079363,3.8438278661133e-10,8.5262171272287e-08,14.3243067818922,"SORL_HUMAN",72,53.9738529596249,5.44919407506769e-11,1.53104189529152e-08,1.3205475795,"Up in D3BM",7.81501292514434,"SORL1","SORL_HUMAN",-1.3205475795
1.6224463,13.1250206225,52.7724156590327,1.61352172252157e-10,6.80018729956716e-08,15.1633936531068,"HMOX1_HUMAN",18,-53.6401893499753,5.70800010718052e-11,1.55202364204595e-08,-1.6224463,"Up in D1BM",7.80910166740006,"HMOX1","HMOX1_HUMAN",1.6224463
-1.0556359275,11.20597934625,-44.8591625441365,5.12959521721739e-10,1.02914089407939e-07,14.0388536418373,"UBA7_HUMAN",41,52.9964406177117,6.24767422332096e-11,1.61897097831719e-08,1.0556359275,"Up in D3BM",7.79076093634216,"UBA7","UBA7_HUMAN",-1.0556359275
1.5097548975,15.75131762125,49.7980868509904,2.43887929209955e-10,7.30701931442588e-08,14.7679154225263,"AACT_HUMAN",24,-52.8944649622995,6.3383606933761e-11,1.61897097831719e-08,-1.5097548975,"Up in D1BM",7.79076093634216,"SERPINA3","AACT_HUMAN",1.5097548975
-1.5632560275,12.24602282125,-48.7671508724606,2.83058530433682e-10,7.69645275169519e-08,14.6235783365272,"HTRA1_HUMAN",27,52.2016971938796,6.99543784596917e-11,1.6910199155185e-08,1.5632560275,"Up in D3BM",7.77185127758921,"HTRA1","HTRA1_HUMAN",-1.5632560275
-2.096447464,10.5508766155,-50.1057463465171,2.33423301355675e-10,7.30701931442588e-08,14.8102411903937,"PEG10_HUMAN",23,52.1755834700525,7.02167481826403e-11,1.6910199155185e-08,2.096447464,"Up in D3BM",7.77185127758921,"PEG10","PEG10_HUMAN",-2.096447464
-1.637705088,9.13751351825,-66.867463846958,2.98684383376735e-11,5.03522133496499e-08,16.6928735326572,"PROZ_HUMAN",10,51.4397132601532,7.8089233994121e-11,1.8283726481568e-08,1.637705088,"Up in D3BM",7.73793528423428,"PROZ","PROZ_HUMAN",-1.637705088
-0.701043127500004,11.44478011125,-40.5046809841736,1.06057511851114e-09,1.62183050920094e-07,13.307649450599,"MLXPL_HUMAN",30,51.1200498561306,8.18170881552055e-11,1.8638817190817e-08,0.701043127500004,"Up in D3BM",7.72958165119878,"MLXIPL","MLXPL_HUMAN",-0.701043127500004
1.6166512975,11.18924558125,54.9045016659792,1.21689873864417e-10,6.41077466751984e-08,15.4291275694591,"HLAE_HUMAN",13,-50.7418320141345,8.64908292387902e-11,1.88607010513074e-08,-1.6166512975,"Up in D1BM",7.72444216859467,"HLA-E","HLAE_HUMAN",1.6166512975
-0.823665617500001,15.12302017125,-39.9480389489074,1.17023805599589e-09,1.73051518841919e-07,13.207313724045,"THRB_HUMAN",47,50.6813239835575,8.72662642070221e-11,1.88607010513074e-08,0.823665617500001,"Up in D3BM",7.72444216859467,"F2","THRB_HUMAN",-0.823665617500001
-0.738304852500001,13.40687858875,-37.6322030343094,1.78911121146664e-09,2.28491187900793e-07,12.7712307217337,"VILI_HUMAN",48,49.2808444963578,1.07615646629353e-10,2.22571128665353e-08,0.738304852500001,"Up in D3BM",7.65253117187251,"VIL1","VILI_HUMAN",-0.738304852500001
-2.2337079025,14.15316724875,-51.3713190681418,1.95434858243947e-10,6.86383508390929e-08,14.9808491822548,"TTHY_HUMAN",12,49.2413957386158,1.0826214586878e-10,2.22571128665353e-08,2.2337079025,"Up in D3BM",7.65253117187251,"TTR","TTHY_HUMAN",-2.2337079025
