Protein.Ids,Protein.Names,Genes,Peptides,logFC,sca.pval,sca.adj.pval,AveExpr,t,P.Value,adj.P.Val,B,gene,count,sca.t,sca.P.Value,ProtDesc,negLog10_sca_adjPval
A0A024R1R8;Q9Y2S6,TMA7B_HUMAN;TMA7_HUMAN,TMA7B;TMA7,2,-3.902647256851175,1.2805833074504923e-16,1.0794036698500199e-12,12.717139124870313,-170.3001761302062,1.2630721016443009e-14,1.0646434744759813e-10,21.09213088153259,1324,52,-222.03558928533712,1.2805833074504923e-16,Translation machinery-associated protein 7B;Translation machinery-associated protein 7,11.966816109716326
A0A075B767,PAL4H_HUMAN,PPIAL4H,3,-2.7242507934570526,4.622068955458125e-15,1.9479709612778267e-11,11.734641551971425,-110.21649337464791,3.205365164305546e-13,9.006007656643815e-10,19.760981238552933,169,69,-142.5941393322265,4.622068955458125e-15,Peptidyl-prolyl cis-trans isomerase A-like 4H,10.710417521508122
A0A096LP01,SIM26_HUMAN,SMIM26,4,-3.033420801162727,1.0620198351787747e-14,2.98392173024063e-11,11.132084488868713,-120.56157345509754,1.6456651660093505e-13,6.935655842146408e-10,20.09653917690844,1514,24,-128.67063184477544,1.0620198351787747e-14,Small integral membrane protein 26,10.525212572811435
A0A0B4J2F0,PIOS1_HUMAN,PIGBOS1,1,-7.154058091860205,7.457777155831152e-14,1.5715400911625197e-10,10.670818034300597,-101.01058019008448,6.128318638421225e-13,1.2913899450813128e-9,19.402477640249803,2522,12,-101.13860486192614,7.457777155831152e-14,Protein PIGBOS1,9.803674535328193
A0A0U1RRE5,NBDY_HUMAN,NBDY,2,-1.9726119041443297,3.831603207010862e-13,6.459316686378912e-10,10.419646739959736,-68.17514928433651,1.1363882461068018e-11,1.197327065804279e-8,17.399539066379674,1458,72,-82.62096875474501,3.831603207010862e-13,Negative regulator of P-body association,9.189813422412218
A0A6Q8PH20,A0A6Q8PH20_HUMAN,CAST,52,-4.150734424591075,6.315079811561608e-13,7.794039051209659e-10,10.923086404800417,-87.60247600128781,1.7654173384263787e-12,2.9761405491191893e-9,18.748605737305454,4467,9,-77.67296526207353,6.315079811561608e-13,Calpastatin,9.108237422551234
A0AAG2TUN3;A0AAG2TVJ1;A8MZA4;H0YM25;P0DX00;P0DX01;P0DX02;Q8N7Z2;Q8N9W4,A0AAG2TUN3_HUMAN;A0AAG2TVJ1_HUMAN;GG6L6_HUMAN;GG6LV_HUMAN;GG6LX_HUMAN;GG6LY_HUMAN;GG6LZ_HUMAN;GG6L1_HUMAN;GG6L2_HUMAN,GOLGA6L26;GOLGA6L2;GOLGA6L6;GOLGA6L22;GOLGA6L24;GOLGA6L25;GOLGA6L26;GOLGA6L1;GOLGA6L2,1,-1.1296215057372763,6.472686363562417e-13,7.794039051209659e-10,16.656535625457764,-52.104077134864674,8.354949804057349e-11,4.6949247932266255e-8,15.708064971854242,1101,118,-77.43665557176423,6.472686363562417e-13,Golgin subfamily A member 6-like protein 26;Golgin subfamily A member 6-like protein 2;Golgin subfamily A member 6-like protein 6;Golgin subfamily A member 6-like protein 22;Golgin subfamily A member 6-like protein 24;Golgin subfamily A member 6-like protein 25;Golgin subfamily A member 6-like protein 26;Golgin subfamily A member 6-like protein 1;Golgin subfamily A member 6-like protein 2,9.108237422551234
A0AAG2UWQ9,A0AAG2UWQ9_HUMAN,NKRF,33,-8.161242712178066,8.410768765699169e-13,8.861796240759787e-10,11.194295769612893,-79.44502463753794,3.6488417671669795e-12,5.126014542575078e-9,18.25168693074317,879,5,-74.96966728881053,8.410768765699169e-13,NF-kappa-B-repressing factor,9.052478239920633
A0AAG2UXZ5,A0AAG2UXZ5_HUMAN,COL18A1,37,-2.1432745456695663,1.1209782269843137e-12,1.0498583861389757e-9,10.724231600761417,-69.52111685703284,9.828517752303177e-12,1.1834939447737639e-8,17.513264119321782,4393,22,-72.35394348706716,1.1209782269843137e-12,Collagen type XVIII alpha 1 chain,8.978869278326426
A0AAQ5BIG5;Q9HDB9,A0AAQ5BIG5_HUMAN;GAK5_HUMAN,LOC124906262;ERVK-5,1,-3.4767205715179745,2.0666681096915314e-12,1.7419945496589918e-9,16.178947091102586,-61.74830415423249,2.369903803727715e-11,1.9975919161620908e-8,16.80321503763392,1149,161,-67.08318047237874,2.0666681096915314e-12,CCHC-type domain-containing protein;Endogenous retrovirus group K member 5 Gag polyprotein,8.758953208143929
A0ABB0MV19,A0ABB0MV19_HUMAN,NA,11,-1.2177200317382955,4.3323967439756235e-12,3.3197974686336847e-9,13.243323564529424,-47.709440658262416,1.605826514391973e-10,6.76775584490497e-8,15.10823220089869,1102,77,-61.21486826507907,4.3323967439756235e-12,Small ribosomal subunit protein bS6m,8.478888410554333
A0AV96,RBM47_HUMAN,RBM47,29,-3.873237331507692,5.307166500491984e-12,3.7221581678974965e-9,9.062424083651027,-61.99107875233434,2.3018786199242334e-11,1.9975919161620908e-8,16.827473506127628,1515,10,-59.69725882687757,5.307166500491984e-12,RNA-binding protein 47,8.42920517607747
A0AVI4,TM129_HUMAN,TMEM129,4,-2.9506945610046245,5.9776502214319506e-12,3.7221581678974965e-9,16.208047628402714,-54.4139871028881,6.056287970276687e-11,4.2540376084551825e-8,15.995826575327087,1138,58,-58.82506238087493,5.9776502214319506e-12,E3 ubiquitin-protein ligase TM129,8.42920517607747
A0AVT1,UBA6_HUMAN,UBA6,62,-0.8882594108581507,6.182253452433854e-12,3.7221581678974965e-9,13.481353759765625,-45.195586670219356,2.3985197869765426e-10,9.627201564012038e-8,14.730364776755259,3743,36,-58.5806374579248,6.182253452433854e-12,Ubiquitin-like modifier-activating enzyme 6,8.42920517607747
A0FGR8,ESYT2_HUMAN,ESYT2,38,-3.6440347905976704,8.145890243306002e-12,4.577447257388419e-9,8.836952722270116,-52.93348610137843,7.431423188955556e-11,4.512546626176102e-8,15.813432840571327,2955,85,-56.615121746856026,8.145890243306002e-12,Extended synaptotagmin-2,8.339376651058409
A0JLT2,MED19_HUMAN,MED19,4,-5.286312103271479,1.1742449721417923e-11,6.1128981134487686e-09,10.966143369674683,-51.24188163252083,9.455579096444036e-11,4.981317262745424e-8,15.596009852746743,3020,175,-54.11009579744295,1.1742449721417923e-11,Mediator of RNA polymerase II transcription subunit 19,8.213752842740522
A0JNW5,BLT3B_HUMAN,BLTP3B,53,-1.5819737911224294,1.2328777782492475e-11,6.1128981134487686e-09,14.288831830024712,-52.872693393907056,7.495035326428453e-11,4.512546626176102e-8,15.805788941219223,3208,20,-53.78476122463744,1.2328777782492475e-11,Bridge-like lipid transfer protein family member 3B,8.213752842740522
A0MZ66,SHOT1_HUMAN,SHTN1,50,-1.7614703178406028,1.3464701758504337e-11,6.305220617912948e-9,11.279098749160775,-49.61510571793826,1.2011245396657549e-10,5.62459930269036e-8,15.377287640609026,4429,27,-53.20123021137088,1.3464701758504337e-11,Shootin-1,8.200299712982106
A0PJW6,TM223_HUMAN,TMEM223,5,-2.5059874057769775,1.6057925288778218e-11,7.123802750479558e-9,17.097332358360287,-48.416024263991964,1.4400064461972956e-10,6.38832333420895e-8,15.209668096159838,1140,40,-52.053897174437395,1.6057925288778218e-11,Transmembrane protein 223,8.14728811413359
A0PJX8,TMM82_HUMAN,TMEM82,5,-2.6107854253685154,2.3100265462930713e-11,9.735606879352148e-9,8.390839606193918,-50.696780322809005,1.0236060416371759e-10,5.075279602917503e-8,15.523801958886363,3365,13,-49.76237354280091,2.3100265462930713e-11,Transmembrane protein 82,8.011636971094246
