"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D5BM_vs_D8BM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
1.2143890875,13.98989903875,49.1644179817492,2.49895765137471e-10,2.10637140434374e-06,12.6316083475877,"HRG_HUMAN",22,53.0234563046385,4.83538575017614e-11,4.07574664882347e-07,1.2143890875,"Up in D8BM",6.38979281986621,"HRG","HRG_HUMAN"
0.732008457499999,11.09464788375,33.2401269705424,4.08268039400814e-09,1.642536735775e-05,11.0998767251616,"ITA2_HUMAN",31,41.1739130911472,3.28577523247956e-10,1.38478997172851e-06,0.732008457499999,"Up in D8BM",5.85861609016353,"ITGA2","ITA2_HUMAN"
0.892609122499998,13.70817089125,31.606125593419,5.84601993988019e-09,1.642536735775e-05,10.858646215313,"PFKAP_HUMAN",36,36.9043545439042,7.522496343326e-10,2.1135707225965e-06,0.892609122499998,"Up in D8BM",5.67498321558063,"PFKP","PFKAP_HUMAN"
0.758578065000002,11.06923163,27.3973546388336,1.61549239792268e-08,3.40424635552256e-05,10.1233609898655,"EHD2_HUMAN",29,31.0897425789313,2.74732035868051e-09,5.78929082582951e-06,0.758578065000002,"Up in D8BM",5.23737463304151,"EHD2","EHD2_HUMAN"
0.511505127500001,17.03266000875,18.8762796483692,2.2552113673057e-07,0.00014051764378896,7.89889284831165,"TKFC_HUMAN",41,22.7153591017495,2.91561855799326e-08,4.12754526908985e-05,0.511505127500001,"Up in D8BM",4.38430815488937,"TKFC","TKFC_HUMAN"
-0.397673367500001,12.33158934375,-16.5772707902088,5.61381772475542e-07,0.000181995652315244,7.04256105348728,"COBL1_HUMAN",67,-22.4845407277566,3.14773565979671e-08,4.12754526908985e-05,-0.397673367500001,"Non-significant",4.38430815488937,"COBLL1","COBL1_HUMAN"
0.559754372499999,14.68664050125,18.7845260158326,2.33390320684e-07,0.00014051764378896,7.86737965574907,"VILI_HUMAN",48,22.230400905201,3.42778703092051e-08,4.12754526908985e-05,0.559754372499999,"Up in D8BM",4.38430815488937,"VIL1","VILI_HUMAN"
0.578909160000002,11.621701835,18.1811316393705,2.9364536836714e-07,0.000154816461065665,7.65491857307732,"AKA12_HUMAN",65,21.4552595953744,4.47208316613781e-08,4.20573412012961e-05,0.578909160000002,"Up in D8BM",4.3761581861933,"AKAP12","AKA12_HUMAN"
0.533245562499996,14.02468442875,18.9464555969595,2.19705905741731e-07,0.00014051764378896,7.92285708197606,"HTRA1_HUMAN",27,21.1440559169852,4.9891137539744e-08,4.20573412012961e-05,0.533245562499996,"Up in D8BM",4.3761581861933,"HTRA1","HTRA1_HUMAN"
0.748729470000002,13.6161438225,23.4840880729947,4.82169084433656e-08,6.78613991473438e-05,9.25177035448348,"IL18_HUMAN",13,21.0126623887883,5.22742926194541e-08,4.20573412012961e-05,0.748729470000002,"Up in D8BM",4.3761581861933,"IL18","IL18_HUMAN"
1.22220301775,9.689708591125,20.3017548990197,1.35003364009502e-07,0.00012272635445819,8.36330576967817,"LX15B_HUMAN",19,20.8762433193484,5.48856036557429e-08,4.20573412012961e-05,1.22220301775,"Up in D8BM",4.3761581861933,"ALOX15B","LX15B_HUMAN"
0.740656614999999,11.8695119625,20.0854737877982,1.45600135790948e-07,0.00012272635445819,8.29576411679436,"PRS23_HUMAN",17,20.1198210677998,7.23323470160369e-08,5.08074460831813e-05,0.740656614999999,"Up in D8BM",4.29407263504164,"PRSS23","PRS23_HUMAN"
0.493129250000003,18.876714945,17.3257842890238,4.11915601271234e-07,0.000154816461065665,7.33738717484169,"LDHA_HUMAN",32,19.8587751605262,7.97473187923266e-08,5.13321048008658e-05,0.493129250000003,"Non-significant",4.28961092773884,"LDHA","LDHA_HUMAN"
0.624822854999998,10.5842968225,17.2892163194067,4.18067419618834e-07,0.000154816461065665,7.32336264488055,"TENA_HUMAN",61,19.6818977216754,8.52591608983416e-08,5.13321048008658e-05,0.624822854999998,"Up in D8BM",4.28961092773884,"TNC","TENA_HUMAN"
-1.38769984475,9.501626135125,-21.4515762611049,9.14914778545193e-08,0.000110168809547963,8.70616604236012,"CDO1_HUMAN",8,-19.1610262020271,1.04159781981755e-07,5.21973967950691e-05,-1.38769984475,"Up in D5BM",4.28235115572816,"CDO1","CDO1_HUMAN"
-0.376540900000002,14.5258284825,-15.9336230735196,7.40613365315237e-07,0.000204705290830898,6.775357046801,"AK1D1_HUMAN",30,-19.0202548534455,1.10050747829631e-07,5.21973967950691e-05,-0.376540900000002,"Non-significant",4.28235115572816,"AKR1D1","AK1D1_HUMAN"
0.689422609999999,10.5521180625,17.6613404101769,3.60024415176629e-07,0.000154816461065665,7.46432884803124,"EPHA2_HUMAN",28,18.9965796913335,1.11078006938638e-07,5.21973967950691e-05,0.689422609999999,"Up in D8BM",4.28235115572816,"EPHA2","EPHA2_HUMAN"
0.428638222500002,13.52550566125,15.6380801968469,8.44117348351221e-07,0.000215608034219771,6.64816397199273,"PCSK6_HUMAN",46,18.9876850187813,1.11466738914609e-07,5.21973967950691e-05,0.428638222500002,"Non-significant",4.28235115572816,"PCSK6","PCSK6_HUMAN"
-0.418306115000004,11.24913323,-16.3687233117016,6.13411819529609e-07,0.000184658865243396,6.95741755989762,"DCA11_HUMAN",28,-18.7792436667411,1.21031297389255e-07,5.36933055628439e-05,-0.418306115000004,"Non-significant",4.27007985840384,"DCAF11","DCA11_HUMAN"
0.513827323999996,9.46071004875,20.2921329861782,1.35455717999049e-07,0.00012272635445819,8.36032222832708,"TRI15_HUMAN",15,18.5331275766751,1.33538671204855e-07,5.62798729792859e-05,0.513827323999996,"Up in D8BM",4.249646891416,"TRIM15","TRI15_HUMAN"
-0.385773180000005,12.7357270725,-16.8034288677545,5.10543843399745e-07,0.000172134962240658,7.13338944419613,"OAT_HUMAN",22,-18.2619472986971,1.49039649068126e-07,5.98216762854872e-05,-0.385773180000005,"Non-significant",4.22314142160665,"OAT","OAT_HUMAN"
0.857180594999999,11.777962685,17.8569835821881,3.3321770074249e-07,0.000154816461065665,7.53691190404323,"FSTL1_HUMAN",17,18.0886293802166,1.60008205719456e-07,6.13049620913315e-05,0.857180594999999,"Up in D8BM",4.21250437178391,"FSTL1","FSTL1_HUMAN"
0.552992819999996,11.884913445,17.6727886516468,3.5838990362211e-07,0.000154816461065665,7.46860477232896,"SFXN3_HUMAN",17,17.5202168225325,2.02914476786944e-07,7.0502290636706e-05,0.552992819999996,"Up in D8BM",4.15179677244519,"SFXN3","SFXN3_HUMAN"
0.497344492750003,9.932663678625,17.3686749800766,4.04830821489924e-07,0.000154816461065665,7.35378833298745,"AAPK2_HUMAN",18,17.4527688016135,2.08817738705053e-07,7.0502290636706e-05,0.497344492750003,"Non-significant",4.15179677244519,"PRKAA2","AAPK2_HUMAN"
0.290760519999999,11.67356634,13.167921631404,2.78811314174816e-06,0.000415310028300155,5.45881509216007,"NFKB2_HUMAN",40,17.4495268243816,2.09106331227625e-07,7.0502290636706e-05,0.290760519999999,"Non-significant",4.15179677244519,"NFKB2","NFKB2_HUMAN"
0.407327177499997,14.57616877625,14.425673120757,1.48127134105264e-06,0.000297277050803159,6.09425569185547,"CAN2_HUMAN",37,16.9047871303921,2.64662435217037e-07,8.37417860635669e-05,0.407327177499997,"Non-significant",4.07705778061604,"CAPN2","CAN2_HUMAN"
-0.461157322499997,11.22787332625,-15.6885219935849,8.25343527982803e-07,0.000215608034219771,6.67007971842294,"PACN3_HUMAN",23,-16.8487610159298,2.71265315699056e-07,8.37417860635669e-05,-0.461157322499997,"Non-significant",4.07705778061604,"PACSIN3","PACN3_HUMAN"
0.462304595000003,14.24305129,14.085561196313,1.74834752980301e-06,0.000342716775086269,5.92891286715602,"EPIPL_HUMAN",173,16.7743378242141,2.80325741627992e-07,8.37417860635669e-05,0.462304595000003,"Non-significant",4.07705778061604,"EPPK1","EPIPL_HUMAN"
-0.448413372500001,15.05586314375,-17.6448657788718,3.62391457634655e-07,0.000154816461065665,7.45816926747624,"GNMT_HUMAN",16,-16.675273272557,2.92920599070608e-07,8.37417860635669e-05,-0.448413372500001,"Non-significant",4.07705778061604,"GNMT","GNMT_HUMAN"
0.475066659999996,15.785607815,16.9304704529098,4.84291980065915e-07,0.00017008737916565,7.18373781098821,"TBB6_HUMAN",17,16.6363059822402,2.98048829268835e-07,8.37417860635669e-05,0.475066659999996,"Non-significant",4.07705778061604,"TUBB6","TBB6_HUMAN"
0.505726097499998,10.50524175125,15.314987670352,9.76535583414787e-07,0.000242094659782448,6.5057199128856,"SCMC1_HUMAN",22,16.1763828211097,3.66895990993036e-07,9.46069246643997e-05,0.505726097499998,"Up in D8BM",4.02407707466084,"SLC25A24","SCMC1_HUMAN"
-0.486316680000002,10.5746448025,-14.8564124090551,1.20702535552128e-06,0.000267737282149706,6.29720639802361,"AT2L1_HUMAN",25,-16.0338671131181,3.91746873726754e-07,9.46069246643997e-05,-0.486316680000002,"Non-significant",4.02407707466084,"ETNPPL","AT2L1_HUMAN"
-0.3122954375,11.27076840375,-13.1202238916943,2.858920663829e-06,0.000415480039231287,5.43337040809226,"PLSL_HUMAN",33,-15.9891887492024,3.99924426144044e-07,9.46069246643997e-05,-0.3122954375,"Non-significant",4.02407707466084,"LCP1","PLSL_HUMAN"
0.494426729999999,11.8332941525,15.2444781572248,1.00847959838831e-06,0.000242870700994716,6.47415035403976,"ANGL3_HUMAN",21,15.9728531101839,4.02962303816515e-07,9.46069246643997e-05,0.494426729999999,"Non-significant",4.02407707466084,"ANGPTL3","ANGL3_HUMAN"
-0.507343297499999,11.80125927875,-15.0042508486554,1.12656893081633e-06,0.000256644581563537,6.3652602557306,"PEG10_HUMAN",23,-15.9445093969418,4.08295251743176e-07,9.46069246643997e-05,-0.507343297499999,"Up in D5BM",4.02407707466084,"PEG10","PEG10_HUMAN"
0.746003628249998,10.156697273375,15.0085030589917,1.12434661347534e-06,0.000256644581563537,6.36720580921022,"ITA7_HUMAN",30,15.9238704390929,4.12228633671318e-07,9.46069246643997e-05,0.746003628249998,"Up in D8BM",4.02407707466084,"ITGA7","ITA7_HUMAN"
0.405010225000002,13.0337228775,13.3581079076193,2.52489497473159e-06,0.000415310028300155,5.55924920264382,"DPYD_HUMAN",57,15.907974446338,4.15287247903997e-07,9.46069246643997e-05,0.405010225000002,"Non-significant",4.02407707466084,"DPYD","DPYD_HUMAN"
0.286689039999999,11.651836515,11.7131413115457,6.23992287581803e-06,0.000633596223836832,4.63308227515909,"MYO5B_HUMAN",77,15.8442468020712,4.27809060305317e-07,9.48948044556188e-05,0.286689039999999,"Non-significant",4.02275756479108,"MYO5B","MYO5B_HUMAN"
0.496138572500001,16.76821947125,15.9016189499035,7.51095250665312e-07,0.000204705290830898,6.76172355681891,"LEG4_HUMAN",17,15.7609922518046,4.44814324510193e-07,9.61369215717031e-05,0.496138572500001,"Non-significant",4.01710978865451,"LGALS4","LEG4_HUMAN"
