"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D2BM_vs_D8B","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
-3.130765205,11.83029282,-114.40592704635,7.64231564444954e-13,6.44170785670651e-09,19.6108930733356,"APOA4_HUMAN",29,-124.339597079662,1.04997042484383e-13,7.11483559461169e-10,-3.130765205,"Up in D2BM",9.14783513088228,"APOA4","APOA4_HUMAN"
2.0077373975,13.60080564125,88.3324053017601,4.77547895199857e-12,1.0063128021599e-08,18.3071008936927,"EPIPL_HUMAN",173,111.410550497343,2.39126158950114e-13,7.11483559461169e-10,2.0077373975,"Up in D8B",9.14783513088228,"EPPK1","EPIPL_HUMAN"
-1.3173027025,13.37178373375,-81.5634387734667,8.3995221359219e-12,1.41599144167371e-08,17.8563762824809,"TFR1_HUMAN",38,-110.562228004339,2.53227035043719e-13,7.11483559461169e-10,-1.3173027025,"Up in D2BM",9.14783513088228,"TFRC","TFR1_HUMAN"
1.2173891075,12.10903644375,62.7560187969354,5.37353885848005e-11,2.66221326803414e-08,16.2362629274663,"FAT1_HUMAN",154,87.4918403987325,1.46309003888359e-12,3.03942980529669e-09,1.2173891075,"Up in D8B",8.51720788206218,"FAT1","FAT1_HUMAN"
1.222742555,18.064129115,64.5139656964261,4.41912848083595e-11,2.52830546443021e-08,16.4159674601506,"GATM_HUMAN",48,83.0644478171138,2.15902530986654e-12,3.03942980529669e-09,1.222742555,"Up in D8B",8.51720788206218,"GATM","GATM_HUMAN"
1.5159621225,14.17186498625,69.0104745586597,2.74282272062817e-11,2.52830546443021e-08,16.8459432959507,"VILI_HUMAN",48,83.0412326115243,2.1635518841832e-12,3.03942980529669e-09,1.5159621225,"Up in D8B",8.51720788206218,"VIL1","VILI_HUMAN"
-1.55101323,14.905067085,-71.1692192409055,2.20540717160574e-11,2.52830546443021e-08,17.0383989238713,"AACT_HUMAN",24,-76.997235352973,3.81108779593197e-12,4.02401653905663e-09,-1.55101323,"Up in D2BM",8.39534024296051,"SERPINA3","AACT_HUMAN"
1.4517631525,17.61043500875,68.1012797983033,3.01282350819719e-11,2.52830546443021e-08,16.7622671651552,"VTNC_HUMAN",29,76.9753538468297,3.81921133140978e-12,4.02401653905663e-09,1.4517631525,"Up in D8B",8.39534024296051,"VTN","VTNC_HUMAN"
1.457800155,12.12735188,70.9529621374644,2.25344201771991e-11,2.52830546443021e-08,17.019503386003,"MFGM_HUMAN",22,75.5296791783433,4.4020797078053e-12,4.12279220634343e-09,1.457800155,"Up in D8B",8.38480855360819,"MFGE8","MFGM_HUMAN"
1.0356364275,15.72892308375,61.8662032749893,5.945034310827e-11,2.66221326803414e-08,16.1426340959836,"BHMT2_HUMAN",28,73.9538359784884,5.15528292519937e-12,4.24838927327648e-09,1.0356364275,"Up in D8B",8.37177569637801,"BHMT2","BHMT2_HUMAN"
1.390221595,13.7638833525,64.5320950304164,4.41034840714383e-11,2.52830546443021e-08,16.4177852224014,"APOA5_HUMAN",27,71.7435205413743,6.4708721005977e-12,4.24838927327648e-09,1.390221595,"Up in D8B",8.37177569637801,"APOA5","APOA5_HUMAN"
0.717813490000005,16.7651023875,42.7732845438356,8.08386642072597e-10,1.1495940658292e-07,13.5772984450768,"FLNB_HUMAN",187,71.1430158954774,6.89136042952684e-12,4.24838927327648e-09,0.717813490000005,"Up in D8B",8.37177569637801,"FLNB","FLNB_HUMAN"
1.6117167475,17.16231322125,64.3503066175641,4.49929789612685e-11,2.52830546443021e-08,16.3995256898744,"CLUS_HUMAN",30,71.0582072741814,6.95320454379703e-12,4.24838927327648e-09,1.6117167475,"Up in D8B",8.37177569637801,"CLU","CLUS_HUMAN"
-1.01380086,12.0289751275,-56.8165174652621,1.08599189038718e-10,3.45406230870809e-08,15.57446593205,"MX1_HUMAN",35,-70.9187286027524,7.05628779521542e-12,4.24838927327648e-09,-1.01380086,"Up in D2BM",8.37177569637801,"MX1","MX1_HUMAN"
1.5484619125,13.50962662625,62.0782954980976,5.80276726260574e-11,2.66221326803414e-08,16.1651178897009,"HDAC6_HUMAN",32,69.1464826044205,8.52893887019533e-12,4.47655130757656e-09,1.5484619125,"Up in D8B",8.34905643351672,"HDAC6","HDAC6_HUMAN"
3.1249856925,12.08999395375,94.9196034125009,2.86914947237852e-12,8.47989751787872e-09,18.6947382858519,"SPP24_HUMAN",7,68.4555968926127,9.19511548764842e-12,4.47655130757656e-09,3.1249856925,"Up in D8B",8.34905643351672,"SPP2","SPP24_HUMAN"
0.915555712500002,15.32241451625,48.0790772500092,3.53768317204152e-10,7.84713985714158e-08,14.4166427301699,"FLNA_HUMAN",152,68.0803394029394,9.5815510816038e-12,4.47655130757656e-09,0.915555712500002,"Up in D8B",8.34905643351672,"FLNA","FLNA_HUMAN"
1.19507122,15.8431444175,57.5256444198842,9.9474700529073e-11,3.35388900303823e-08,15.6582490438369,"DPYL2_HUMAN",35,67.7285620131575,9.96059381969118e-12,4.47655130757656e-09,1.19507122,"Up in D8B",8.34905643351672,"DPYSL2","DPYL2_HUMAN"
1.17042207750001,16.91985535625,52.8979708922631,1.80042963354814e-10,4.74244418161789e-08,15.0854951631736,"FAS_HUMAN",166,67.6113025480841,1.00906957935644e-11,4.47655130757656e-09,1.17042207750001,"Up in D8B",8.34905643351672,"FASN","FAS_HUMAN"
1.338346005,13.6420099725,66.835016584585,3.44094320033184e-11,2.52830546443021e-08,16.6430332488201,"CBPQ_HUMAN",18,66.4569796064027,1.14796264000188e-11,4.83808854628792e-09,1.338346005,"Up in D8B",8.31532618748048,"CPQ","CBPQ_HUMAN"
2.9088416125,13.55852866375,94.2437959009041,3.0181151445766e-12,8.47989751787872e-09,18.6570615990212,"HBSAG_HBVD3",7,65.7063269432276,1.24988931124973e-11,4.91717490327603e-09,2.9088416125,"Up in D8B",8.30828434363648,"S","HBSAG_HBVD3"
0.8422980275,12.59902072125,47.2792665119258,3.98310757746669e-10,8.18868628547969e-08,14.2975349008991,"MRP3_HUMAN",58,65.3574258857468,1.30072769029985e-11,4.91717490327603e-09,0.8422980275,"Up in D8B",8.30828434363648,"ABCC3","MRP3_HUMAN"
1.459693195,12.9949165575,61.3371976738324,6.31755571125613e-11,2.66221326803414e-08,16.0860926299392,"HRG_HUMAN",22,64.7108206835817,1.40126516277399e-11,4.91717490327603e-09,1.459693195,"Up in D8B",8.30828434363648,"HRG","HRG_HUMAN"
1.714319945,13.3537706125,59.8752667522329,7.49357761747523e-11,2.66221326803414e-08,15.9263290014324,"HTRA1_HUMAN",27,64.2621391744969,1.4762053950024e-11,4.91717490327603e-09,1.714319945,"Up in D8B",8.30828434363648,"HTRA1","HTRA1_HUMAN"
1.469545605,11.3267406225,65.4171607979141,4.00495451211663e-11,2.52830546443021e-08,16.5056696039862,"SFXN3_HUMAN",17,64.2514179891597,1.47805082712259e-11,4.91717490327603e-09,1.469545605,"Up in D8B",8.30828434363648,"SFXN3","SFXN3_HUMAN"
1.26764798,11.264950395,55.111683186871,1.34719924028053e-10,3.78518079877487e-08,15.3672900859352,"ARVC_HUMAN",38,63.7435280755855,1.56854411454424e-11,4.91717490327603e-09,1.26764798,"Up in D8B",8.30828434363648,"ARVCF","ARVC_HUMAN"
0.682102677500001,17.07396960375,39.480970412148,1.42327664731513e-09,1.73866650148105e-07,12.9913179549537,"AHNK_HUMAN",309,63.708123789567,1.57508271904678e-11,4.91717490327603e-09,0.682102677500001,"Up in D8B",8.30828434363648,"AHNAK","AHNK_HUMAN"
-1.62781,12.8324258325,-55.4176993720101,1.2954458481632e-10,3.78518079877487e-08,15.4050903949249,"PCKGC_HUMAN",38,-61.0508441449673,2.16689507729392e-11,6.49557443315539e-09,-1.62781,"Up in D2BM",8.18738243625866,"PCK1","PCKGC_HUMAN"
1.8432350175,10.96847605625,60.6520612216967,6.84026897020889e-11,2.66221326803414e-08,16.0118688950299,"FSTL1_HUMAN",17,60.7997173218885,2.2348043488137e-11,6.49557443315539e-09,1.8432350175,"Up in D8B",8.18738243625866,"FSTL1","FSTL1_HUMAN"
1.35426903,10.9166958325,52.4173712879965,1.92048758886139e-10,4.90539087470081e-08,15.0223098306062,"ERBB2_HUMAN",39,59.1612599113624,2.74192087170891e-11,7.70388367587813e-09,1.35426903,"Up in D8B",8.11329028342579,"ERBB2","ERBB2_HUMAN"
3.78230762425,11.947204112875,66.3860087493811,3.60911764862422e-11,2.52830546443021e-08,16.5999808807821,"CAPSD_HBVD3",7,58.8717972626426,2.84446176926404e-11,7.73418330746018e-09,3.78230762425,"Up in D8B",8.11158553895095,"C","CAPSD_HBVD3"
1.1488974075,14.85101592375,61.6131947872375,6.11998041364711e-11,2.66221326803414e-08,16.1156745624515,"FBX2_HUMAN",16,57.553651601787,3.36986426599182e-11,8.84014721710659e-09,1.1488974075,"Up in D8B",8.05354050251581,"FBXO2","FBX2_HUMAN"
-1.85895872225,9.394475698875,-55.3276845729546,1.3104298748674e-10,3.78518079877487e-08,15.3939997073078,"AFAM_HUMAN",21,-57.3488984295467,3.46096640366019e-11,8.84014721710659e-09,-1.85895872225,"Up in D2BM",8.05354050251581,"AFM","AFAM_HUMAN"
