"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1C_vs_D5BM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names","D5BM_vs_D1C"
-3.57595277,12.186339975,-146.971811793303,8.16251526299699e-14,6.21226495611041e-10,21.1690707130216,"APOA5_HUMAN",27,165.614171419919,5.89048053016056e-15,2.79633693077314e-11,3.57595277,"Up in D5BM",10.5534105016103,"APOA5","APOA5_HUMAN",-3.57595277
-3.632483005,12.582057,-135.413714714395,1.47402181898456e-13,6.21226495611041e-10,20.8472479602345,"TSP1_HUMAN",52,163.073142270428,6.63503839310272e-15,2.79633693077314e-11,3.632483005,"Up in D5BM",10.5534105016103,"THBS1","TSP1_HUMAN",-3.632483005
-2.19889521750001,16.51954376625,-92.6098475329867,2.28522002311258e-12,4.81552989370397e-09,19.0013897272187,"CLUS_HUMAN",30,107.550240130174,1.63386722431353e-13,4.59062227791291e-10,2.19889521750001,"Up in D5BM",9.33812844005183,"CLU","CLUS_HUMAN",-2.19889521750001
-2.1734166175,11.45922446125,-81.2091690682591,5.89373935211885e-12,7.09690414271569e-09,18.2380591077258,"AGRIN_HUMAN",69,99.6725131548932,2.93379557934564e-13,6.18224073457609e-10,2.1734166175,"Up in D5BM",9.20885408764825,"AGRN","AGRIN_HUMAN",-2.1734166175
-1.212160585,11.693457365,-60.1550077638793,5.1275768715174e-11,2.17094190873926e-08,16.2995852076939,"FAT1_HUMAN",154,94.0472003427333,4.58726885727267e-13,6.64302968414296e-10,1.212160585,"Up in D5BM",9.1776338069246,"FAT1","FAT1_HUMAN",-1.212160585
2.6298656475,13.33724451125,85.2020132453266,4.16934667406047e-12,5.85723718594262e-09,18.5236801054305,"PLIN2_HUMAN",27,-92.7262355283522,5.1146949370173e-13,6.64302968414296e-10,-2.6298656475,"Up in D1C",9.1776338069246,"PLIN2","PLIN2_HUMAN",2.6298656475
-2.734831571,10.999887347,-87.2055791757933,3.52587672899302e-12,5.85723718594262e-09,18.6592602561973,"MFGM_HUMAN",22,91.8185726896112,5.51681193368143e-13,6.64302968414296e-10,2.734831571,"Up in D5BM",9.1776338069246,"MFGE8","MFGM_HUMAN",-2.734831571
-4.63507628475,11.165257335125,-103.736262245314,1.00808932337596e-12,2.832394968912e-09,19.6114876702654,"ANGL8_HUMAN",9,89.539468465873,6.6937736987265e-13,7.05272731332071e-10,4.63507628475,"Up in D5BM",9.15164290739452,"ANGPTL8","ANGL8_HUMAN",-4.63507628475
-1.875881672,10.371281624,-69.8639837518738,1.74413121517373e-11,1.35145842639776e-08,17.2966034330754,"PTPRF_HUMAN",72,85.8130899376827,9.2830957350425e-13,8.69413488340814e-10,1.875881672,"Up in D5BM",9.06077362631847,"PTPRF","PTPRF_HUMAN",-1.875881672
-2.72992205425,10.980335115375,-74.9802030361594,1.0478514500928e-11,1.10404248410402e-08,17.7470798895994,"CO6A1_HUMAN",24,79.3718503831132,1.69183675233823e-12,1.42604919854589e-09,2.72992205425,"Up in D5BM",8.84586549111219,"COL6A1","CO6A1_HUMAN",-2.72992205425
-2.242643115,11.4797266725,-68.9239129026108,1.92304943090016e-11,1.35145842639776e-08,17.2086723923081,"MUC18_HUMAN",25,73.8487634781336,2.94620956377938e-12,2.25760003755422e-09,2.242643115,"Up in D5BM",8.64635299636542,"MCAM","MUC18_HUMAN",-2.242643115
1.969263075,12.9456000325,72.0200956502191,1.40093357516075e-11,1.3120521227811e-08,17.4920672100432,"HMOX1_HUMAN",18,-72.2358877898476,3.4915060868695e-12,2.36487014128552e-09,-1.969263075,"Up in D1C",8.62619270206,"HMOX1","HMOX1_HUMAN",1.969263075
-1.015310525,14.9994207625,-48.1337782373481,2.55407408983302e-10,4.26765960012934e-08,14.724093766892,"FLNA_HUMAN",152,71.3295940323261,3.84748924895141e-12,2.36487014128552e-09,1.015310525,"Up in D5BM",8.62619270206,"FLNA","FLNA_HUMAN",-1.015310525
-1.74648023,15.91032827,-59.7110666696814,5.40868194133638e-11,2.17094190873926e-08,16.2488396814036,"TRFE_HUMAN",55,70.1719787988136,4.36333393164142e-12,2.36487014128552e-09,1.74648023,"Up in D5BM",8.62619270206,"TF","TRFE_HUMAN",-1.74648023
-1.5338435175,11.39277625125,-63.3331828924898,3.53824499858622e-11,1.98825780620555e-08,16.648833011017,"ATTY_HUMAN",25,70.0403636567153,4.42677749382682e-12,2.36487014128552e-09,1.5338435175,"Up in D5BM",8.62619270206,"TAT","ATTY_HUMAN",-1.5338435175
-2.238542075,12.1919155125,-62.7466750267977,3.78361352601699e-11,1.99325490067483e-08,16.5861783130052,"PCSK6_HUMAN",46,69.9133013011978,4.4890167588763e-12,2.36487014128552e-09,2.238542075,"Up in D5BM",8.62619270206,"PCSK6","PCSK6_HUMAN",-2.238542075
-1.08525324,14.6743009075,-51.9091092258913,1.48296072835535e-10,3.4721877720298e-08,15.2681158671833,"DPP4_HUMAN",42,68.5045669069665,5.24956615597508e-12,2.60285841933612e-09,1.08525324,"Up in D5BM",8.584549454393,"DPP4","DPP4_HUMAN",-1.08525324
