"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D2B_vs_D8BM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
-2.96837759,11.8310780525,-90.5166212511032,3.14556108086076e-12,1.43612222175474e-08,18.0375986885241,"APOA4_HUMAN",29,-99.3021018421385,4.13386375853281e-13,1.49524950495771e-09,-2.96837759,"Up in D2B",8.82528633270062,"APOA4","APOA4_HUMAN"
1.777011395,13.58569789,71.5954376643303,1.68653271707685e-11,2.84315685444815e-08,16.8998298070465,"EPIPL_HUMAN",173,97.7221994454224,4.66933061985335e-13,1.49524950495771e-09,1.777011395,"Up in D8BM",8.82528633270062,"EPPK1","EPIPL_HUMAN"
2.272979975,13.460603595,89.5111303562014,3.40757437834794e-12,1.43612222175474e-08,17.9883358545077,"HRG_HUMAN",22,96.0535829953311,5.32180390897275e-13,1.49524950495771e-09,2.272979975,"Up in D8BM",8.82528633270062,"HRG","HRG_HUMAN"
2.6276851895,9.21585649275,72.9058858134869,1.48114921733137e-11,2.84315685444815e-08,16.9953924370317,"ITA7_HUMAN",30,79.3089441605223,2.27900648135514e-12,4.80243640783562e-09,2.6276851895,"Up in D8BM",8.31853837720212,"ITGA7","ITA7_HUMAN"
2.4481534975,11.92684841125,68.9680676810292,2.20411939799187e-11,2.95803922798091e-08,16.6990317862988,"MUC18_HUMAN",25,73.7315003302756,3.9641545378634e-12,6.68277171993012e-09,2.4481534975,"Up in D8BM",8.17504337390069,"MCAM","MUC18_HUMAN"
1.90164113,13.340486645,59.8002968898023,6.11748686502276e-11,6.4455370981596e-08,15.8879427749004,"HTRA1_HUMAN",27,65.2799889244335,9.98657234735319e-12,1.34891265724498e-08,1.90164113,"Up in D8BM",7.87001617019806,"HTRA1","HTRA1_HUMAN"
1.07420683,16.9177386775,45.3628353781408,4.41289420538606e-10,1.95769922406311e-07,14.1393332207893,"FAS_HUMAN",166,64.2991209835327,1.12022643263909e-11,1.34891265724498e-08,1.07420683,"Up in D8BM",7.87001617019806,"FASN","FAS_HUMAN"
2.06819439,12.9564113625,67.9312520678328,2.45655173755681e-11,2.95803922798091e-08,16.6162393531862,"IL18_HUMAN",13,60.8026976684602,1.71210151197025e-11,1.80391295554966e-08,2.06819439,"Up in D8BM",7.74378442235755,"IL18","IL18_HUMAN"
1.23185778,13.5385465625,49.0458537312761,2.52583804385224e-10,1.83480104716293e-07,14.6542835341572,"PFKAP_HUMAN",36,58.9063541807231,2.17727078103751e-11,2.03913504592946e-08,1.23185778,"Up in D8BM",7.69055401122047,"PFKP","PFKAP_HUMAN"
-1.1708102275,13.29066920125,-46.5179939317252,3.68704347672603e-10,1.83480104716293e-07,14.3068344958443,"TFR1_HUMAN",38,-56.3075337943622,3.06573198600917e-11,2.05619292609985e-08,-1.1708102275,"Up in D2B",7.68693613928292,"TFRC","TFR1_HUMAN"
1.10024023,10.9105319975,46.9897868770858,3.43048493397213e-10,1.83480104716293e-07,14.3736273096158,"ITA2_HUMAN",31,56.1834605012401,3.1174501114202e-11,2.05619292609985e-08,1.10024023,"Up in D8BM",7.68693613928292,"ITGA2","ITA2_HUMAN"
1.4686152975,14.23221003875,47.8809220655076,2.9994123907858e-10,1.83480104716293e-07,14.4973130407984,"VILI_HUMAN",48,55.684849809374,3.3354813843427e-11,2.05619292609985e-08,1.4686152975,"Up in D8BM",7.68693613928292,"VIL1","VILI_HUMAN"
3.1461355675,12.05664694375,74.9179097042107,1.21884583258198e-11,2.84315685444815e-08,17.1365157231228,"SPP24_HUMAN",7,55.4070882259115,3.4643941623827e-11,2.05619292609985e-08,3.1461355675,"Up in D8BM",7.68693613928292,"SPP2","SPP24_HUMAN"
-1.301752805,14.98928845,-50.0950585205626,2.17111482975003e-10,1.83480104716293e-07,14.7912691999529,"AACT_HUMAN",24,-54.9064209990348,3.7112573301631e-11,2.05619292609985e-08,-1.301752805,"Up in D2B",7.68693613928292,"SERPINA3","AACT_HUMAN"
1.1942512975,15.83888327875,46.1239015555599,3.91818944702014e-10,1.83480104716293e-07,14.2503299550735,"DPYL2_HUMAN",35,54.5804234458295,3.88268279405835e-11,2.05619292609985e-08,1.1942512975,"Up in D8BM",7.68693613928292,"DPYSL2","DPYL2_HUMAN"
1.600593565,17.1405968675,49.4376648094714,2.38616279423785e-10,1.83480104716293e-07,14.7059159274273,"CLUS_HUMAN",30,54.5427157613928,3.90308302498489e-11,2.05619292609985e-08,1.600593565,"Up in D8BM",7.68693613928292,"CLU","CLUS_HUMAN"
0.804599522499997,12.93232118875,37.8462746573045,1.60912130034305e-09,4.10643731036066e-07,12.8921463583219,"DSG2_HUMAN",47,52.3072908578706,5.36050081398746e-11,2.6578624330059e-08,0.804599522499997,"Up in D8BM",7.57546750124601,"DSG2","DSG2_HUMAN"
1.3091437825,12.71386325375,48.7333231278016,2.64394920586445e-10,1.83480104716293e-07,14.6126836915484,"ACMSD_HUMAN",18,48.9190686724726,8.90547882318083e-11,3.89407985471878e-08,1.3091437825,"Up in D8BM",7.40959514677898,"ACMSD","ACMSD_HUMAN"
-0.91850734,10.501598715,-39.0796501052093,1.27992289827266e-09,3.72016210673801e-07,13.1176714770141,"NAA25_HUMAN",37,-48.4429961841049,9.5905481005065e-11,3.89407985471878e-08,-0.91850734,"Up in D2B",7.40959514677898,"NAA25","NAA25_HUMAN"
0.93645811,12.0966389175,36.4258626883965,2.11410085242678e-09,4.56916822695009e-07,12.620754425646,"FAT1_HUMAN",154,48.3723271369884,9.69723647135904e-11,3.89407985471878e-08,0.93645811,"Up in D8BM",7.40959514677898,"FAT1","FAT1_HUMAN"
