Protein.Ids,Protein.Names,Genes,Peptides,logFC,sca.pval,sca.adj.pval,AveExpr,t,P.Value,adj.P.Val,B,gene,count,sca.t,sca.P.Value,ProtDesc,negLog10_sca_adjPval
A0A024R1R8;Q9Y2S6,TMA7B_HUMAN;TMA7_HUMAN,TMA7B;TMA7,2,-3.192885398864778,1.4373168378685397e-15,1.211514362639392e-11,12.623781442642212,-122.27904224913699,1.4394164528325594e-13,1.2132841280925643e-9,19.122592230238386,1324,52,-172.3477271606033,1.4373168378685397e-15,Translation machinery-associated protein 7B;Translation machinery-associated protein 7,10.916671432885897
A0A075B767,PAL4H_HUMAN,PPIAL4H,3,-2.900852680206306,1.1146236437552234e-13,4.697581346606389e-10,10.87158012390137,-80.53218741387975,3.2163309830753423e-12,7.286125229419484e-9,17.7061769651568,3020,175,-100.02418292539555,1.1146236437552234e-13,Peptidyl-prolyl cis-trans isomerase A-like 4H,9.328125690615114
A0A096LP01,SIM26_HUMAN,SMIM26,4,-3.625019311904895,2.4181510423861565e-13,5.706970801589938e-10,17.14179933071135,-81.51542503421132,2.9388079583249946e-12,7.286125229419484e-9,17.757409239785115,1140,40,-90.78774528918903,2.4181510423861565e-13,Small integral membrane protein 26,9.243594349413685
A0A0B4J2F0,PIOS1_HUMAN,PIGBOS1,1,-3.772899627685554,2.708255214896162e-13,5.706970801589938e-10,16.348181247711175,-79.75244130266968,3.4576463302500816e-12,7.286125229419484e-9,17.664654081896266,1138,58,-89.50988738677903,2.708255214896162e-13,Protein PIGBOS1,9.243594349413685
A0A0U1RRE5,NBDY_HUMAN,NBDY,2,-3.775006294250499,1.1310043091724222e-12,1.9066470644028694e-9,16.129207134246826,-68.77020699956729,1.0402486467494799e-11,1.461375973908561e-8,16.983509606939844,1139,43,-74.8497493999359,1.1310043091724222e-12,Negative regulator of P-body association,8.719729690891024
A0A6Q8PH20,A0A6Q8PH20_HUMAN,CAST,52,-3.000422555754988,2.152888953571209e-12,3.024450164941953e-9,8.47920127781708,-63.340164258309755,1.9169901869404956e-11,2.3083300408173483e-8,16.56650672136762,8385,33,-69.05529039412127,2.152888953571209e-12,Calpastatin,8.519353567139115
A0AAG2TUN3;A0AAG2TVJ1;A8MZA4;H0YM25;P0DX00;P0DX01;P0DX02;Q8N7Z2;Q8N9W4,A0AAG2TUN3_HUMAN;A0AAG2TVJ1_HUMAN;GG6L6_HUMAN;GG6LV_HUMAN;GG6LX_HUMAN;GG6LY_HUMAN;GG6LZ_HUMAN;GG6L1_HUMAN;GG6L2_HUMAN,GOLGA6L26;GOLGA6L2;GOLGA6L6;GOLGA6L22;GOLGA6L24;GOLGA6L25;GOLGA6L26;GOLGA6L1;GOLGA6L2,1,-3.448025465011604,4.387783552703801e-12,5.283518223677191e-9,16.77841818332675,-57.50394689156376,3.9313056447039885e-11,3.3870614800982574e-8,16.042469141116072,1149,161,-63.16552834066631,4.387783552703801e-12,Golgin subfamily A member 6-like protein 26;Golgin subfamily A member 6-like protein 2;Golgin subfamily A member 6-like protein 6;Golgin subfamily A member 6-like protein 22;Golgin subfamily A member 6-like protein 24;Golgin subfamily A member 6-like protein 25;Golgin subfamily A member 6-like protein 26;Golgin subfamily A member 6-like protein 1;Golgin subfamily A member 6-like protein 2,8.277076790288707
A0AAG2UWQ9,A0AAG2UWQ9_HUMAN,NKRF,33,-4.622735107880402,6.179590297135645e-12,6.510970826819544e-9,9.460782247314073,-71.2537383696415,7.991144850785708e-12,1.3471471989454546e-8,17.154902939770867,1166,7,-60.51399181974217,6.179590297135645e-12,NF-kappa-B-repressing factor,8.186354250556908
A0AAG2UXZ5,A0AAG2UXZ5_HUMAN,COL18A1,37,-2.9305229187011665,7.660614046797048e-12,7.174590644494702e-9,14.761471271514887,-57.33468281328955,4.018343196225243e-11,3.3870614800982574e-8,16.025931322700995,3217,19,-58.907319264642105,7.660614046797048e-12,Collagen type XVIII alpha 1 chain,8.144202873117838
A0AAQ5BIG5;Q9HDB9,A0AAQ5BIG5_HUMAN;GAK5_HUMAN,LOC124906262;ERVK-5,1,-1.2824375629424907,1.9983266776184227e-11,1.569892545597615e-8,10.632155299186705,-40.54134033111947,5.262221929121705e-10,2.957017909371123e-7,13.877119763841083,1458,72,-52.239239683160136,1.9983266776184227e-11,CCHC-type domain-containing protein;Endogenous retrovirus group K member 5 Gag polyprotein,7.804130072718841
