"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D3BM_vs_D5B","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
0.997323512500001,13.55181336375,58.3353439660561,6.8467673722968e-11,2.50426879675773e-07,14.9116043597349,"EPIPL_HUMAN",173,99.2685771033954,4.1444784453269e-13,3.49338088156604e-09,0.997323512500001,"Up in D5B",8.45675406087122,"EPPK1","EPIPL_HUMAN"
-1.48814249,11.4206533425,-55.1611487116964,1.02307430292436e-10,2.50426879675773e-07,14.6626910979389,"PIGR_HUMAN",36,-62.0605718020354,1.46576719338128e-11,6.17747583650539e-08,-1.48814249,"Up in D3BM",7.20918894468637,"PIGR","PIGR_HUMAN"
0.717497585,11.9472056625,37.6680143597527,1.57647025414634e-09,1.47645197468884e-06,12.6475676683832,"FAT1_HUMAN",154,55.2524334211325,3.53860921684406e-11,6.46012149184108e-08,0.717497585,"Up in D5B",7.1897593143981,"FAT1","FAT1_HUMAN"
-1.6485037825,11.20691275625,-50.8552231553531,1.83320255084009e-10,3.09041286020623e-07,14.2788597624077,"APOA4_HUMAN",29,-54.7499025550217,3.79246995280403e-11,6.46012149184108e-08,-1.6485037825,"Up in D3BM",7.1897593143981,"APOA4","APOA4_HUMAN"
3.42661333,11.9239168175,61.5559068602614,4.65504658179257e-11,2.50426879675773e-07,15.1387624115823,"CAPSD_HBVD3",7,54.6749320615118,3.83208060970523e-11,6.46012149184108e-08,3.42661333,"Up in D5B",7.1897593143981,"C","CAPSD_HBVD3"
1.007015465,12.4816004025,45.8355058236136,3.86319311837067e-10,5.42714246579106e-07,13.7507954826926,"RIR2B_HUMAN",23,49.8116869443659,7.76497751465665e-11,1.09084992451735e-07,1.007015465,"Up in D5B",6.9622349940837,"RRM2B","RIR2B_HUMAN"
-1.10114408,13.197372795,-42.1265955263637,7.07377534750328e-10,8.5178360577293e-07,13.2926859957591,"TFR1_HUMAN",38,-47.9396019098481,1.03805562501628e-10,1.24996726618032e-07,-1.10114408,"Up in D3BM",6.90310136003467,"TFRC","TFR1_HUMAN"
0.440131187499997,17.25618457875,26.2240132408503,2.09626653370416e-08,8.61960274288089e-06,10.3135256890498,"FAS_HUMAN",166,46.0881191156032,1.39901577568414e-10,1.4740379966552e-07,0.440131187499997,"Non-significant",6.83149132141252,"FASN","FAS_HUMAN"
2.4453849825,13.53108716125,54.0217640807789,1.188406120184e-10,2.50426879675773e-07,14.566618428192,"HBSAG_HBVD3",7,45.1427085996196,1.63685402786616e-10,1.53300473343154e-07,2.4453849825,"Up in D5B",6.81445650418018,"S","HBSAG_HBVD3"
0.541941405000003,14.0470017175,30.2630489097758,7.54334189460187e-09,4.17616337690764e-06,11.2759834011042,"VILI_HUMAN",48,42.0558590800485,2.79871424099908e-10,2.35903623373813e-07,0.541941405000003,"Up in D5B",6.62726538849479,"VIL1","VILI_HUMAN"
1.19479847,11.675015925,38.6068721794817,1.32166271635009e-09,1.39253687951437e-06,12.7930600949609,"MUC18_HUMAN",25,41.1574868867039,3.29571482438476e-10,2.52541638679447e-07,1.19479847,"Up in D5B",6.59766700583106,"MCAM","MUC18_HUMAN"
-1.60247778925,9.801210522875,-36.5230584975059,1.96634540468293e-09,1.65743254160724e-06,12.4624659201504,"IREB2_HUMAN",35,-38.7410787898768,5.20962675560581e-10,3.65932866025011e-07,-1.60247778925,"Up in D3BM",6.43659858288207,"IREB2","IREB2_HUMAN"
-0.710623267500001,14.64112853875,-33.6242284538766,3.55335496997392e-09,2.72283900381002e-06,11.9525487813604,"AACT_HUMAN",24,-37.1220652717258,7.19521249393537e-10,4.66526508549087e-07,-0.710623267500001,"Up in D3BM",6.33112367412647,"SERPINA3","AACT_HUMAN"
0.459397549999998,11.6471949825,25.9652499830215,2.2497480168867e-08,8.61960274288089e-06,10.2453192792116,"S12A4_HUMAN",39,34.7402418234493,1.18786905010621e-09,7.15182015953231e-07,0.459397549999998,"Non-significant",6.14558341489233,"SLC12A4","S12A4_HUMAN"
-1.0381765375,12.70519089875,-29.7994080547999,8.42268091202158e-09,4.17616337690764e-06,11.1744605008647,"PCKGC_HUMAN",38,-32.3537781489461,2.03354342497531e-09,1.1044260580373e-06,-1.0381765375,"Up in D3BM",5.95686335508574,"PCK1","PCKGC_HUMAN"
-0.659205440000004,15.3441469675,-30.7727957069288,6.69488536293201e-09,4.17616337690764e-06,11.3851741068795,"VNN1_HUMAN",20,-32.2235388500684,2.09643100351131e-09,1.1044260580373e-06,-0.659205440000004,"Up in D3BM",5.95686335508574,"VNN1","VNN1_HUMAN"
1.559230328,8.9182481765,29.9241779452844,8.17507600629973e-09,4.17616337690764e-06,11.2019917986836,"ITA7_HUMAN",30,31.3294774525833,2.59257535072198e-09,1.28545986066092e-06,1.559230328,"Up in D5B",5.89094147994344,"ITGA7","ITA7_HUMAN"
0.345932960000001,15.2270476825,19.4402481860921,1.75672023696376e-07,2.1459992575895e-05,8.18491044234716,"FLNA_HUMAN",152,30.9336423025788,2.85368939014197e-09,1.33257984038944e-06,0.345932960000001,"Non-significant",5.87530676113681,"FLNA","FLNA_HUMAN"
-0.564528705000003,16.1671684975,-30.6803731446096,6.84030770557022e-09,4.17616337690764e-06,11.3655619625339,"NDRG1_HUMAN",18,-30.7242013878289,3.00379843011025e-09,1.33257984038944e-06,-0.564528705000003,"Up in D3BM",5.87530676113681,"NDRG1","NDRG1_HUMAN"
0.660588022500001,12.90748488875,30.1908552312848,7.67312862502209e-09,4.17616337690764e-06,11.2603151993269,"ACMSD_HUMAN",18,30.461828898806,3.20459882895338e-09,1.3505781764624e-06,0.660588022500001,"Up in D5B",5.86948027217731,"ACMSD","ACMSD_HUMAN"
-0.581370115,10.66614139,-25.7934753399159,2.35869196381388e-08,8.64409328825531e-06,10.1995606774413,"CO6_HUMAN",31,-29.6710608488643,3.90786045933642e-09,1.56854075294032e-06,-0.581370115,"Up in D3BM",5.8045041932256,"C6","CO6_HUMAN"
-0.302257062500003,12.64157700375,-18.012386528406,3.01104610939351e-07,3.0951350800095e-05,7.62455544772429,"COBL1_HUMAN",67,-28.6504364500488,5.08809876994915e-09,1.94943566054097e-06,-0.302257062500003,"Non-significant",5.71009109375793,"COBLL1","COBL1_HUMAN"
-0.549001932499996,13.16767895125,-24.5626965754636,3.34094108827262e-08,9.71061808036204e-06,9.86000590246013,"CFAB_HUMAN",30,-28.1549405732482,5.80305012991672e-09,2.12669171935078e-06,-0.549001932499996,"Up in D3BM",5.67229545992716,"CFB","CFAB_HUMAN"
1.1291518215,9.72757458675,26.110548989867,2.16205011918648e-08,8.61960274288089e-06,10.2837245477228,"EPHA2_HUMAN",28,27.4894993789978,6.94889223768e-09,2.44050886130853e-06,1.1291518215,"Up in D5B",5.61251961111321,"EPHA2","EPHA2_HUMAN"
-0.963912484999993,16.1280124175,-27.6446158365111,1.43912202825767e-08,6.54711165560906e-06,10.6731069860418,"A1AG1_HUMAN",15,-27.3049998282491,7.31043646336501e-09,2.46478675798815e-06,-0.963912484999993,"Up in D3BM",5.60822064792226,"ORM1","A1AG1_HUMAN"
0.649907349999998,13.74818027,27.5472472776131,1.47579928172467e-08,6.54711165560906e-06,10.6492354189808,"CRYM_HUMAN",16,26.7301109284797,8.58083391725862e-09,2.7818403495605e-06,0.649907349999998,"Up in D5B",5.55566779788619,"CRYM","CRYM_HUMAN"
0.570640559999998,14.28605294,24.9037243074337,3.02861375547534e-08,9.507965440617e-06,9.95619910067069,"QORX_HUMAN",20,26.0160082827319,1.05205974529343e-08,3.28437466410308e-06,0.570640559999998,"Up in D5B",5.48354730670748,"TP53I3","QORX_HUMAN"
1.3544962415,10.35954368175,25.2957041519519,2.70988699155785e-08,9.507965440617e-06,10.064743668529,"FSTL1_HUMAN",17,25.8191852315051,1.11392233315379e-08,3.35330405219761e-06,1.3544962415,"Up in D5B",5.47452706625359,"FSTL1","FSTL1_HUMAN"
0.3524074575,10.87518787375,19.2703927890811,1.86919634986496e-07,2.2507794332874e-05,8.12073131649067,"FARP2_HUMAN",42,25.644477990501,1.17229506747765e-08,3.40733624957557e-06,0.3524074575,"Non-significant",5.46758500639998,"FARP2","FARP2_HUMAN"
1.021649122,9.37476384625,24.6515205829303,3.25620086578043e-08,9.71061808036204e-06,9.8852204155108,"FBLI1_HUMAN",20,25.4640350646957,1.23624101227884e-08,3.47342516416611e-06,1.021649122,"Up in D5B",5.45924205367456,"FBLIM1","FBLI1_HUMAN"
1.08124279875,10.092482685625,25.0409252913421,2.9124351068472e-08,9.507965440617e-06,9.99443487415129,"TRI22_HUMAN",15,25.0701175420304,1.39001393277152e-08,3.71958576011919e-06,1.08124279875,"Up in D5B",5.42950542358898,"TRIM22","TRI22_HUMAN"
0.838584425000001,15.9138238425,22.9495334126508,5.4160333276224e-08,1.21930954601452e-05,9.3814622490889,"CP2A6_HUMAN",45,24.9388516292651,1.44597263444949e-08,3.71958576011919e-06,0.838584425000001,"Up in D5B",5.42950542358898,"CYP2A6","CP2A6_HUMAN"
-0.7529423275,11.61024463125,-23.5897941223955,4.45381745893109e-08,1.1097538659692e-05,9.57619965411838,"T23O_HUMAN",22,-24.7537292460238,1.5292704119953e-08,3.71958576011919e-06,-0.7529423275,"Up in D3BM",5.42950542358898,"TDO2","T23O_HUMAN"
0.565701245,13.9008432625,22.4620482492887,6.30849832525025e-08,1.29693493618377e-05,9.22871432153838,"APOA5_HUMAN",27,24.7286596393321,1.54096220258561e-08,3.71958576011919e-06,0.565701245,"Up in D5B",5.42950542358898,"APOA5","APOA5_HUMAN"
