"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D8C_vs_D8CM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
-0.3570091725,10.63501918375,-15.3592163761433,1.04547348053641e-06,0.00881229596744139,4.87209910309531,"FLNC_HUMAN",88,-20.2023264442379,8.21117852620094e-08,0.000692120237973477,-0.3570091725,"Non-significant",3.15981845156591,"FLNC","FLNC_HUMAN"
0.236914632500001,11.96200466125,10.2053658943532,1.69799856700972e-05,0.0426428349713758,3.17335442661683,"TAP1_HUMAN",24,11.2829508677792,5.68626169368899e-06,0.0227060548124472,0.236914632500001,"Non-significant",1.64385831809314,"TAP1","TAP1_HUMAN"
-0.2589719325,10.69457423625,-9.3720848800348,2.99486914685797e-05,0.0426428349713758,2.75589895339923,"FIL1L_HUMAN",33,-10.6193319985353,8.74670616446388e-06,0.0227060548124472,-0.2589719325,"Non-significant",1.64385831809314,"FILIP1L","FIL1L_HUMAN"
0.323574545,11.8788757325,9.31278769924612,3.12345808602845e-05,0.0426428349713758,2.72408232573323,"PLIN2_HUMAN",27,9.99597630594015,1.34038525765258e-05,0.0227060548124472,0.323574545,"Non-significant",1.64385831809314,"PLIN2","PLIN2_HUMAN"
0.264890675,13.25286889,9.12250359202636,3.58023730403013e-05,0.0426428349713758,2.61996343202959,"APOA5_HUMAN",27,9.98908409583929,1.34690086679601e-05,0.0227060548124472,0.264890675,"Non-significant",1.64385831809314,"APOA5","APOA5_HUMAN"
-0.29747200075,9.907016277875,-8.83162002052285,4.43214696855009e-05,0.0426428349713758,2.45464878481301,"BICC1_HUMAN",24,-9.3848582672544,2.08484542693865e-05,0.026388170039888,-0.29747200075,"Non-significant",1.57859072607911,"BICC1","BICC1_HUMAN"
0.198772907500002,12.28563570875,8.79548247402225,4.55315594664115e-05,0.0426428349713758,2.4335754171385,"FA9_HUMAN",20,9.20121140925381,2.39240270984011e-05,0.026388170039888,0.198772907500002,"Non-significant",1.57859072607911,"F9","FA9_HUMAN"
-0.3244559775,11.33192479625,-9.10027207982715,3.63836811633818e-05,0.0426428349713758,2.60759464566371,"TAGL_HUMAN",17,-9.14077836965957,2.50451252009851e-05,0.026388170039888,-0.3244559775,"Non-significant",1.57859072607911,"TAGLN","TAGL_HUMAN"
-0.142816539999997,11.158494235,-7.22446494787925,0.000162316755153349,0.0912111952791717,1.38885154126758,"EPHA2_HUMAN",28,-8.72311130449963,3.46194521546213e-05,0.0324230402457003,-0.142816539999997,"Non-significant",1.48914626462552,"EPHA2","EPHA2_HUMAN"
0.164303067499999,10.48774182875,6.70981151240339,0.000258363585398013,0.0989884846054479,0.984533442201638,"SORL_HUMAN",72,8.47776992369724,4.21282593749971e-05,0.0345252932820978,0.164303067499999,"Non-significant",1.46186262353121,"SORL1","SORL_HUMAN"
-0.147322655000004,15.517730475,-6.56975392387049,0.000294589565020698,0.102786691229427,0.868483603692502,"VILI_HUMAN",48,-8.39512820162732,4.50561426151473e-05,0.0345252932820978,-0.147322655000004,"Non-significant",1.46186262353121,"VIL1","VILI_HUMAN"
-0.245994327499998,11.64410197625,-7.92038275301975,9.01058620426084e-05,0.0759502311157146,1.88437489050013,"CCN1_HUMAN",20,-8.21650609982217,5.21971070001167e-05,0.0366641179086653,-0.245994327499998,"Non-significant",1.43575875910714,"CCN1","CCN1_HUMAN"
0.176927804999998,15.3057037575,7.52598471504904,0.000125108153736586,0.0899215127891078,1.6104327955582,"APOL2_HUMAN",22,8.10790421161886,5.71549718652771e-05,0.0370584044501862,0.176927804999998,"Non-significant",1.43111328316598,"APOL2","APOL2_HUMAN"
0.176326754999998,14.5949995525,7.33886139412838,0.000146901891598424,0.0912111952791717,1.47420179910817,"GLNA_HUMAN",22,7.88974241971449,6.87919441985727e-05,0.0414176641178406,0.176326754999998,"Non-significant",1.38281439818372,"GLUL","GLNA_HUMAN"
0.120570182499996,13.91185236125,5.54873144710249,0.000820294413503274,0.138285232228382,-0.062741217356022,"LRP1_HUMAN",202,7.79809249498593,7.44539810913684e-05,0.0418381737746096,0.120570182499996,"Non-significant",1.37842728056811,"LRP1","LRP1_HUMAN"
0.151681899999998,14.3921420575,6.37691608956952,0.000354151198638174,0.10293587770073,0.704284690229331,"STAT1_HUMAN",39,7.71120493126308,8.03072624756551e-05,0.0420058763642601,0.151681899999998,"Non-significant",1.37668995021986,"STAT1","STAT1_HUMAN"
-1.754176736,6.66117805225,-7.49896738691764,0.000128017339360457,0.0899215127891078,1.59101842841717,"MID49_HUMAN",7,-7.60147741818729,8.8447965440678e-05,0.0420058763642601,-1.754176736,"Up in D8C",1.37668995021986,"MIEF2","MID49_HUMAN"
0.1303811075,17.24812388625,5.62645291288384,0.000755411495006851,0.136613768813232,0.0137078648483353,"FAS_HUMAN",166,7.5286845264455,9.43567420882849e-05,0.0420058763642601,0.1303811075,"Non-significant",1.37668995021986,"FASN","FAS_HUMAN"
0.234471797500003,12.59462738125,7.15022908457627,0.000173291106050051,0.0912919208059925,1.33260726203255,"TAP2_HUMAN",22,7.52477451143391,9.46863982585054e-05,0.0420058763642601,0.234471797500003,"Non-significant",1.37668995021986,"TAP2","TAP2_HUMAN"
0.165495157500001,13.89566528875,6.20543153424767,0.000418619792629649,0.106976457437821,0.55385163846922,"PLMN_HUMAN",53,7.41655992606136,0.000104341436357032,0.043974698352671,0.165495157500001,"Non-significant",1.35679713093178,"PLG","PLMN_HUMAN"
-0.151438472500001,15.49178421625,-6.1074486263997,0.000461294019535373,0.108555554512315,0.465984975434771,"PLOD2_HUMAN",41,-7.31917719045299,0.000113978053552984,0.0457486196856238,-0.151438472500001,"Non-significant",1.33962200480978,"PLOD2","PLOD2_HUMAN"
