"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D3B_vs_D5BM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
0.597791194999999,14.1078677175,36.9160933208953,1.84927263058122e-09,2.59791983386152e-06,12.4480673771991,"VILI_HUMAN",48,51.2337101456387,6.27307869771792e-11,3.67387303419333e-07,0.597791194999999,"Up in D5BM",6.43487585660452,"VIL1","VILI_HUMAN"
-1.336493495,11.196250915,-45.5494310964813,4.10857975868516e-10,2.50285962528321e-06,13.5982711413029,"APOA4_HUMAN",29,-49.057181084884,8.71722157834459e-11,3.67387303419333e-07,-1.336493495,"Up in D3B",6.43487585660452,"APOA4","APOA4_HUMAN"
-0.885123012499999,12.60225951625,-40.2906543348639,9.89007025226701e-10,2.50285962528321e-06,12.9456587697832,"ATTY_HUMAN",25,-44.0465651754434,1.97182087216199e-10,5.54015937715113e-07,-0.885123012499999,"Up in D3B",6.25647774147705,"TAT","ATTY_HUMAN"
1.3647158125,11.91869032375,39.781544391981,1.0832422294213e-09,2.50285962528321e-06,12.8749313456944,"MUC18_HUMAN",25,41.9128872689366,2.8718066123468e-10,5.60285325978177e-07,1.3647158125,"Up in D5BM",6.25159075167157,"MCAM","MUC18_HUMAN"
-0.548489335000001,13.1582187425,-32.316101104382,4.78724710793065e-09,3.36288361188762e-06,11.6443479930884,"CFAB_HUMAN",30,-39.0973610057921,4.86100626091202e-10,5.60285325978177e-07,-0.548489335000001,"Up in D3B",6.25159075167157,"CFB","CFAB_HUMAN"
0.4127235425,15.30071425375,25.2066267367056,2.81413097350766e-08,9.1231961444985e-06,10.0173199413226,"FLNA_HUMAN",152,39.0666897488272,4.88995659883267e-10,5.60285325978177e-07,0.4127235425,"Non-significant",6.25159075167157,"FLNA","FLNA_HUMAN"
0.707791092499999,13.40416610125,34.7047080334787,2.87616634943927e-09,3.03040076992795e-06,12.0816690270577,"HTRA1_HUMAN",27,38.9504347833491,5.00147284865713e-10,5.60285325978177e-07,0.707791092499999,"Up in D5BM",6.25159075167157,"HTRA1","HTRA1_HUMAN"
-0.732640982500003,13.31226766125,-33.3438496602543,3.82790414402658e-09,3.226540403e-06,11.8381737480918,"TFR1_HUMAN",38,-38.6360876449996,5.31769202494414e-10,5.60285325978177e-07,-0.732640982500003,"Up in D3B",6.25159075167157,"TFRC","TFR1_HUMAN"
0.772055627500002,13.80293416875,39.2728937361128,1.18773739484314e-09,2.50285962528321e-06,12.802790281049,"CRYM_HUMAN",16,37.8997223413961,6.15096728972415e-10,5.76072258723166e-07,0.772055627500002,"Up in D5BM",6.23952303811063,"CRYM","CRYM_HUMAN"
-0.469441415,11.0394694825,-27.3585605778649,1.57051452263491e-08,6.61893345564484e-06,10.5696965744601,"HXK2_HUMAN",39,-35.0308139783503,1.11539645372824e-09,9.40167670847535e-07,-0.469441415,"Non-significant",6.02679468679371,"HK2","HXK2_HUMAN"
-0.765010359999998,11.637155295,-32.3157762076675,4.78759085806755e-09,3.36288361188762e-06,11.6442853040036,"T23O_HUMAN",22,-34.3106306928698,1.30498902315652e-09,9.55190410540971e-07,-0.765010359999998,"Up in D3B",6.01991004621266,"TDO2","T23O_HUMAN"
-1.560911415,14.8310664875,-37.9058734727648,1.53041159997407e-09,2.57996787523629e-06,12.6012770477639,"SAA2_HUMAN",9,-34.1241073797501,1.35986296434828e-09,9.55190410540971e-07,-1.560911415,"Up in D3B",6.01991004621266,"SAA2","SAA2_HUMAN"
0.910042759999998,12.7867577075,35.7024437848699,2.34864016733058e-09,2.82809828148992e-06,12.251271889622,"IL18_HUMAN",13,32.941949560502,1.77486796767637e-09,1.08910793546392e-06,0.910042759999998,"Up in D5BM",5.9629290775872,"IL18","IL18_HUMAN"
0.431373357500002,12.08385097875,23.5611556141746,4.54744830116634e-08,1.24107763190511e-05,9.552163830566,"FAT1_HUMAN",154,32.6125907827145,1.91480118578873e-09,1.08910793546392e-06,0.431373357500002,"Non-significant",5.9629290775872,"FAT1","FAT1_HUMAN"
-0.398051259999999,14.01704979,-23.8495326529049,4.170913650129e-08,1.21229762610129e-05,9.63660239922896,"CERU_HUMAN",50,-32.5603030158555,1.93814438628055e-09,1.08910793546392e-06,-0.398051259999999,"Non-significant",5.9629290775872,"CP","CERU_HUMAN"
0.840805290000002,13.5914963475,28.3648765879361,1.21405384842104e-08,5.68514438241164e-06,10.8085988518586,"EPIPL_HUMAN",173,32.0548940307035,2.18115627957022e-09,1.14906039253109e-06,0.840805290000002,"Up in D5BM",5.93965714498122,"EPPK1","EPIPL_HUMAN"
-0.514545439999994,16.09611845,-30.5412083021882,7.1652832087267e-09,4.02641147775716e-06,11.2877521223514,"NDRG1_HUMAN",18,-30.7242395060697,3.00377031010366e-09,1.4574635704929e-06,-0.514545439999994,"Up in D3B",5.83640229168499,"NDRG1","NDRG1_HUMAN"
0.582206727500003,15.60505485375,31.4783287006032,5.77486950451536e-09,3.47688393239714e-06,11.4796120503226,"TPM1_HUMAN",16,30.1449381597094,3.46765435861745e-09,1.4574635704929e-06,0.582206727500003,"Up in D5BM",5.83640229168499,"TPM1","TPM1_HUMAN"
0.483187197500005,17.61284184375,25.9112495481427,2.31281363721262e-08,8.81672559383167e-06,10.204777997032,"VTNC_HUMAN",29,30.1402946418997,3.47168642848166e-09,1.4574635704929e-06,0.483187197500005,"Non-significant",5.83640229168499,"VTN","VTNC_HUMAN"
-0.680808067499997,16.20058917875,-31.5073709713066,5.73697250429252e-09,3.47688393239714e-06,11.4854278449284,"A1AG1_HUMAN",15,-29.9694098689297,3.62382233178758e-09,1.4574635704929e-06,-0.680808067499997,"Up in D3B",5.83640229168499,"ORM1","A1AG1_HUMAN"
0.673563479999995,17.282209635,27.059976123985,1.69822081684124e-08,6.81633488816897e-06,10.4965340664018,"CLUS_HUMAN",30,29.81858804804,3.76438089920153e-09,1.4574635704929e-06,0.673563479999995,"Up in D5BM",5.83640229168499,"CLU","CLUS_HUMAN"
0.345896244999999,16.709719895,20.170136552032,1.36850857350637e-07,2.45428909916706e-05,8.45286434114508,"FLNB_HUMAN",187,29.7771892484017,3.80403352127699e-09,1.4574635704929e-06,0.345896244999999,"Non-significant",5.83640229168499,"FLNB","FLNB_HUMAN"
-0.632815357499998,12.84039306625,-24.8061817089653,3.15364666868531e-08,9.84521769272165e-06,9.90774712978298,"PGBM_HUMAN",175,-29.1126377024447,4.50983354037895e-09,1.65275595268931e-06,-0.632815357499998,"Up in D3B",5.78179126997673,"HSPG2","PGBM_HUMAN"
0.368409632499999,15.70124578625,21.3475899744882,9.15766993381484e-08,1.92974999680313e-05,8.85834824473134,"A0A6Q8PH20_HUMAN",52,28.6175956264907,5.1322752343771e-09,1.80249783127353e-06,0.368409632499999,"Non-significant",5.74412524914196,"CAST","A0A6Q8PH20_HUMAN"
-0.456601619999997,13.1569144725,-25.5939627013659,2.52477354661851e-08,8.81672559383167e-06,10.1211946589805,"OAT_HUMAN",22,-27.8808210539675,6.24700276420741e-09,2.10623945198017e-06,-0.456601619999997,"Non-significant",5.67649225672027,"OAT","OAT_HUMAN"
-2.2281487,11.374651075,-28.6743576159768,1.12366732600432e-08,5.57140699464143e-06,10.8797747314737,"CAPSD_HBVD3",7,-27.4837466774522,6.95985523274725e-09,2.25633152910871e-06,-2.2281487,"Up in D3B",5.64659708789605,"C","CAPSD_HBVD3"
-0.339486359499997,10.10449922025,-19.6887003031095,1.62346641865091e-07,2.64830485846343e-05,8.27894597152555,"TRIPC_HUMAN",64,-27.1316603053847,7.66959071715043e-09,2.39433259832818e-06,-0.339486359499997,"Non-significant",5.62081552160478,"TRIP12","TRIPC_HUMAN"
-1.24914074175,9.716737271625,-25.4679847364185,2.61499750677176e-08,8.81672559383167e-06,10.0876343666632,"IREB2_HUMAN",35,-26.7280865362424,8.58572789479656e-09,2.58461072947287e-06,-1.24914074175,"Up in D3B",5.5876048571241,"IREB2","IREB2_HUMAN"
0.515266895,12.9464805125,23.4834397031074,4.65543722566631e-08,1.24107763190511e-05,9.52918659143621,"PROS_HUMAN",31,26.5665954306449,8.98649356507030e-09,2.61197083655095e-06,0.515266895,"Up in D5BM",5.58303167639991,"PROS1","PROS_HUMAN"
-0.399352547499998,16.61349415875,-21.0764912062724,1.00255992500016e-07,1.98552687320652e-05,8.76738873772981,"NAMPT_HUMAN",40,-25.8397679942127,1.10726423435092e-08,3.11104341044797e-06,-0.399352547499998,"Non-significant",5.50709392885064,"NAMPT","NAMPT_HUMAN"
0.52032256,10.65863502,23.4437937941213,4.7116483830779e-08,1.24107763190511e-05,9.51742839537712,"APBA1_HUMAN",25,25.5955495203252,1.18925714404397e-08,3.23362853778923e-06,0.52032256,"Up in D5BM",5.49030987102642,"APBA1","APBA1_HUMAN"
0.430713889999998,12.35798967,22.1218829364817,7.11353474655846e-08,1.71314241082118e-05,9.11066227753303,"CAP2_HUMAN",27,25.0620215668868,1.39339354794216e-08,3.59609995026013e-06,0.430713889999998,"Non-significant",5.44416824595906,"CAP2","CAP2_HUMAN"
-0.354092832500001,13.39046037125,-18.8986192578531,2.16817852134532e-07,2.94803392287289e-05,7.9825359215647,"TENS1_HUMAN",81,-25.0275378303949,1.40789296901868e-08,3.59609995026013e-06,-0.354092832500001,"Non-significant",5.44416824595906,"TNS1","TENS1_HUMAN"
1.3111088265,10.69381797425,24.1363184451336,3.83123964448999e-08,1.15333996297879e-05,9.71931196858108,"FSTL1_HUMAN",17,24.6940510655721,1.55726906698492e-08,3.86065322518115e-06,1.3111088265,"Up in D5BM",5.41333920618581,"FSTL1","FSTL1_HUMAN"
1.51970648775,9.023842215375,23.2532657979203,4.99278717535622e-08,1.27527888185084e-05,9.46057368554553,"ITA7_HUMAN",30,24.1412091218513,1.84609438137106e-08,4.36642482189934e-06,1.51970648775,"Up in D5BM",5.35987401282495,"ITGA7","ITA7_HUMAN"
0.197544574999998,15.84524417,13.3051803473718,2.53286125592473e-06,0.000100705129840517,5.38862481632334,"PLEC_HUMAN",400,23.986787730318,1.93726342077873e-08,4.36642482189934e-06,0.197544574999998,"Non-significant",5.35987401282495,"PLEC","PLEC_HUMAN"
-0.329954387499999,13.84874332125,-18.1966807553248,2.83175920763423e-07,3.21352732238823e-05,7.70700802397661,"PARP1_HUMAN",57,-23.8835201047696,2.00106943769095e-08,4.36642482189934e-06,-0.329954387499999,"Non-significant",5.35987401282495,"PARP1","PARP1_HUMAN"
0.343689919999999,12.4622313975,19.0923860439401,2.0175104487811e-07,2.94803392287289e-05,8.05653703981582,"NEP_HUMAN",38,23.7449458814951,2.09045552231396e-08,4.36642482189934e-06,0.343689919999999,"Non-significant",5.35987401282495,"MME","NEP_HUMAN"
0.420679570000004,18.1832072725,19.7857992152158,1.56797340053142e-07,2.64328955861587e-05,8.31442028794691,"GATM_HUMAN",48,23.6789759737149,2.13458780759659e-08,4.36642482189934e-06,0.420679570000004,"Non-significant",5.35987401282495,"GATM","GATM_HUMAN"
-0.260757920000001,14.8444778925,-18.0651163136806,2.9803647417135e-07,3.21598679252916e-05,7.65402268091496,"AK1D1_HUMAN",30,-23.6629187337262,2.14548840334054e-08,4.36642482189934e-06,-0.260757920000001,"Non-significant",5.35987401282495,"AKR1D1","AK1D1_HUMAN"
-0.3887286175,16.51775383875,-20.0349726031221,1.43517031786684e-07,2.52021887693742e-05,8.40453122003789,"A1AT_HUMAN",33,-23.621427659048,2.17394741821432e-08,4.36642482189934e-06,-0.3887286175,"Non-significant",5.35987401282495,"SERPINA1","A1AT_HUMAN"
-0.426354169999998,14.73713887,-21.4016668740482,8.99494992785429e-08,1.92974999680313e-05,8.87632646774252,"AACT_HUMAN",24,-23.5174243629512,2.24717780799641e-08,4.36642482189934e-06,-0.426354169999998,"Non-significant",5.35987401282495,"SERPINA3","AACT_HUMAN"
-0.236192942499997,14.80783474625,-15.9906161378766,7.02549665472435e-07,5.20902566387871e-05,6.75673890153385,"FKBP4_HUMAN",42,-23.340151781993,2.37851572643826e-08,4.36642482189934e-06,-0.236192942499997,"Non-significant",5.35987401282495,"FKBP4","FKBP4_HUMAN"
0.360333439999994,18.510190965,19.1645234554038,1.96448663964624e-07,2.94803392287289e-05,8.08386643728696,"BHMT1_HUMAN",37,23.2883629035407,2.41850659317076e-08,4.36642482189934e-06,0.360333439999994,"Non-significant",5.35987401282495,"BHMT","BHMT1_HUMAN"
-0.6218891125,10.86002588125,-21.7071130394036,8.13533365582915e-08,1.85331695635092e-05,8.97685721314536,"ZN622_HUMAN",26,-23.2082006031612,2.48191435932846e-08,4.36642482189934e-06,-0.6218891125,"Up in D3B",5.35987401282495,"ZNF622","ZN622_HUMAN"
0.502012969999996,15.8752366325,20.6511133154359,1.15828892055689e-07,2.169603846972e-05,8.62181213705516,"DPYL2_HUMAN",35,23.1958016568952,2.49188858991743e-08,4.36642482189934e-06,0.502012969999996,"Up in D5BM",5.35987401282495,"DPYSL2","DPYL2_HUMAN"
0.369486330000001,17.1047132025,18.0362421489085,3.01415300284499e-07,3.21598679252916e-05,7.64233576379726,"AHNK_HUMAN",309,23.1805834845037,2.50419268995694e-08,4.36642482189934e-06,0.369486330000001,"Non-significant",5.35987401282495,"AHNAK","AHNK_HUMAN"
0.399584767499995,18.24014234625,19.3682714716878,1.82307814820007e-07,2.79395012930516e-05,8.16042006859871,"ANXA2_HUMAN",42,23.1257911061696,2.5490650403981e-08,4.36642482189934e-06,0.399584767499995,"Non-significant",5.35987401282495,"ANXA2","ANXA2_HUMAN"
0.3289065375,14.65507531125,19.0303972054179,2.06437702629762e-07,2.94803392287289e-05,8.03295727974388,"LPP_HUMAN",31,23.0614007198834,2.60296311702656e-08,4.36642482189934e-06,0.3289065375,"Non-significant",5.35987401282495,"LPP","LPP_HUMAN"
-0.335879325000002,10.7018303875,-19.01993589538,2.07240772768199e-07,2.94803392287289e-05,8.02896921670659,"HMDH_HUMAN",32,-23.0323313694961,2.62771666060073e-08,4.36642482189934e-06,-0.335879325000002,"Non-significant",5.35987401282495,"HMGCR","HMDH_HUMAN"
-0.491428847500003,12.19373202125,-21.8013460377374,7.8892852777908e-08,1.84718848906941e-05,9.00752754026532,"PDCD4_HUMAN",21,-23.0091866072385,2.64761548461302e-08,4.36642482189934e-06,-0.491428847500003,"Non-significant",5.35987401282495,"PDCD4","PDCD4_HUMAN"
0.2843318,12.6608116625,16.6823216661449,5.21933439728696e-07,4.49470130020809e-05,7.06952282173469,"MRP3_HUMAN",58,22.9180886803756,2.7276084900891e-08,4.36642482189934e-06,0.2843318,"Non-significant",5.35987401282495,"ABCC3","MRP3_HUMAN"
0.675551414999997,11.39206624,21.357442195493,9.127776368613e-08,1.92974999680313e-05,8.86162775510918,"PALLD_HUMAN",30,22.8980957432703,2.74552753067582e-08,4.36642482189934e-06,0.675551414999997,"Up in D5BM",5.35987401282495,"PALLD","PALLD_HUMAN"
0.251939055000001,14.2219737775,16.6473292302258,5.29688478056769e-07,4.49470130020809e-05,7.05404252419787,"PLSI_HUMAN",37,22.8369788725318,2.80113482935195e-08,4.37236397714955e-06,0.251939055000001,"Non-significant",5.35928369240211,"PLS1","PLSI_HUMAN"
-0.840979099999998,11.5501058075,-22.474425208012,6.35875056690814e-08,1.57640907436673e-05,9.22201266254381,"APOL1_HUMAN",15,-22.4883504666264,3.14373888965922e-08,4.81792274562501e-06,-0.840979099999998,"Up in D3B",5.31714016810226,"APOL1","APOL1_HUMAN"
0.60850048,14.0009579675,25.4874787078976,2.60079921141527e-08,8.81672559383167e-06,10.0928415588769,"S22A1_HUMAN",12,22.3348330133442,3.30943347655332e-08,4.93231834617121e-06,0.60850048,"Up in D5BM",5.30694890054271,"SLC22A1","S22A1_HUMAN"
-0.381190297499998,16.97416353375,-18.2699543338092,2.75265541412769e-07,3.21352732238823e-05,7.73633013584433,"TRFE_HUMAN",55,-22.2645194125406,3.38860225523521e-08,4.93231834617121e-06,-0.381190297499998,"Non-significant",5.30694890054271,"TF","TRFE_HUMAN"
0.232055662500002,15.92423629875,16.3251240034465,6.07591976923859e-07,4.83150261650114e-05,6.90980483840007,"ANXA7_HUMAN",32,22.2419707279479,3.41444212175187e-08,4.93231834617121e-06,0.232055662500002,"Non-significant",5.30694890054271,"ANXA7","ANXA7_HUMAN"
0.419272900000003,11.8126752375,19.9058946947122,1.50229661347427e-07,2.58425676632135e-05,8.35801622552938,"PLIN2_HUMAN",27,22.2091541522402,3.45244729415235e-08,4.93231834617121e-06,0.419272900000003,"Non-significant",5.30694890054271,"PLIN2","PLIN2_HUMAN"
1.3688272235,8.654470265,27.977412281317,1.33911257667206e-08,5.94072626777303e-06,10.7179866442287,"S40A1_HUMAN",5,22.090003212963,3.59451057830611e-08,5.0496882774237e-06,1.3688272235,"Up in D5BM",5.2967354305097,"SLC40A1","S40A1_HUMAN"
0.258954765000002,15.087450145,16.1822908310562,6.46232056531888e-07,5.09073832196942e-05,6.84486725613495,"DPP4_HUMAN",42,22.0244669790586,3.67545773059698e-08,5.05323332433249e-06,0.258954765000002,"Non-significant",5.29643064850021,"DPP4","DPP4_HUMAN"
0.347267390000001,12.55800879,18.4634660774871,2.5555439397923e-07,3.16774703948666e-05,7.81313141640793,"LIMD1_HUMAN",33,21.9915149368602,3.71693517746607e-08,5.05323332433249e-06,0.347267390000001,"Non-significant",5.29643064850021,"LIMD1","LIMD1_HUMAN"
0.375364542499998,15.47041904875,18.4651184832853,2.5539313269254e-07,3.16774703948666e-05,7.81378328197812,"AGM1_HUMAN",38,21.8980368658994,3.83750524517029e-08,5.13433836691118e-06,0.375364542499998,"Non-significant",5.28951551352978,"PGM3","AGM1_HUMAN"
0.446650980000001,15.4769902225,19.5776293289956,1.68970171054018e-07,2.65592102833711e-05,8.2381164012007,"ZYX_HUMAN",27,21.5630425279209,4.30734630107743e-08,5.66101829595078e-06,0.446650980000001,"Non-significant",5.24710544150869,"ZYX","ZYX_HUMAN"
0.167431354999998,16.1910989275,11.3920802834883,7.38628523055092e-06,0.000197022146228841,4.22903389335233,"SPTN1_HUMAN",224,21.488825692718,4.42002921074569e-08,5.66101829595078e-06,0.167431354999998,"Non-significant",5.24710544150869,"SPTAN1","SPTN1_HUMAN"
0.8092932725,12.49941301375,33.3800576927244,3.79833709645107e-09,3.226540403e-06,11.8448424039094,"SPP24_HUMAN",7,21.4806531460383,4.43263978565371e-08,5.66101829595078e-06,0.8092932725,"Up in D5BM",5.24710544150869,"SPP2","SPP24_HUMAN"
0.412354232499997,15.93329012375,18.360141409648,2.65871766029077e-07,3.2014758797987e-05,7.7722380954426,"CALD1_HUMAN",42,21.3496842539639,4.64037801713105e-08,5.83787258304442e-06,0.412354232499997,"Non-significant",5.23374538812234,"CALD1","CALD1_HUMAN"
0.434244154999998,11.7042408,21.0811420008448,1.00099421033614e-07,1.98552687320652e-05,8.76896096710813,"ACY3_HUMAN",17,20.9347034147742,5.37489399523726e-08,6.62180388134782e-06,0.434244154999998,"Non-significant",5.17902368593818,"ACY3","ACY3_HUMAN"
0.444557905,11.382766845,18.0864718519028,2.955651533052e-07,3.21598679252916e-05,7.66265285105579,"ACD10_HUMAN",56,20.9110170636611,5.42062484058607e-08,6.62180388134782e-06,0.444557905,"Non-significant",5.17902368593818,"ACAD10","ACD10_HUMAN"
0.643634319999999,12.9650726325,28.7521344410801,1.10217283027166e-08,5.57140699464143e-06,10.8974975921102,"GSTM4_HUMAN",9,20.7417666041599,5.76048376613673e-08,6.93644538068092e-06,0.643634319999999,"Up in D5BM",5.15886302911863,"GSTM4","GSTM4_HUMAN"
0.8191046745,10.04735160025,20.4534541921956,1.23988794401156e-07,2.27195988697249e-05,8.55295060142396,"RDH5_HUMAN",16,20.6992055627918,5.84969174484091e-08,6.94465517144564e-06,0.8191046745,"Up in D5BM",5.15834931376457,"RDH5","RDH5_HUMAN"
0.367667194999996,13.3454930775,17.6771513302994,3.47288097998703e-07,3.52685708196514e-05,7.49520783600287,"CADH2_HUMAN",34,20.5149369722805,6.25435410123506e-08,7.32193759990421e-06,0.367667194999996,"Non-significant",5.13537397664716,"CDH2","CADH2_HUMAN"
0.618119002500002,10.52443301625,19.5583585666281,1.7015035654313e-07,2.65592102833711e-05,8.23100506951465,"ANXA3_HUMAN",21,20.3776216193816,6.57649737210936e-08,7.58230298304646e-06,0.618119002500002,"Up in D5BM",5.12019886548646,"ANXA3","ANXA3_HUMAN"
0.374014852499995,13.14691042875,18.8890856360604,2.1759153809228e-07,2.94803392287289e-05,7.97887248357517,"PAI1_HUMAN",22,20.3446279855497,6.65666651732635e-08,7.58230298304646e-06,0.374014852499995,"Non-significant",5.12019886548646,"SERPINE1","PAI1_HUMAN"
-0.613536357499999,12.53971910625,-18.6121442606572,2.41496854137375e-07,3.16774703948666e-05,7.8715197720814,"PCKGC_HUMAN",38,-20.1130119098678,7.2515580175274e-08,8.14978433729846e-06,-0.613536357499999,"Up in D3B",5.08885388357419,"PCK1","PCKGC_HUMAN"
0.41325355,13.7526944875,18.1988723560476,2.82935606480715e-07,3.21352732238823e-05,7.70788698194911,"TES_HUMAN",27,20.0583532784584,7.40055760203325e-08,8.2078026352024e-06,0.41325355,"Non-significant",5.08577309515052,"TES","TES_HUMAN"
0.709717990000001,11.25355804,19.6710592805511,1.63378636421993e-07,2.64830485846343e-05,8.27247908179949,"SFXN3_HUMAN",17,19.9953374066211,7.57664711872846e-08,8.29396864464444e-06,0.709717990000001,"Up in D5BM",5.08123761081956,"SFXN3","SFXN3_HUMAN"
-0.437723875,10.7333503975,-17.6365638255642,3.52954961692088e-07,3.54173496678882e-05,7.47836740276598,"OAS3_HUMAN",39,-19.9045071466467,7.83884841112277e-08,8.47098118684023e-06,-0.437723875,"Non-significant",5.07206628278019,"OAS3","OAS3_HUMAN"
0.167075869999998,10.73316872,11.10177780911,8.81286309236218e-06,0.000219774032560713,4.03653184577932,"DYST_HUMAN",277,19.83865687089,8.0353503420558e-08,8.57341367508713e-06,0.167075869999998,"Non-significant",5.06684622065991,"DST","DYST_HUMAN"
0.550030469999999,10.6759887925,21.0459720503256,1.01290373173425e-07,1.98552687320652e-05,8.75706125390812,"HLAE_HUMAN",13,19.5117180510623,9.09715638888653e-08,9.52209077809419e-06,0.550030469999999,"Up in D5BM",5.02126768252991,"HLA-E","HLAE_HUMAN"
