"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D2BM_vs_D5B","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names","D5B_vs_D2BM"
-1.14160585500001,16.905447245,-74.3809901630787,1.29827384228756e-11,2.06909141970228e-08,17.3317041835286,"FAS_HUMAN",166,119.306633868564,1.02550847810952e-13,4.9138136836067e-10,1.14160585500001,"Up in D5B",9.30858131462751,"FASN","FAS_HUMAN",-1.14160585500001
3.0130145575,11.88916814375,108.765298951109,8.55151234824427e-13,7.20806975833510e-09,19.2151304525928,"APOA4_HUMAN",29,-117.308015211379,1.16593040303872e-13,4.9138136836067e-10,-3.0130145575,"Up in D2BM",9.30858131462751,"APOA4","APOA4_HUMAN",3.0130145575
-1.4535381775,13.32370603125,-75.4880021508543,1.16802968473071e-11,2.06909141970228e-08,17.4150100613404,"EPIPL_HUMAN",173,98.2722141834336,4.47448119389329e-13,1.25718006611088e-09,1.4535381775,"Up in D5B",8.90060251378767,"EPPK1","EPIPL_HUMAN",-1.4535381775
-0.805612565000004,11.9031481725,-54.0761993674724,1.26963200399763e-10,5.09606102937907e-08,15.3670856973807,"FAT1_HUMAN",154,90.5104648790686,8.35790730959463e-13,1.76122001781433e-09,0.805612565000004,"Up in D5B",8.75418638704575,"FAT1","FAT1_HUMAN",-0.805612565000004
1.394756795,14.9831953025,75.0821717135401,1.21396705765116e-11,2.06909141970228e-08,17.3847003701656,"AACT_HUMAN",24,-82.5172573788014,1.68651312323775e-12,2.48737350660205e-09,-1.394756795,"Up in D2BM",8.60425899572055,"SERPINA3","AACT_HUMAN",1.394756795
-1.440851925,11.5519891975,-72.6596059325456,1.53508131455778e-11,2.06909141970228e-08,17.1981355497982,"MUC18_HUMAN",25,79.8729227896136,2.15964496937937e-12,2.48737350660205e-09,1.440851925,"Up in D5B",8.60425899572055,"MCAM","MUC18_HUMAN",-1.440851925
-0.904088495000005,13.8659281725,-57.6514886645149,8.03326550747845e-11,4.39884282528912e-08,15.7849509767899,"VILI_HUMAN",48,79.2624249043966,2.28918055054417e-12,2.48737350660205e-09,0.904088495000005,"Up in D5B",8.60425899572055,"VIL1","VILI_HUMAN",-0.904088495000005
1.9623982925,11.65778124375,71.5235597105048,1.71831058701103e-11,2.06909141970228e-08,17.1071971214474,"PIGR_HUMAN",36,-78.431475214168,2.47985893214273e-12,2.48737350660205e-09,-1.9623982925,"Up in D2BM",8.60425899572055,"PIGR","PIGR_HUMAN",1.9623982925
-0.818902012500001,15.65505981375,-57.3245646495873,8.366650060866e-11,4.39884282528912e-08,15.7482623628059,"DPYL2_HUMAN",35,77.7262156549225,2.65587395413672e-12,2.48737350660205e-09,0.818902012500001,"Up in D5B",8.60425899572055,"DPYSL2","DPYL2_HUMAN",-0.818902012500001
-1.27008629,12.900113105,-68.8328977204978,2.26074308879929e-11,2.38197543693615e-08,16.8824892620647,"HRG_HUMAN",22,73.9975925878633,3.85722564659829e-12,3.2512554975177e-09,1.27008629,"Up in D5B",8.48794890045095,"HRG","HRG_HUMAN",-1.27008629
