"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1B_vs_D8BM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
2.2682824125,13.34006238125,84.858433676432,4.91600633672979e-12,1.03592543530738e-08,18.2994097501908,"EPIPL_HUMAN",173,114.889238965016,1.36585703771715e-13,7.99262068338509e-10,2.2682824125,"Up in D8BM",9.09731079744195,"EPPK1","EPIPL_HUMAN"
2.8615901475,13.16629850875,102.81301002556,1.24203194440676e-12,5.23454362970227e-09,19.3213794012115,"HRG_HUMAN",22,110.030797885984,1.89645763041525e-13,7.99262068338509e-10,2.8615901475,"Up in D8BM",9.09731079744195,"HRG","HRG_HUMAN"
2.0216569925,13.18569445625,81.9676904254171,6.30214928457286e-12,1.06241632639329e-08,18.100794718561,"APOA5_HUMAN",27,94.8986027112949,5.83388120705234e-13,1.26873233898262e-09,2.0216569925,"Up in D8BM",8.89662999016993,"APOA5","APOA5_HUMAN"
4.9092292785,11.17510008825,156.130407757232,6.21067689556081e-14,5.23497955526821e-10,21.0451064617722,"SPP24_HUMAN",7,94.5053286014446,6.02079648348615e-13,1.26873233898262e-09,4.9092292785,"Up in D8BM",8.89662999016993,"SPP2","SPP24_HUMAN"
2.0454394825,12.71710503125,73.028336933383,1.44163894267144e-11,1.36100259923211e-08,17.4106748417471,"PCSK6_HUMAN",46,89.3409947953204,9.22542387724623e-13,1.55522195722617e-09,2.0454394825,"Up in D8BM",8.80820762083675,"PCSK6","PCSK6_HUMAN"
1.70013642,15.5859407175,66.0971403675953,2.94519104976018e-11,2.05021832393175e-08,16.7823076996614,"DPYL2_HUMAN",35,80.3689902905927,2.06047857593682e-12,2.89462898609525e-09,1.70013642,"Up in D8BM",8.53840709328968,"DPYSL2","DPYL2_HUMAN"
2.35150671225,10.272767306375,69.3698534868145,2.08337874176465e-11,1.75607994143342e-08,17.0903589030309,"EHD2_HUMAN",29,76.452485566904,3.01080061239686e-12,3.54593414730873e-09,2.35150671225,"Up in D8BM",8.45026933408366,"EHD2","EHD2_HUMAN"
2.620333435,12.68034184,85.5202549320093,4.64976547699814e-12,1.03592543530738e-08,18.3433648583809,"IL18_HUMAN",13,75.3391277404663,3.36546128585477e-12,3.54593414730873e-09,2.620333435,"Up in D8BM",8.45026933408366,"IL18","IL18_HUMAN"
2.70363331,12.939490555,68.2309178646259,2.34569685690551e-11,1.79744352789605e-08,16.9855642026972,"HTRA1_HUMAN",27,73.2683369407184,4.1583745393919e-12,3.65097744593518e-09,2.70363331,"Up in D8BM",8.43759084991419,"HTRA1","HTRA1_HUMAN"
-1.9385175725,12.96970629625,-72.9469683829145,1.45320007036291e-11,1.36100259923211e-08,17.4038094657922,"HMOX1_HUMAN",18,-72.8757716953176,4.33144791308005e-12,3.65097744593518e-09,-1.9385175725,"Up in D1B",8.43759084991419,"HMOX1","HMOX1_HUMAN"
