"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D5B_vs_D8CM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
-2.91213274,14.942142725,-132.226715261308,2.57300942313659e-13,2.16878964276183e-09,19.0663994325566,"FGL1_HUMAN",19,-135.277417128688,5.58043245818683e-14,4.70374651900568e-10,-2.91213274,"Up in D5B",9.32755609007036,"FGL1","FGL1_HUMAN"
1.4579775325,16.12900292875,70.2873362371782,2.28826853715429e-11,6.42927183322452e-08,16.5732398495201,"FLNA_HUMAN",152,92.585255222036,9.57451112806306e-13,2.71646357878071e-09,1.4579775325,"Up in D8CM",8.56599611343188,"FLNA","FLNA_HUMAN"
1.6421413425,13.09348583125,82.9540030150019,7.05726488518646e-12,2.97428428586183e-08,17.3801670607309,"MUC18_HUMAN",25,92.4649321264533,9.66827706292814e-13,2.71646357878071e-09,1.6421413425,"Up in D8CM",8.56599611343188,"MCAM","MUC18_HUMAN"
1.1260967275,14.88102078375,61.4592429095184,5.93157843588974e-11,8.95815133694351e-08,15.8447628164923,"VILI_HUMAN",48,81.0785852909249,2.58819461008663e-12,5.45397309210505e-09,1.1260967275,"Up in D8CM",8.26328700903816,"VIL1","VILI_HUMAN"
1.4374036795,9.73781275775,57.7194813485364,9.25972667734959e-11,1.11500337376257e-07,15.4827825877719,"FLNC_HUMAN",88,68.7494479061848,8.90482011881928e-12,1.50117457563055e-08,1.4374036795,"Up in D8CM",7.82356879954596,"FLNC","FLNC_HUMAN"
1.167078255,13.990647195,52.5033585743106,1.81276058807776e-10,1.59172921138397e-07,14.9130938876397,"PFKAP_HUMAN",36,61.0541989419082,2.16600384395641e-11,3.0428744001181e-08,1.167078255,"Up in D8CM",7.51671597352464,"PFKP","PFKAP_HUMAN"
-3.88728129575,9.813955842125,-60.8356728842103,6.37666485011995e-11,8.95815133694351e-08,15.7868485334387,"TSP4_HUMAN",10,-59.1808461853758,2.73513525477977e-11,3.29349358036267e-08,-3.88728129575,"Up in D5B",7.48234317874313,"THBS4","TSP4_HUMAN"
1.74331188175,9.873578786625,52.6585332976463,1.77522044067498e-10,1.59172921138397e-07,14.9312503080694,"TRFM_HUMAN",35,56.9060835518747,3.66769706401442e-11,3.56203170139536e-08,1.74331188175,"Up in D8CM",7.44830221971842,"MELTF","TRFM_HUMAN"
0.608885765000002,14.3549180025,35.6549753411791,2.80985477464863e-09,6.35248856838913e-07,12.3442736153933,"EPIPL_HUMAN",173,56.6306503325106,3.80333198630421e-11,3.56203170139536e-08,0.608885765000002,"Up in D8CM",7.44830221971842,"EPPK1","EPIPL_HUMAN"
-3.38191986125,11.064047336875,-52.20155426959,1.8883962645438e-10,1.59172921138397e-07,14.8775539268441,"PGBM_HUMAN",175,-54.7433021585211,4.90151080004156e-11,4.13148345335503e-08,-3.38191986125,"Up in D5B",7.3838939822591,"HSPG2","PGBM_HUMAN"
0.5120880625,14.02254641125,33.4875202359472,4.3776403408622e-09,7.68731884023489e-07,11.8994624384818,"ACOX3_HUMAN",46,51.4371404116853,7.8118459391564e-11,5.98600449283175e-08,0.5120880625,"Up in D8CM",7.22286296153336,"ACOX3","ACOX3_HUMAN"
-0.997816085,11.956147195,-41.1513786370506,1.01876110917153e-09,4.01249681360126e-07,13.3349056015993,"AGRIN_HUMAN",69,-49.0285701775717,1.11826821875064e-10,6.36045604373538e-08,-0.997816085,"Up in D5B",7.19651174438661,"AGRN","AGRIN_HUMAN"
1.7372782225,11.90543091375,48.5132455563502,3.17466948787657e-10,2.05840685487012e-07,14.4176821919547,"FSTL1_HUMAN",17,49.013088397382,1.12091275639223e-10,6.36045604373538e-08,1.7372782225,"Up in D8CM",7.19651174438661,"FSTL1","FSTL1_HUMAN"
0.99220991,12.063177585,43.0782452070431,7.36768862701179e-10,3.65307337865191e-07,13.6423394616611,"PALLD_HUMAN",30,48.425053446312,1.22680545870818e-10,6.36045604373538e-08,0.99220991,"Up in D8CM",7.19651174438661,"PALLD","PALLD_HUMAN"
-2.333040475,11.618612885,-62.9484555114192,5.00486539998757e-11,8.95815133694351e-08,15.979346762945,"F13A_HUMAN",7,-48.2296137987778,1.26447545641533e-10,6.36045604373538e-08,-2.333040475,"Up in D5B",7.19651174438661,"F13A1","F13A_HUMAN"
1.421797275,16.4453551775,48.8305635069098,3.0313010716081e-10,2.05840685487012e-07,14.4591929509184,"TPM1_HUMAN",16,48.2271728459323,1.26495415225794e-10,6.36045604373538e-08,1.421797275,"Up in D8CM",7.19651174438661,"TPM1","TPM1_HUMAN"
