"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","HBV.myr_vs_HBV","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc"
-7.46316242218018,17.2239904403686,-17.2463258328655,1.07363738099778e-07,5.10514574664444e-05,8.44432039880727,"CAPSD_HBVD3;HBEAG_HBVD3",4,-17.3146920930378,9.55241288659793e-08,4.54217232757732e-05,7.46316242218018,"Up in HBV",4.34273639290444,"C","Capsid protein"
-6.29481244087218,16.4155820608139,-18.0176655044327,7.58183853408678e-08,5.10514574664444e-05,8.74888075031528,"HBSAG_HBVD3",2,-17.9512942443678,7.15338912228037e-08,4.54217232757732e-05,6.29481244087217,"Up in HBV",4.34273639290444,"S","Large envelope protein"
2.00423480388471,19.2902370085692,14.371122062909,4.53819567362151e-07,0.000143860802853802,7.12731078296732,"CNN2_HUMAN",1,13.2906859699187,7.80674823714624e-07,0.000247473919117536,-2.0042348038847,"Up in HBV.myr",3.60647056392303,"CNN2","Calponin-2"
1.84290245860945,18.8863164438206,12.3615382409848,1.47288546939099e-06,0.000350178520347707,5.99592104486507,"LRCC1_HUMAN",1,11.5416498187568,2.35439246709041e-06,0.000559756809050744,-1.84290245860945,"Up in HBV.myr",3.25200061482766,"LRRCC1","Leucine-rich repeat and coiled-coil domain-containing protein 1"
2.75451013162328,18.6198056157799,10.9000086966494,3.89032529196407e-06,0.000739939870531567,5.03253587648152,"IFNE_HUMAN",1,10.6561287487358,4.36618587301233e-06,0.000830448553046945,-2.75451013162327,"Up in HBV.myr",3.08068726727026,"IFNE","Interferon epsilon"
1.37598728610595,19.2736660877772,9.26916954370727,1.33086929051492e-05,0.00210942782546615,3.78228998294996,"ATPA_HUMAN",11,9.52813329755867,1.02711579365414e-05,0.00162797853294181,-1.37598728610595,"Up in HBV.myr",2.78835132615836,"ATP5F1A","ATP synthase subunit alpha, mitochondrial"
1.97335098402448,16.5362538300927,8.41823227236583,2.72535813185701e-05,0.00370259369056573,3.0415142392424,"F8VZY6_HUMAN",1,8.19576656088496,3.17590379736983e-05,0.00431469215899816,-1.97335098402448,"Up in HBV.myr",2.36505018451832,"CDK17","Cyclin-dependent kinase 17 (Fragment)"
-3.930105440829,15.9488242124633,-8.05654864067096,3.76370257146341e-05,0.00447410143182713,2.70556933101004,"XPP3_HUMAN",1,-8.02882598678499,3.69671522406477e-05,0.00439447022260699,3.930105440829,"Up in HBV",2.35709347400694,"XPNPEP3","Xaa-Pro aminopeptidase 3"
2.02545575578485,15.219648099723,7.57747736610162,5.87842859268842e-05,0.0062115395462741,2.23952779339489,"GBRA6_HUMAN",1,7.42825564467847,6.52260136634771e-05,0.00689221544377408,-2.02545575578485,"Up in HBV.myr",2.16164115539989,"GABRA6","Gamma-aminobutyric acid receptor subunit alpha-6"
1.92888744437747,17.9285901803707,6.62483363510475,0.000152810802847801,0.0122622731819417,1.23483710008286,"AL4A1_HUMAN",6,6.6538617753692,0.000143211398295217,0.0136194039778751,-1.92888744437747,"Up in HBV.myr",1.86584189791397,"ALDH4A1","Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial"
