"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","HBVM_vs_M","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
0.506922104020397,18.0258648705755,9.79886926478158,1.70964899810434e-06,0.0114563579362972,4.47291540099815,"Q02388",16,10.8401187701356,4.19590212539905e-07,0.00281167401422991,-0.506922104020397,"Up in HBVM",2.55103503287976,"COL7A1","Collagen alpha-1(VII) chain","Q02388"
0.468445975103968,23.4102038727953,7.18896186191559,2.74285413889878e-05,0.0685186597571766,2.52810713598939,"CATD_HUMAN",26,7.87673854269056,8.96493342305841e-06,0.0203666883224226,-0.468445975103965,"Non-significant",1.69107958269461,"CTSD","Cathepsin D","CATD_HUMAN"
-0.419795661345731,22.2919726617436,-6.75947192827393,4.64012392140287e-05,0.0685186597571766,2.12153083169922,"P02771",45,-7.62036308058103,1.21574023712417e-05,0.0203666883224226,0.419795661345727,"Non-significant",1.69107958269461,"AFP","Alpha-fetoprotein","P02771"
0.284062920289308,19.6305361199479,6.35642572708178,7.75932675815859e-05,0.074278926580601,1.71364398086768,"P10586",30,7.68218542154974,1.12888225479568e-05,0.0203666883224226,-0.284062920289308,"Non-significant",1.69107958269461,"PTPRF","Receptor-type tyrosine-protein phosphatase F","P10586"
-0.542615680134457,16.8955064633612,-6.9794975960001,3.5347010355828e-05,0.0685186597571766,2.33333587433483,"ANT3_HUMAN",5,-6.78151124767082,3.47421837252604e-05,0.046561474628594,0.54261568013446,"Up in M",1.33197327378515,"SERPINC1","Antithrombin-III","ANT3_HUMAN"
-0.493951715008787,18.7773320036562,-6.49322418728738,6.5016915101705e-05,0.0726130580160875,1.85503159230183,"Q96QD8",7,-6.54824908688784,4.72435175904202e-05,0.052763135228901,0.493951715008784,"Non-significant",1.27766940622354,"SLC38A2","Sodium-coupled neutral amino acid transporter 2","Q96QD8"
-0.470954001069114,24.9538533644092,-5.37147630178193,0.00029852770482481,0.126680517322805,0.601778865262895,"ALBU_BOVIN",54,-5.78491324552529,0.000135824149074387,0.0827416020861337,0.470954001069114,"Non-significant",1.08227607432241,"ALB","Albumin","ALBU_BOVIN"
0.331318924898117,23.2841686186356,5.3794192461588,0.000295142459643935,0.126680517322805,0.611424711778975,"O14773",15,5.79494309730966,0.000133883511820065,0.0827416020861337,-0.331318924898124,"Non-significant",1.08227607432241,"TPP1","Tripeptidyl-peptidase 1","O14773"
-0.825571567277375,17.1083789750144,-6.21502573217141,9.33939452610865e-05,0.0782291033993176,1.56424928935981,"P23142",2,-5.88153729746981,0.00011830961427273,0.0827416020861337,0.825571567277368,"Non-significant",1.08227607432241,"FBLN1","Fibulin-1","P23142"
0.316312939921932,18.7953706756347,5.59020509308571,0.000218781168913051,0.126680517322805,0.863301647949638,"P50897",10,5.86016596965359,0.000121964349011072,0.0827416020861337,-0.316312939921932,"Non-significant",1.08227607432241,"PPT1","Palmitoyl-protein thioesterase 1","P50897"
-0.735237538684405,18.7101825292986,-5.92186773927425,0.000138321224710539,0.10298783630948,1.2437700082239,"P62633",5,-5.94619943844886,0.000107946703731008,0.0827416020861337,0.735237538684405,"Non-significant",1.08227607432241,"CNBP","Cellular nucleic acid-binding protein","P62633"
0.550028100450991,21.3296755055162,5.52304323942157,0.000240515254256384,0.126680517322805,0.783903115410719,"P12277",9,5.68569609174252,0.000156722203326901,0.0875162903744636,-0.550028100450994,"Non-significant",1.05791109942066,"CKB","Creatine kinase B-type","P12277"
0.6805050927371,17.1353599628209,5.3623341567722,0.00030247549278688,0.126680517322805,0.590662793811578,"P50479",4,5.32134819269238,0.00026824756081805,0.138271300387827,-0.6805050927371,"Non-significant",0.85926795276584,"PDLIM4","PDZ and LIM domain protein 4","P50479"
