"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","HBV_vs_M","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
5.55557918548584,17.2806286811829,25.1811597228974,2.68476543548137e-10,1.79906131831606e-06,12.4299799582545,"P03146",2,26.8225213705162,3.21778852791651e-12,2.15624009255685e-08,-5.55557918548584,"Up in HBV",7.66630288306452,"C","Capsid protein","P03146"
0.468958898436583,18.0068832677836,13.9029564332831,8.16607115682825e-08,0.000273604214109531,8.38055901724808,"Q02388",16,15.1559859201456,2.79299106335105e-09,9.35791655775769e-06,-0.468958898436579,"Non-significant",5.02882083162374,"COL7A1","Collagen alpha-1(VII) chain","Q02388"
0.680587387255802,18.1226090053234,12.3166872881584,2.54784979436303e-07,0.000450768624258569,7.40022588623595,"P11388",9,12.884639456347,1.81592002114888e-08,4.05616002057288e-05,-0.680587387255795,"Up in HBV",4.39188491987765,"TOP2A","DNA topoisomerase 2-alpha","P11388"
0.444045274467587,17.6206738321147,12.2448596544416,2.69075436059435e-07,0.000450768624258569,7.35206255914059,"P25205",11,12.5188767910843,2.52173710299042e-08,4.22454008178471e-05,-0.444045274467584,"Non-significant",4.37422056501377,"MCM3","DNA replication licensing factor MCM3","P25205"
-0.415448527109231,21.294375917667,-11.3909289639587,5.26570338207215e-07,0.00050009342695063,6.75162240056525,"P05162",13,-12.0425927033886,3.91650165323299e-08,4.37407959638571e-05,0.415448527109238,"Non-significant",4.35911331824475,"LGALS2","Galectin-2","P05162"
-0.427870810326443,18.8091317171231,-11.2371128950202,5.97037369885844e-07,0.00050009342695063,6.63774499382796,"Q96SB8",15,-12.1903065383037,3.41125654615069e-08,4.37407959638571e-05,0.427870810326443,"Non-significant",4.35911331824475,"SMC6","Structural maintenance of chromosomes protein 6","Q96SB8"
-0.399579200007402,21.6875118157098,-10.6268545013808,9.9763116505689e-07,0.000668512643704622,6.16746579319246,"P19224",16,-11.6264894795893,5.82526214416645e-08,5.57644023257991e-05,0.399579200007398,"Non-significant",4.25364294813938,"UGT1A6","UDP-glucuronosyltransferase 1-6","P19224"
-0.327763563361973,20.3312091789553,-11.4271541121232,5.11332951279972e-07,0.00050009342695063,6.77817836319663,"Q9NZC3",11,-11.1826930302396,9.01700422667993e-08,7.55286816537278e-05,0.32776356336197,"Non-significant",4.12188809580738,"GDE1","Glycerophosphodiester phosphodiesterase 1","Q9NZC3"
-0.569015281482763,19.2040964383245,-10.7889884881663,8.68319030956103e-07,0.000646511758492983,6.29536642561988,"P16444",7,-10.8078680434632,1.31913357606795e-07,9.82168232581261e-05,0.569015281482759,"Up in M",4.00781411687289,"DPEP1","Dipeptidase 1","P16444"
-0.338262708426118,22.2139997076175,-9.29446747294593,3.35852984656701e-06,0.00116399178944926,5.02792335984905,"P02765",12,-9.67846907928405,4.44794092949603e-07,0.000198704347790353,0.338262708426122,"Non-significant",3.70179263011867,"AHSG","Alpha-2-HS-glycoprotein","P02765"
-0.228368441768001,19.3742877573678,-8.49636337974781,7.45264587293301e-06,0.00174691318738859,4.26146001518887,"P07225",22,-9.82861171225906,3.76031201808746e-07,0.000198704347790353,0.228368441768005,"Non-significant",3.70179263011867,"XII.01","Vitamin K-dependent protein S","P07225"
-0.692442716755536,21.5780580157405,-9.20905471289955,3.64778802841882e-06,0.00116399178944926,4.94909418350229,"P35503",11,-10.021060048209,3.04102114749593e-07,0.000198704347790353,0.692442716755536,"Up in M",3.70179263011867,"UGT1A3","UDP-glucuronosyltransferase 1A3","P35503"
0.388770552121894,18.1690231372303,10.3629653607959,1.25544258757515e-06,0.000742039370938789,5.95453876375794,"P49736",8,9.89775052880632,3.48284791671375e-07,0.000198704347790353,-0.388770552121898,"Non-significant",3.70179263011867,"MCM2","DNA replication licensing factor MCM2","P49736"
0.416852914279044,19.0594273918418,9.61579610617565,2.47473895092206e-06,0.00110554838067525,5.31796047299492,"Q8TAV3",9,9.72180917985937,4.2365700429434e-07,0.000198704347790353,-0.416852914279044,"Non-significant",3.70179263011867,"CYP2W1","Cytochrome P450 2W1","Q8TAV3"
-0.577074389427132,18.7357706664471,-9.49786836414439,2.76549713631495e-06,0.00115822476940291,5.2126983547383,"Q96QD8",7,-9.74124848126032,4.14528649060622e-07,0.000198704347790353,0.577074389427136,"Up in M",3.70179263011867,"SLC38A2","Sodium-coupled neutral amino acid transporter 2","Q96QD8"
-0.210908577040012,19.1910562593053,-7.92829977360199,1.36320654046927e-05,0.00212438302969408,3.67271667059642,"Q9UDR5",29,-9.61293217222565,4.78933149565951e-07,0.00020058318970259,0.210908577040012,"Non-significant",3.69770546675587,"AASS","Alpha-aminoadipic semialdehyde synthase, mitochondrial","Q9UDR5"
0.480500054514508,17.4280411638153,8.99515110649726,4.49864552287825e-06,0.0013106705934264,4.74839121016313,"P33993",10,9.49705259248049,5.46365637364688e-07,0.000215364478587104,-0.480500054514508,"Non-significant",3.66682592604155,"MCM7","DNA replication licensing factor MCM7","P33993"
