"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","M_vs_Null","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
-0.596743827318885,17.6970231085403,-21.5652276132384,1.24839631070629e-09,8.36550367804285e-06,9.97520830664769,"P25205",11,-20.8242836355947,5.79678780773518e-11,3.88442750996334e-07,0.596743827318885,"Up in Null",6.41067297881533,"MCM3","DNA replication licensing factor MCM3","P25205"
-0.772350280016703,18.1684904517039,-13.9724594494524,7.95778776925224e-08,0.000135132766636118,7.64238417212295,"P11388",9,-14.6289846923856,3.80273246371133e-09,1.27410551196648e-05,0.772350280016703,"Up in Null",4.89479460546425,"TOP2A","DNA topoisomerase 2-alpha","P11388"
-0.489567101396606,18.2194214118677,-15.5058483994532,2.96725147933932e-08,9.9417760815264e-05,8.28139886101387,"P49736",8,-13.9651961776761,6.53190132352146e-09,1.45900902563058e-05,0.489567101396606,"Non-significant",4.83594202149282,"MCM2","DNA replication licensing factor MCM2","P49736"
-0.643970203456782,17.5097762382865,-12.6893347242186,1.96634116176909e-07,0.000263529042500293,7.01208028445746,"P33993",10,-13.3389950758943,1.11166611547696e-08,1.48985492796222e-05,0.643970203456778,"Up in Null",4.82685601820037,"MCM7","DNA replication licensing factor MCM7","P33993"
-0.542822184675437,17.8468268468012,-13.9523891548826,8.06642391500483e-08,0.000135132766636118,7.63324433761274,"Q14566",8,-13.3895579452667,1.06408353632505e-08,1.48985492796222e-05,0.542822184675433,"Up in Null",4.82685601820037,"MCM6","DNA replication licensing factor MCM6","Q14566"
0.245582751434544,20.6639356622365,7.7362442487401,1.703981039704e-05,0.0103803426791423,3.37528355114984,"P06727",35,9.30999504163003,6.35581244504781e-07,0.000709838319904423,-0.245582751434551,"Non-significant",3.14884055940682,"APOA4","Apolipoprotein A-IV","P06727"
-0.489843516989108,18.3343478320906,-9.36272626941226,3.1911855764534e-06,0.00305487636397346,4.83103955606498,"P33992",6,-9.04697585548796,8.67142918610778e-07,0.000830103528230118,0.489843516989104,"Non-significant",3.08086774023213,"MCM5","DNA replication licensing factor MCM5","P33992"
-0.635730680323231,18.2253506412215,-8.36464159630381,8.65784394209399e-06,0.00725202653199647,3.97473081609328,"P33991",5,-8.47220305991434,1.75206891894922e-06,0.00146757672823484,0.635730680323224,"Up in Null",2.83339918358775,"MCM4","DNA replication licensing factor MCM4","P33991"
0.246071092194942,18.9156390809714,7.0926493783705,3.56131556916754e-05,0.0159095837526611,2.70771803733357,"O43278",15,7.65491908732705,5.06857204720818e-06,0.00308768193530382,-0.246071092194946,"Non-significant",2.51036744306973,"SPINT1","Kunitz-type protease inhibitor 1","O43278"
-0.843999398073208,17.4785672522477,-7.33388340704372,2.68686573984527e-05,0.0138497594790024,2.96458685609127,"P06493",4,-7.69184486724448,4.8230093996783e-06,0.00308768193530382,0.843999398073212,"Up in Null",2.51036744306973,"CDK1","Cyclin-dependent kinase 1","P06493"
-0.207582372913862,20.7591714165725,-6.42839985907866,8.01960017488515e-05,0.0307838853441856,1.95695546747273,"P15144",40,-7.79862434818204,4.18164225361205e-06,0.00308768193530382,0.207582372913865,"Non-significant",2.51036744306973,"ANPEP","Aminopeptidase N","P15144"
0.32872084898499,19.3242436545734,8.09813244388383,1.14814284748799e-05,0.00799494604722433,3.72653430865205,"P16444",7,7.58275290820812,5.5878060974102e-06,0.00312032405489548,-0.328720848984982,"Non-significant",2.50580030087104,"DPEP1","Dipeptidase 1","P16444"
0.280181373165728,22.4453199644947,6.39161185520575,8.40186442927921e-05,0.0307838853441856,1.91344616981057,"P35558",34,7.40224420909424,7.15133239433616e-06,0.00368623679803436,-0.280181373165732,"Non-significant",2.43341676982871,"PCK1","Phosphoenolpyruvate carboxykinase, cytosolic [GTP]","P35558"
0.253312552496844,20.7347823131091,6.14118668966157,0.000115895170860511,0.0367101533713806,1.6117126775905,"Q9HBL0",64,7.31896402262351,8.02428661248322e-06,0.00384076747073215,-0.25331255249684,"Non-significant",2.41558198526774,"TNS1","Tensin-1","Q9HBL0"
-0.301325166842471,16.3611609633753,-7.25704723297999,2.93701027702455e-05,0.0140577899045296,2.88365388786614,"P28340",8,-7.07800185603833,1.12527184482055e-05,0.00502696442142835,0.301325166842471,"Non-significant",2.2986941885002,"POLD1","DNA polymerase delta catalytic subunit","P28340"
0.16635147133881,21.5782366014936,5.95542617650404,0.000147914362188819,0.0367101533713806,1.38155040636391,"P50453",16,6.41852244318526,2.95037975639888e-05,0.0123565592172681,-0.16635147133881,"Non-significant",1.90810244518461,"SERPINB9","Serpin B9","P50453"
0.201228362733829,21.4014859998547,6.01855766805112,0.000136075250942127,0.0367101533713806,1.46038394723246,"P05162",13,6.29909066688667,3.5350131328156e-05,0.0139341900017631,-0.201228362733829,"Non-significant",1.85591827187274,"LGALS2","Galectin-2","P05162"
0.198168058765262,22.284047032448,6.08693621093795,0.000124393853222078,0.0367101533713806,1.54505785500646,"P02765",12,6.23228253087928,3.91452693675131e-05,0.0145729138906503,-0.198168058765265,"Non-significant",1.83645360127714,"AHSG","Alpha-2-HS-glycoprotein","P02765"
0.189626657490265,19.3936913310581,5.21638658997953,0.000409182089229841,0.0806449758802696,0.411030816463438,"P10586",30,6.09350648741836,4.84762555163303e-05,0.0170968099060489,-0.189626657490262,"Non-significant",1.76708491706085,"PTPRF","Receptor-type tyrosine-protein phosphatase F","P10586"
0.143967858350202,19.5952123384005,5.02818075596694,0.000536800937055831,0.0899275769802781,0.149722843489835,"Q68CZ2",26,5.93342760464605,6.22402523533587e-05,0.0208535965509928,-0.143967858350202,"Non-significant",1.6808190328941,"TNS3","Tensin-3","Q68CZ2"
0.24490453757674,18.7338885114124,6.33503421660778,9.0286954592453e-05,0.0307838853441856,1.84612603351564,"P46527",7,5.8436886603122,7.17129975383987e-05,0.0228832760240385,-0.244904537576744,"Non-significant",1.64048180080057,"CDKN1B","Cyclin-dependent kinase inhibitor 1B","P46527"
0.449662149704867,18.9012976605545,5.79672582948228,0.000182862932341159,0.0408454836539369,1.18057359475355,"P02774",4,5.69149856146556,9.14242559789172e-05,0.0272521296966077,-0.449662149704871,"Non-significant",1.56459955286096,"GC","Vitamin D-binding protein","P02774"
