"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","MF_vs_OF","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
-0.376858398788002,21.5279284414641,-6.76794872099239,4.58396307083267e-05,0.00995527013853145,2.48570908862477,"P00450",21,-8.58989112479652,3.74170559923181e-06,0.0022936655323291,0.376858398788002,"Non-significant",2.63946991165455,"CP","Ceruloplasmin","P00450"
0.345125325565927,20.5853901426056,5.98886941089834,0.0001261500073004,0.00995527013853145,1.50122621949945,"P07437",13,7.24178970939652,1.83691285296594e-05,0.00408988692261699,-0.345125325565931,"Non-significant",2.38828869922062,"TUBB4B","Tubulin beta-4B chain","P07437"
0.382366077086353,21.4837677050968,6.34249854300876,7.8899813214376e-05,0.00995527013853145,1.95935711944196,"P07858",8,7.17366481810496,2.00157598170489e-05,0.00408988692261699,-0.382366077086356,"Non-significant",2.38828869922062,"CTSB","Cathepsin B","P07858"
0.859760553669805,18.6868952052362,6.38994121193936,7.41785881045052e-05,0.00995527013853145,2.01937981599567,"O60701",6,6.64086916442825,3.99490586717278e-05,0.00612219324144229,-0.859760553669808,"Up in MF",2.21309296641337,"UGDH","UDP-glucose 6-dehydrogenase","O60701"
0.631941383013665,22.2549397537725,5.80509453774035,0.000162067626997552,0.00995527013853145,1.25557137428785,"P04406",12,6.2205999017757,7.06951121978448e-05,0.00722268396287981,-0.631941383013668,"Up in MF",2.14130138779514,"GAPDH","Glyceraldehyde-3-phosphate dehydrogenase","P04406"
0.695432839979752,17.9343768365307,6.05035871844424,0.000116125280473192,0.00995527013853145,1.58225677555408,"P50226",5,6.2374488810305,6.90646658131472e-05,0.00722268396287981,-0.695432839979748,"Up in MF",2.14130138779514,"SULT1A1","Sulfotransferase 1A1","P50226"
0.346365298269227,18.3669167840188,5.8035946983402,0.000162402449241949,0.00995527013853145,1.25354499283868,"P00352",5,5.9741624512668,9.98878154888333e-05,0.00765390386183185,-0.346365298269234,"Non-significant",2.11611699710736,"ALDH1A1","Retinal dehydrogenase 1","P00352"
0.28463334286824,22.3187059749205,4.84862992476033,0.00064450025227783,0.0172799829825888,-0.107880548863168,"P02675",24,6.03532666999781,9.16046631326638e-05,0.00765390386183185,-0.284633342868243,"Non-significant",2.11611699710736,"FGB","Fibrinogen beta chain","P02675"
-0.311091765232415,22.0545054280237,-5.19872991576776,0.000383013085748471,0.0151383749275336,0.407711136533576,"P02655",6,-5.57682537892378,0.000177509117888546,0.00989209902415262,0.311091765232415,"Non-significant",2.00471154481501,"APOC2","Apolipoprotein C-II","P02655"
-0.799582327629899,20.6639255643564,-5.50771407357104,0.000245509177045421,0.0116623808100166,0.846935022113262,"P02766",5,-5.67918975240984,0.000152747184592662,0.00989209902415262,0.799582327629903,"Up in OF",2.00471154481501,"TTR","Transthyretin","P02766"
0.745657203435954,17.5299949692205,5.96695537155981,0.000129944208977781,0.00995527013853145,1.47220735817205,"P0DMM9",1,5.58539256634866,0.000175281200230874,0.00989209902415262,-0.745657203435954,"Up in MF",2.00471154481501,"SULT1A3;SULT1A4","Sulfotransferase 1A3","P0DMM9"
0.4047241104536,20.733537952218,5.09732480540369,0.000444519981558899,0.0151383749275336,0.260317399887598,"PRDX1_HUMAN",7,5.46586274874133,0.000209254004033926,0.0106893920393997,-0.404724110453607,"Non-significant",1.9710469946455,"PRDX1","Peroxiredoxin-1","PRDX1_HUMAN"
0.458349684364936,18.8047989651514,4.93937945225952,0.00056222007305094,0.0164114716562012,0.0275741976144968,"O75874",8,5.28612278897563,0.000274172605890554,0.011305623269206,-0.458349684364936,"Non-significant",1.9467054903805,"IDH1","Isocitrate dehydrogenase [NADP] cytoplasmic","O75874"
0.306588991247921,18.5291899818427,4.69891029563008,0.000809473321873778,0.019848285852345,-0.334073876971584,"P02786",8,5.23773924402954,0.000295089677499667,0.011305623269206,-0.306588991247921,"Non-significant",1.9467054903805,"TFRC","Transferrin receptor protein 1","P02786"
0.489216996954653,18.0987994707628,5.51225170021062,0.00024393554027308,0.0116623808100166,0.853274051268889,"P55795",3,5.27728309704554,0.0002778733317746,0.011305623269206,-0.489216996954653,"Non-significant",1.9467054903805,"HNRNPF;HNRNPH1","Heterogeneous nuclear ribonucleoprotein H","P55795"
0.451774795080951,22.00756663283,4.84468890519412,0.000648351726916056,0.0172799829825888,-0.113791353274361,"P60174",20,5.32636154676374,0.000257976027326509,0.011305623269206,-0.451774795080954,"Non-significant",1.9467054903805,"TPI1","Triosephosphate isomerase","P60174"
0.281667129157011,20.171552992601,4.65776964068501,0.000862270372934261,0.0203296822541809,-0.396813425248784,"O00299",7,5.14712965508994,0.000338953288831486,0.0122222568266883,-0.281667129157011,"Non-significant",1.91284859467595,"CLIC1","Chloride intracellular channel protein 1","O00299"
0.477703586934354,17.2964100464267,6.01622442230842,0.000121579948153886,0.00995527013853145,1.53734637045032,"P01130",1,5.01566713609995,0.00041530203120676,0.0128735374338349,-0.477703586934357,"Non-significant",1.89030209980097,"LDLR","Low-density lipoprotein receptor","P01130"
-0.297486156145066,25.406629779657,-4.36200678116661,0.00136761416773739,0.0251785739967011,-0.855051175644824,"P04217",16,-5.06419601046551,0.000385187427042191,0.0128735374338349,0.297486156145066,"Non-significant",1.89030209980097,"A1BG","Alpha-1B-glycoprotein","P04217"
0.330510532597778,21.5296770854903,4.36497140363988,0.00136122348429045,0.0251785739967011,-0.850396904229364,"P06733",20,4.97708833750874,0.000441018411273301,0.0128735374338349,-0.330510532597781,"Non-significant",1.89030209980097,"ENO1","Alpha-enolase","P06733"
0.595598839763632,17.1956896763503,5.50251324483639,0.000247326183572945,0.0116623808100166,0.839665542500938,"Q04760",1,5.00571531707057,0.000421780168927824,0.0128735374338349,-0.595598839763635,"Up in MF",1.89030209980097,"GLO1","Lactoylglutathione lyase","Q04760"
0.284942987870135,20.3538822811435,4.17752662645273,0.0018346947999443,0.0321333689247388,-1.14698956624375,"O00468",32,4.94613379662736,0.000462870029100318,0.012897242174477,-0.284942987870132,"Non-significant",1.88950314523958,"AGRN","Agrin","O00468"
0.409625886992387,17.2366919112268,5.86389546612607,0.000149507503246445,0.00995527013853145,1.33474014145839,"P05387",2,4.90793736844766,0.000491423839076881,0.013069434308314,-0.409625886992391,"Non-significant",1.88374320982531,"RPLP2","60S acidic ribosomal protein P2","P05387"
0.683307163187326,15.282136781826,5.16609122824079,0.000401754963228192,0.0151383749275336,0.360444704087065,"Q13813",1,4.8822241809757,0.000511690739640352,0.013069434308314,-0.683307163187326,"Up in MF",1.88374320982531,"SPTAN1","Spectrin alpha chain, non-erythrocytic 1","Q13813"
0.402869602847218,18.971345727658,4.7901061756571,0.000704283663274586,0.0179885785661384,-0.195896648334169,"P08865",4,4.78319678325904,0.000598384272208228,0.0146723823545457,-0.402869602847218,"Non-significant",1.83349936404144,"RPSA","40S ribosomal protein SA","P08865"
0.536923612824165,18.9603169109043,5.10530446162692,0.000439317549341939,0.0151383749275336,0.271973791628707,"Q01105",2,4.75039342761039,0.000630417792616833,0.0148633118028507,-0.536923612824161,"Up in MF",1.82788441147366,"SET;SETSIP","Protein SETSIP","Q01105"
0.542714580666445,17.2872300098429,4.52088838231972,0.00106584030831238,0.0241985225553885,-0.607338752185824,"P13639",5,4.66089734895565,0.000727362629689118,0.0159240461428368,-0.542714580666441,"Up in MF",1.79794657263841,"EEF2","Elongation factor 2","P13639"
0.466231079005816,18.3529040601394,4.39691604513584,0.00129432731677026,0.0251785739967011,-0.80032239112535,"P55072",8,4.66401040092015,0.000723738992725553,0.0159240461428368,-0.466231079005819,"Non-significant",1.79794657263841,"VCP","Transitional endoplasmic reticulum ATPase","P55072"
0.34610304116066,18.3581234820568,4.39633603340891,0.00129551050678816,0.0251785739967011,-0.801230329342418,"Q92520",6,4.63691067563563,0.000755932853763878,0.0159788565295606,-0.346103041160653,"Non-significant",1.79645430266098,"FAM3C","Protein FAM3C","Q92520"
-0.212835271129848,24.4116681349308,-3.62565586740694,0.00453467795973378,0.0501407836018494,-2.04450232424192,"P01019",23,-4.50543056273111,0.000934997599315899,0.0191051176126882,0.21283527112984,"Non-significant",1.7188502844145,"AGT","Angiotensinogen","P01019"
-0.242273798675676,20.2167174753172,-4.14713377382544,0.00192653011866803,0.0328045267428751,-1.19551148587936,"Q99574",6,-4.45770422553788,0.00101059729889377,0.0199837465878026,0.242273798675672,"Non-significant",1.69932308618655,"SERPINI1","Neuroserpin","Q99574"
0.48416303315787,22.3300372182659,4.99507250818425,0.000517317879315877,0.0158557930010316,0.110079937847201,"P14174",1,4.42428626981953,0.00106733733284172,0.0204461807822492,-0.48416303315787,"Non-significant",1.68938780355389,"MIF","Macrophage migration inhibitory factor","P14174"
-0.136089627217217,26.7962677273328,-2.90576312449237,0.0154492499115965,0.0986498978730071,-3.2483208520741,"P01009",45,-4.33537645123598,0.00123519273783904,0.0216335185227237,0.136089627217228,"Non-significant",1.66487284021269,"SERPINA1","Alpha-1-antitrypsin","P01009"
0.249093812253228,22.0672871683078,3.66863239426305,0.00422070324762798,0.0500520777204675,-1.97349873728924,"P02671",32,4.34994089116823,0.0012059033100856,0.0216335185227237,-0.249093812253228,"Non-significant",1.66487284021269,"FGA","Fibrinogen alpha chain","P02671"
0.805520712697472,16.6858702488287,4.44471504344164,0.00120063575193978,0.0251785739967011,-0.72565945084797,"P13489",1,4.36756348632812,0.00117143479341363,0.0216335185227237,-0.805520712697476,"Up in MF",1.66487284021269,"RNH1","Ribonuclease inhibitor","P13489"
0.439352873514288,19.0970511857999,5.00051111759365,0.000513142267353022,0.0158557930010316,0.11811137545628,"Q8TDB8",1,4.30801948863131,0.00129224244885531,0.0220040172541196,-0.439352873514292,"Non-significant",1.65749802317664,"SLC2A14;SLC2A3","Solute carrier family 2, facilitated glucose transporter member 3","Q8TDB8"
0.177105943808023,23.6676510867137,3.24697750656387,0.00860016225487655,0.0694926969813785,-2.67565726543445,"P02679",32,4.24285815380215,0.00143953421554422,0.0226265249776565,-0.177105943808034,"Non-significant",1.64538214065039,"FGG","Fibrinogen gamma chain","P02679"
-0.454655213121992,16.6322715622014,-4.34877399938352,0.00139652775838146,0.0251785739967011,-0.875840456181939,"P10646",3,-4.24638874469489,0.00143111954766948,0.0226265249776565,0.454655213121988,"Non-significant",1.64538214065039,"TFPI","Tissue factor pathway inhibitor","P10646"
0.398808903644575,16.8860542300712,5.13194387917778,0.000422414496482708,0.0151383749275336,0.310816206290915,"P17980",1,4.24617736099882,0.00143162189914395,0.0226265249776565,-0.398808903644571,"Non-significant",1.64538214065039,"PSMC3","26S proteasome regulatory subunit 6A","P17980"
0.458259453835314,21.2315031841951,3.90791150383305,0.00284147662178003,0.0387072259811368,-1.58134215675462,"P00558",13,4.17045268479555,0.00162401431411275,0.0237028755845503,-0.458259453835314,"Non-significant",1.62519896307237,"PGK1","Phosphoglycerate kinase 1","P00558"
0.448913412143444,18.1755718334748,4.0194190241097,0.00236855548643295,0.0362715233145458,-1.40065712965462,"P05121",6,4.1916048818449,0.00156769426827234,0.0237028755845503,-0.448913412143447,"Non-significant",1.62519896307237,"SERPINE1","Plasminogen activator inhibitor 1","P05121"
0.466162006601639,19.4893532539648,4.04665686066518,0.00226607797295201,0.035618097369733,-1.35673984799137,"P42330",5,4.17179841855111,0.00162036890423936,0.0237028755845503,-0.466162006601639,"Non-significant",1.62519896307237,"AKR1C3","Aldo-keto reductase family 1 member C3","P42330"
-0.467565273168745,16.9053639310242,-4.46126519400992,0.00116988830717068,0.0251785739967011,-0.699882228333148,"Q9HBI1",2,-4.14843751023352,0.00168488302407477,0.0240193789246009,0.467565273168745,"Non-significant",1.61943822645459,"PARVB","Beta-parvin","Q9HBI1"
-0.248329730545482,22.0983341330543,-3.51007504061077,0.00550513938536893,0.0562441740538526,-2.23619246542153,"P02763",12,-3.98332318576728,0.00222457553020255,0.0309923818185038,0.248329730545489,"Non-significant",1.50874504619105,"ORM1","Alpha-1-acid glycoprotein 1","P02763"
0.367824835227918,17.4738543923333,4.12524725117941,0.00199564692016096,0.0330630151907749,-1.2305252020599,"P06748",3,3.95193578309304,0.00234610932548453,0.0319592225893782,-0.367824835227921,"Non-significant",1.49540379347724,"NPM1","Nucleophosmin","P06748"
0.630166296827561,19.3001416258033,4.00468814753593,0.00242599095578528,0.0362715233145458,-1.42444510600753,"Q99880",2,3.93454526799122,0.0024164017764455,0.0322011801948064,-0.630166296827564,"Up in MF",1.49212821082904,"H2BC11;H2BC12;H2BC13;H2BC14;H2BC15;H2BC17;H2BC18;H2BC21;H2BC3;H2BC4;H2BC5;H2BC9;H2BS1;H2BU1","Histone H2B type 1-K","Q99880"
-0.248525482809924,21.6073795142576,-3.57860202024542,0.00490639061180342,0.0518554731902671,-2.12241728903177,"P19652",7,-3.88579047789533,0.00262538772934247,0.0335283891268111,0.248525482809914,"Non-significant",1.47458731177078,"ORM2","Alpha-1-acid glycoprotein 2","P19652"
0.354877470058291,21.4923613314369,3.65365138108013,0.0043275042727321,0.0500520777204675,-1.99823168824259,"P30086",8,3.89715664548492,0.00257504372228036,0.0335283891268111,-0.354877470058295,"Non-significant",1.47458731177078,"PEBP1","Phosphatidylethanolamine-binding protein 1","P30086"
0.380171249419817,21.7103086499439,3.67357959994677,0.00418603878521226,0.0500520777204675,-1.96533542422021,"P07737",6,3.83795027154982,0.0028487564394257,0.0351203040950331,-0.380171249419821,"Non-significant",1.45444173233817,"PFN1","Profilin-1","P07737"
0.927359620113577,16.0809054134539,3.79565240327231,0.00341825213591422,0.0442803823347806,-1.76461703520207,"Q9BRF8",2,3.83470109348943,0.00286462513010058,0.0351203040950331,-0.927359620113574,"Up in MF",1.45444173233817,"CPPED1","Serine/threonine-protein phosphatase CPPED1","Q9BRF8"
-0.162430987094627,25.4511104447438,-2.9571509756011,0.0141395796519748,0.094212633985441,-3.16212315187979,"ANT3_HUMAN",22,-3.78986885172003,0.00309318796601074,0.0371789063365605,0.162430987094627,"Non-significant",1.42970338968469,"SERPINC1","Antithrombin-III","ANT3_HUMAN"
0.506217465241768,18.1783226566231,3.74295700273276,0.003729931966596,0.0466622101127214,-1.8510891310847,"P31946",3,3.73369518365107,0.00340651588724613,0.0396331251011265,-0.506217465241768,"Up in MF",1.40194168187564,"YWHAB","14-3-3 protein beta/alpha","P31946"
0.51043101091096,17.5066843654829,3.96470044331928,0.00258937930241385,0.0377926074376116,-1.48914568389074,"Q13509",1,3.73026524474768,0.00342668128933067,0.0396331251011265,-0.51043101091096,"Up in MF",1.40194168187564,"TUBB","Tubulin beta chain","Q13509"
0.287476390994559,20.2702128475769,3.36372585661607,0.00705044957231871,0.0608721913779066,-2.48021191862147,"P14618",11,3.68500650282698,0.00370463887271454,0.0414928775816255,-0.287476390994559,"Non-significant",1.38202644527502,"PKM","Pyruvate kinase PKM","P14618"
0.21236119625258,22.6062155441078,3.21327410115878,0.00910964544812668,0.0709791070999018,-2.73217096803189,"P32119",11,3.68216463354723,0.00372285198530082,0.0414928775816255,-0.212361196252584,"Non-significant",1.38202644527502,"PRDX2","Peroxiredoxin-2","P32119"
0.754122680660906,16.3849631897915,3.65935138699903,0.00428654123826586,0.0500520777204675,-1.98881895579084,"P17931",1,3.63411212630331,0.00404521937861191,0.0436989192812506,-0.754122680660902,"Up in MF",1.35952930344132,"LGALS3","Galectin-3","P17931"
0.468853479358454,18.331640023284,3.90872095534148,0.0028377083746431,0.0387072259811368,-1.58002550590124,"Q00839",1,3.63152708897958,0.00406335791032836,0.0436989192812506,-0.468853479358454,"Non-significant",1.35952930344132,"HNRNPU","Heterogeneous nuclear ribonucleoprotein U","Q00839"
0.295871953635739,19.4547489952494,3.38491913002517,0.00680150265904577,0.0604249439129718,-2.44479852238881,"Q15274",7,3.60430828439814,0.00425951796480555,0.0450186984901,-0.295871953635739,"Non-significant",1.34660706479392,"QPRT","Nicotinate-nucleotide pyrophosphorylase [carboxylating]","Q15274"
