"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","HMF_vs_HF","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
-5.51634731292728,17.7733784675598,-30.1894424105832,3.27973027029606e-11,2.01047465569149e-08,15.2282789820426,"P03146",1,-29.4924139848582,1.61651928789153e-11,9.90926323477506e-09,5.51634731292728,"Up in HF",8.00395863461327,"C","Capsid protein","P03146"
0.657297965622462,18.974269965823,11.1456865739463,5.4854152857773e-07,0.000168127978509074,6.80289389405897,"P30048",3,9.8804095678571,1.12202911191797e-06,0.000343901922802857,-0.657297965622469,"Up in HMF",3.46356539597114,"PRDX3","Thioredoxin-dependent peroxide reductase, mitochondrial","P30048"
-0.397692163267084,21.6641063838335,-6.91903569486054,3.95708241288186e-05,0.00606422879774145,2.4239613966171,"P00450",21,-8.92301161459922,2.96975838490002e-06,0.000606820629981238,0.397692163267077,"Non-significant",3.21693966299619,"CP","Ceruloplasmin","P00450"
0.797313821724224,17.0539110358469,9.38177586367663,2.7018442660617e-06,0.000552076845031941,5.19198741352034,"P01130",1,7.92260365969246,8.99964035221708e-06,0.00137919488397727,-0.797313821724227,"Up in HMF",2.86037436250005,"LDLR","Low-density lipoprotein receptor","P01130"
0.269573391773484,24.8754010373051,5.36479149773692,0.000309414399337402,0.0229970588157693,0.282091754698218,"P06727",48,7.71490548558469,1.14775640214887e-05,0.00140714934903451,-0.269573391773477,"Non-significant",2.85165980589192,"APOA4","Apolipoprotein A-IV","P06727"
-0.388345502565169,25.4208366284342,-5.82826780799628,0.000161972370217507,0.0165481771572219,0.956544371235962,"P04217",16,-6.93944405390013,2.97223339269392e-05,0.00303663178286896,0.388345502565162,"Non-significant",2.51760786674596,"A1BG","Alpha-1B-glycoprotein","P04217"
-0.197656306032272,26.4357844852691,-4.07457130293493,0.00220185304069307,0.0515937868445795,-1.75417334394698,"P02760",19,-5.94890838276624,0.000111719750473628,0.00978345814861917,0.197656306032279,"Non-significant",2.00950760846372,"AMBP","Protein AMBP","P02760"
0.42226421183766,19.0497219219043,5.89744801659756,0.00014743309104706,0.0165481771572219,1.05456227925678,"P61604",4,5.76899698744808,0.000144109177718175,0.0110423657426552,-0.422264211837664,"Non-significant",1.95693787235741,"HSPE1","10 kDa heat shock protein, mitochondrial","P61604"
-0.462332421985003,32.1221084553096,-4.95261693238999,0.000564464489860632,0.0314560665713243,-0.343702437122409,"ALBU_BOVIN",67,-5.46308465550775,0.000224486437080843,0.0125100169027779,0.462332421985,"Non-significant",1.90274210351376,"ALB","Albumin","ALBU_BOVIN"
-0.229369740498718,26.765524205426,-4.26001619394891,0.0016371021639332,0.0477877917376692,-1.44817703902599,"P01023",90,-5.50876576986871,0.000209933215045791,0.0125100169027779,0.229369740498729,"Non-significant",1.90274210351376,"A2M","Alpha-2-macroglobulin","P01023"
-0.397461119594862,24.4339766555626,-5.65208264921222,0.000206424056886811,0.0180768495530879,0.703811169927689,"P01042",4,-5.5197630528764,0.000206582063429795,0.0125100169027779,0.397461119594869,"Non-significant",1.90274210351376,"KNG1","Kininogen-1","P01042"
-0.193920696675743,24.2548187782133,-3.77810476552173,0.00356893884255587,0.0683674847027108,-2.25094307174267,"P01019",23,-5.30622088258108,0.000283221299819461,0.0144678880657775,0.193920696675743,"Non-significant",1.83959485991894,"AGT","Angiotensinogen","P01019"
0.485860937021332,22.6623818974055,4.7026930911254,0.000822440870654157,0.0387812502854614,-0.734851430643248,"P00738",31,5.13697318037795,0.000365373557789299,0.01722876853268,-0.485860937021325,"Non-significant",1.76374576367646,"HP","Haptoglobin","P00738"
-0.334024772470041,25.7964503885159,-4.34674147361035,0.00142748582816566,0.0437524406332776,-1.30646489372795,"P19823",44,-5.02233994329908,0.000435174607996395,0.0179566525905424,0.334024772470038,"Non-significant",1.7457746196147,"ITIH2","Inter-alpha-trypsin inhibitor heavy chain H2","P19823"
0.507914919016471,20.7438372057202,4.89367742380978,0.000616363610021281,0.0314859077452538,-0.43516395841505,"P31431",5,5.00580833708576,0.000446354884142622,0.0179566525905424,-0.507914919016468,"Up in HMF",1.7457746196147,"SDC4","Syndecan-4","P31431"
0.700958467972871,15.4398068274846,5.30389102814691,0.000337640341503953,0.0229970588157693,0.191163295204301,"Q5R3I4",1,4.97406013016267,0.000468689137762933,0.0179566525905424,-0.700958467972878,"Up in HMF",1.7457746196147,"TTC38","Tetratricopeptide repeat protein 38","Q5R3I4"
0.308034601881175,22.8599649845326,4.47477030371755,0.00116829147476762,0.0388312998155236,-1.09896994846263,"P05787",7,4.87763605163297,0.000544087039203529,0.0196191385312802,-0.308034601881179,"Non-significant",1.7073200662387,"KRT8","Keratin, type II cytoskeletal 8","P05787"
0.391813227218098,21.5068430124808,4.45566367452785,0.00120358025529355,0.0388312998155236,-1.12980365132677,"P07858",8,4.80038224336997,0.000613741772333454,0.0209013170244671,-0.391813227218105,"Non-significant",1.67982634745652,"CTSB","Cathepsin B","P07858"
0.542852014254997,18.536786509367,4.99884198383372,0.000527021576422489,0.0314560665713243,-0.272313398193927,"O43278",2,4.65078100241598,0.000776850111523051,0.0250636378086121,-0.542852014254997,"Up in HMF",1.60095589401439,"SPINT1","Kunitz-type protease inhibitor 1","O43278"
0.44435083155977,18.049025916515,4.58252072691096,0.000988745767603261,0.0388312998155236,-0.925974025885222,"Q16651",3,4.43156699295832,0.00110346645417099,0.0338212468203408,-0.44435083155977,"Non-significant",1.4708103861761,"PRSS8","Prostasin","Q16651"
