"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","MF_vs_HMF","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
0.813668500905102,18.2756502270141,10.1814186708492,1.31151479635655e-06,0.000803958570166568,5.92545036448355,"P02786",8,11.014267347913,3.89814613393918e-07,0.000238956358010472,-0.813668500905109,"Up in MF",3.62168140953687,"TFRC","Transferrin receptor protein 1","P02786"
0.60933753383129,18.2354306662377,7.91814161654879,1.26232390823427e-05,0.00359077170720086,3.73326501359217,"P00352",5,8.12470860469355,7.13484158945262e-06,0.00218682894716723,-0.609337533831287,"Up in MF",2.66018518596404,"ALDH1A1","Retinal dehydrogenase 1","P00352"
0.878357749331172,17.842914381855,7.37363636274619,2.34308104874444e-05,0.00359077170720086,3.11957551068556,"P50226",5,7.57342764155779,1.35826748941921e-05,0.00277539323671326,-0.878357749331176,"Up in MF",2.55667547436639,"SULT1A1","Sulfotransferase 1A1","P50226"
1.01132552401194,18.0604040009573,7.391371409228,2.29516686921168e-05,0.00359077170720086,3.14015689440711,"Q00839",1,7.00126359460016,2.74790365622708e-05,0.00421116235316799,-1.01132552401194,"Up in MF",2.37559801487853,"HNRNPU","Heterogeneous nuclear ribonucleoprotein U","Q00839"
0.748300049939868,18.7426254571011,6.29715534974527,8.80889667550537e-05,0.00899975610347466,1.79073681897376,"O60701",6,6.5351132541354,5.02469315226332e-05,0.00616027380467483,-0.748300049939871,"Up in MF",2.2103999843913,"UGDH","UDP-glucose 6-dehydrogenase","O60701"
0.252840386712784,26.9149959142353,4.73551279688262,0.000790099111157004,0.0210578589190976,-0.436019425206979,"P02771",77,6.24168383678153,7.45283436453734e-05,0.0065265535220877,-0.252840386712787,"Non-significant",2.18531609613286,"AFP","Alpha-fetoprotein","P02771"
0.473059801693925,21.9969241295235,5.63637892610949,0.000213789815881442,0.0124360768273192,0.893017246995828,"P60174",20,6.28027155535434,7.07170347087781e-05,0.0065265535220877,-0.473059801693935,"Non-significant",2.18531609613286,"TPI1","Triosephosphate isomerase","P60174"
0.600466675537422,18.9285453795476,6.6505818883915,5.61380204914505e-05,0.00688252131225183,2.24474265086803,"Q01105",2,6.00731711305286,0.000102956129180215,0.00788901339843396,-0.600466675537429,"Up in MF",2.10297730634793,"SET;SETSIP","Protein SETSIP","Q01105"
0.678697858138801,22.23156151621,5.21655074518509,0.000387512360808097,0.0140476508204682,0.288724402363367,"P04406",12,5.50696961652035,0.000210486031828893,0.00921628125079368,-0.678697858138801,"Up in MF",2.03544428046991,"GAPDH","Glyceraldehyde-3-phosphate dehydrogenase","P04406"
0.458634229762268,17.4284496950661,6.15444068271072,0.000106151455352815,0.00929583459018226,1.60230488751447,"P06748",3,5.77331903781794,0.000143222994908805,0.00921628125079368,-0.458634229762268,"Non-significant",2.03544428046991,"NPM1","Nucleophosmin","P06748"
0.412011694288463,18.9667746819374,5.58257076931586,0.00023040336075903,0.0124360768273192,0.817048640553695,"P08865",4,5.52152279845403,0.000206051138368708,0.00921628125079368,-0.412011694288463,"Non-significant",2.03544428046991,"RPSA","40S ribosomal protein SA","P08865"
0.588691120995104,18.0490624087425,5.70415855231455,0.000194668555168693,0.0124360768273192,0.988092270504127,"P55795",3,5.57851330472851,0.000189619808983217,0.00921628125079368,-0.588691120995104,"Up in MF",2.03544428046991,"HNRNPF;HNRNPH1","Heterogeneous nuclear ribonucleoprotein H","P55795"
0.454598541710258,20.7086007365896,5.33106896846155,0.00032866359746701,0.0134313856831518,0.456189810737506,"PRDX1_HUMAN",7,5.66823810949013,0.000166519368837297,0.00921628125079368,-0.454598541710261,"Non-significant",2.03544428046991,"PRDX1","Peroxiredoxin-1","PRDX1_HUMAN"
0.802022817600466,19.2889999479618,5.48615831435732,0.000263734092585888,0.0124360768273192,0.679840037343209,"Q3LXA3",6,5.6747365522197,0.000164967199502239,0.00921628125079368,-0.802022817600466,"Up in MF",2.03544428046991,"TKFC","Triokinase/FMN cyclase","Q3LXA3"
0.28755397162891,22.0480570886199,4.40019987691345,0.00132384135780801,0.0259279022079998,-0.96088562310855,"P02671",32,5.27033398404456,0.000298834993640765,0.010851260516556,-0.287553971628903,"Non-significant",1.9645198098719,"FGA","Fibrinogen alpha chain","P02671"
0.440488997655713,18.4250042957224,5.18731028143439,0.000404278887598199,0.0140476508204682,0.245649345277534,"P08571",5,5.32423745700955,0.000275712016384997,0.010851260516556,-0.440488997655713,"Non-significant",1.9645198098719,"CD14","Monocyte differentiation antigen CD14","P08571"
0.768432135761167,17.5186075030579,5.54911841561642,0.000241425917831339,0.0124360768273192,0.769599690890526,"P0DMM9",1,5.26566621371076,0.000300932183982793,0.010851260516556,-0.768432135761167,"Up in MF",1.9645198098719,"SULT1A3;SULT1A4","Sulfotransferase 1A3","P0DMM9"
0.357098424354742,19.4164585803303,4.34003072071119,0.00145473239299096,0.0270227562698017,-1.0566873116331,"ALDOA_RABIT",12,4.78299356467013,0.000630684401234941,0.0170378667272136,-0.357098424354742,"Non-significant",1.76858478319594,"ALDOA","Fructose-bisphosphate aldolase A","ALDOA_RABIT"
0.529885208132566,16.8581632066599,5.3417168472249,0.000323699220501822,0.0134313856831518,0.471660571714644,"P10253",1,4.74727086656518,0.000667061666318315,0.0170378667272136,-0.529885208132558,"Up in MF",1.76858478319594,"GAA","Lysosomal alpha-glucosidase","P10253"
0.844219401890914,18.1639098986969,4.66525984020279,0.000879169137721423,0.0215572272569293,-0.544686570537579,"P55072",8,4.84120315300322,0.000575831578812328,0.0170378667272136,-0.844219401890925,"Up in MF",1.76858478319594,"VCP","Transitional endoplasmic reticulum ATPase","P55072"
0.296133883786297,19.418487599138,4.48730966400708,0.00115595768417157,0.0253072164427561,-0.823042872224756,"P55786",6,4.76211582371221,0.000651682365358634,0.0170378667272136,-0.296133883786304,"Non-significant",1.76858478319594,"NPEPPS","Puromycin-sensitive aminopeptidase","P55786"
0.658929539115931,17.1640243266742,5.16667314687657,0.000416577787070811,0.0140476508204682,0.21517106674325,"Q04760",1,4.83923733694781,0.000577599235722427,0.0170378667272136,-0.658929539115938,"Up in MF",1.76858478319594,"GLO1","Lactoylglutathione lyase","Q04760"
0.724182247042044,19.2531336506961,4.98944929292527,0.00054020216966013,0.0157687585715076,-0.0491791702433559,"Q99880",2,4.85863500267087,0.000560405110655768,0.0170378667272136,-0.724182247042044,"Up in MF",1.76858478319594,"H2BC11;H2BC12;H2BC13;H2BC14;H2BC15;H2BC17;H2BC18;H2BC21;H2BC3;H2BC4;H2BC5;H2BC9;H2BS1;H2BU1","Histone H2B type 1-K","Q99880"
0.519670527929271,16.7339517301791,5.13630418471922,0.000435408426735555,0.0140476508204682,0.170204366189157,"Q9BV57",2,4.75094601983105,0.000663218831525977,0.0170378667272136,-0.519670527929271,"Up in MF",1.76858478319594,"ADI1","1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase","Q9BV57"
0.495531811875885,21.6526283687158,4.53211488513931,0.00107852286116787,0.0253072164427561,-0.752543628275548,"P07737",6,4.71170347327469,0.000705491083628169,0.0172986413705627,-0.495531811875892,"Non-significant",1.7619880048734,"PFN1","Profilin-1","P07737"
0.494538542985026,18.7867045358413,4.38603377146414,0.00135349571069493,0.0259279022079998,-0.98339804658949,"O75874",8,4.62244934315532,0.000812594916982928,0.0179610919733058,-0.494538542985026,"Non-significant",1.7456672632386,"IDH1","Isocitrate dehydrogenase [NADP] cytoplasmic","O75874"
0.93866710228097,16.8116514373421,4.6945836055091,0.000840759138011989,0.0214743896500562,-0.499243169311244,"P07108",1,4.63642580440235,0.000794749340133115,0.0179610919733058,-0.938667102280974,"Up in MF",1.7456672632386,"DBI","Acyl-CoA-binding protein","P07108"
0.573268697496367,22.2854843860967,5.03387663525586,0.000505917946757412,0.0155063850681147,0.0175278775466179,"P14174",1,4.616431254499,0.000820408768764378,0.0179610919733058,-0.573268697496381,"Up in MF",1.7456672632386,"MIF","Macrophage migration inhibitory factor","P14174"
0.374661768812175,21.5076014673831,3.97762704716171,0.00259359703605807,0.0369738368163627,-1.64328881475583,"P06733",20,4.35412262385395,0.00125109022988454,0.0242065729661157,-0.374661768812182,"Non-significant",1.61606669123798,"ENO1","Alpha-enolase","P06733"
0.323875891157179,20.5960148598099,3.98041803034204,0.00258190353848604,0.0369738368163627,-1.63871237223216,"P07437",13,4.40719925849571,0.00114783341227748,0.0242065729661157,-0.323875891157169,"Non-significant",1.61606669123798,"TUBB4B","Tubulin beta-4B chain","P07437"
0.312740463896766,20.4156579073506,4.12953458844072,0.00203105175875397,0.0336495872463833,-1.39548163453785,"P27797",6,4.34798834675727,0.00126363839301093,0.0242065729661157,-0.31274046389677,"Non-significant",1.61606669123798,"CALR","Calreticulin","P27797"
0.17197122767168,23.4655631186605,3.30101628875648,0.00796397912624432,0.0762799875685589,-2.77329372187166,"Q16819",23,4.37196908256315,0.001215322790527,0.0242065729661157,-0.171971227671669,"Non-significant",1.61606669123798,"MEP1A","Meprin A subunit alpha","Q16819"
0.369559700810097,17.0206434739863,5.5135671012835,0.000253762384633652,0.0124360768273192,0.718988974375048,"Q13838",1,4.29696079819399,0.00137328529556755,0.0255098147328155,-0.369559700810097,"Non-significant",1.59329269547912,"DDX39A;DDX39B","ATP-dependent RNA helicase DDX39A","Q13838"
-0.151476939624228,24.9344492633798,-3.04365327527365,0.0123390670682089,0.0970721234865794,-3.2094993371059,"P06727",48,-4.26564001666819,0.00144549454939136,0.0256445583146424,0.151476939624235,"Non-significant",1.59100477654229,"APOA4","Apolipoprotein A-IV","P06727"
0.398596047924897,18.941527969913,4.81412262313178,0.000701674107521453,0.0195511921777568,-0.315264519628692,"P39687",2,4.25779063819772,0.00146420806037926,0.0256445583146424,-0.398596047924904,"Non-significant",1.59100477654229,"ANP32A","Acidic leucine-rich nuclear phosphoprotein 32 family member A","P39687"
0.398390620686389,21.4706047561228,3.95946737272547,0.00267104976829365,0.0370895668804672,-1.67308641275403,"P30086",8,4.20059277781525,0.00160847931017538,0.0269878023540897,-0.398390620686392,"Non-significant",1.56883247907264,"PEBP1","Phosphatidylethanolamine-binding protein 1","P30086"
0.615476010657733,19.0229473994358,4.3134475576773,0.00151685092346938,0.0273479298849039,-1.0991639122174,"Q9Y624",2,4.19291375226036,0.00162895381256332,0.0269878023540897,-0.615476010657741,"Up in MF",1.56883247907264,"F11R","Junctional adhesion molecule A","Q9Y624"
0.474040489509015,16.8270439828188,4.41858148651675,0.00128638236291261,0.0259279022079998,-0.93171376510999,"P54760",2,4.13073525361043,0.00180513625751178,0.0273071501671865,-0.474040489509019,"Non-significant",1.56372362139984,"EPHB4","Ephrin type-B receptor 4","P54760"
0.296475510310348,19.4090917829783,4.19591073041365,0.00182699560074375,0.0319985229501691,-1.28805370517423,"P61604",4,4.13612533991673,0.00178910221527151,0.0273071501671865,-0.296475510310355,"Non-significant",1.56372362139984,"HSPE1","10 kDa heat shock protein, mitochondrial","P61604"
0.572093661090864,17.521773952417,4.40110629582048,0.00132196744432052,0.0259279022079998,-0.959446070534764,"P62310",1,4.13532274907297,0.00179148023132528,0.0273071501671865,-0.572093661090861,"Up in MF",1.56372362139984,"LSM3","U6 snRNA-associated Sm-like protein LSm3","P62310"
0.515335668378576,18.0931346957062,4.48930119464102,0.00115239369030697,0.0253072164427561,-0.819903452054171,"Q04446",1,4.12365850858493,0.00182641624282976,0.0273071501671865,-0.515335668378576,"Up in MF",1.56372362139984,"GBE1","1,4-alpha-glucan-branching enzyme","Q04446"
0.494493538575981,18.7966041727448,4.06151889197615,0.00226517889328766,0.0355925936637454,-1.50610841315925,"SODC_HUMAN",3,4.02604142693453,0.00214825736655654,0.0313543277547418,-0.494493538575981,"Non-significant",1.50370250617984,"SOD1","Superoxide dismutase [Cu-Zn]","SODC_HUMAN"
0.322232149264686,19.9450639658328,3.76835811064508,0.00364957342524836,0.0456569083607601,-1.98874223503162,"P07306",7,4.00591605311261,0.00222168164430745,0.0316399097562362,-0.322232149264689,"Non-significant",1.49976476387299,"ASGR1","Asialoglycoprotein receptor 1","P07306"
0.182981340997344,22.6209054717354,3.30824602373304,0.00786717378624834,0.0762799875685589,-2.76106139800353,"P32119",11,3.9927697877583,0.00227105388136116,0.0316399097562362,-0.182981340997348,"Non-significant",1.49976476387299,"PRDX2","Peroxiredoxin-2","P32119"
0.290558728799791,20.8990539076627,3.84454740332787,0.00322083102167939,0.0425501893793636,-1.86246233404355,"P18669",5,3.94459901623937,0.00246196469210343,0.0335374301390978,-0.290558728799788,"Non-significant",1.474470218986,"PGAM1","Phosphoglycerate mutase 1","P18669"
0.592481799220963,16.833743878855,4.02220745025574,0.00241327686798062,0.036081432196881,-1.5702922067957,"P28072",1,3.84992375435109,0.00288751272736382,0.0379975107217735,-0.592481799220966,"Up in MF",1.42024485378341,"PSMB6","Proteasome subunit beta type-6","P28072"
0.168566903396808,23.7849908148468,3.03682275692826,0.0124839970798502,0.0970721234865794,-3.22108249138935,"P51654",20,3.84465217856439,0.0029133491091735,0.0379975107217735,-0.168566903396805,"Non-significant",1.42024485378341,"GPC3","Glypican-3","P51654"
-0.463868842982276,17.0918853473794,-4.04598705024189,0.00232251834673706,0.0355925936637454,-1.53144621036023,"Q96IY4",2,-3.82370148201897,0.00301842911886549,0.0385478552055114,0.463868842982276,"Non-significant",1.41399978099368,"CPB2","Carboxypeptidase B2","Q96IY4"
-0.338283265476608,20.2180557538656,-3.94765580700484,0.00272272513804408,0.0370895668804672,-1.69248677103031,"P55058",3,-3.78094506084353,0.0032452783538144,0.040599094507923,0.338283265476612,"Non-significant",1.39148365249664,"PLTP","Phospholipid transfer protein","P55058"
0.230342771144755,22.7427121889866,3.28396605125413,0.00819716145893304,0.077255583131625,-2.80214913331486,"O95445",10,3.68435779739171,0.00382526915350901,0.0468977998220204,-0.230342771144752,"Non-significant",1.32884753143352,"APOM","Apolipoprotein M","O95445"
0.671406977512934,22.5900173666237,3.52517712981159,0.00546243418543784,0.0608813119213345,-2.39516812609984,"P07148",5,3.62224518578682,0.00425408712689726,0.0511324589958435,-0.671406977512934,"Non-significant",1.29130332124478,"FABP1","Fatty acid-binding protein, liver","P07148"
-0.680329966053547,15.4501210784442,-3.66666219212455,0.00431660824719635,0.0518839383437522,-2.15812467522366,"Q5R3I4",1,-3.59904635650114,0.00442673970555845,0.0521844507597563,0.680329966053549,"Non-significant",1.28245888311294,"TTC38","Tetratricopeptide repeat protein 38","Q5R3I4"
