"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","HMF_vs_MF","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
-0.813668500905109,18.2756502270141,-10.1814186708494,1.31151479635628e-06,0.000803958570166401,5.92545036448375,"P02786",8,-11.0142673479133,3.89814613393828e-07,0.000238956358010417,0.813668500905109,"Up in MF",3.62168140953697,"TFRC","Transferrin receptor protein 1","P02786"
-0.609337533831287,18.2354306662377,-7.91814161654865,1.26232390823446e-05,0.0035907717072005,3.73326501359202,"P00352",5,-8.12470860469341,7.13484158945379e-06,0.00218682894716759,0.609337533831287,"Up in MF",2.66018518596397,"ALDH1A1","Retinal dehydrogenase 1","P00352"
-0.878357749331176,17.842914381855,-7.37363636274628,2.34308104874421e-05,0.0035907717072005,3.11957551068566,"P50226",5,-7.57342764155787,1.35826748941907e-05,0.00277539323671298,0.878357749331176,"Up in MF",2.55667547436643,"SULT1A1","Sulfotransferase 1A1","P50226"
-1.01132552401194,18.0604040009573,-7.39137140922802,2.29516686921163e-05,0.0035907717072005,3.14015689440713,"Q00839",1,-7.00126359460019,2.74790365622699e-05,0.00421116235316787,1.01132552401194,"Up in MF",2.37559801487854,"HNRNPU","Heterogeneous nuclear ribonucleoprotein U","Q00839"
-0.748300049939868,18.7426254571011,-6.2971553497452,8.80889667550617e-05,0.00899975610347547,1.79073681897367,"O60701",6,-6.53511325413532,5.02469315226381e-05,0.00616027380467543,0.748300049939871,"Up in MF",2.21039998439126,"UGDH","UDP-glucose 6-dehydrogenase","O60701"
-0.252840386712794,26.9149959142353,-4.7355127968828,0.000790099111156793,0.0210578589190919,-0.436019425206712,"P02771",77,-6.24168383678173,7.45283436453522e-05,0.00652655352208584,0.252840386712787,"Non-significant",2.18531609613299,"AFP","Alpha-fetoprotein","P02771"
-0.473059801693932,21.9969241295235,-5.63637892610947,0.000213789815881446,0.0124360768273181,0.893017246995807,"P60174",20,-6.2802715553543,7.07170347087813e-05,0.00652655352208584,0.473059801693935,"Non-significant",2.18531609613299,"TPI1","Triosephosphate isomerase","P60174"
-0.600466675537433,18.9285453795476,-6.65058188839153,5.61380204914485e-05,0.00688252131225159,2.24474265086806,"Q01105",2,-6.00731711305291,0.000102956129180209,0.00788901339843348,0.600466675537429,"Up in MF",2.10297730634795,"SET;SETSIP","Protein SETSIP","Q01105"
-0.678697858138797,22.23156151621,-5.216550745185,0.000387512360808151,0.014047650820468,0.288724402363222,"P04406",12,-5.50696961652025,0.000210486031828926,0.0092162812507951,0.678697858138801,"Up in MF",2.03544428046985,"GAPDH","Glyceraldehyde-3-phosphate dehydrogenase","P04406"
-0.458634229762271,17.4284496950661,-6.15444068271069,0.00010615145535282,0.00929583459018265,1.60230488751442,"P06748",3,-5.77331903781792,0.000143222994908809,0.0092162812507951,0.458634229762268,"Non-significant",2.03544428046985,"NPM1","Nucleophosmin","P06748"
-0.412011694288463,18.9667746819374,-5.58257076931586,0.000230403360759029,0.0124360768273181,0.817048640553694,"P08865",4,-5.52152279845403,0.000206051138368708,0.0092162812507951,0.412011694288463,"Non-significant",2.03544428046985,"RPSA","40S ribosomal protein SA","P08865"
-0.588691120995097,18.0490624087425,-5.70415855231441,0.00019466855516873,0.0124360768273181,0.988092270503932,"P55795",3,-5.57851330472838,0.000189619808983253,0.0092162812507951,0.588691120995104,"Up in MF",2.03544428046985,"HNRNPF;HNRNPH1","Heterogeneous nuclear ribonucleoprotein H","P55795"
-0.454598541710258,20.7086007365896,-5.33106896846155,0.00032866359746701,0.0134313856831518,0.456189810737501,"PRDX1_HUMAN",7,-5.66823810949013,0.000166519368837298,0.0092162812507951,0.454598541710261,"Non-significant",2.03544428046985,"PRDX1","Peroxiredoxin-1","PRDX1_HUMAN"
-0.80202281760047,19.2889999479618,-5.48615831435739,0.000263734092585864,0.0124360768273181,0.679840037343296,"Q3LXA3",6,-5.67473655221977,0.000164967199502223,0.0092162812507951,0.802022817600466,"Up in MF",2.03544428046985,"TKFC","Triokinase/FMN cyclase","Q3LXA3"
-0.287553971628903,22.0480570886199,-4.40019987691333,0.00132384135780827,0.0259279022079998,-0.96088562310875,"P02671",32,-5.2703339840444,0.000298834993640833,0.0108512605165569,0.287553971628903,"Non-significant",1.96451980987187,"FGA","Fibrinogen alpha chain","P02671"
-0.440488997655713,18.4250042957224,-5.18731028143436,0.000404278887598219,0.014047650820468,0.245649345277479,"P08571",5,-5.32423745700951,0.000275712016385012,0.0108512605165569,0.440488997655713,"Non-significant",1.96451980987187,"CD14","Monocyte differentiation antigen CD14","P08571"
-0.768432135761159,17.5186075030579,-5.54911841561636,0.000241425917831358,0.0124360768273181,0.769599690890441,"P0DMM9",1,-5.26566621371071,0.000300932183982817,0.0108512605165569,0.768432135761167,"Up in MF",1.96451980987187,"SULT1A3;SULT1A4","Sulfotransferase 1A3","P0DMM9"
