"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D_vs_DM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
3.54961228370667,16.7644509077072,9.6864859153063,1.80196637896895e-05,0.111037168272067,1.9611953468885,"P0C6L3;P29996",2,10.3677224155707,3.15191308933563e-06,0.0194220884564862,-3.54961228370668,"Up in D",1.71170407224672,"P0C6L3;P29996","Small delta antigen","P0C6L3;P29996"
3.03402280807495,19.109144449234,7.61505199317785,9.26513294982591e-05,0.190305830789424,1.09082314875255,"P20591;F8W8T1",44,8.29928586063121,1.891844846894e-05,0.0550348882281936,-3.03402280807495,"Non-significant",1.2593619112076,"MX1","Interferon-induced GTP-binding protein Mx1","P20591;F8W8T1"
1.76119518280032,15.0536408424378,8.00128246252203,6.65261617750183e-05,0.190305830789424,1.28266635812674,"P29508;P48594;H0Y5H9;C9JZ65",1,7.93968921873332,2.67940059533562e-05,0.0550348882281936,-1.76119518280032,"Non-significant",1.2593619112076,"SERPINB3;SERPINB4","Serpin B3","P29508;P48594;H0Y5H9;C9JZ65"
0.82384634017945,19.7356278896332,5.14540842138617,0.00111332826766491,0.354556619032756,-0.58952910707827,"O14879",19,5.60956137957858,0.000358236881922156,0.174492546111546,-0.82384634017945,"Non-significant",0.758223120290849,"IFIT3","Interferon-induced protein with tetratricopeptide repeats 3","O14879"
1.1833109855652,18.4789979457855,5.8324602401622,0.000518600185921793,0.354556619032756,-0.0305959588814639,"P00973;H0YI20;A0A6Q8PHR1",11,6.34268516167103,0.000147771417685081,0.174492546111546,-1.1833109855652,"Non-significant",0.758223120290849,"OAS1","2'-5'-oligoadenylate synthase 1","P00973;H0YI20;A0A6Q8PHR1"
0.347428798675523,19.3110868930817,5.39849978009693,0.000834134678397295,0.354556619032756,-0.374241609066949,"P01893;A0A1W2PR11;A0A140T9U0;A0A140T912;A0A1W2PRX1;A0A1W2PNZ7;A0A1W2PP77;A0A140T9M0;A0A140T930;Q5QT33;A0A1W2PRZ0;Q53YP1;A0A140T9J9;A0A140T962;A0A140T9B3;O78179;A0A140T9W2;A0A140T937;A2BF26;A0A0G2JPT2;A0A0G2JIF0;A0A1W2PS56;Q5RIP0;A0A0G2JH50",8,5.65205213194054,0.000339654179536416,0.174492546111546,-0.347428798675526,"Non-significant",0.758223120290849,"HLA-C","HLA class I histocompatibility antigen, C alpha chain","P01893;A0A1W2PR11;A0A140T9U0;A0A140T912;A0A1W2PRX1;A0A1W2PNZ7;A0A1W2PP77;A0A140T9M0;A0A140T930;Q5QT33;A0A1W2PRZ0;Q53YP1;A0A140T9J9;A0A140T962;A0A140T9B3;O78179;A0A140T9W2;A0A140T937;A2BF26;A0A0G2JPT2;A0A0G2JIF0;A0A1W2PS56;Q5RIP0;A0A0G2JH50"
0.980109214782726,19.8426384925842,5.22028574766494,0.0010212487935321,0.354556619032756,-0.524657822514137,"P05161;A0A096LNZ9;A0A096LPJ4",12,5.67848250719417,0.000328625474908538,0.174492546111546,-0.980109214782726,"Non-significant",0.758223120290849,"ISG15","Ubiquitin-like protein ISG15","P05161;A0A096LNZ9;A0A096LPJ4"
0.859333038330028,18.8913674354553,5.06759719810549,0.00121882546674634,0.354556619032756,-0.658007931763261,"P09914",25,5.52925753986806,0.000396445252444279,0.174492546111546,-0.859333038330025,"Non-significant",0.758223120290849,"IFIT1","Interferon-induced protein with tetratricopeptide repeats 1","P09914"
-0.117761611938484,19.3922209739685,-4.69668927158581,0.00189879396755614,0.354556619032756,-0.999690007225801,"P11717",70,-6.11956976960762,0.000192054868131068,0.174492546111546,0.117761611938477,"Non-significant",0.758223120290849,"IGF2R","Cation-independent mannose-6-phosphate receptor","P11717"
1.10048675537115,18.2724351882934,5.16826585106963,0.00108428314108489,0.354556619032756,-0.569620008098285,"P29728;A0A087X0V5",19,5.63244036698367,0.000348097545706371,0.174492546111546,-1.10048675537115,"Non-significant",0.758223120290849,"OAS2","2'-5'-oligoadenylate synthase 2","P29728;A0A087X0V5"
1.11277866363525,15.0686898231506,6.36548566497389,0.000298714524046973,0.342688511788579,0.350465457391155,"Q00978;H0YMB0;H0YNP4",2,6.44591380348239,0.000131170487103213,0.174492546111546,-1.11277866363525,"Non-significant",0.758223120290849,"IRF9","Interferon regulatory factor 9","Q00978;H0YMB0;H0YNP4"
0.384585380554221,16.6659426689148,6.2558653176286,0.000333679174088198,0.342688511788579,0.27559407090111,"Q8IYM9;C9JWC5;H7C376;H7C262;H7C2K0",4,5.75864627116632,0.000297489518691988,0.174492546111546,-0.384585380554221,"Non-significant",0.758223120290849,"TRIM22","E3 ubiquitin-protein ligase TRIM22","Q8IYM9;C9JWC5;H7C376;H7C262;H7C2K0"
0.871271133422871,16.0263366699219,5.24185352699473,0.000996310091422252,0.354556619032756,-0.5061572774442,"Q96AZ6;H0YMM4",4,5.55974352781544,0.000381442598150965,0.174492546111546,-0.871271133422876,"Non-significant",0.758223120290849,"ISG20","Interferon-stimulated gene 20 kDa protein","Q96AZ6;H0YMM4"
0.5281467437744,17.2151260375976,5.23480082785627,0.00100439029803022,0.354556619032756,-0.512197916329299,"Q9BYK8",13,5.68338947557176,0.000326621098471311,0.174492546111546,-0.5281467437744,"Non-significant",0.758223120290849,"HELZ2","Helicase with zinc finger domain 2","Q9BYK8"
0.747740268707272,20.7576878070831,4.96490249895503,0.0013752998578785,0.354556619032756,-0.750067426335805,"P42224;A0A669KB52;A0A669KB68;A0A669KB75;A0A669KBA4;A0A669KB53;E7EPD2;A0A669KBI6;A0A669KB56;J3KPM9",39,5.42631428558593,0.000452032168577445,0.185694814851614,-0.747740268707275,"Non-significant",0.731200222877188,"STAT1","Signal transducer and activator of transcription 1-alpha/beta","P42224;A0A669KB52;A0A669KB68;A0A669KB75;A0A669KBA4;A0A669KB53;E7EPD2;A0A669KBI6;A0A669KB56;J3KPM9"
0.509414672851555,19.1962394714356,4.98434198644982,0.00134405878728247,0.354556619032756,-0.732493299499838,"O14933;E9PKW8;E9PQT7",7,5.31234661560891,0.000523607922192,0.201125791332274,-0.509414672851548,"Non-significant",0.696532234151763,"UBE2L6","Ubiquitin/ISG15-conjugating enzyme E2 L6","O14933;E9PKW8;E9PQT7"
0.602368354797377,18.8088488578796,4.79749481203664,0.00167997407487669,0.354556619032756,-0.904298207925604,"P09913;A0A087X279",16,5.22579112919882,0.000586163672368523,0.201125791332274,-0.602368354797377,"Non-significant",0.696532234151763,"IFIT2","Interferon-induced protein with tetratricopeptide repeats 2","P09913;A0A087X279"
-3.8782646656036,16.6090992689133,-4.83262275411449,0.0016103576311228,0.354556619032756,-0.871503969690511,"P15121;E9PCX2",1,-5.22403413936192,0.000587514482956984,0.201125791332274,3.8782646656036,"Non-significant",0.696532234151763,"AKR1B1","Aldo-keto reductase family 1 member B1","P15121;E9PCX2"
0.0898046493530025,22.8448152542114,3.94725644020982,0.00494559211447386,0.468400970726392,-1.76957900555176,"P28838",43,5.16775848159913,0.000632613729784323,0.205166621206895,-0.0898046493529989,"Non-significant",0.68789329368107,"LAP3","Cytosol aminopeptidase","P28838"
