"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","I_vs_D","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
3.64800715446473,16.6416321992874,10.3840188859052,1.09604347035109e-05,0.033769099321517,2.33894664808469,"A0A669KAU9",1,10.8956866853025,1.91130812518895e-06,0.00665076269764496,-3.64800715446473,"Up in I",2.17712854772169,"CUL4B","Cullin-4B","A0A669KAU9"
-0.441211223602281,20.3383991718292,-10.4422577965282,1.05394169717894e-05,0.033769099321517,2.35695233628927,"P02743",10,-10.7376340728283,2.15863768180622e-06,0.00665076269764496,0.441211223602274,"Non-significant",2.17712854772169,"APCS","Serum amyloid P-component","P02743"
-2.51528120040892,19.368515253067,-7.14333655499561,0.000140215787924106,0.277113499197802,0.927547718979633,"P20591;F8W8T1",44,-7.82381573906916,2.81781956419102e-05,0.0578780138484835,2.51528120040892,"Non-significant",1.23748638061872,"MX1","Interferon-induced GTP-binding protein Mx1","P20591;F8W8T1"
-3.20019125938415,16.9391614198685,-6.59416251193503,0.000236253616652973,0.277113499197802,0.581510587209971,"P0C6L3;P29996",2,-7.1351137231096,5.77369238038968e-05,0.088943731119903,3.20019125938415,"Non-significant",1.05088465619136,"P0C6L3;P29996","Small delta antigen","P0C6L3;P29996"
-0.104386329650875,23.9944047927856,-4.87444938266867,0.00152352894087352,0.307913794305318,-0.794902372706928,"P21980",44,-6.85800115951169,7.81820233150095e-05,0.0963515255334177,0.104386329650879,"Non-significant",1.01614140477085,"TGM2","Protein-glutamine gamma-glutamyltransferase 2","P21980"
-1.18128538131715,18.4800107479095,-5.75777093619048,0.000558059017787171,0.286563305633712,-0.0275952633771919,"P00973;H0YI20;A0A6Q8PHR1",11,-6.2883042062139,0.00014998677723504,0.0968928306231822,1.18128538131715,"Non-significant",1.01370835644749,"OAS1","2'-5'-oligoadenylate synthase 1","P00973;H0YI20;A0A6Q8PHR1"
-0.101242542266853,24.9004018306732,-4.75484781850471,0.00176003955126323,0.307913794305318,-0.909548941375382,"P05089;A0A5F9ZH78;A0A5F9ZGN6",31,-6.24830130028342,0.000157242503445606,0.0968928306231822,0.101242542266853,"Non-significant",1.01370835644749,"ARG1","Arginase-1","P05089;A0A5F9ZH78;A0A5F9ZGN6"
-0.170699596404994,22.2203042507171,-5.56875604182987,0.000685801896207321,0.307913794305318,-0.180448264958587,"P21964;E7EMS6",27,-6.51092566988778,0.000115732515126645,0.0968928306231822,0.170699596405001,"Non-significant",1.01370835644749,"COMT","Catechol O-methyltransferase","P21964;E7EMS6"
-0.081415176391598,22.7515306472778,-4.1451501514043,0.0037945691978125,0.307913794305318,-1.535930675155,"P50395",48,-6.35124895103841,0.000139298390931181,0.0968928306231822,0.0814151763916016,"Non-significant",1.01370835644749,"GDI2","Rab GDP dissociation inhibitor beta","P50395"
-1.08914518356325,15.9173996448517,-6.26296056550272,0.000328790309472821,0.277113499197802,0.352872926194459,"Q96AZ6;H0YMM4",4,-6.66197696676609,9.73988835106481e-05,0.0968928306231822,1.08914518356325,"Non-significant",1.01370835644749,"ISG20","Interferon-stimulated gene 20 kDa protein","Q96AZ6;H0YMM4"
