"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BF_vs_BFM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-0.360354008877945,20.33143214242,-4.72550607665209,0.00159362605756077,0.124811826004622,-0.746777340923493,"HPT_HUMAN",24,-7.4632746504214,5.91450684307638e-05,0.051337919397903,0.360354008877945,"Non-significant",1.28956173621619,"HP","Haptoglobin","HPT_HUMAN"
1.25122592180929,16.35040940559,6.16943687833182,0.000296095141686046,0.0763860626880356,0.837508816309987,"PDIA4_HUMAN",6,6.37857988723312,0.000182704450368461,0.0559732757814911,-1.25122592180929,"Non-significant",1.25201927568761,"PDIA4","Protein disulfide-isomerase A4","PDIA4_HUMAN"
-0.511312469461753,17.2862985918239,-5.6455591507278,0.000528014258212228,0.0763860626880356,0.301666265814887,"PLXB2_HUMAN",6,-5.90369391928861,0.000312594684030309,0.0559732757814911,0.511312469461753,"Non-significant",1.25201927568761,"PLXNB2","Plexin-B2","PLXB2_HUMAN"
0.999595780938417,14.8492633308423,6.11952163210985,0.000312410030093312,0.0763860626880356,0.788273761604346,"PRDX5_HUMAN",4,6.05684865483332,0.000262071401545721,0.0559732757814911,-0.999595780938414,"Non-significant",1.25201927568761,"PRDX5","Peroxiredoxin-5, mitochondrial","PRDX5_HUMAN"
-0.353677129764279,19.3563945706878,-4.16007011327373,0.00333773906434662,0.124811826004622,-1.46166638167013,"QSOX1_HUMAN",17,-5.59264553622404,0.000451397385334606,0.0559732757814911,0.353677129764279,"Non-significant",1.25201927568761,"QSOX1","Sulfhydryl oxidase 1","QSOX1_HUMAN"
1.37992920987871,16.1667824868054,5.75343792628618,0.000467383768988874,0.0763860626880356,0.415513713041982,"RL4_HUMAN",4,5.8181645621625,0.000345389514014861,0.0559732757814911,-1.37992920987871,"Non-significant",1.25201927568761,"RPL4","Large ribosomal subunit protein uL4","RL4_HUMAN"
0.856650859376977,15.5400029656817,8.04152254802134,4.82632465432223e-05,0.041892497999517,2.43656838800946,"SEPT7_HUMAN",1,5.68641184082454,0.000403522626546014,0.0559732757814911,-0.856650859376979,"Non-significant",1.25201927568761,"SEPTIN7","Septin-7","SEPT7_HUMAN"
-0.268274237607695,19.400732480103,-3.36657480461286,0.0101903740188881,0.161803792475199,-2.55033654767586,"AGRIN_HUMAN",47,-5.47655101037813,0.000519468029037299,0.0563622811505469,0.268274237607699,"Non-significant",1.24901143800685,"AGRN","Agrin","AGRIN_HUMAN"
-0.533114595221633,20.5314814396923,-5.1799845417851,0.000909917736666141,0.112829799346602,-0.211278346975257,"SDC4_HUMAN",5,-5.15385411334552,0.000775090978821408,0.0747532188463314,0.53311459522164,"Non-significant",1.12637010203895,"SDC4","Syndecan-4","SDC4_HUMAN"
1.1525571229169,16.6264454319173,5.02027918949463,0.00110425480860102,0.119811646733211,-0.395489458690468,"PCBP1_HUMAN",3,4.94981836831036,0.00100584431367406,0.0815987102185067,-1.1525571229169,"Non-significant",1.08831670582227,"PCBP1","Poly(rC)-binding protein 1","PCBP1_HUMAN"
0.368937850508075,21.4968711026588,4.18573870266955,0.0032242734395046,0.124811826004622,-1.42805886571438,"PLMN_HUMAN",9,4.92840997673921,0.00103408503733131,0.0815987102185067,-0.368937850508075,"Non-significant",1.08831670582227,"PLG","Plasminogen","PLMN_HUMAN"
-0.318700434546496,18.5311456076803,-3.83108128682882,0.00524442493105081,0.146843898069423,-1.90174708573901,"BCAM_HUMAN",10,-4.73173189992159,0.00133777697155398,0.0829421722363468,0.318700434546496,"Non-significant",1.08122459475082,"BCAM","Basal cell adhesion molecule","BCAM_HUMAN"
0.176590869569043,21.6717534548712,2.3715392109515,0.0458819209340935,0.24136671133814,-4.00527599087802,"FINC_HUMAN",111,4.7621968738348,0.00128499648412092,0.0829421722363468,-0.176590869569047,"Non-significant",1.08122459475082,"FN1","Fibronectin","FINC_HUMAN"
-0.333442852127519,18.6972519584569,-4.12941698099861,0.00347892611073741,0.124811826004622,-1.50194090978098,"ICAM1_HUMAN",8,-4.82085154752352,0.00118962337224721,0.0829421722363468,0.333442852127508,"Non-significant",1.08122459475082,"ICAM1","Intercellular adhesion molecule 1","ICAM1_HUMAN"
-0.483277385310146,17.9968756460971,-4.18977894714626,0.00320679717413089,0.124811826004622,-1.42277885205259,"APLP2_HUMAN",9,-4.64780309963442,0.00149571733770799,0.083689609053785,0.483277385310146,"Non-significant",1.07732846089256,"APLP2","Amyloid beta precursor like protein 2","APLP2_HUMAN"
-0.203587511012504,18.0003602191048,-2.69916374184466,0.0277135370404857,0.1939947592834,-3.52255728257023,"LAMC1_HUMAN",35,-4.62469582809495,0.00154266560467806,0.083689609053785,0.2035875110125,"Non-significant",1.07732846089256,"LAMC1","Laminin subunit gamma-1","LAMC1_HUMAN"
0.573543201045094,18.4041953270126,4.1052454271821,0.00359481065681516,0.124811826004622,-1.53380705508489,"TKFC_HUMAN",12,4.53099298669188,0.00175004669074841,0.0893553251511543,-0.573543201045094,"Non-significant",1.04887956050755,"TKFC","Triokinase/FMN cyclase","TKFC_HUMAN"
0.468673791791097,21.0586217184384,4.80394050346952,0.00144365218298533,0.124811826004622,-0.651869907558304,"APOC3_HUMAN",4,4.45042130916751,0.00195253709223062,0.0941556775586765,-0.468673791791101,"Non-significant",1.02615348703276,"APOC3","Apolipoprotein C-III","APOC3_HUMAN"
0.903116482754792,15.7952803213752,4.59294076986297,0.00188721251126108,0.124811826004622,-0.909554090272231,"MOT4_HUMAN",2,4.26361228972202,0.00252603915259658,0.101057946775781,-0.903116482754792,"Non-significant",0.9954295296977,"SLC16A3","Monocarboxylate transporter 4","MOT4_HUMAN"
-0.517375768250632,15.8084675147202,-4.46024742277822,0.00224104230754983,0.124811826004622,-1.07546480573828,"NEUR1_HUMAN",4,-4.25363921761369,0.00256137653118338,0.101057946775781,0.517375768250631,"Non-significant",0.9954295296977,"NEU1","Sialidase-1","NEUR1_HUMAN"
-0.394992956694995,18.2492374832745,-4.40005916978942,0.00242478710138793,0.124811826004622,-1.15169792680006,"NPC2_HUMAN",5,-4.33131905928522,0.00229957413741079,0.101057946775781,0.394992956694999,"Non-significant",0.9954295296977,"NPC2","NPC intracellular cholesterol transporter 2","NPC2_HUMAN"
0.441039120077619,16.9762908956103,3.84537954536781,0.00514074605059312,0.146843898069423,-1.88226948002598,"PCYOX_HUMAN",9,4.26960227453335,0.00250506728811075,0.101057946775781,-0.441039120077619,"Non-significant",0.9954295296977,"PCYOX1","Prenylcysteine oxidase 1","PCYOX_HUMAN"
1.58491236260415,15.4164324940645,4.20571253781315,0.00313886821023929,0.124811826004622,-1.40198205505036,"ASPH_HUMAN",1,4.15335196109265,0.00294777801215173,0.102346852581908,-1.58491236260414,"Non-significant",0.989925508422358,"ASPH","Aspartyl/asparaginyl beta-hydroxylase","ASPH_HUMAN"
-1.2773489676303,18.6701182029004,-4.1432282390976,0.00341452877733456,0.124811826004622,-1.48377564677646,"cRAP-CASA1_BOVIN",3,-4.16515117595949,0.00289922726595453,0.102346852581908,1.2773489676303,"Non-significant",0.989925508422358,"cRAP-CSN1S1","Alpha-S1-casein","cRAP-CASA1_BOVIN"
1.11834638622769,16.1821849953044,4.30085781692391,0.00276432530838088,0.124811826004622,-1.27866775037037,"TBCA_HUMAN",2,4.16485759098426,0.00290042482332969,0.102346852581908,-1.11834638622769,"Non-significant",0.989925508422358,"TBCA","Tubulin-specific chaperone A","TBCA_HUMAN"
1.19573006155606,17.0411733021485,3.97641394802413,0.00428702218113651,0.137819824193574,-1.70523306084405,"DX39B_HUMAN",4,4.04921950155313,0.00341608551557833,0.106317729658516,-1.19573006155606,"Non-significant",0.973394306024185,"DDX39B","Spliceosome RNA helicase DDX39B","DX39B_HUMAN"
-0.538044119883676,17.239704352055,-4.18572517640879,0.00322433212074462,0.124811826004622,-1.42807654706755,"PRSS8_HUMAN",4,-4.04644528658629,0.00342960418253278,0.106317729658516,0.538044119883672,"Non-significant",0.973394306024185,"PRSS8","Prostasin","PRSS8_HUMAN"
1.10442179173543,14.830671897659,4.3348075817299,0.00264264948761404,0.124811826004622,-1.23502995166156,"RAB5C_HUMAN",1,4.08526493150241,0.00324553385141144,0.106317729658516,-1.10442179173543,"Non-significant",0.973394306024185,"RAB5C","Ras-related protein Rab-5C","RAB5C_HUMAN"
1.05868229044919,19.4069396221474,3.77368592231765,0.00568376493754836,0.149500241387636,-1.98024283864598,"ALDOA_HUMAN",15,3.96233266355531,0.00386792592078866,0.111911989974819,-1.05868229044919,"Non-significant",0.951123381738408,"ALDOA","Fructose-bisphosphate aldolase A","ALDOA_HUMAN"
-0.574474915854703,16.1482564649855,-5.9252369909989,0.000386064442489237,0.0763860626880356,0.593028897703519,"PLST_HUMAN",1,-3.97731906893864,0.00378563980864994,0.111911989974819,0.574474915854708,"Non-significant",0.951123381738408,"PLS3","Plastin-3","PLST_HUMAN"
0.955874452355216,15.3065830625312,4.01798733638693,0.00404911524519792,0.135178155108915,-1.64962534847708,"AL4A1_HUMAN",2,3.8470591212035,0.00456851298618527,0.11663144917673,-0.955874452355218,"Non-significant",0.933184328116368,"ALDH4A1","Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial","AL4A1_HUMAN"
2.64208861595861,17.0777135775715,3.72830056059498,0.00605910496988382,0.151442204409152,-2.04265968128721,"ANXA5_HUMAN",9,3.85089273856399,0.00454315355363988,0.11663144917673,-2.64208861595861,"Non-significant",0.933184328116368,"ANXA5;cRAP-ANXA5","Annexin A5","ANXA5_HUMAN"
1.24081868163871,16.9204304729748,3.79272373173306,0.00553381284708855,0.149500241387636,-1.95415147825309,"DCXR_HUMAN",5,3.8961585266094,0.00425481880041192,0.11663144917673,-1.24081868163871,"Non-significant",0.933184328116368,"DCXR","L-xylulose reductase","DCXR_HUMAN"
0.688236042371102,19.9219316755357,3.61318381913482,0.0071353957032065,0.161803792475199,-2.20230893561927,"EF1A1_HUMAN",16,3.88382120786839,0.00433141645604257,0.11663144917673,-0.688236042371102,"Non-significant",0.933184328116368,"EEF1A1;EEF1A1P5","Elongation factor 1-alpha 1","EF1A1_HUMAN"
-0.231373608231962,17.4785007975536,-2.63786147577524,0.0304427129407871,0.206738024645003,-3.61301617554066,"LAMA5_HUMAN",41,-3.78724507943665,0.0049843512150213,0.123611910132528,0.231373608231959,"Non-significant",0.907939682518726,"LAMA5","Laminin subunit alpha-5","LAMA5_HUMAN"
-0.289234330677687,20.2524507386397,-3.04864241192744,0.0163173110883263,0.168214860158164,-3.00928493471734,"A2GL_HUMAN",14,-3.76409272364685,0.00515597727853973,0.12428863224633,0.289234330677683,"Non-significant",0.905568591217219,"LRG1","Leucine-rich alpha-2-glycoprotein","A2GL_HUMAN"
0.466392177783703,18.0725411262655,3.72220736018692,0.00611148484957971,0.151442204409152,-2.05106241689532,"TBB4B_HUMAN",5,3.74554351032884,0.00529801773400254,0.12428863224633,-0.466392177783696,"Non-significant",0.905568591217219,"TUBB4B","Tubulin beta-4B chain","TBB4B_HUMAN"
1.0222828610453,14.9663965619464,3.93462043295028,0.00454143888686755,0.140784605492894,-1.76140955070654,"PLOD2_HUMAN",1,3.71988015304416,0.00550143762713404,0.125664417377693,-1.0222828610453,"Non-significant",0.900787677955766,"PLOD2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2_HUMAN"
0.319398603794316,18.2332846445257,3.11148304992857,0.0148536048058175,0.161803792475199,-2.91780452177381,"1433G_HUMAN",10,3.58461675043928,0.00671982865240889,0.131195992642797,-0.319398603794316,"Non-significant",0.882079430201973,"YWHAG","14-3-3 protein gamma","1433G_HUMAN"
0.882209174984169,18.3724662597843,3.43400113434777,0.00923685440522407,0.161803792475199,-2.45441233991507,"AK1C3_HUMAN",7,3.56571925700925,0.00691162960733231,0.131195992642797,-0.882209174984173,"Non-significant",0.882079430201973,"AKR1C3","Aldo-keto reductase family 1 member C3","AK1C3_HUMAN"
0.691528874625131,17.393258629274,3.22183196627095,0.0126074044541609,0.161803792475199,-2.75802065225919,"AL1A1_HUMAN",10,3.40008095032072,0.00886258315951186,0.131195992642797,-0.691528874625131,"Non-significant",0.882079430201973,"ALDH1A1","Aldehyde dehydrogenase 1A1","AL1A1_HUMAN"
0.242140555080766,20.3475930355089,2.9161893632714,0.0199190006061328,0.182179968563675,-3.20307290348665,"APOH_HUMAN",9,3.50181952647776,0.00760427418527444,0.131195992642797,-0.242140555080759,"Non-significant",0.882079430201973,"APOH","Beta-2-glycoprotein 1","APOH_HUMAN"
0.675925776419081,20.3884281214005,3.21360972025923,0.0127617440289505,0.161803792475199,-2.76988566885898,"BIP_HUMAN",30,3.45356310039805,0.00817581633589884,0.131195992642797,-0.675925776419074,"Non-significant",0.882079430201973,"HSPA5","Endoplasmic reticulum chaperone BiP","BIP_HUMAN"
0.854777330114649,15.7917577326575,3.30963013068647,0.0110769699849967,0.161803792475199,-2.63176692536924,"CASPE_HUMAN",3,3.2928437294485,0.0104291745303606,0.131195992642797,-0.854777330114651,"Non-significant",0.882079430201973,"CASP14","Caspase-14","CASPE_HUMAN"
-0.344510402644914,17.5036295504798,-4.25709697597174,0.00293020408486851,0.124811826004622,-1.33519874415237,"CATL1_HUMAN",3,-3.31571300297309,0.0100722220444042,0.131195992642797,0.344510402644914,"Non-significant",0.882079430201973,"CTSL","Procathepsin L","CATL1_HUMAN"
-0.19252249399058,19.7585796143884,-2.41037486664628,0.0432112103231506,0.234420816003092,-3.94826150044623,"CLUS_HUMAN",17,-3.40269747332193,0.00882760765451369,0.131195992642797,0.192522493990577,"Non-significant",0.882079430201973,"CLU","Clusterin","CLUS_HUMAN"
1.1638583421407,15.5083875865318,3.41080588931822,0.00955372205124158,0.161803792475199,-2.48734887454791,"CX7A2_HUMAN",1,3.33821317109356,0.00973353587985312,0.131195992642797,-1.1638583421407,"Non-significant",0.882079430201973,"COX7A2","Cytochrome c oxidase subunit 7A2, mitochondrial","CX7A2_HUMAN"
2.65708372639752,18.471968249629,3.34825591749444,0.0104670900651052,0.161803792475199,-2.57649164756499,"DHRS2_HUMAN",12,3.45894193772656,0.00810992212454294,0.131195992642797,-2.65708372639752,"Non-significant",0.882079430201973,"DHRS2","Dehydrogenase/reductase SDR family member 2, mitochondrial","DHRS2_HUMAN"
-0.746495681159171,15.3567234025481,-3.88664712322379,0.00485366617079944,0.145275249525997,-1.82622797687129,"DKK1_HUMAN",2,-3.59164582966604,0.00664993223314824,0.131195992642797,0.746495681159169,"Non-significant",0.882079430201973,"DKK1","Dickkopf-related protein 1","DKK1_HUMAN"
0.821195946411038,18.9326686624441,3.1263219974224,0.0145285144102086,0.161803792475199,-2.8962518797919,"ENPL_HUMAN",22,3.30213365197657,0.0102825977974475,0.131195992642797,-0.821195946411038,"Non-significant",0.882079430201973,"HSP90B1","Endoplasmin","ENPL_HUMAN"
0.571061967877865,16.1964085305852,4.29279231047669,0.00279411640530373,0.124811826004622,-1.28906303573669,"GLU2B_HUMAN",2,3.60145273772657,0.00655369772148832,0.131195992642797,-0.571061967877871,"Non-significant",0.882079430201973,"PRKCSH","Glucosidase 2 subunit beta","GLU2B_HUMAN"
-0.755935905752061,15.0682663073118,-3.70286334772011,0.00628101308609387,0.151442204409152,-2.07777419419574,"GPC6_HUMAN",3,-3.61028126984698,0.0064683259547625,0.131195992642797,0.755935905752063,"Non-significant",0.882079430201973,"GPC6","Glypican-6","GPC6_HUMAN"
1.86156432326868,20.4254241726919,3.34288576050638,0.0105497097725483,0.161803792475199,-2.58416637777651,"H2B1C_HUMAN",6,3.44784401470956,0.00824649889264545,0.131195992642797,-1.86156432326868,"Non-significant",0.882079430201973,"H2BC10;H2BC12;H2BC12L;H2BC13;H2BC14;H2BC15;H2BC18;H2BC5;H2BC9","Histone H2B type 1-K","H2B1C_HUMAN"
1.90661762737516,20.8128753586732,3.25117303939718,0.0120725013444376,0.161803792475199,-2.71573694646577,"H4_HUMAN",7,3.35655361674107,0.00946632581597019,0.131195992642797,-1.90661762737516,"Non-significant",0.882079430201973,"H4C16","Histone H4","H4_HUMAN"
1.36691758219921,16.8340457601116,3.25671843153818,0.011974125934743,0.161803792475199,-2.70775552516139,"HNRPK_HUMAN",7,3.36662704720037,0.00932285459903486,0.131195992642797,-1.36691758219921,"Non-significant",0.882079430201973,"HNRNPK","Heterogeneous nuclear ribonucleoprotein K","HNRPK_HUMAN"
0.558562206283966,16.9194622418843,3.39652253283973,0.00975457058295988,0.161803792475199,-2.50766352422947,"HNRPU_HUMAN",4,3.36350547314191,0.00936706750697071,0.131195992642797,-0.558562206283966,"Non-significant",0.882079430201973,"HNRNPU","Heterogeneous nuclear ribonucleoprotein U","HNRPU_HUMAN"
1.0871167280996,18.7459316772359,3.16364304108854,0.013743509791666,0.161803792475199,-2.84213362529317,"CH60_HUMAN",23,3.30829373076034,0.0101865976763342,0.131195992642797,-1.08711672809961,"Non-significant",0.882079430201973,"HSPD1","60 kDa heat shock protein, mitochondrial","CH60_HUMAN"
0.672178188769472,19.6187463902814,3.16074738351823,0.0138027895785151,0.161803792475199,-2.84632791462137,"IDHC_HUMAN",15,3.36534235475491,0.00934102389620417,0.131195992642797,-0.672178188769479,"Non-significant",0.882079430201973,"IDH1","Isocitrate dehydrogenase [NADP] cytoplasmic","IDHC_HUMAN"
0.452708027294559,17.6982811307135,3.35081428017894,0.0104279710438351,0.161803792475199,-2.57283655186394,"IF4A1_HUMAN",7,3.54625352846022,0.00711527006331808,0.131195992642797,-0.452708027294566,"Non-significant",0.882079430201973,"EIF4A1","Eukaryotic initiation factor 4A-I","IF4A1_HUMAN"
