"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BFM_vs_CFM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
0.66853460675053,19.2006022955315,8.80938668627457,2.58551907899164e-05,0.00756819606611857,3.19991906824513,"AGRIN_HUMAN",47,13.5248591594863,5.41147721748222e-07,0.000469716222477457,-0.66853460675053,"Up in BFM",3.32816444043251,"AGRN","Agrin","AGRIN_HUMAN"
1.37185712558131,16.4528990020122,9.05930850120455,2.11641041285441e-05,0.00756819606611857,3.38835525228471,"cRAP-CASA2_BOVIN",3,8.51270938250059,2.06697883658425e-05,0.0040423445746142,-1.37185712558131,"Up in BFM",2.39336666942652,"cRAP-CSN1S2","Alpha-S2-casein","cRAP-CASA2_BOVIN"
2.06449461138283,16.208917292313,8.79506176351834,2.6157359675525e-05,0.00756819606611857,3.18893978174493,"cRAP-CASK_BOVIN",2,8.50688795078162,2.07776664474938e-05,0.0040423445746142,-2.06449461138282,"Up in BFM",2.39336666942652,"cRAP-CSN3","Kappa-casein","cRAP-CASK_BOVIN"
0.225706549601686,21.4706047452859,3.47803918542609,0.00871866143745727,0.0593844500271212,-2.64419033861679,"FINC_HUMAN",111,8.38026608238504,2.32853950150588e-05,0.0040423445746142,-0.225706549601686,"Non-significant",2.39336666942652,"FN1","Fibronectin","FINC_HUMAN"
0.531915357411947,17.3282299229636,6.56519230882268,0.000198967504053766,0.0172703793518669,1.21071334901966,"LAMA5_HUMAN",41,9.32410716411943,1.02803647810628e-05,0.0040423445746142,-0.531915357411954,"Up in BFM",2.39336666942652,"LAMA5","Laminin subunit alpha-5","LAMA5_HUMAN"
-0.616387681269167,17.063965176206,-6.83598117476893,0.000151500746768739,0.0153619383141258,1.48246039486582,"PCYOX_HUMAN",9,-7.76148038466102,4.14869651962042e-05,0.00600178096505088,0.61638768126916,"Up in CFM",2.22171985819566,"PCYOX1","Prenylcysteine oxidase 1","PCYOX_HUMAN"
-1.14803964281234,16.3511758306394,-7.65937204436418,6.9347745849766e-05,0.0105836976365588,2.25222627692252,"ILEU_HUMAN",4,-7.52899557647953,5.20264282593722e-05,0.00645127710416216,1.14803964281233,"Up in CFM",2.19035430328904,"SERPINB1","Leukocyte elastase inhibitor","ILEU_HUMAN"
0.313275581672379,17.9455161837749,4.34699266549535,0.00262456438550947,0.0446690566004357,-1.41356303567339,"LAMC1_HUMAN",35,6.88508119883081,0.000100262394034168,0.010244074298064,-0.313275581672372,"Non-significant",1.98952728034787,"LAMC1","Laminin subunit gamma-1","LAMC1_HUMAN"
0.667976796157397,18.7887034130036,5.81219978973794,0.000444052783039472,0.0275312725484473,0.402327261937782,"PGBM_HUMAN",31,6.83047874805913,0.000106217360233382,0.010244074298064,-0.667976796157397,"Up in BFM",1.98952728034787,"HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein","PGBM_HUMAN"
-1.46365850539796,18.6631909249912,-5.94449405117632,0.000383706427555243,0.0275312725484473,0.550188571317584,"AK1C3_HUMAN",7,-6.20377310865091,0.000211145060563952,0.0149830666159015,1.46365850539796,"Up in CFM",1.82439928956965,"AKR1C3","Aldo-keto reductase family 1 member C3","AK1C3_HUMAN"
-0.578923189642605,21.1137464173642,-7.08470034842623,0.000118778313536925,0.0147285108785787,1.72372407580822,"APOC3_HUMAN",4,-6.23118035114534,0.000204692817508787,0.0149830666159015,0.578923189642605,"Up in CFM",1.82439928956965,"APOC3","Apolipoprotein C-III","APOC3_HUMAN"
