"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CF_vs_BF","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
1.33356438038179,15.5587263911341,7.27550030855931,9.24939678622571e-05,0.0802847641044392,0.610731107510644,"MOGS_HUMAN",3,6.87831389618341,8.53253698241746e-05,0.0740624210073835,-1.33356438038179,"Non-significant",1.1304020955142,"MOGS","Mannosyl-oligosaccharide glucosidase","MOGS_HUMAN"
-0.273689164192547,19.1297507792028,-3.42428907201398,0.00923291257418913,0.331211551902012,-2.36195015014822,"AGRIN_HUMAN",47,-5.78390078025191,0.000301114071481321,0.0871223380152623,0.273689164192554,"Non-significant",1.05987047836819,"AGRN","Agrin","AGRIN_HUMAN"
-0.69347718735769,21.334601434234,-5.33888851088466,0.000729638594994562,0.31666315022764,-0.569635451617651,"PLMN_HUMAN",9,-5.89198277681953,0.000264070479737953,0.0871223380152623,0.69347718735769,"Non-significant",1.05987047836819,"PLG","Plasminogen","PLMN_HUMAN"
-0.330889037079636,22.1310245376808,-3.7076160636552,0.00613373720204828,0.325386095275848,-2.05262369226767,"CO4A_HUMAN",62,-5.40906531158032,0.000480562373489977,0.104282035047325,0.330889037079633,"Non-significant",0.981790502233284,"C4A","Complement C4-A","CO4A_HUMAN"
0.472863261892002,17.641856210744,4.24235671058802,0.00292406413203708,0.325386095275848,-1.51015964283937,"NPM_HUMAN",9,4.77119380132123,0.00111404270606925,0.161164844811351,-0.472863261892002,"Non-significant",0.792729685666821,"NPM1","Nucleophosmin","NPM_HUMAN"
0.705416946279271,19.5716532231296,4.46789880472884,0.00216651655276956,0.325386095275848,-1.29806190341515,"TTHY_HUMAN",8,4.78735267277465,0.00108977652397242,0.161164844811351,-0.705416946279275,"Non-significant",0.792729685666821,"TTR","Transthyretin","TTHY_HUMAN"
-0.896693596724745,20.2867677036567,-4.16078071946015,0.00326507555086843,0.325386095275848,-1.58932043706282,"CALM1_HUMAN",8,-4.41716975272193,0.00182222867221486,0.195610893375202,0.896693596724752,"Non-significant",0.708606963449202,"CALM1;CALM2;CALM3","Calmodulin-1","CALM1_HUMAN"
0.211632815419733,22.7562884046637,2.61929934548361,0.0310674147996638,0.57879370190307,-3.30882859210432,"FIBG_HUMAN",36,4.34181427265619,0.00202822354882122,0.195610893375202,-0.211632815419726,"Non-significant",0.708606963449202,"FGG","Fibrinogen gamma chain","FIBG_HUMAN"
0.437644746674259,17.4156328289862,3.8877868725465,0.00475669686210925,0.325386095275848,-1.86367801179861,"PCYOX_HUMAN",9,4.3661864142903,0.00195899311634977,0.195610893375202,-0.437644746674259,"Non-significant",0.708606963449202,"PCYOX1","Prenylcysteine oxidase 1","PCYOX_HUMAN"
0.317632060971256,20.2718870383394,3.21871942034263,0.0125043476911638,0.40199162207149,-2.5951380137852,"PROS_HUMAN",17,4.17459013549515,0.00257995513035633,0.22394010531493,-0.31763206097126,"Non-significant",0.649868121886674,"XII.01","Vitamin K-dependent protein S","PROS_HUMAN"
0.265266758821525,19.3020902361713,2.99368619246134,0.0175275265538931,0.487372744149298,-2.85792342609598,"BTD_HUMAN",12,3.87487137414602,0.00401087029664463,0.253851279812332,-0.265266758821522,"Non-significant",0.59542064272212,"BTD","Biotinidase","BTD_HUMAN"
0.267050404473189,17.5754358534952,2.91825059034197,0.0196515500831752,0.50169251388812,-2.94756384836932,"G6PI_HUMAN",13,3.78341991256014,0.00460030975129162,0.253851279812332,-0.267050404473189,"Non-significant",0.59542064272212,"GPI","Glucose-6-phosphate isomerase","G6PI_HUMAN"
1.08577468164196,20.4488459347904,3.64111026916405,0.00674509847879618,0.325386095275848,-2.12391670089646,"H2A1B_HUMAN",4,3.73798085209207,0.00492670488444574,0.253851279812332,-1.08577468164197,"Non-significant",0.59542064272212,"H2AC12;H2AC14;H2AC17;H2AC25;H2AC6;H2AC7;H2AC8;H2AJ","Histone H2A type 1-B/E","H2A1B_HUMAN"
0.988835893276388,16.8861445688252,3.99751122557463,0.00408371569355131,0.325386095275848,-1.751662965524,"LGUL_HUMAN",2,3.75980175006936,0.00476700524435265,0.253851279812332,-0.988835893276381,"Non-significant",0.59542064272212,"GLO1","Lactoylglutathione lyase","LGUL_HUMAN"
-0.202292486518818,20.0404118199495,-2.45440512126005,0.0400895008297493,0.611016525129507,-3.510926618398,"MA1A1_HUMAN",20,-3.73196230431917,0.00497174165531064,0.253851279812332,0.202292486518818,"Non-significant",0.59542064272212,"MAN1A1","Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA","MA1A1_HUMAN"
-0.255709412840982,17.4849941123089,-2.88180864231068,0.0207719751434099,0.515144983556565,-2.9911162431449,"MRC2_HUMAN",14,-3.85881302610122,0.00410827231940071,0.253851279812332,0.255709412840975,"Non-significant",0.59542064272212,"MRC2","C-type mannose receptor 2","MRC2_HUMAN"
-0.480382809354435,16.840315145587,-3.54489210297494,0.00774740802757616,0.331211551902012,-2.22850488871694,"PAI1_HUMAN",8,-3.82604887318011,0.00431487270122391,0.253851279812332,0.480382809354431,"Non-significant",0.59542064272212,"SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN"
0.396067035780284,19.0116043651665,3.4204305190367,0.00928516925394394,0.331211551902012,-2.36626173988785,"AK1C3_HUMAN",7,3.61734140890238,0.00591787366395056,0.278770009572464,-0.396067035780288,"Non-significant",0.554753950006486,"AKR1C3","Aldo-keto reductase family 1 member C3","AK1C3_HUMAN"
1.26249769465661,17.8532971948797,3.66388079087051,0.0065287535847507,0.325386095275848,-2.09941441715064,"H2B3B_HUMAN",1,3.59209046287521,0.00615080044229657,0.278770009572464,-1.26249769465661,"Non-significant",0.554753950006486,"H2BC26","Histone H2B type 3-B","H2B3B_HUMAN"
0.175261975536735,20.2388861257494,2.19327324861376,0.0601055262315135,0.614831208380952,-3.8319391741405,"HPT_HUMAN",24,3.56380134719908,0.00642327210996461,0.278770009572464,-0.175261975536728,"Non-significant",0.554753950006486,"HP","Haptoglobin","HPT_HUMAN"
0.569259823386176,16.5847545810092,3.40636737037344,0.0094782982414031,0.331211551902012,-2.38199781203686,"CD14_HUMAN",6,3.5273671396159,0.00679305084753965,0.280779435031639,-0.569259823386179,"Non-significant",0.551634704160982,"CD14","Monocyte differentiation antigen CD14","CD14_HUMAN"
-0.203465478467631,21.8897626685287,-2.32376592593281,0.0490916814989458,0.611016525129507,-3.67160531322991,"CFAB_HUMAN",41,-3.49311943976254,0.00716109060481198,0.282537574771673,0.203465478467631,"Non-significant",0.54892378702739,"CFB","Complement factor B","CFAB_HUMAN"
-0.809946090700915,14.703259893477,-3.82257011025736,0.00521244435514912,0.325386095275848,-1.93135653129021,"LC1L1_HUMAN",1,-3.40389676939898,0.00822171692240787,0.285458011546001,0.809946090700915,"Non-significant",0.544457763757687,"LCN1;LCN1P1","Lipocalin-1","LC1L1_HUMAN"
