"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CTRL.myr_vs_HBV.myr","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc"
0.728954792022698,16.9249517917633,6.16492352840753,0.000303385138189613,0.0313835070727255,0.832085231063943,"ANXA5_HUMAN",6,6.83078400085596,0.00015027457994165,0.0221906462149577,-0.728954792022702,"Up in CTRL.myr",1.65383005047174,"ANXA5","Annexin A5"
0.734100818634055,19.3002655506134,6.22598004072521,0.000284301222210416,0.0313835070727255,0.893827840309209,"CATB_HUMAN",10,7.07597370187627,0.00011813281178433,0.0221906462149577,-0.734100818634047,"Up in CTRL.myr",1.65383005047174,"CTSB","Cathepsin B"
1.54080200195318,15.9965462684631,8.40916909228457,3.61812913526035e-05,0.0182964484519719,2.77801426867874,"CREG1_HUMAN",1,7.70304116567823,6.56407665960134e-05,0.0221906462149577,-1.54080200195317,"Up in CTRL.myr",1.65383005047174,"CREG1","Protein CREG1"
0.905600070953348,16.6705405712128,6.69281850693134,0.000175516707321542,0.0313835070727255,1.34825190130442,"DPP4_HUMAN",7,7.27113814159199,9.79777580308242e-05,0.0221906462149577,-0.905600070953348,"Up in CTRL.myr",1.65383005047174,"DPP4","Dipeptidyl peptidase 4"
0.890434265136729,16.7082629203796,6.49534879123285,0.000214579775412989,0.0313835070727255,1.15978759622252,"HSPB1_HUMAN",6,6.99977624033988,0.000127219637544569,0.0221906462149577,-0.890434265136722,"Up in CTRL.myr",1.65383005047174,"HSPB1","Heat shock protein beta-1"
1.05013322830199,16.4082109928131,8.31127021944609,3.93049375982211e-05,0.0182964484519719,2.7055977383266,"PPGB_HUMAN",2,7.55757326587462,7.49702580303954e-05,0.0221906462149577,-1.050133228302,"Up in CTRL.myr",1.65383005047174,"CTSA","Lysosomal protective protein"
0.73472023010255,19.6418552398682,6.05682111287434,0.000340747694747235,0.0317236103809676,0.721419959540446,"SAP_HUMAN",7,6.72620649100757,0.000166846964022239,0.0221906462149577,-0.734720230102546,"Up in CTRL.myr",1.65383005047174,"PSAP","Prosaposin"
0.95289325714112,18.7201194763184,6.27333478194693,0.000270413777400116,0.0313835070727255,0.941339794566512,"RL40_HUMAN;RS27A_HUMAN;UBB_HUMAN;UBC_HUMAN",4,6.51502816374936,0.000206858203534462,0.024073123436323,-0.952893257141124,"Up in CTRL.myr",1.61846755728812,"RPS27A;UBA52;UBB;UBC","Polyubiquitin-B"
1.384575843811,17.6956133842468,6.47695352763866,0.000218683664354995,0.0313835070727255,1.14195426084268,"S10AA_HUMAN",2,6.25943352605102,0.000270169527959031,0.0279475367255397,-1.384575843811,"Up in CTRL.myr",1.55365646447341,"S100A10","Protein S100-A10"
1.06905961036678,15.5159126520157,6.56543274875493,0.000199708554187693,0.0313835070727255,1.22729553159074,"APT_HUMAN",1,5.88695028064679,0.000404333643159107,0.0302551803592173,-1.06905961036678,"Up in CTRL.myr",1.51920025377834,"APRT","Adenine phosphoribosyltransferase"
0.892012119293224,16.9805862903595,5.54809021243767,0.000600303097701153,0.0399201559971267,0.176842063779576,"HEXB_HUMAN",7,5.87859480143838,0.000408087879829848,0.0302551803592173,-0.892012119293224,"Up in CTRL.myr",1.51920025377834,"HEXB","Beta-hexosaminidase subunit beta"
0.954712390899651,20.4445168972015,5.39165333439632,0.000719369887385632,0.0409021287640283,0.00126490296501558,"K22E_HUMAN",36,5.84735794421185,0.000422467609742025,0.0302551803592173,-0.954712390899651,"Up in CTRL.myr",1.51920025377834,"KRT2","Keratin, type II cytoskeletal 2 epidermal"
0.858148574829155,19.2947235107422,5.64734768416785,0.00053610063579821,0.0383930532252411,0.28623604341709,"SAA1_HUMAN",7,6.02657216715062,0.000346922764947929,0.0302551803592173,-0.858148574829151,"Up in CTRL.myr",1.51920025377834,"SAA1","Serum amyloid A-1 protein"
0.589782714843754,22.4958391189575,4.77394395616504,0.00151920263911267,0.0486603451170031,-0.730717399631605,"AACT_HUMAN",18,5.47094034234232,0.000647663922074815,0.0322908537627079,-0.58978271484375,"Up in CTRL.myr",1.49092047218534,"SERPINA3","Alpha-1-antichymotrypsin"
0.676878929138169,20.4536280632019,5.03112858478219,0.00110559880950001,0.047262359757253,-0.418371870539752,"CATD_HUMAN",18,5.63114914235707,0.000538749669564929,0.0322908537627079,-0.676878929138173,"Up in CTRL.myr",1.49092047218534,"CTSD","Cathepsin D"
1.60109710693358,14.2928965091705,5.6504280902738,0.0005342331017155,0.0383930532252411,0.289606299727989,"FUCO2_HUMAN",2,5.54436894642376,0.000594998835621674,0.0322908537627079,-1.60109710693358,"Up in CTRL.myr",1.49092047218534,"FUCA2","Plasma alpha-L-fucosidase"
0.616147279739376,16.2987149953842,5.03387381245468,0.0011019109573807,0.047262359757253,-0.415096532825921,"HEXA_HUMAN",5,5.45599837768029,0.000658997015565468,0.0322908537627079,-0.616147279739375,"Up in CTRL.myr",1.49092047218534,"HEXA","Beta-hexosaminidase subunit alpha"
1.00771474838258,18.3313148021698,5.39899768289106,0.000713232224253108,0.0409021287640283,0.00959513024873981,"LBP_HUMAN",4,5.53778618181216,0.000599522400144974,0.0322908537627079,-1.00771474838258,"Up in CTRL.myr",1.49092047218534,"LBP","Lipopolysaccharide-binding protein"
1.47057104110718,13.8612315654755,5.90229583567817,0.000403292450694975,0.0341332065088201,0.560198206099806,"PSMD5_HUMAN",1,5.62257882788938,0.000544035393878789,0.0322908537627079,-1.47057104110717,"Up in CTRL.myr",1.49092047218534,"PSMD5","26S proteasome non-ATPase regulatory subunit 5"
0.791484355926503,18.6139538288116,4.92227075787755,0.00126331816744725,0.047262359757253,-0.5492480041127,"CH60_HUMAN",25,5.36824681006749,0.000730117148141603,0.0323685269009444,-0.791484355926503,"Up in CTRL.myr",1.4898770649888,"HSPD1","60 kDa heat shock protein, mitochondrial"
1.31729793548583,22.5662236213684,5.2325698325442,0.00086764947326745,0.0448767588673331,-0.181302506417775,"SODM_HUMAN",20,5.40379104778791,0.000700340471119961,0.0323685269009444,-1.31729793548583,"Up in CTRL.myr",1.4898770649888,"SOD2","Superoxide dismutase [Mn], mitochondrial"
0.554009914398176,18.1504952907562,4.69624484660648,0.00167544259733312,0.0486603451170031,-0.827226860106721,"GGH_HUMAN",8,5.28635476411857,0.000804157341742074,0.0340304765982669,-0.554009914398176,"Up in CTRL.myr",1.46813196854898,"GGH","Gamma-glutamyl hydrolase"
0.906421661376976,16.2496476173401,4.94009532857573,0.00123588849019517,0.047262359757253,-0.527684719137679,"AMPN_HUMAN",8,5.17675725857781,0.000916453165879847,0.0370964303232234,-0.906421661376974,"Up in CTRL.myr",1.43066787921282,"ANPEP","Aminopeptidase N"
0.567226409912099,19.686583518982,4.38706872032842,0.00249523157096716,0.0553310157425617,-1.22110221875951,"ANXA2_HUMAN",17,4.94887654735183,0.00120917866089084,0.0395562677847562,-0.567226409912099,"Up in CTRL.myr",1.4027846917197,"ANXA2","Annexin A2"
-1.0653209686279,20.5800409317017,-4.69837342554908,0.00167093588208669,0.0486603451170031,-0.824569692076409,"APOE_HUMAN",21,-4.89108125690895,0.00129876792187833,0.0395562677847562,1.0653209686279,"Up in HBV.myr",1.4027846917197,"APOE","Apolipoprotein E"
1.41866064071655,16.6475551128387,4.88680757935767,0.00131989404263005,0.047262359757253,-0.592305206410984,"FRIH_HUMAN",3,4.90518765516171,0.00127625066294333,0.0395562677847562,-1.41866064071655,"Up in CTRL.myr",1.4027846917197,"FTH1","Ferritin heavy chain"
1.1026964187622,16.9194636344909,4.7297223495876,0.00160607252222235,0.0486603451170031,-0.785522518749981,"GRP75_HUMAN",10,4.87977694519391,0.00131712599498114,0.0395562677847562,-1.1026964187622,"Up in CTRL.myr",1.4027846917197,"HSPA9","Stress-70 protein, mitochondrial"
0.806699514389024,16.47636282444,5.35957142257802,0.000746870235218561,0.0409021287640283,-0.0352249448872612,"HDHD3_HUMAN",2,5.00555824067702,0.0011278443070301,0.0395562677847562,-0.806699514389024,"Up in CTRL.myr",1.4027846917197,"HDHD3","Haloacid dehalogenase-like hydrolase domain-containing protein 3"
