"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CTRL_vs_CTRL.myr","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc"
-0.294525434553023,19.52,-9.21798831213284,1.75773298739544e-05,0.0203222307369178,3.42768020685799,"ACSM5_HUMAN",21,-11.6944310977019,6.52688528363603e-07,0.00195773616538651,0.29,"Non-significant",2.708,"ACSM5","Acyl-coenzyme A synthetase ACSM5, mitochondrial"
-0.278251845035481,22.2,-8.54798104846117,3.02864777142702e-05,0.0203222307369178,2.95534665787416,"MMSA_HUMAN",32,-11.5056034301699,7.53700159917809e-07,0.00195773616538651,0.28,"Non-significant",2.708,"ALDH6A1","Methylmalote-semialdehyde dehydrogese [acylating], mitochondrial"
-0.2938292203781,20.38,-7.60530119971903,6.93338563440518e-05,0.0240126255804899,2.21168306652634,"ACSS3_HUMAN",38,-9.65245054338796,3.4902198442843e-06,0.00302194868184282,0.29,"Non-significant",2.52,"ACSS3","Acyl-CoA synthetase short-chain family member 3, mitochondrial"
-0.576741570231377,18.01,-9.03165537872713,2.03788864951354e-05,0.0203222307369178,3.30066183550293,"FMO5_HUMAN",10,-9.66818289768291,3.44159809975884e-06,0.00302194868184282,0.58,"Up in CTRL.myr",2.52,"FMO5","Flavin-containing monooxygese 5"
-0.5129446552742,22.2,-8.50897393516463,3.12950617700371e-05,0.0203222307369178,2.92647806169258,"GATM_HUMAN",24,-9.71982145617098,3.28715512736541e-06,0.00302194868184282,0.51,"Up in CTRL.myr",2.52,"GATM","Glycine amidinotransferase, mitochondrial"
0.590666636287821,16.63,9.35304563903335,1.58155640303972e-05,0.0203222307369178,3.51774346480603,"TE_HUMAN",9,9.8700007330323,2.87957834431373e-06,0.00302194868184282,-0.59,"Up in CTRL",2.52,"TNC","Tescin"
-0.307340986621799,21.75,-7.77963693221014,5.91319521922456e-05,0.0236300378183628,2.35673157128925,"METK1_HUMAN",23,-9.42721690767261,4.27559609042375e-06,0.00317310309853591,0.31,"Non-significant",2.499,"MAT1A","S-adenosylmethionine synthase isoform type-1"
-0.470589302513027,23.49,-8.08395575479862,4.50885474875145e-05,0.0212612373356005,2.60155130389313,"ST2A1_HUMAN",22,-9.22878049323394,5.12989372051875e-06,0.00333122473476186,0.47,"Up in CTRL.myr",2.477,"SULT2A1","Sulfotransferase 2A1"
-0.359045494537106,19.7,-7.6221424811283,6.82674327532394e-05,0.0240126255804899,2.22585137024193,"ACSL5_HUMAN",26,-9.01319489787866,6.2755685089068e-06,0.00362239760041898,0.36,"Non-significant",2.441,"ACSL5","Long-chain-fatty-acid--CoA ligase 5"
-0.250506625648676,22.99,-6.93754907122418,0.000131125797537281,0.0243699365780531,1.62177672176569,"AATM_HUMAN",31,-8.89419535787707,7.02599859861408e-06,0.00365000627198001,0.25,"Non-significant",2.438,"GOT2","Aspartate aminotransferase, mitochondrial"
0.536249398146374,15.82,8.57838582915954,2.95254432232879e-05,0.0203222307369178,2.97774065782639,"FAT1_HUMAN",7,8.67706131104714,8.66158325378604e-06,0.00377268039298569,-0.54,"Up in CTRL",2.423,"FAT1","Protocadherin Fat 1"
-0.243012450159146,20.75,-6.67951799583735,0.0001698436444579,0.0243699365780531,1.37840106422907,"SARDH_HUMAN",38,-8.67079858186127,8.71456491161275e-06,0.00377268039298569,0.24,"Non-significant",2.423,"SARDH","Sarcosine dehydrogese, mitochondrial"
-0.297761058132416,21.82,-6.90962924978252,0.000134801370979809,0.0243699365780531,1.59587202004048,"ACOT1_HUMAN",36,-8.46766934486472,1.06410290366376e-05,0.00393966964168302,0.3,"Non-significant",2.405,"ACOT1","Acyl-coenzyme A thioesterase 1"
-0.248120909473474,24.68,-6.55035162272855,0.000193865539407308,0.0243699365780531,1.25316999542321,"CPSM_HUMAN",111,-8.33622151905708,1.21337274816031e-05,0.00393966964168302,0.25,"Non-significant",2.405,"CPS1","Carbamoyl-phosphate synthase [ammonia], mitochondrial"
0.807032026137074,15.08,12.1712830993163,2.25782379805434e-06,0.0117293946308923,5.07025061321895,"H3BS21_HUMAN",2,8.52489919769018,1.00549594112228e-05,0.00393966964168302,-0.81,"Up in CTRL",2.405,"HP","Haptoglobin (Fragment)"
-0.355604923512274,19.02,-8.2748430090783,3.81958730724514e-05,0.0212612373356005,2.74987076422535,"KBL_HUMAN",9,-8.39833415848268,1.14016488599046e-05,0.00393966964168302,0.36,"Non-significant",2.405,"GCAT","2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial"
-0.303692050001082,22.71,-6.77665059894175,0.000153950307294956,0.0243699365780531,1.47106803936646,"ACS2B_HUMAN",32,-8.18332877840955,1.41644371044623e-05,0.00408801393098231,0.3,"Non-significant",2.388,"ACSM2B","Acyl-coenzyme A synthetase ACSM2B, mitochondrial"
-0.250538049278397,19.66,-7.26005541774377,9.58483242774212e-05,0.0243699365780531,1.91366698010921,"AGT2_HUMAN",14,-8.22998233513355,1.35079448793933e-05,0.00408801393098231,0.25,"Non-significant",2.388,"AGXT2","Alanine--glyoxylate aminotransferase 2, mitochondrial"
-0.247283090071249,24.34,-6.3715509177914,0.000233559751428657,0.0243699365780531,1.07597081953248,"ALDH2_HUMAN",44,-8.12575414066601,1.5023122018394e-05,0.00410763783608193,0.25,"Non-significant",2.386,"ALDH2","Aldehyde dehydrogese, mitochondrial"
