"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","HBV_vs_CTRL.myr","Diff_Abund","negLog10_sca_adjPval","Genes"
8.09021557662187,17.946247762905,28.5180883655799,2.93192737588499e-09,7.61568135886127e-06,10.4196449111585,"CAPSD_HBVD3",6,31.0707956825689,7.08050894372194e-11,1.83916219813177e-07,-8.09021557662187,"Up in HBV",6.73537996807169,"C"
1.92408736107152,18.0623041254016,28.5799942904173,2.88249968851475e-09,7.61568135886127e-06,10.428408217625,"TSP1_HUMAN",18,31.9758184853873,5.40294873566097e-11,1.83916219813177e-07,-1.92408736107152,"Up in HBV",6.73537996807169,"THBS1"
1.39997107891008,18.9437454642235,18.0424202148047,1.04129581187285e-07,0.000151309389316792,8.13317434948124,"FIBA_HUMAN",22,20.2013585421774,3.9938510742864e-09,6.91601877697261e-06,-1.39997107891007,"Up in HBV",5.16014383628815,"FGA"
1.010033462266,19.1562994280893,17.2765412172061,1.45629826098933e-07,0.000151309389316792,7.8749732261586,"ITIH2_HUMAN",10,18.4084816134573,9.46457663827745e-09,1.22921189089628e-05,-1.010033462266,"Up in HBV",4.91037324720702,"ITIH2"
1.34660068555112,18.7233289892987,16.164577018301,2.43277268930181e-07,0.000192908890910617,7.46708891710351,"FGL1_HUMAN",11,17.5756086612368,1.45259564218742e-08,1.50924687223273e-05,-1.34660068555112,"Up in HBV",4.82123971550661,"FGL1"
1.76418121454913,17.6581338224811,16.0261091154866,2.59934982940197e-07,0.000192908890910617,7.41334437099202,"PEDF_HUMAN",7,17.1040412927038,1.86730447302418e-08,1.61677445622677e-05,-1.76418121454913,"Up in HBV",4.79135056095205,"SERPINF1"
5.75354762935187,17.5539715094544,13.8738973681962,7.84982252340046e-07,0.000453109200100726,6.481830915511,"HBSAG_HBVD3",4,15.1075023885123,5.84380843516711e-08,4.33694068867045e-05,-5.75354762935187,"Up in HBV",4.36281651715474,"S"
0.960840985436523,20.8712094506704,12.3626199932254,1.8848316873297e-06,0.000979170061567778,5.70135463236236,"FINC_HUMAN",86,14.0261902439375,1.15100803711641e-07,7.47435844102467e-05,-0.960840985436523,"Up in HBV",4.12642607892063,"FN1"
0.743174791406727,19.6618209833917,11.456965177887,3.34311964667759e-06,0.00142217913586446,5.17309640375935,"FIBB_HUMAN",20,12.9013908409191,2.45598556464154e-07,0.000141764944536809,-0.743174791406727,"Up in HBV",3.84843114768895,"FGB"
1.01498633594782,19.1002555038745,11.3618472217978,3.55886982988219e-06,0.00142217913586446,5.11467551426439,"FIBG_HUMAN",28,12.7043554851127,2.82191651089891e-07,0.000146598562741199,-1.01498633594782,"Up in HBV",3.83387028751635,"FGG"
0.992592179161829,17.285439529747,10.8226673253889,5.11947528201529e-06,0.00170027168324463,4.7721822552351,"AGRIN_HUMAN",28,12.0887965524441,4.4110705171123e-07,0.000198856651934253,-0.992592179161825,"Up in HBV",3.70145987689313,"AGRN"
0.600166182188953,19.4634617681509,10.9557287706916,4.67319782608105e-06,0.00170027168324463,4.85853715557145,"LG3BP_HUMAN",13,12.0343162011284,4.59341640656599e-07,0.000198856651934253,-0.60016618218895,"Up in HBV",3.70145987689313,"LGALS3BP"
0.825491475837701,18.4909159640925,17.5569110302172,1.28593399972529e-07,0.000151309389316792,7.97153536140965,"F13A_HUMAN",3,11.7042790327523,5.89168957723029e-07,0.000235440979643934,-0.825491475837701,"Up in HBV",3.62811794385327,"F13A1"
1.13391155278117,16.8655137081415,14.2319416585962,6.46207613530361e-07,0.000419631069036278,6.65033138831926,"TBB1_HUMAN",2,11.0537369048392,9.80440419198158e-07,0.000363813426981031,-1.13391155278118,"Up in HBV",3.43912127680589,"TUBB1"
2.12053275587429,15.5869951256073,10.2315309855783,7.77279898329181e-06,0.00237527592460006,4.37322770877382,"CO6A1_HUMAN",4,10.9327983054617,1.08090314437438e-06,0.00037435278900166,-2.1205327558743,"Up in HBV",3.42671892694487,"COL6A1"
0.763774855561199,18.0064884589172,9.44535268348638,1.40114889110346e-05,0.00362859469156067,3.80096201823177,"CO5_HUMAN",27,10.6025143325401,1.41770800197041e-06,0.000460312066889768,-0.763774855561202,"Up in HBV",3.33694764010722,"C5"
1.18643789758779,18.0480514335216,10.7898785106449,5.23664041037807e-06,0.00170027168324463,4.75071337760458,"PZP_HUMAN",3,10.3265996559597,1.7882839260761e-06,0.00054647852917443,-1.1864378975878,"Up in HBV",3.26242689655828,"PZP"
0.675980607947768,18.522958204579,9.46537771094143,1.37956447544679e-05,0.00362859469156067,3.81616897465323,"APOA5_HUMAN",10,10.1779204319999,2.03112364170963e-06,0.000586204851037862,-0.675980607947778,"Up in HBV",3.2319505919531,"APOA5"
3.31656078533083,16.1700113020129,9.45976357162627,1.3855781070029e-05,0.00362859469156067,3.81190906391378,"GPC3_HUMAN",1,9.944350095253,2.48890183400973e-06,0.000680518159351608,-3.31656078533082,"Up in HBV",3.16716028133357,"GPC3"
0.623080023602284,20.0728351826074,8.48564481068805,3.05291241969416e-05,0.00689560000883093,3.03001250606908,"APOB_HUMAN",131,9.63645480740803,3.27392531883791e-06,0.000850402101568148,-0.623080023602277,"Up in HBV",3.07037567522709,"APOB"
0.370618653602072,19.8921745939313,8.21561543665741,3.85124166979674e-05,0.00800288018983762,2.79724098813491,"A2MG_HUMAN",20,9.53940171303339,3.57483461487149e-06,0.00086948680863071,-0.370618653602072,"Non-significant",3.06073700248513,"A2M"
0.796261505352739,20.7843941774393,8.56244038307246,2.8609101823611e-05,0.00675564927152996,3.09488368518088,"APOE_HUMAN",20,9.50694085326572,3.68213855435527e-06,0.00086948680863071,-0.796261505352753,"Up in HBV",3.06073700248513,"APOE"
1.14381212943803,17.8191130270527,12.2041686947607,2.07776424783158e-06,0.000981271387953187,5.61245083141615,"CO7_HUMAN",1,8.98431367167047,5.99824544634984e-06,0.00135482109103424,-1.14381212943803,"Up in HBV",2.86811805114131,"C7"
2.53379700362465,15.7788988241542,7.94516140971476,4.89084712508068e-05,0.00907464653399303,2.55658157496058,"MATN3_HUMAN",5,8.64817625726646,8.31135354727933e-06,0.00179906173658817,-2.53379700362465,"Up in HBV",2.74495393315276,"MATN3"
0.819743419154754,17.9063847411119,8.41089765986919,3.25367812374319e-05,0.00704285743868578,2.96631231734342,"FBLN1_HUMAN",5,8.60470554459628,8.6758135918579e-06,0.00180283406438807,-0.819743419154754,"Up in HBV",2.74404424456822,"FBLN1"
0.418095179908324,15.7609298394069,8.12539252421726,4.16784720854881e-05,0.00832767932631196,2.717809523205,"FAT1_HUMAN",7,7.96665735802976,1.66253087063079e-05,0.00323404219605851,-0.418095179908326,"Non-significant",2.49025431794977,"FAT1"
-0.354040728026897,15.8225712280026,-9.38649490038728,1.46680439889844e-05,0.00362859469156067,3.75606669621723,"RBM15_HUMAN",6,-7.95624146928586,1.6808304002614e-05,0.00323404219605851,0.3540407280269,"Non-significant",2.49025431794977,"RBM15"
0.340685756993647,18.2798185945621,7.54877123934405,7.02616235779768e-05,0.0125865218788824,2.18959891553662,"RIR2B_HUMAN",10,7.89800856095608,1.78727456921974e-05,0.00331603263824877,-0.340685756993651,"Non-significant",2.47938120353142,"RRM2B"
4.03082394599915,16.4387587308884,7.02665485477185,0.00011590575629377,0.0188165751233168,1.67875524221509,"LUM_HUMAN",4,7.67495101613993,2.26849952953692e-05,0.00406374312273942,-4.03082394599915,"Up in HBV",2.39107375247185,"LUM"
1.20592638199355,15.9329645456906,7.94511485209778,4.89105106740722e-05,0.00907464653399303,2.55653948045442,"HBG1_HUMAN",1,7.19711214543459,3.84882849410059e-05,0.00666488800895086,-1.20592638199355,"Up in HBV",2.17620714369998,"HBG1;HBG2"
0.548123989391904,17.7691829814201,6.67963403996613,0.000164229728631309,0.0253127519763171,1.32085168095978,"MA1A1_HUMAN",8,7.08409449459797,4.37768558618247e-05,0.0073361537484574,-0.5481239893919,"Up in HBV",2.13453157545595,"MAN1A1"
0.503302915032894,22.0028992932971,6.67113045048838,0.0001656657492194,0.0253127519763171,1.31188940980599,"G3V1N2_HUMAN",8,7.03426969464494,4.63551527045206e-05,0.00752546932187452,-0.503302915032901,"Up in HBV",2.12346641034614,"HBA2"
0.899173589120371,15.4968245920258,7.10498381185453,0.000107329829759884,0.0179864021162128,1.75746743343421,"URP2_HUMAN",2,6.59796219334796,7.7478824604618e-05,0.0121970452673027,-0.899173589120375,"Up in HBV",1.91374536436819,"FERMT3"
0.199616279224454,18.524344201729,5.59350679408252,0.000535379080666583,0.066221293430069,0.0969421552197716,"NT5D1_HUMAN",16,6.47306015831713,9.01361050402878e-05,0.0137722666377734,-0.19961627922445,"Non-significant",1.8609945777338,"NT5DC1"
0.574898832608525,16.5875028823132,5.87477338796115,0.000388732592715836,0.0527097662721368,0.429709452549064,"ISG20_HUMAN",6,6.13945272427482,0.000136343110346996,0.0202372130929327,-0.574898832608525,"Up in HBV",1.69384929527572,"ISG20"
0.946745149905276,15.8536591971958,6.25697994366609,0.00025570803514008,0.0369000900709087,0.863885419533412,"APOA_HUMAN",2,6.07348758030802,0.000148222666644339,0.0213893542560373,-0.946745149905277,"Up in HBV",1.66980232656793,"LPA"
0.395747566489298,21.0316917412741,5.24105511073144,0.000811557190428571,0.0878341584224255,-0.336447409446452,"CO3_HUMAN",76,5.96071500057508,0.000171206384024507,0.0240383017569544,-0.395747566489302,"Non-significant",1.61909621735297,"C3"
-0.430441908610131,17.4211510282983,-5.73806523320946,0.000453583501638109,0.0589091572752494,0.269399479849165,"RCN2_HUMAN",6,-5.81430859149204,0.000206967130948504,0.0275690832122431,0.430441908610128,"Non-significant",1.55957767576887,"RCN2"
-0.515286538940902,17.3054837292465,-5.45412771152805,0.000629836097012192,0.0743636028176895,-0.0722374959915806,"RL1D1_HUMAN",8,-5.83007661171569,0.000202753508933397,0.0275690832122431,0.515286538940899,"Up in CTRL.myr",1.55957767576887,"RSL1D1"
