"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","HBV_vs_HBV.myr","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc"
4.14128775966015,18.3601014443002,30.8277408014564,2.22057040847964e-09,1.15358632720518e-05,9.39588896264183,"HBSAG_HBVD3",5,30.8024526558762,2.41764889054965e-09,1.25596859864054e-05,-0.0311004714830254,"Non-significant",4.90102121856667,"S","Large envelope protein"
4.00644888874685,19.9881311068425,26.7632995798754,6.57252616777901e-09,1.7072136720806e-05,8.97934621373178,"CAPSD_HBVD3",28,26.7173141242499,7.16516137385053e-09,1.86115066685767e-05,0.0257540138870738,"Non-significant",4.73021846774174,"C","Capsid protein"
0.439607673419474,18.2303576363491,15.0258893981683,5.29027930590277e-07,0.00091610003313883,6.45550788088874,"RIR2B_HUMAN",6,15.5370717978851,4.33489755623874e-07,0.000750659760155342,-0.0737178519454247,"Non-significant",3.12455686428665,"RRM2B","Ribonucleoside-diphosphate reductase subunit M2 B"
0.86335214765807,18.1736724167618,11.7435325397722,3.31455967727285e-06,0.00430478438085811,5.01434534556816,"GDF15_HUMAN",2,11.7406110278997,3.46296674959033e-06,0.00449752806603044,-0.0843795872443742,"Non-significant",2.34702611783586,"GDF15","Growth/differentiation factor 15"
0.937586360036402,18.5164758802716,11.3521451635154,4.25350282974469e-06,0.00441938944010473,4.80362850774428,"IL18_HUMAN",1,11.2748115560262,4.65738643280236e-06,0.00483902450368166,0.0505917353135494,"Non-significant",2.31524217872072,"IL18","Interleukin-18"
1.0577004841088,15.684793222845,10.3280702937351,8.48859840896394e-06,0.00734971145576128,4.20353392486285,"CAH12_HUMAN",3,10.3269263247691,8.81926872693229e-06,0.00763601683940221,0.0380581769878248,"Non-significant",2.11713312254508,"CA12","Carbonic anhydrase 12"
-0.588657718396728,17.5002589331916,-9.93963206540166,1.12092758615989e-05,0.00831888401442946,3.95574023393415,"RCN2_HUMAN",5,-10.0049740275335,1.10853413514019e-05,0.0082269069029333,-0.202049291912573,"Non-significant",2.08476341721564,"RCN2","Reticulocalbin-2"
-0.344901417661401,20.1883951230436,-9.6623543498682,1.37501135710385e-05,0.0089289800001931,3.771476465313,"ACSL5_HUMAN",12,-9.7065559249103,1.37825085061308e-05,0.00895001646116867,-0.229759440934203,"Non-significant",2.04817616591446,"ACSL5","Long-chain-fatty-acid--CoA ligase 5"
0.382446901055797,18.5196193415086,9.1404407265092,2.0485141407228e-05,0.0118244788456166,3.40691881552571,"A0A024R6I7_HUMAN",1,8.9688443903855,2.42297534310698e-05,0.0125873569074408,-0.3307993744997,"Non-significant",1.9000654534522,"SERPI1","Alpha-1-antitrypsin"
0.262775081600729,22.9297010427346,8.80382295720726,2.67681447767341e-05,0.0136968690582287,3.15877418027236,"CLUS_HUMAN",4,9.10041222228194,2.18484850200803e-05,0.0125873569074408,-0.0278049503324489,"Non-significant",1.9000654534522,"CLU","Clusterin"
-0.444915128070846,19.2771491844892,-8.59880710763888,3.16385810777179e-05,0.0136968690582287,3.00236009102778,"CP2C8_HUMAN",5,-8.68018724993191,3.05420864730156e-05,0.013222178268943,0.0201384446679214,"Non-significant",1.87869699172986,"CYP2C8","Cytochrome P450 2C8"
-0.353807779801585,22.3739352767688,-8.61547217550188,3.12077252664527e-05,0.0136968690582287,3.01522789761819,"TKFC_HUMAN",9,-8.69181390399989,3.02548454872082e-05,0.013222178268943,0.222699565668652,"Non-significant",1.87869699172986,"TKFC","Triokise/FMN cyclase"
0.454966056786922,18.617629786268,8.46880392401658,3.52372779894498e-05,0.0138155613952799,2.90103085163033,"GALT2_HUMAN",4,8.53829686247042,3.43046693536534e-05,0.0137086736378638,-0.516285065143901,"Up in HBV",1.86300456268842,"GALNT2","Polypeptide N-acetylgalactosaminyltransferase 2"
0.6001956746018,18.3545709321117,8.38828571710024,3.76944856404623e-05,0.0138155613952799,2.83741901122388,"HKDC1_HUMAN",40,8.41086975027971,3.81295281877088e-05,0.0141487784953677,0.0918538013644259,"Non-significant",1.84928105240967,"HKDC1","Hexokise HKDC1"
0.418319878658352,16.6354043888879,8.32112495711798,3.98909376187102e-05,0.0138155613952799,2.78385361721493,"IKIP_HUMAN",1,8.20561529103507,4.53344482106091e-05,0.0151714519174533,0.0705957320746506,"Non-significant",1.81897285497037,"IKBIP","Inhibitor of nuclear factor kappa-B kise-interacting protein"
0.392259747785253,16.9593703933659,8.08376937685608,4.88792360544956e-05,0.0153844020924223,2.59078143299727,"TIGAR_HUMAN",4,8.17017796358171,4.67263196687687e-05,0.0151714519174533,-0.0758315194674495,"Non-significant",1.81897285497037,"TIGAR","Fructose-2,6-bisphosphatase TIGAR"
-0.297676729135603,19.4428591517957,-7.838173556057,6.06288579457165e-05,0.0153844020924223,2.38464970793068,"ACACB_HUMAN",2,-7.88708722484982,5.9727194544998e-05,0.0151812433279226,-0.0334158568558482,"Non-significant",1.81869265872092,"ACACB","Acetyl-CoA carboxylase 2"
