"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CTRL.myr_vs_CTRL","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc"
1.75195634115345,16.05,9.63611596772243,1.08641370837228e-05,0.0103317943666204,3.92823776589698,"A0A6Q8PFV8_HUMAN",1,8.82960878788158,1.82387354476928e-05,0.0169973985702327,-1.75,"Up in CTRL.myr",1.77,"GNB4","Guanine nucleotide-binding protein subunit beta-4"
1.58693677299705,19.71,7.74394492937243,5.38877156533537e-05,0.012728499102857,2.46521975264768,"CNN2_HUMAN",1,7.23368706266575,7.90002022401844e-05,0.0169973985702327,-1.59,"Up in CTRL.myr",1.77,"CNN2","Calponin-2"
1.53475412538444,17.15,8.59102340189179,2.53830286278695e-05,0.0120696301125519,3.1649444545909,"F8VZY6_HUMAN",1,7.84714541262802,4.37363536147935e-05,0.0169973985702327,-1.53,"Up in CTRL.myr",1.77,"CDK17","Cyclin-dependent kinase 17 (Fragment)"
2.15243626882632,15.08,7.32278516251584,8.03059880306436e-05,0.012728499102857,2.08693798059033,"GBRA6_HUMAN",1,7.11054523191947,8.93659230821908e-05,0.0169973985702327,-2.15,"Up in CTRL.myr",1.77,"GABRA6","Gamma-aminobutyric acid receptor subunit alpha-6"
2.24496326838014,19.02,7.52834146493994,6.59542709229001e-05,0.012728499102857,2.27422555594634,"IFNE_HUMAN",1,7.31806724991591,7.26667554294965e-05,0.0169973985702327,-2.24,"Up in CTRL.myr",1.77,"IFNE","Interferon epsilon"
0.939435589352602,29.8,5.6181527871414,0.000492041924193367,0.0394141851435424,0.317253077215061,"ALBU_HUMAN",84,6.75220959970029,0.000129127987694299,0.0175429594710398,-0.94,"Up in CTRL.myr",1.756,"ALB","Albumin"
-1.44066615971767,15.76,-7.41485941819422,7.3488860697916e-05,0.012728499102857,2.17146640146623,"S10A6_HUMAN",1,-6.87046901253933,0.000114179573191214,0.0175429594710398,1.44,"Up in CTRL",1.756,"S100A6","Protein S100-A6"
0.714123646625431,20.61,4.95914536601316,0.00109428352727998,0.0420359105667655,-0.481992429112065,"CO4A_HUMAN",60,6.16006488104713,0.000244988000872999,0.025752042408735,-0.71,"Up in CTRL.myr",1.589,"C4A","Complement C4-A"
0.793991291127654,20.2,5.43215574300725,0.000612830060546054,0.0394141851435424,0.0985839365175796,"FIBB_HUMAN",16,5.91071686976061,0.000324946907365741,0.025752042408735,-0.79,"Up in CTRL.myr",1.589,"FGB","Fibrinogen beta chain"
0.761219986119603,19.56,5.3352477260635,0.000688369743640809,0.0394141851435424,-0.0174824043596811,"FIBG_HUMAN",21,5.93677445609907,0.000315379097325145,0.025752042408735,-0.76,"Up in CTRL.myr",1.589,"FGG","Fibrinogen gamma chain"
-0.901119466750497,19.4,-5.62930622820803,0.000485678809596999,0.0394141851435424,0.330195780452313,"CH60_HUMAN",25,-6.19977483275598,0.000234380613690555,0.025752042408735,0.9,"Up in CTRL",1.589,"HSPD1","60 kDa heat shock protein, mitochondrial"
1.12312129660017,16.15,6.57472249280509,0.000170661967087922,0.0231856472429448,1.3600106519982,"NDUV1_HUMAN",1,5.95472780545244,0.000308967067628971,0.025752042408735,-1.12,"Up in CTRL.myr",1.589,"NDUFV1","DH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial"
0.796218213262232,18.73,5.38291712082167,0.000650009508249835,0.0394141851435424,0.0397949421940886,"FIBA_HUMAN",15,5.82731308418742,0.000357776877598223,0.0261727546612238,-0.8,"Up in CTRL.myr",1.582,"FGA","Fibrinogen alpha chain"
0.677385789095943,23.36,4.48140226644362,0.00203035789480791,0.0567903046459505,-1.10455011270445,"CO3_HUMAN",96,5.74525645763618,0.00039365950862085,0.0267407280498877,-0.68,"Up in CTRL.myr",1.573,"C3","Complement C3"
1.19707109925964,19.6,5.412003108111,0.00062775765983542,0.0394141851435424,0.0745683207448629,"ATPA_HUMAN",11,5.60911178340604,0.000462211977578888,0.0274727244173451,-1.2,"Up in CTRL.myr",1.561,"ATP5F1A","ATP synthase subunit alpha, mitochondrial"
1.21797724478757,16.05,5.45696357896732,0.000594986006692692,0.0394141851435424,0.128060013122857,"KAIN_HUMAN",7,5.62825042964088,0.000451830380244661,0.0274727244173451,-1.22,"Up in CTRL.myr",1.561,"SERPINA4","Kallistatin"
1.10760091521681,17.43,5.97372737482665,0.000327540212573558,0.0389363427696817,0.720561188562008,"PIWL3_HUMAN",1,5.49251652575126,0.000531382846549066,0.0297261815922448,-1.11,"Up in CTRL.myr",1.527,"PIWIL3","Piwi-like protein 3"
1.47901462595728,19.16,5.62231653327879,0.0004896558369313,0.0394141851435424,0.322087018648602,"LRCC1_HUMAN",1,5.40838622958143,0.000588312436058422,0.03108250703842,-1.48,"Up in CTRL.myr",1.507,"LRRCC1","Leucine-rich repeat and coiled-coil domain-containing protein 1"
0.998675725698316,19.62,5.05947136889357,0.000965120048078789,0.0420359105667655,-0.355884563922119,"APOE_HUMAN",21,5.36356951579996,0.000621335477084044,0.0310994757214172,-1,"Up in CTRL.myr",1.507,"APOE","Apolipoprotein E"
0.809134558394547,16.09,5.00164181305266,0.00103740355544751,0.0420359105667655,-0.42837911856173,"APOA2_HUMAN",4,5.16074428814068,0.00079833027445388,0.0364073985669714,-0.81,"Up in CTRL.myr",1.439,"APOA2","Apolipoprotein A-II"
0.858275631465254,20.51,4.82381435611136,0.00129928966166475,0.0441294452943993,-0.654648166855787,"APOH_HUMAN",14,5.09603513007275,0.000865845777356365,0.0364073985669714,-0.86,"Up in CTRL.myr",1.439,"APOH","Beta-2-glycoprotein 1"
